N	2gram	Bakhtin_Fr_8	Literetu
153	как будто	1	2
154	этом отношении	1	2
155	могут быть	1	2
156	к тому	1	2
157	в себя	1	2
158	но при	1	2
159	роль в	5	2
160	на том	1	2
161	в мире	2	2
162	ту же	4	2
163	новых и	1	2
164	или иной	1	2
165	в другом	3	2
166	о том	4	2
167	с одной	4	2
168	мир и	2	2
169	между тем	3	2
170	и только	1	2
171	по этому	1	2
172	только на	2	2
173	так называемый	1	2
174	что для	3	2
175	для него	2	2
176	тем что	1	2
177	одной стороны	2	2
178	за пределы	4	2
179	впервые становится	1	2
180	нового времени	2	2
181	превращается в	1	2
182	не на	3	2
183	не тот	2	2
184	все более	1	2
185	нет ничего	1	2
186	в столь	1	2
187	если оно	1	2
188	тому как	1	2
189	культуре и	1	2
190	для понимания	2	2
191	своего времени	6	2
192	можно было	1	2
193	но одновременно	1	2
194	это уже	1	2
195	это как	1	2
196	тем более	1	2
197	все они	6	2
198	от литературы	1	2
199	отношению к	1	2
200	по поводу	1	2
201	как известно	1	1
202	и развитие	1	1
203	с жизнью	1	1
204	о любви	1	1
205	на самом	2	1
206	всего это	1	1
207	идет о	1	1
208	показать что	1	1
209	перед лицом	1	1
210	фольклора и	1	1
211	на две	2	1
212	можно лишь	1	1
213	чтобы как	1	1
214	есть такое	1	1
215	мы не	2	1
216	вопрос о	1	1
217	и новые	1	1
218	в полной	1	1
219	ему в	1	1
220	всю ночь	1	1
221	и он	1	1
222	более глубокий	1	1
223	он был	12	1
224	бы то	2	1
225	в чем	1	1
226	его глаз	1	1
227	появляется и	2	1
228	к которой	1	1
229	в зеркале	1	1
230	не просто	3	1
231	что они	2	1
232	это мир	2	1
233	культуре в	1	1
234	в центре	2	1
235	в одной	1	1
236	для всех	1	1
237	как к	2	1
238	пределах одной	1	1
239	предметы и	1	1
240	перед нами	3	1
241	на человека	1	1
242	эти границы	1	1
243	мы можем	1	1
244	и слова	1	1
245	этом контексте	1	1
246	и как	2	1
247	реальной действительности	1	1
248	в сем	1	1
249	за собой	1	1
250	жизни к	1	1
251	в которой	4	1
252	он в	1	1
253	в нашем	2	1
254	музыки из	1	1
255	так сказать	5	1
256	века к	1	1
257	по словам	1	1
258	в поэтике	1	1
259	а скорее	1	1
260	облик мира	1	1
261	он не	5	1
262	которой не	1	1
263	эту тему	1	1
264	ключ к	1	1
265	к одному	1	1
266	в начале	1	1
267	и вот	1	1
268	и более	4	1
269	какой бы	1	1
270	но дело	2	1
271	так например	2	1
272	в борьбе	2	1
273	не бывает	1	1
274	ни был	1	1
275	оно и	1	1
276	то ни	2	1
277	он обладал	1	1
278	а затем	1	1
279	пусть и	1	1
280	самого автора	1	1
281	и с	8	1
282	большинстве случаев	6	1
283	это было	1	1
284	претензии на	1	1
285	его личности	1	1
286	и культуре	1	1
287	с начала	3	1
288	из первых	1	1
289	в них	11	1
290	и вы	1	1
291	их как	1	1
292	в ее	6	1
293	с тем	2	1
294	не всегда	1	1
295	и некоторые	2	1
296	такой же	5	1
297	автора и	1	1
298	в один	1	1
299	одного и	1	1
300	с более	1	1
301	этимологическое значение	1	1
302	в эту	2	1
303	в этих	11	1
304	вот она	1	1
305	в отношении	5	1
306	характер это	2	1
307	на свою	1	1
308	году когда	2	1
309	в условиях	5	1
310	в которых	2	1
311	этого в	1	1
312	если бы	2	1
313	ни было	2	1
314	не могли	2	1
315	высшую степень	1	1
316	искусство слова	1	1
317	вовсе не	6	1
318	между людьми	2	1
319	иной раз	1	1
320	не имеет	1	1
321	самого начала	1	1
322	тогда когда	1	1
323	во время	5	1
324	и сама	1	1
325	личности к	1	1
326	о них	2	1
327	на котором	2	1
328	и всегда	1	1
329	эпохи в	9	1
330	к концу	2	1
331	другой стороны	2	1
332	для нас	1	1
333	только с	1	1
334	в каком	2	1
335	с другом	1	1
336	в стиле	1	1
337	уже о	1	1
338	целого в	1	1
339	мы узнаем	1	1
340	указание на	1	1
341	жизни это	1	1
342	имеет место	1	1
343	на актуальную	1	1
344	на вопрос	1	1
345	как мы	7	1
346	но по	4	1
347	как один	1	1
348	яркие образцы	1	1
349	и от	1	1
350	романтическая ирония	1	1
351	были по	1	1
352	так в	1	1
353	исторической жизни	2	1
354	с самого	1	1
355	культуры и	2	1
356	его эстетическую	1	1
357	он говорит	2	1
358	больше в	1	1
359	собой в	1	1
360	мог бы	1	1
361	строго говоря	1	1
362	в эпоху	10	1
363	и здесь	3	1
364	не был	4	1
365	году и	1	1
366	и т.д	3	1
367	того он	1	1
368	это вполне	1	1
369	при котором	1	1
370	и что	1	1
371	его жизни	2	1
372	можно сказать	2	1
373	как форма	3	1
374	в значительной	2	1
375	подлежит сомнению	3	1
376	все в	1	1
377	к нему	2	1
378	во всех	8	1
379	том или	1	1
380	ее от	1	1
381	от них	1	1
382	и во	2	1
383	борьба с	1	1
384	своего романа	2	1
385	же самом	1	1
386	на одном	2	1
387	во всей	2	1
388	не исчерпывается	1	1
389	этот последний	1	1
390	и других	4	1
391	непосредственно в	1	1
392	наконец в	4	1
393	единого и	1	1
394	из моментов	1	1
395	второй план	2	1
396	в литературе	3	1
397	без изменений	1	1
398	него прямо	1	1
399	и народа	1	1
400	тот же	1	1
401	одной из	3	1
402	что даже	1	1
403	гораздо более	1	1
404	впрочем и	1	1
405	между этими	1	1
406	бы ни	1	1
407	со всеми	1	1
408	образов в	2	1
409	со своим	1	1
410	не можем	1	1
411	и у	1	1
412	в большинстве	7	1
413	языка как	1	1
414	в виде	2	1
415	кажется что	1	1
416	за ним	1	1
417	для новой	1	1
418	слова в	1	1
419	в котором	2	1
420	представлений о	1	1
421	в одном	2	1
422	никто не	1	1
423	само собою	1	1
424	так как	4	1
425	не слышат	1	1
426	или ином	1	1
427	глубокий смысл	1	1
428	современность с	1	1
429	о каком	1	1
430	к месту	1	1
431	бессмыслицы это	1	1
432	со всем	1	1
433	что и	3	1
434	выходит за	1	1
435	до сих	8	1
436	может и	1	1
437	именно в	1	1
438	человека а	1	1
439	а с	1	1
440	глаз на	1	1
441	в некоторых	3	1
442	а на	2	1
443	до конца	11	1
444	более того	3	1
445	однако и	1	1
446	он становится	2	1
447	воспринимаются как	1	1
448	с предельной	1	1
449	мы знаем	1	1
450	проходит через	1	1
451	между собою	2	1
452	в творчестве	5	1
453	него в	1	1
454	эти слова	1	1
455	из мира	1	1
456	звучать как	1	1
457	подхода к	1	1
458	речь не	1	1
459	в особенности	4	1
460	к своему	1	1
461	это были	5	1
462	в той	6	1
463	однако эти	2	1
464	и на	7	1
465	пример в	1	1
466	на эту	3	1
467	в первой	3	1
468	на свете	1	1
469	как речь	1	1
470	сохраняется в	1	1
471	с ее	5	1
472	тенденцию к	1	1
473	места и	1	1
474	как например	3	1
475	и о	3	1
476	сих пор	8	1
477	мира который	1	1
478	и единственного	1	1
479	имел в	1	1
480	значительным и	1	1
481	которые были	2	1
482	под названием	1	1
483	другом месте	3	1
484	из которых	2	1
485	совершается в	1	1
486	не подлежит	3	1
487	в отдельных	1	1
488	говоря о	1	1
489	от него	1	1
490	и все	6	1
491	у которого	1	1
492	диалога но	1	1
493	из существеннейших	1	1
494	на языке	2	1
495	особенно интересны	1	1
496	по определению	1	1
497	целый ряд	2	1
498	в романе	21	1
499	между ними	2	1
500	не знает	1	1
501	сказать что	3	1
502	только как	1	1
503	от всех	2	1
504	языка на	1	1
505	из этого	1	1
506	писать стихи	1	1
507	время не	1	1
508	в действительности	2	1
509	речевых норм	1	1
510	вместе с	2	1
511	глубоких и	2	1
512	существенный момент	1	1
513	он лишь	1	1
514	прийти в	1	1
515	к этому	2	1
516	и особенно	1	1
517	том числе	3	1
518	они не	5	1
