N	2gram	Propp_Isto_7	OGranits
137	а в	10	2
138	в целях	2	2
139	героя и	5	2
140	и к	1	2
141	к тому	1	2
142	объясняется что	1	1
143	и это	2	1
144	оно может	1	1
145	одним из	1	1
146	же как	4	1
147	вне этого	1	1
148	при разных	1	1
149	того же	2	1
150	в некоторых	1	1
151	но далеко	1	1
152	как известно	1	1
153	на основе	1	1
154	только потому	1	1
155	но тем	2	1
156	и есть	1	1
157	нам кажется	1	1
158	здесь и	2	1
159	ту же	1	1
160	не имеют	2	1
161	на том	2	1
162	в образе	3	1
163	можно было	1	1
164	в несколько	1	1
165	здесь нет	3	1
166	мы имеем	12	1
167	или их	1	1
168	когда в	1	1
169	и о	2	1
170	вопрос о	3	1
171	для этого	1	1
172	из одного	3	1
173	по себе	1	1
174	по мере	1	1
175	его за	2	1
176	на себя	2	1
177	сводится к	1	1
178	ему в	1	1
179	то это	5	1
180	не совсем	2	1
181	есть акт	1	1
182	видели как	1	1
183	ждет еще	1	1
184	может принять	1	1
185	другом месте	1	1
186	и он	3	1
187	с большим	1	1
188	другими словами	2	1
189	и что	10	1
190	еще не	8	1
191	связи со	2	1
192	эту связь	1	1
193	в различных	3	1
194	не могу	1	1
195	тем как	1	1
196	не знала	1	1
197	к нему	7	1
198	совсем не	1	1
199	но не	6	1
200	общественного строя	1	1
201	то он	1	1
202	может и	1	1
203	отношение к	5	1
204	тут же	1	1
205	в другой	3	1
206	значение имеет	1	1
207	в свои	1	1
208	на то	3	1
209	один и	1	1
210	которая и	1	1
211	в одной	2	1
212	эта связь	3	1
213	в рассмотрении	1	1
214	явление и	1	1
215	в своем	1	1
216	один из	7	1
217	которые и	1	1
218	тех случаях	4	1
219	и как	1	1
220	не хотят	1	1
221	еще тем	1	1
222	одной из	4	1
223	этот вопрос	2	1
224	что он	21	1
225	более или	1	1
226	роль играет	1	1
227	или иную	1	1
228	который в	1	1
229	не приходится	1	1
230	и оба	1	1
231	виде это	1	1
232	так в	4	1
233	в этой	1	1
234	что к	1	1
235	в дальнейшем	3	1
236	сюда относятся	1	1
237	и тот	2	1
238	важна не	3	1
239	конечно не	2	1
240	не можем	2	1
241	и у	2	1
242	только на	2	1
243	если он	3	1
244	и если	3	1
245	что она	5	1
246	или даже	2	1
247	же объясняется	1	1
248	превращаются в	1	1
249	ту или	1	1
250	никто не	1	1
251	состоит в	1	1
252	в виде	1	1
253	в конце	3	1
254	но что	1	1
255	здесь для	1	1
256	из него	1	1
257	этим же	1	1
258	не обязательна	1	1
259	путем сопоставления	1	1
260	ее на	4	1
261	не должно	1	1
262	это конечно	2	1
263	даже и	1	1
264	для того	1	1
265	этим самым	1	1
266	же не	1	1
267	в особенности	2	1
268	в совершенно	1	1
269	в чисто	1	1
270	к другому	1	1
271	на все	1	1
272	этого мы	1	1
273	и здесь	12	1
274	его в	3	1
275	от одного	1	1
276	общения а	1	1
277	он все	1	1
278	лежит в	2	1
279	еще одно	1	1
280	что мы	3	1
281	этом мы	2	1
282	образом мы	2	1
283	о которых	1	1
284	она и	1	1
285	а на	1	1
286	которые не	2	1
287	далеко не	1	1
288	у других	1	1
289	и самый	1	1
290	не всегда	4	1
291	которой он	3	1
292	и вне	1	1
293	фигурирует в	1	1
294	уже у	1	1
295	выйти за	1	1
296	должно быть	1	1
297	него не	1	1
298	такой же	1	1
299	автора и	1	1
300	если не	4	1
301	с первых	1	1
302	или менее	1	1
303	но при	2	1
304	вступает в	3	1
305	связь с	2	1
306	но если	1	1
307	себе в	1	1
308	которую мы	1	1
309	при изучении	1	1
310	эти слова	1	1
311	не дается	1	1
312	нее как	1	1
313	как все	1	1
314	как это	2	1
315	теперь мы	1	1
316	теперь к	1	1
317	то можно	1	1
318	здесь уже	1	1
319	та сила	1	1
320	представление о	3	1
321	этот результат	1	1
322	в которых	1	1
323	быть это	1	1
324	бы что	1	1
325	идти только	2	1
326	он говорит	2	1
327	на три	1	1
328	к этому	2	1
329	что имеет	1	1
330	несомненно что	1	1
331	должно было	2	1
332	и вот	1	1
333	и там	2	1
334	переходе от	1	1
335	тем не	4	1
336	и более	1	1
337	для понимания	1	1
338	и наоборот	1	1
339	уже сам	1	1
340	может идти	2	1
341	что такое	2	1
342	тому что	2	1
343	в условиях	1	1
344	вплоть до	2	1
345	но это	3	1
346	и оно	2	1
347	в начале	1	1
348	строя и	1	1
349	обратимся к	1	1
350	почти никогда	1	1
351	и другое	2	1
352	в то	2	1
353	в достаточной	1	1
354	сознании и	1	1
355	одна из	7	1
356	в науке	1	1
357	случаях когда	4	1
358	речь может	2	1
359	мы все	1	1
360	связанная с	1	1
361	формы и	1	1
362	в разных	1	1
363	и становится	3	1
364	или в	8	1
365	или почти	1	1
366	того как	3	1
367	в самой	1	1
368	находятся в	1	1
369	то не	4	1
370	ее и	1	1
371	у некоторых	2	1
372	в основе	2	1
373	она никогда	1	1
374	тем более	2	1
375	от него	3	1
376	только что	1	1
377	потому что	9	1
378	связи с	3	1
379	до того	1	1
380	не вполне	3	1
381	об этом	6	1
382	две формы	1	1
383	не знает	1	1
384	сказать что	2	1
385	впервые в	1	1
386	становится достоянием	1	1
387	мы здесь	2	1
388	не входит	1	1
389	и часто	1	1
390	с его	3	1
391	только о	2	1
392	воплощенная в	1	1
393	же самое	1	1
394	должны быть	3	1
395	всего в	1	1
396	вместе с	7	1
397	например в	3	1
398	что при	2	1
399	им и	1	1
400	этой точки	3	1
401	они не	2	1
