N	2gram	Bakhtin_sl_2	Istorich
164	здесь она	1	2
165	этот материал	1	2
166	в эту	1	2
167	и ее	1	2
168	не столько	3	2
169	и более	2	2
170	она или	1	2
171	в таких	1	2
172	и герой	1	2
173	и одной	1	2
174	с которой	1	2
175	самого начала	1	2
176	одна из	4	2
177	иметь в	1	2
178	на котором	2	2
179	в русском	1	2
180	другой стороны	1	2
181	нам важно	1	2
182	здесь нет	1	2
183	кроме того	2	2
184	только с	2	2
185	в нее	2	2
186	к себе	1	2
187	могут быть	7	2
188	с образом	1	2
189	того чтобы	2	2
190	с ее	2	2
191	в виду	1	2
192	здесь не	4	2
193	и говорит	1	2
194	с самого	1	2
195	приводит к	1	2
196	дано в	1	2
197	что под	1	2
198	одно из	1	2
199	с другой	5	2
200	а также	3	2
201	на образ	4	2
202	также в	1	2
203	в свете	3	2
204	к ней	2	2
205	в него	7	2
206	с ними	5	2
207	наших целей	1	2
208	проникнуть в	1	2
209	уже в	2	2
210	и их	5	2
211	слова в	13	2
212	и только	1	2
213	не было	2	2
214	в особенности	3	2
215	именно в	2	2
216	здесь в	3	2
217	следовательно не	1	2
218	случаев в	1	2
219	себя и	4	2
220	но есть	1	2
221	в некоторых	3	2
222	превращается в	1	2
223	зависит от	1	2
224	есть на	2	2
225	да и	1	2
226	зрения так	1	2
227	в основном	4	2
228	которые были	1	2
229	в немецкой	1	2
230	и часто	3	2
231	или в	2	2
232	чтобы понять	1	2
233	в системе	1	2
234	не знает	2	2
235	сказать что	3	2
236	это так	1	2
237	также не	1	2
238	себя как	1	1
239	и наиболее	1	1
240	совсем как	1	1
241	можно говорить	2	1
242	в рассмотрение	1	1
243	он может	1	1
244	это и	2	1
245	это очень	2	1
246	оно было	2	1
247	в зависимости	4	1
248	и этот	1	1
249	и за	1	1
250	и могут	1	1
251	встречается и	1	1
252	а как	1	1
253	есть не	1	1
254	и о	1	1
255	героя но	1	1
256	говорить о	3	1
257	но она	2	1
258	только самый	1	1
259	все здесь	1	1
260	их не	1	1
261	себе а	1	1
262	зависимости от	4	1
263	вопрос об	1	1
264	в отличие	12	1
265	он сам	1	1
266	оно стоит	1	1
267	что его	1	1
268	с его	7	1
269	тем как	1	1
270	от его	1	1
271	чем это	1	1
272	добродетели в	1	1
273	но как	2	1
274	к которой	1	1
275	в сторону	1	1
276	отличие от	13	1
277	из важнейших	2	1
278	конечно совершенно	1	1
279	отнюдь не	1	1
280	в истории	11	1
281	этом очень	1	1
282	до его	1	1
283	как к	3	1
284	однако не	1	1
285	и как	3	1
286	не зная	1	1
287	и к	6	1
288	в герое	1	1
289	за собой	1	1
290	и этим	1	1
291	для которого	1	1
292	лежит на	2	1
293	в целом	1	1
294	однако как	1	1
295	другом случае	1	1
296	но на	1	1
297	человек не	1	1
298	но некоторые	1	1
299	достаточно указать	1	1
300	и которые	1	1
301	конца и	1	1
302	с собой	1	1
303	мне в	1	1
304	мы слышим	1	1
305	связанные с	4	1
306	и внутренняя	1	1
307	них не	1	1
308	для своей	1	1
309	из своего	1	1
310	входит в	4	1
311	это было	1	1
312	но их	1	1
313	а это	1	1
314	но уже	1	1
315	в них	6	1
316	далеко не	2	1
317	можем сказать	1	1
318	не всегда	2	1
319	этим и	1	1
320	и вне	2	1
321	несмотря на	1	1
322	к своему	9	1
323	характерно что	1	1
324	социальной и	1	1
325	значение как	2	1
326	его нельзя	1	1
327	в своей	1	1
328	что такое	1	1
329	наших дней	1	1
330	прийти к	1	1
331	слова при	2	1
332	мы теперь	1	1
333	но эта	2	1
334	которые в	2	1
335	иных форм	1	1
336	слова могут	4	1
337	тем не	1	1
338	бы быть	1	1
339	по себе	5	1
340	даже в	2	1
341	и связанные	2	1
342	освободиться от	1	1
343	с миром	1	1
344	не менее	4	1
345	на мир	2	1
346	от нас	2	1
347	как о	2	1
348	эти формы	4	1
349	в то	4	1
350	и два	1	1
351	которого он	2	1
352	и снова	1	1
353	чтобы стать	1	1
354	только не	1	1
355	слово и	5	1
356	его об	1	1
357	функций его	1	1
358	во всем	4	1
359	с социальным	1	1
360	в процессе	13	1
361	их от	1	1
362	и со	1	1
363	и оно	2	1
364	сюжета и	1	1
365	если он	1	1
366	одинаково и	1	1
367	не могут	5	1
368	во все	1	1
369	как только	1	1
370	и смертью	1	1
371	если же	1	1
372	как мы	7	1
373	но проблема	1	1
374	то она	1	1
375	как один	1	1
376	всего этого	1	1
377	без всякого	2	1
378	необходимо еще	2	1
379	с каким	1	1
380	характер и	1	1
381	чтобы быть	1	1
382	в пределах	13	1
383	в дальнейшем	2	1
384	здесь нельзя	1	1
385	особенно в	2	1
386	в чужом	4	1
387	этим в	1	1
388	мира и	5	1
389	в последней	1	1
390	это может	1	1
391	с ним	7	1
392	случаях мы	1	1
393	образом в	1	1
394	и магическое	2	1
395	как понимать	1	1
396	людей как	1	1
397	а во	1	1
398	от него	5	1
399	или иначе	1	1
400	очень близко	1	1
401	нуждается в	2	1
402	отметить что	3	1
403	века и	1	1
404	и иных	4	1
405	и следовательно	1	1
406	может иметь	3	1
407	в частности	1	1
408	быть и	3	1
409	себе еще	1	1
410	в двух	1	1
411	всякого рода	1	1
412	разных языках	1	1
413	в какой	1	1
414	и действительно	1	1
415	должен быть	2	1
416	здесь о	1	1
417	здесь с	1	1
418	именно на	2	1
419	из которого	1	1
420	для всех	4	1
421	уже не	5	1
422	не можем	1	1
423	только на	1	1
424	вместить в	1	1
425	это ее	1	1
426	него и	1	1
427	и других	4	1
428	за ним	1	1
429	можем здесь	1	1
430	в прошлом	2	1
431	вовсе не	10	1
432	уже нет	1	1
433	друг друга	1	1
434	входят в	2	1
435	много и	1	1
436	социальная жизнь	1	1
437	она имеет	1	1
438	параллельно с	2	1
439	эти явления	1	1
440	которые как	1	1
441	именно как	2	1
442	не были	1	1
443	формах в	2	1
444	не связано	1	1
445	себе представить	1	1
446	он живет	1	1
447	миру и	1	1
448	и между	2	1
449	на голое	1	1
450	мы еще	1	1
451	будет сделано	1	1
452	этой роли	1	1
453	что не	1	1
454	них и	2	1
455	а на	1	1
456	и материала	2	1
457	до конца	17	1
458	и непосредственно	2	1
459	в одно	2	1
460	сложный и	1	1
461	вокруг него	2	1
462	входить в	2	1
463	данного сюжета	1	1
464	материал на	1	1
465	и потому	7	1
466	из форм	1	1
467	и приобретает	1	1
468	того оно	1	1
469	требует от	2	1
470	xix века	4	1
471	он говорит	1	1
472	чем в	2	1
473	в той	4	1
474	ведет к	1	1
475	остается в	5	1
476	и внешне	1	1
477	там где	6	1
478	с изучением	1	1
479	сам в	1	1
480	материал для	2	1
481	этого слова	1	1
482	на пути	1	1
483	быть именно	1	1
484	только для	1	1
485	влечет за	1	1
486	ему свое	1	1
487	например у	2	1
488	в наше	1	1
489	в более	2	1
490	только одна	1	1
491	не знаем	2	1
492	указать на	1	1
493	в точном	2	1
494	подчинены и	1	1
495	в результате	2	1
496	это как	1	1
497	особого рода	1	1
498	еще более	2	1
499	ни к	2	1
500	все они	2	1
501	же в	1	1
502	лежит в	1	1
503	но всегда	1	1
504	к самому	1	1
505	в свою	3	1
506	при его	2	1
507	материал и	3	1
508	в отдельности	1	1
509	связи и	2	1
510	в самом	1	1
511	живого и	1	1
512	только о	2	1
513	героя в	3	1
514	к этому	1	1
515	в таком	4	1
516	них но	1	1
