N	2gram	Savitsky_E_1	Dialekti
200	с его	1	2
201	живых существ	1	2
202	но не	5	2
203	силу этого	1	2
204	его на	2	2
205	и где	1	2
206	целый ряд	2	2
207	но в	14	2
208	то в	4	2
209	думать что	8	2
210	бы только	1	2
211	в себе	9	2
212	тому же	1	2
213	но на	3	2
214	и если	2	2
215	вообще не	3	2
216	при этом	1	2
217	и по	5	2
218	на этом	1	2
219	говорить не	1	2
220	но совершенно	1	2
221	в человечестве	1	2
222	только одно	2	2
223	она и	1	2
224	на основании	2	2
225	во внимание	1	2
226	несмотря на	4	2
227	как таковой	1	2
228	всяком случае	3	2
229	в их	11	2
230	но они	1	2
231	а для	1	2
232	только и	1	2
233	как не	2	2
234	исторического процесса	1	2
235	уже о	1	2
236	когда мы	1	2
237	могут быть	2	2
238	для такого	1	2
239	той или	4	2
240	все еще	1	2
241	для себя	1	2
242	как мы	5	2
243	и сами	1	2
244	говоря уже	2	2
245	как с	1	2
246	и когда	1	2
247	то как	1	2
248	для этого	1	2
249	и вообще	1	2
250	нас к	2	2
251	можно утверждать	2	2
252	нас в	1	2
253	и во	2	2
254	ее от	2	2
255	в его	2	2
256	и можно	2	2
257	и следовательно	1	2
258	и тем	3	2
259	если будет	1	2
260	не можем	2	2
261	же в	2	2
262	не о	1	2
263	бытия и	1	2
264	мира есть	1	2
265	со стороны	5	2
266	или иначе	1	2
267	именно в	4	2
268	а именно	2	2
269	только к	2	2
270	зависит от	1	2
271	однако не	1	2
272	но как	2	2
273	меньше чем	2	2
274	и потому	5	2
275	пространства и	1	2
276	в данном	3	2
277	призыв к	1	2
278	в смысле	9	2
279	плоти и	1	2
280	тех или	1	2
281	и для	3	2
282	или в	2	2
283	для нас	4	2
284	из себя	1	2
285	бы в	2	2
286	а в	2	2
287	не говоря	2	2
288	другой стороны	2	2
289	или иного	4	2
290	но еще	2	2
291	к этой	1	2
292	ее в	3	2
293	в своих	2	2
294	который не	1	2
295	во всяком	3	2
296	этой точки	5	2
297	даже более	1	1
298	ту же	1	1
299	речь идет	1	1
300	в применении	3	1
301	в сфере	3	1
302	чтобы не	1	1
303	этом отношении	3	1
304	не уходит	2	1
305	но тем	1	1
306	идет о	3	1
307	по преимуществу	2	1
308	что эти	2	1
309	ведь и	2	1
310	всем ее	1	1
311	и этот	2	1
312	из всего	1	1
313	или наоборот	1	1
314	ответить на	1	1
315	за несколько	1	1
316	только сама	1	1
317	которые при	1	1
318	истории в	1	1
319	конечно это	1	1
320	во всех	6	1
321	то мы	1	1
322	в общем	3	1
323	тогда как	1	1
324	более как	1	1
325	и будет	1	1
326	в свои	2	1
327	независимо от	4	1
328	стороны и	6	1
329	что как	1	1
330	помнить что	2	1
331	и наконец	2	1
332	более или	1	1
333	себе не	3	1
334	x в	3	1
335	от этого	5	1
336	в этот	1	1
337	мы но	1	1
338	та же	1	1
339	как то	1	1
340	мира но	2	1
341	во многих	4	1
342	если мы	1	1
343	однако же	1	1
344	в последнее	1	1
345	что к	2	1
346	мы совершенно	1	1
347	кажется не	1	1
348	мы можем	3	1
349	на одну	2	1
350	всех этих	1	1
351	не к	2	1
352	в корне	1	1
353	бытия это	1	1
354	этом мире	1	1
355	его можно	1	1
356	находит себе	1	1
357	или иных	1	1
358	бы от	2	1
359	от нее	1	1
360	то ни	4	1
361	они должны	1	1
362	в совершенно	1	1
363	в мире	2	1
364	в глубине	1	1
365	на ту	1	1
366	ценности и	1	1
367	мире как	1	1
368	сотни и	1	1
369	свести к	1	1
370	весь мир	1	1
371	в ином	1	1
372	о характере	1	1
373	точнее и	1	1
374	далеко не	2	1
375	всегда и	1	1
376	жизни но	1	1
377	с такой	1	1
378	такой же	2	1
379	мы свели	1	1
380	или менее	1	1
381	всем своем	1	1
382	как некую	1	1
383	реальности в	1	1
384	мы приходим	1	1
385	в отношении	32	1
386	в такой	1	1
387	в котором	2	1
388	она в	3	1
389	место в	3	1
390	представление о	2	1
391	как совокупность	4	1
392	не как	1	1
393	по своей	2	1
394	признать что	1	1
395	для всякого	1	1
396	свое существование	1	1
397	одном из	2	1
398	выше мы	1	1
399	творчества и	1	1
400	друг другу	1	1
401	на другую	1	1
402	и более	2	1
403	тому чтобы	2	1
404	для нее	1	1
405	даже в	4	1
406	это вопрос	1	1
407	признаков что	1	1
408	и необходимость	1	1
409	если и	1	1
410	вплоть до	1	1
411	не зависящего	1	1
412	что эта	1	1
413	мира не	2	1
414	что с	1	1
415	от существования	1	1
416	считает что	1	1
417	душе и	1	1
418	мы все	1	1
419	и имеет	2	1
420	вопрос не	2	1
421	казалось бы	1	1
422	всякой иной	1	1
423	больше чем	1	1
424	являются светочами	1	1
425	в самой	1	1
426	они являются	1	1
427	наиболее распространенное	1	1
428	быть проведено	1	1
429	такая же	1	1
430	своего существования	1	1
431	связи с	1	1
432	так то	1	1
433	что на	2	1
434	ли это	3	1
435	которую не	1	1
436	но начало	1	1
437	но все	1	1
438	значит ли	1	1
439	всего в	2	1
440	тех кто	1	1
441	мы отнюдь	1	1
442	и явление	1	1
443	иногда на	1	1
444	всегда в	1	1
445	существует только	1	1
446	в каждой	1	1
447	эта последняя	1	1
448	которого мы	2	1
449	с ее	1	1
450	в ее	8	1
451	данном случае	2	1
452	мира к	1	1
453	последнее время	1	1
454	россии в	4	1
455	в знании	1	1
456	будет существовать	1	1
457	и сам	1	1
458	достаточно чтобы	1	1
459	посмотреть какие	1	1
460	находятся и	1	1
461	мог бы	2	1
462	во многом	2	1
463	которое оно	1	1
464	именно тогда	2	1
465	с ним	1	1
466	они вполне	1	1
467	будет уже	1	1
468	связанное с	1	1
469	могут стать	2	1
470	то есть	6	1
471	и силу	1	1
472	на вопрос	1	1
473	и поэтому	2	1
474	внимание на	1	1
475	и та	2	1
476	то не	2	1
477	или на	1	1
478	это потому	1	1
479	можно сказать	4	1
480	в вопросах	1	1
481	не выходит	1	1
482	этом несмотря	1	1
483	эти два	1	1
484	о выходе	2	1
485	не более	3	1
486	в другой	2	1
487	бы и	3	1
488	человеческого рода	2	1
489	планете и	1	1
490	к ней	4	1
491	в лучшем	1	1
492	раз на	1	1
493	происходит в	2	1
494	но так	1	1
495	но с	2	1
496	его собственная	2	1
497	есть часть	1	1
498	европа в	1	1
499	тот же	1	1
500	одной из	5	1
501	этот вопрос	2	1
502	в свой	1	1
503	как нечто	1	1
504	никак нельзя	1	1
505	этот факт	3	1
506	что истинное	1	1
507	об их	1	1
508	в общий	1	1
509	в качестве	14	1
510	и призыв	1	1
511	в указанном	1	1
512	в сторону	2	1
513	всем его	1	1
514	но от	1	1
515	был бы	1	1
516	представить себе	1	1
517	мы находим	1	1
518	в одном	2	1
519	много раз	1	1
520	к ним	3	1
521	заметить что	2	1
522	невозможно не	1	1
523	в других	2	1
524	возможно ли	1	1
525	и тысячи	1	1
526	будет ли	2	1
527	в каких	1	1
528	к которому	1	1
529	с той	1	1
530	между ними	2	1
531	обратиться к	1	1
532	в некоторых	2	1
533	их можно	1	1
534	поскольку она	2	1
535	выше и	1	1
536	пока что	1	1
537	мир своему	1	1
538	одна и	2	1
539	мира в	4	1
540	ближе к	1	1
541	в связи	1	1
542	каких же	1	1
543	связь с	1	1
544	вместе с	2	1
545	если взять	1	1
546	относятся к	2	1
547	или по	2	1
548	поскольку речь	2	1
549	если так	1	1
550	по своему	7	1
551	не дают	2	1
552	в течение	5	1
553	чем в	4	1
554	применении к	3	1
555	совершенно достаточно	1	1
556	и целые	1	1
557	религии и	1	1
558	и всей	1	1
559	отношении с	1	1
560	для понимания	2	1
561	и философии	1	1
562	мыслится как	1	1
563	ставится вопрос	1	1
564	том смысле	1	1
565	слова и	1	1
566	что из	1	1
567	лучшем случае	1	1
568	в культуре	3	1
569	и таким	2	1
570	указать на	1	1
571	живет и	1	1
572	в точном	1	1
573	в результате	3	1
574	о котором	1	1
575	которая в	1	1
576	в силах	1	1
577	но когда	1	1
578	это может	1	1
579	в этих	2	1
580	знание в	1	1
581	с таким	1	1
582	себе ничего	1	1
583	на такой	1	1
584	ни было	4	1
585	этого же	1	1
586	поскольку не	1	1
587	в психологии	3	1
588	же будет	1	1
589	имеет место	2	1
590	это так	3	1
591	в процессе	4	1
592	и эта	2	1
593	смысле что	1	1
