N	2gram	Vinokur_Ku_1	Narrotol
511	вследствие того	1	1
512	аналогии с	1	1
513	времени в	1	1
514	и своей	1	1
515	это было	2	1
516	которого не	1	1
517	с одним	1	1
518	но слишком	1	1
519	данной ситуации	1	1
520	и во	1	1
521	а потому	5	1
522	именно она	1	1
523	лишь к	1	1
524	также в	1	1
525	все время	1	1
526	эти конструкции	1	1
527	в лице	1	1
528	это всегда	1	1
529	следует рассматривать	1	1
530	но с	2	1
531	в двух	1	1
532	что только	1	1
533	среди других	1	1
534	этот вопрос	1	1
535	которым он	1	1
536	как мир	1	1
537	субъекта в	1	1
538	к их	1	1
539	очень много	2	1
540	и так	1	1
541	знания о	2	1
542	простой и	1	1
543	так что	4	1
544	важное и	1	1
545	показывает в	1	1
546	того же	4	1
547	ряде случаев	2	1
548	указания на	1	1
549	в большинстве	2	1
550	ничего нельзя	1	1
551	ни одного	2	1
552	в нашей	1	1
553	обстоит дело	1	1
554	является не	1	1
555	большинстве случаев	1	1
556	в данной	1	1
557	и социально	1	1
558	на своего	1	1
559	этом в	1	1
560	и их	1	1
561	в прозе	1	1
562	в одном	3	1
563	не для	1	1
564	себе лишь	1	1
565	но что	1	1
566	в системе	3	1
567	с легкой	1	1
568	случае с	1	1
569	не проходит	1	1
570	тем что	8	1
571	тогда в	1	1
572	на некоторые	1	1
573	в структуре	2	1
574	это по	2	1
575	и конкретном	2	1
576	для того	16	1
577	именно как	1	1
578	нужно было	2	1
579	даже не	1	1
580	в данный	1	1
581	является их	1	1
582	до сих	4	1
583	от другой	1	1
584	однако что	1	1
585	в обращении	1	1
586	ли это	2	1
587	а именно	2	1
588	в ряде	2	1
589	мысли с	1	1
590	как же	1	1
591	это все	1	1
592	что не	5	1
593	связано с	3	1
594	на этот	2	1
595	повествовательной функции	1	1
596	ничем не	1	1
597	более того	1	1
598	однако и	1	1
599	человеческой жизни	1	1
600	его как	1	1
601	что обычно	1	1
602	и с	5	1
603	на эту	2	1
604	когда она	1	1
605	что мы	1	1
606	всю совокупность	1	1
607	как именно	2	1
608	в речи	3	1
609	с помощью	7	1
610	проникновения в	1	1
611	может иметь	2	1
612	весть о	1	1
613	вместе с	7	1
614	и потому	4	1
615	же с	1	1
616	в историю	1	1
617	что именно	1	1
618	xix века	5	1
619	предположить что	1	1
620	он говорит	1	1
621	к жизни	2	1
622	я так	1	1
623	что же	6	1
624	легкой руки	1	1
625	за рамки	1	1
626	даже с	1	1
627	внимания на	1	1
628	многих других	1	1
629	том смысле	1	1
630	время есть	1	1
631	этот не	1	1
632	слова и	4	1
633	и от	1	1
634	сих пор	4	1
635	о его	1	1
636	все это	6	1
637	этом и	1	1
638	же люди	1	1
639	напомню что	1	1
640	в смысловой	1	1
641	одного лица	1	1
642	каждой из	1	1
643	слова но	2	1
644	времени его	1	1
645	мой взгляд	2	1
646	в связи	3	1
647	не подлежит	1	1
648	речи как	1	1
649	или в	2	1
650	первом и	1	1
651	том виде	1	1
652	а все	1	1
653	другое дело	2	1
654	когда он	3	1
655	но эти	1	1
656	и н	1	1
657	в этих	4	1
658	еще более	1	1
659	все содержание	1	1
660	ведь есть	1	1
661	будто бы	1	1
662	к ее	1	1
663	этой фразе	1	1
664	всего на	1	1
665	нам не	3	1
666	может и	1	1
667	не знает	1	1
668	себя самого	2	1
669	и сейчас	1	1
670	в последнем	2	1
671	с такой	1	1
672	не что	1	1
673	перед нею	1	1
674	в действительности	1	1
675	где он	1	1
676	к другим	1	1
677	ее в	2	1
678	этой точки	2	1
679	к этому	1	1
680	во всяком	5	1
681	гораздо более	3	1
