N	2gram	Trubetskoy_1	Istorich
600	что эти	3	1
601	материалом для	1	1
602	уже давно	2	1
603	люди и	1	1
604	за тем	1	1
605	эта связь	1	1
606	к скачкам	1	1
607	чтобы они	1	1
608	с внутренней	1	1
609	к жизни	5	1
610	в особый	1	1
611	смысле этого	1	1
612	когда она	1	1
613	да и	1	1
614	как средство	1	1
615	жить так	1	1
616	иногда даже	1	1
617	два раза	1	1
618	при ближайшем	1	1
619	получает свое	1	1
620	тех пор	2	1
621	и более	1	1
622	здесь идет	1	1
623	этого слова	1	1
624	сейчас же	1	1
625	на пути	2	1
626	происходит с	1	1
627	число которых	1	1
628	происхождения в	1	1
629	что историческая	1	1
630	нет ничего	1	1
631	друг на	2	1
632	к двум	1	1
633	они всегда	1	1
634	ни с	1	1
635	эту сторону	1	1
636	при таком	2	1
637	котором он	1	1
638	в результате	3	1
639	совершенно иное	1	1
640	же приходится	1	1
641	или иным	1	1
642	то не	1	1
643	и все	2	1
644	у них	3	1
645	пришлось бы	1	1
646	есть продукт	1	1
647	лежит в	1	1
648	все более	1	1
649	с людьми	1	1
650	несмотря на	6	1
651	представлены и	1	1
652	только как	1	1
653	совершенно не	1	1
654	их с	1	1
655	совсем так	1	1
656	по одному	1	1
657	жизни а	1	1
658	первом случае	1	1
659	ее нет	1	1
660	от неправильного	1	1
661	эти слова	1	1
662	таким же	1	1
663	различны и	1	1
664	себе не	1	1
665	значение которое	1	1
666	еще недостаточно	1	1
667	к этой	1	1
668	во всяком	6	1
669	этого и	1	1
670	и вновь	1	1
671	не велел	1	1
