N	2gram	Tiupa_Disk_1	slovoVRo
211	мы видели	1	2
212	автора и	1	2
213	или менее	2	2
214	и другие	1	2
215	и при	1	2
216	в их	5	2
217	которые в	1	2
218	однако в	3	2
219	слов о	1	2
220	в историческом	2	2
221	громадное значение	1	2
222	дело в	1	2
223	чем не	1	2
224	этого жанра	2	2
225	в одном	2	2
226	речи не	1	2
227	языка это	1	2
228	входят в	1	2
229	в области	1	2
230	и оно	1	2
231	в речах	1	2
232	на границе	1	2
233	отличается от	2	2
234	и другим	1	2
235	говорит и	2	2
236	свою очередь	3	2
237	на нем	1	2
238	в себя	5	2
239	в другом	2	2
240	те же	1	2
241	здесь как	1	2
242	особенно в	1	2
243	о нем	2	2
244	на него	1	2
245	о том	8	2
246	и т.п	12	2
247	или на	3	2
248	в различных	2	2
249	в форме	2	2
250	и существенно	1	2
251	ни к	6	2
252	к различным	2	2
253	речь о	1	2
254	что он	4	2
255	всяком случае	1	2
256	со всеми	1	2
257	уже в	2	2
258	на протяжении	2	2
259	его и	1	2
260	цели и	1	2
261	в прошлом	1	2
262	в различные	1	2
263	параллельно с	1	2
264	то что	5	2
265	не было	7	2
266	до сих	1	2
267	именно в	3	2
268	а именно	1	2
269	более того	2	2
270	его как	2	2
271	не всегда	2	2
272	в одно	1	2
273	в связи	1	2
274	но оно	1	2
275	вместе с	1	2
276	в языковом	1	2
277	требует от	1	2
278	может стать	1	2
279	как вещь	1	2
280	в данном	5	2
281	если оно	1	2
282	и нет	1	2
283	сих пор	1	2
284	известной степени	2	2
285	говорящего и	2	2
286	или в	2	2
287	в результате	1	2
288	в новых	1	2
289	различные эпохи	1	2
290	жизни в	2	2
291	может и	2	2
292	не знает	1	2
293	к его	2	2
294	только о	1	2
295	из романа	1	2
296	речи как	2	2
297	они не	2	2
298	как известно	1	1
299	нем нет	1	1
300	речь идет	1	1
301	создания образов	1	1
302	мы к	1	1
303	наших дней	2	1
304	того же	3	1
305	не остается	1	1
306	науки о	1	1
307	и должны	1	1
308	идет о	1	1
309	предмета речи	2	1
310	и есть	2	1
311	между двумя	1	1
312	слова является	1	1
313	по преимуществу	1	1
314	и до	1	1
315	жанров как	1	1
316	слово же	1	1
317	во-первых в	1	1
318	и за	1	1
319	этом направлении	1	1
320	а как	1	1
321	как говорящий	1	1
322	правильного понимания	1	1
323	и о	4	1
324	высказывания в	6	1
325	самого говорящего	1	1
326	в составе	5	1
327	как не	3	1
328	жанров в	3	1
329	слово не	2	1
330	к общему	1	1
331	момент в	1	1
332	предметом и	1	1
333	между собой	2	1
334	он сам	1	1
335	быть в	1	1
336	что его	1	1
337	направлен на	2	1
338	как таковая	1	1
339	и главное	1	1
340	различия между	3	1
341	их влияния	1	1
342	но язык	1	1
343	в сторону	4	1
344	к ним	3	1
345	гуманитарных науках	1	1
346	что так	1	1
347	в едином	2	1
348	жанра как	1	1
349	характер и	2	1
350	в одной	3	1
351	контексте и	1	1
352	его на	1	1
353	из возможных	1	1
354	исключает возможность	1	1
355	сознания в	2	1
356	целый ряд	2	1
357	однако на	2	1
358	и художественного	1	1
359	или иную	1	1
360	в самом	3	1
361	в целом	4	1
362	героя однако	1	1
363	он в	1	1
364	без учета	1	1
365	действительности а	1	1
366	имеет громадное	1	1
367	в этой	2	1
368	рассказ о	1	1
369	другом случае	1	1
370	но его	1	1
371	и те	1	1
372	на то	1	1
373	в гуманитарных	1	1
374	его границами	1	1
375	человек не	1	1
376	общения с	3	1
377	этот процесс	1	1
378	в исторических	1	1
379	что она	1	1
380	случае перед	1	1
381	время и	1	1
382	он ни	2	1
383	речах персонажей	1	1
384	миров и	2	1
385	и сам	1	1
386	характер в	1	1
387	которого и	1	1
388	и по	2	1
389	одно и	1	1
390	русском языке	1	1
391	в каждом	2	1
392	подход к	1	1
393	в мире	1	1
394	об этом	2	1
395	высказывания и	2	1
396	а его	1	1
397	на все	1	1
398	косвенной речи	1	1
399	для своей	1	1
400	говорить не	1	1
401	к художественной	1	1
402	это было	2	1
403	свои специфические	1	1
404	действительности в	1	1
405	поэтому они	1	1
406	то все	1	1
407	и тем	2	1
408	не соответствует	1	1
409	мог бы	1	1
410	и романа	1	1
411	но уже	1	1
412	о которых	1	1
413	несмотря на	1	1
414	объектом художественного	1	1
415	ведет к	3	1
416	одного и	2	1
417	высказывания как	1	1
418	категории в	1	1
419	в своей	5	1
420	лежат в	1	1
421	и без	2	1
422	себе а	1	1
423	мысли и	2	1
424	не исчерпывается	1	1
425	они неразрывно	1	1
426	от его	1	1
427	своем собственном	1	1
428	должны были	1	1
429	через посредство	1	1
430	тем не	1	1
431	своего времени	2	1
432	как от	1	1
433	возможно только	2	1
434	и передачу	1	1
435	и герой	2	1
436	и вся	1	1
437	себя не	1	1
438	до известной	1	1
439	самого начала	1	1
440	не о	1	1
441	текста и	2	1
442	и притом	1	1
443	на высказывание	1	1
444	часто еще	1	1
445	дело не	2	1
446	к такому	2	1
447	для всего	1	1
448	романист может	1	1
449	построения образа	1	1
450	и речевой	1	1
451	по своей	11	1
452	это слово	1	1
453	был прежде	1	1
454	этом жанре	1	1
455	или иных	1	1
456	есть к	1	1
457	чужих высказываний	1	1
458	являются уже	1	1
459	к себе	2	1
460	и должно	1	1
461	во все	1	1
462	прочие разновидности	1	1
463	лежит в	1	1
464	если же	1	1
465	его понимании	2	1
466	указать на	1	1
467	числе и	2	1
468	глубокое и	1	1
469	с авторской	1	1
470	здесь они	1	1
471	в филологии	1	1
472	не предполагает	4	1
473	жанров и	1	1
474	и это	1	1
475	то она	2	1
476	в виду	2	1
477	и слушателей	2	1
478	и диалогические	1	1
479	чтобы быть	1	1
480	научном мышлении	1	1
481	определенный и	1	1
482	с самого	1	1
483	приводит к	2	1
484	и может	1	1
485	творческой жизни	1	1
486	и иные	2	1
487	не индивидуальный	1	1
488	на том	2	1
489	словесной культуры	2	1
490	еще в	3	1
491	во второй	1	1
492	решающее значение	1	1
493	и социальные	1	1
494	из жизненного	1	1
495	поэтому в	1	1
496	особенность ее	1	1
497	это как	1	1
498	быту и	1	1
499	к языку	1	1
500	с некоторыми	2	1
501	с человеком	2	1
502	но такая	1	1
503	не на	1	1
504	образом в	1	1
505	с другим	1	1
506	и что	2	1
507	среди всех	1	1
508	иное значение	1	1
509	можно сказать	5	1
510	самому себе	2	1
511	жанрах в	1	1
512	нас в	1	1
513	в евгении	1	1
514	должно было	1	1
515	тем или	1	1
516	этого высказывания	1	1
517	говорящий здесь	1	1
518	и письменных	1	1
519	как композиционная	1	1
520	представления о	2	1
521	и бытовая	1	1
522	человека как	1	1
523	индивидуальный характер	1	1
524	того что	3	1
525	и героями	1	1
526	в формах	1	1
527	фамильярного контакта	1	1
528	оно выступает	1	1
529	одной из	4	1
530	композиционная форма	1	1
531	романной прозе	1	1
532	в какой	2	1
533	друг друга	1	1
534	которые будучи	1	1
535	целом ряде	1	1
536	слово живет	1	1
537	от современной	1	1
538	и действительно	1	1
539	не имеющих	1	1
540	до нас	1	1
541	и ее	2	1
542	в качестве	34	1
543	чаще всего	1	1
544	только на	1	1
545	ее жанров	1	1
546	все многообразие	1	1
547	оно в	1	1
548	принадлежащих к	2	1
549	за счет	1	1
550	xvii веке	1	1
551	за ним	1	1
552	в известной	1	1
553	сами по	2	1
554	в конце	1	1
555	может служить	1	1
556	мы можем	1	1
557	автор и	3	1
558	почвой для	1	1
559	как раз	1	1
560	тем что	3	1
561	с традицией	1	1
562	и слушатели	1	1
563	которое может	1	1
564	лишь формально	1	1
565	некоторыми разновидностями	1	1
566	не связано	1	1
567	для правильного	1	1
568	оно лишь	1	1
569	не обязательно	4	1
570	предания и	1	1
571	с той	1	1
572	или меньшей	2	1
573	котором и	1	1
574	что не	4	1
575	говорит о	1	1
576	с большей	1	1
577	зависит от	2	1
578	однако и	2	1
579	другой стороны	3	1
580	отнюдь не	8	1
581	его собственной	1	1
582	когда она	1	1
583	как высказывания	1	1
584	мира в	3	1
585	ближе к	1	1
586	определенными и	1	1
587	в частности	9	1
588	ближе всего	1	1
589	в рамках	5	1
590	даже не	1	1
591	в иных	1	1
592	только его	1	1
593	изображения его	1	1
594	жанровых разновидностей	1	1
595	стать объектом	1	1
596	влияния на	2	1
597	он говорит	1	1
598	всех других	1	1
599	аспекте в	1	1
600	или иного	1	1
601	с миром	1	1
602	до больших	1	1
603	в эпическом	1	1
604	в литературе	2	1
605	быть только	1	1
606	да и	1	1
607	для понимания	2	1
608	евгении онегине	1	1
609	большей или	2	1
610	этого слова	1	1
611	на исторически	1	1
612	только своим	1	1
613	того или	2	1
614	и собственно	1	1
615	в наше	2	1
616	тех или	1	1
617	не является	4	1
618	за его	2	1
619	это новое	1	1
620	и времени	1	1
621	его контекста	1	1
622	или иным	1	1
623	развития и	1	1
624	себя самого	1	1
625	в исторический	1	1
626	особого рода	2	1
627	или нет	1	1
628	вообще в	1	1
629	но зато	2	1
630	на языке	1	1
631	не носят	1	1
632	в системе	1	1
633	здесь только	1	1
634	нами не	1	1
635	письма и	1	1
636	к чистой	1	1
637	они были	1	1
638	бы быть	3	1
639	смысл в	2	1
640	в отдельности	1	1
641	или точнее	1	1
642	что такое	1	1
643	частности в	2	1
644	мифа как	2	1
645	событиях и	1	1
646	также не	1	1
647	в своих	3	1
648	свою задачу	1	1
649	к этому	2	1
650	том числе	2	1
