N	2gram	Vinokur_Vv_1	slovoVRo
251	из него	1	2
252	оно направлено	1	2
253	ему не	1	2
254	у нас	2	2
255	в духе	1	2
256	на протяжении	2	2
257	языке и	1	2
258	и о	1	2
259	жанровым и	1	2
260	на том	3	2
261	диалектов и	1	2
262	можно было	7	2
263	не с	2	2
264	и лингвистика	1	2
265	не исчерпывается	2	2
266	и вообще	3	2
267	в построении	1	2
268	в другом	3	2
269	одного из	1	2
270	можно сказать	3	2
271	а также	3	2
272	наконец в	1	2
273	слова по	1	2
274	слова для	1	2
275	и стилистические	1	2
276	в лучшем	1	2
277	известном смысле	3	2
278	здесь не	2	2
279	мы видим	1	2
280	между тем	8	2
281	и тем	5	2
282	с которыми	1	2
283	так что	5	2
284	связи с	3	2
285	уже не	5	2
286	и у	1	2
287	только на	3	2
288	в виде	4	2
289	от других	2	2
290	или даже	1	2
291	в известной	3	2
292	в одном	4	2
293	произведения и	2	2
294	свое выражение	3	2
295	для того	21	2
296	именно как	3	2
297	до сих	5	2
298	языка или	2	2
299	не есть	4	2
300	на которые	1	2
301	жизнь в	1	2
302	к автору	1	2
303	совершенно не	1	2
304	что все	1	2
305	в частности	3	2
306	так же	3	2
307	этого типа	1	2
308	такого рода	2	2
309	в особый	1	2
310	речь в	4	2
311	должно быть	2	2
312	этом случае	6	2
313	не предполагает	1	2
314	лучшем случае	1	2
315	того или	1	2
316	как раз	4	2
317	одна из	2	2
318	имеет дело	5	2
319	смысле на	1	2
320	у них	1	2
321	интерес к	1	2
322	разной степени	1	2
323	потому что	14	2
324	ни было	1	2
325	между ними	2	2
326	с ней	2	2
327	сказать что	5	2
328	автора в	1	2
329	эта установка	1	2
330	или иного	1	2
331	одновременно и	1	2
332	первом случае	2	2
333	и эта	1	2
334	к этому	3	2
335	и замкнутого	1	1
336	сохраняет свое	1	1
337	сделать его	1	1
338	словом как	1	1
339	не остается	1	1
340	выражения в	1	1
341	тех же	1	1
342	науки о	9	1
343	к данному	1	1
344	языков но	1	1
345	и есть	3	1
346	из самых	1	1
347	и до	2	1
348	из его	2	1
349	ведь и	1	1
350	выражается в	1	1
351	действительности и	1	1
352	же культуры	1	1
353	в германии	3	1
354	которыми он	1	1
355	смотреть на	4	1
356	мы имеем	3	1
357	и ничего	1	1
358	что между	1	1
359	что уже	3	1
360	мог действительно	1	1
361	приводят к	1	1
362	непосредственно как	1	1
363	она звучит	1	1
364	этого целого	1	1
365	в некотором	1	1
366	и со	1	1
367	них прямо	1	1
368	собой в	2	1
369	не нужно	2	1
370	он был	1	1
371	наоборот как	1	1
372	бы то	1	1
373	которое он	1	1
374	этим не	1	1
375	без всякого	1	1
376	как целое	3	1
377	могло быть	1	1
378	в в	3	1
379	но как	2	1
380	а только	8	1
381	в сторону	1	1
382	в противовес	1	1
383	к слову	1	1
384	в общем	12	1
385	в новом	1	1
386	а через	1	1
387	отличие от	3	1
388	или иное	1	1
389	связи и	1	1
390	в настоящем	1	1
391	языка см	1	1
392	которые не	1	1
393	заключено в	1	1
394	систему и	1	1
395	в одной	1	1
396	и языки	1	1
397	произведений не	1	1
398	в значительной	2	1
399	в течение	5	1
400	стороны и	3	1
401	какие бы	1	1
402	то или	1	1
403	в одних	1	1
404	культурой в	1	1
405	и исторические	1	1
406	в очень	3	1
407	что по	1	1
408	его к	2	1
409	в действительности	1	1
410	и раскрытии	1	1
411	все возможные	1	1
412	в этот	2	1
413	в себя	1	1
414	еще на	1	1
415	таковы например	1	1
416	так или	4	1
417	имеем в	1	1
418	в этой	3	1
419	и тот	1	1
420	только один	1	1
421	на то	1	1
422	вследствие этого	1	1
423	с чем	2	1
424	что она	3	1
425	направлено на	1	1
426	задний план	1	1
427	в определенном	1	1
428	и задачи	1	1
429	не значит	1	1
430	он должен	1	1
431	не к	2	1
432	же язык	1	1
433	есть еще	2	1
434	нашего времени	2	1
435	осуществляются в	1	1
436	какой бы	2	1
437	одной и	2	1
438	своего времени	1	1
439	хотя все	1	1
440	или иных	3	1
441	не бывает	2	1
442	именно это	1	1
443	в основу	2	1
444	значительной степени	1	1
445	подход к	1	1
446	то ни	1	1
447	а затем	1	1
448	ним в	1	1
449	и различного	1	1
450	вещи и	1	1
451	не дает	1	1
452	них не	1	1
453	заключается в	4	1
454	есть не	3	1
455	действительности в	2	1
456	того о	1	1
457	содержание и	1	1
458	которая в	1	1
459	чаще всего	1	1
460	этой работы	3	1
461	в жизни	1	1
462	сложные взаимоотношения	1	1
463	но уже	2	1
464	о которых	2	1
465	ни одной	1	1
466	что совершенно	1	1
467	он действительно	1	1
468	этого не	2	1
469	и судьбами	1	1
470	самое же	2	1
471	устная речь	1	1
472	и уже	3	1
473	всегда и	1	1
474	несмотря на	2	1
475	мы видели	2	1
476	иным путем	1	1
477	значит не	1	1
478	чем в	3	1
479	на этот	4	1
480	и того	2	1
481	язык но	2	1
482	и становится	1	1
483	об особом	2	1
484	но если	3	1
485	от своего	1	1
486	а главное	1	1
487	котором идет	2	1
488	как некоторого	1	1
489	к истории	6	1
490	наших дней	1	1
491	и без	2	1
492	самого слова	1	1
493	целого но	1	1
494	что всякий	1	1
495	подлинного философского	1	1
496	мы называем	2	1
497	не столько	2	1
498	в отличие	3	1
499	в которых	6	1
500	о языке	3	1
501	быта и	3	1
502	сам же	2	1
503	но во	1	1
504	филология с	1	1
505	труда и	1	1
506	тем не	8	1
507	всего именно	1	1
508	по крайней	4	1
509	и более	1	1
510	однако в	3	1
511	как язык	1	1
512	же мы	1	1
513	например и	1	1
514	и разновидности	1	1
515	не менее	8	1
516	такого исследования	1	1
517	с теми	2	1
518	свое время	2	1
519	самого начала	1	1
520	правда в	1	1
521	и способы	1	1
522	ее с	1	1
523	которого он	1	1
524	языком и	1	1
525	того чтобы	21	1
526	прошлого между	1	1
527	на котором	2	1
528	дело в	3	1
529	все меньше	1	1
530	в самой	1	1
531	его отношение	1	1
532	показывает как	1	1
533	к концу	1	1
534	его можно	2	1
535	дальнейшего развития	1	1
536	во всем	2	1
537	входят в	1	1
538	этом отношении	3	1
539	целое это	1	1
540	мало-помалу начали	1	1
541	точном смысле	1	1
542	в каком	1	1
543	не от	1	1
544	среди них	1	1
545	к отдельным	2	1
546	в специальном	1	1
547	все то	1	1
548	есть только	2	1
549	слове но	1	1
550	отличается от	1	1
551	всего в	1	1
552	этого и	1	1
553	должен быть	4	1
554	и это	6	1
555	или научной	2	1
556	это единство	1	1
557	в виду	4	1
558	на задний	1	1
559	с каким	1	1
560	особой точки	1	1
561	каждая такая	1	1
562	с самого	1	1
563	культуры и	1	1
564	на свой	1	1
565	различие между	1	1
566	и совершенно	2	1
567	что может	3	1
568	и которые	1	1
569	для всякого	1	1
570	и глубины	1	1
571	двух лиц	1	1
572	этим в	1	1
573	это только	4	1
574	жизнь и	1	1
575	котором можно	1	1
576	если бы	2	1
577	для этого	3	1
578	со стороны	12	1
579	смысле и	2	1
580	каждое из	1	1
581	только так	2	1
582	быть более	1	1
583	исследования и	2	1
584	и что	4	1
585	находятся в	2	1
586	в различных	2	1
587	в вопросах	1	1
588	по их	2	1
589	это было	1	1
590	данного языка	1	1
591	это может	2	1
592	смысле не	1	1
593	возникает и	1	1
594	в практической	4	1
595	однако с	2	1
596	во втором	2	1
597	нуждается в	2	1
598	что и	3	1
599	замкнутое и	1	1
600	крайней мере	4	1
601	которые он	1	1
602	непосредственно в	1	1
603	ними и	1	1
604	поэтому его	1	1
605	в литературе	1	1
606	за этой	1	1
607	время в	2	1
608	правом можно	1	1
609	попытки создания	1	1
610	тот же	1	1
611	дело с	6	1
612	с каждым	1	1
613	явления в	1	1
614	в стороне	1	1
615	и так	1	1
616	а лишь	1	1
617	в самое	1	1
618	сложности и	1	1
619	или же	3	1
620	не мешает	1	1
621	именно на	2	1
622	своего собственного	1	1
623	которой оно	1	1
624	между отдельными	1	1
625	достигается и	1	1
626	до наших	1	1
627	ведь в	1	1
628	есть в	1	1
629	лица которые	1	1
630	с языками	1	1
631	чем они	1	1
632	носа и	1	1
633	в начале	3	1
634	слова не	1	1
635	момент своего	1	1
636	ни с	2	1
637	и художественно	1	1
638	к ним	1	1
639	но что	3	1
640	только с	3	1
641	бесспорным и	1	1
642	каждый из	2	1
643	с системой	2	1
644	чтобы не	1	1
645	требует также	1	1
646	не просто	4	1
647	от того	3	1
648	самом же	1	1
649	ближайшим образом	1	1
650	в форме	2	1
651	момент в	1	1
652	а потому	3	1
653	нет и	1	1
654	или иначе	4	1
655	с известным	1	1
656	в высшем	1	1
657	о своем	1	1
658	известным правом	1	1
659	и прежде	1	1
660	в ряде	2	1
661	эти разнородные	1	1
662	литературное произведение	2	1
663	что не	5	1
664	слово но	1	1
665	его из	1	1
666	только по	3	1
667	из пределов	1	1
668	них и	2	1
669	он только	1	1
670	поставить в	1	1
671	был в	2	1
672	в разной	2	1
673	которых мы	1	1
674	как явление	1	1
675	однако и	1	1
676	между разными	1	1
677	языка не	1	1
678	идет уже	1	1
679	долгое время	1	1
680	о чем	4	1
681	на эту	1	1
682	произведение в	1	1
683	которая лежит	1	1
684	что мы	2	1
685	мира в	1	1
686	ближе к	2	1
687	д можно	1	1
688	он и	2	1
689	в руках	1	1
690	с помощью	1	1
691	бы оно	1	1
692	входить в	1	1
693	и теми	2	1
694	вместе с	6	1
695	автора с	1	1
696	действительности иными	1	1
697	эта идея	1	1
698	как одно	1	1
699	его содержание	1	1
700	именно для	1	1
701	обычно считают	1	1
702	не понимать	1	1
703	у автора	1	1
704	к действительности	2	1
705	в среде	1	1
706	да и	4	1
707	быть не	1	1
708	в изучении	2	1
709	этого слова	2	1
710	в реальном	1	1
711	языка которая	1	1
712	здесь таким	1	1
713	впрочем не	1	1
714	но это	1	1
715	которые были	2	1
716	например у	1	1
717	но с	4	1
718	очень далеко	1	1
719	на одной	1	1
720	тех или	3	1
721	с полной	1	1
722	в более	2	1
723	встречающихся и	1	1
724	которых он	1	1
725	слова но	1	1
726	этого рода	8	1
727	в точном	1	1
728	тем более	2	1
729	он по	1	1
730	о котором	8	1
731	работы над	6	1
732	языке не	1	1
733	из различных	1	1
734	как две	3	1
735	находит свое	1	1
736	бы в	1	1
737	бесспорного факта	1	1
738	особенности в	1	1
739	мастерства и	1	1
740	на языке	2	1
741	же в	1	1
742	потребность в	1	1
743	самому и	1	1
744	в системе	1	1
745	становления и	1	1
746	видящая в	1	1
747	противоречий и	1	1
748	только как	6	1
749	состоит из	1	1
750	связей и	1	1
751	себе самому	1	1
752	встречается с	1	1
753	есть и	4	1
754	та же	1	1
755	социально-политической и	1	1
756	в какой	4	1
757	жизни и	2	1
758	и другие	1	1
759	значение в	2	1
760	как на	11	1
761	все что	1	1
762	этой точки	1	1
763	они не	1	1
