N	2gram	Tiupa_Anal_3	StatiiOP
434	бы быть	1	1
435	по себе	4	1
436	так называемого	1	1
437	же мы	1	1
438	нас к	1	1
439	же во	1	1
440	но они	2	1
441	в русской	7	1
442	одна из	2	1
443	не могло	1	1
444	казалось бы	1	1
445	уж редки	1	1
446	с одним	1	1
447	где уже	1	1
448	и является	1	1
449	и чувства	1	1
450	ему и	1	1
451	и делает	1	1
452	к изучению	1	1
453	не вправе	1	1
454	и далее	1	1
455	в момент	2	1
456	не могут	1	1
457	когда мы	2	1
458	с полной	1	1
459	к печати	1	1
460	к тому	6	1
461	в наши	1	1
462	есть люди	1	1
463	слова с	1	1
464	правда не	1	1
465	как мы	1	1
466	и о	1	1
467	констатировать что	1	1
468	проявляется в	1	1
469	говоря уже	1	1
470	мысль о	3	1
471	выше с	1	1
472	ли с	1	1
473	со мною	2	1
474	он так	1	1
475	имею в	1	1
476	отсюда и	1	1
477	мог бы	1	1
478	произведения не	1	1
479	разного рода	1	1
480	является в	1	1
481	образом в	1	1
482	о житии	1	1
483	о ней	1	1
484	быть ни	1	1
485	при котором	1	1
486	в глаза	2	1
487	отдельном случае	1	1
488	его речи	1	1
489	можно сказать	4	1
490	все его	1	1
491	каждом из	1	1
492	чувства юмора	1	1
493	однако с	3	1
494	главы евгения	1	1
495	данного текста	2	1
496	нуждается в	2	1
497	иными словами	1	1
498	как варианты	1	1
499	во всей	1	1
500	в форме	2	1
501	новая форма	1	1
502	стихи и	1	1
503	счастье и	1	1
504	судить по	1	1
505	чем он	1	1
506	и дело	1	1
507	тот же	1	1
508	специальная литература	1	1
509	с формой	1	1
510	исходных положений	1	1
511	который в	3	1
512	бы ни	1	1
513	себя в	4	1
514	не имеют	1	1
515	литературы в	1	1
516	уже не	5	1
517	дважды в	1	1
518	слова не	1	1
519	была чужда	1	1
520	каким образом	1	1
521	то у	1	1
522	д как	1	1
523	его и	1	1
524	ту или	1	1
525	себе в	1	1
526	как справедливо	2	1
527	ведь это	1	1
528	слова в	1	1
529	в одном	4	1
530	с этими	1	1
531	он именует	1	1
532	можно с	1	1
533	к ним	1	1
534	не о	1	1
535	каждый из	1	1
536	и никогда	1	1
537	требует как	1	1
538	указание на	2	1
539	были бы	3	1
540	русской поэзии	2	1
541	что могло	1	1
542	как сильно	1	1
543	или иной	5	1
544	каждом отдельном	1	1
545	одну минуту	1	1
546	мира это	1	1
547	и др	1	1
548	но о	1	1
549	обратить внимание	1	1
550	в соответствии	2	1
551	иначе в	1	1
552	мировой литературы	1	1
553	по тем	1	1
554	и литературного	1	1
555	о чем	4	1
556	в одно	1	1
557	не видит	1	1
558	в пушкинском	2	1
559	по мысли	1	1
560	вместе с	2	1
561	на чем	1	1
562	в иной	2	1
563	усомниться в	1	1
564	и пушкин	1	1
565	в перспективе	1	1
566	а при	1	1
567	тот факт	1	1
568	из которых	1	1
569	с удовольствием	1	1
570	в течение	1	1
571	титульного листа	1	1
572	это его	1	1
573	текста как	1	1
574	путь в	1	1
575	от прежнего	1	1
576	последовательности такие	1	1
577	каждое из	1	1
578	в культуре	2	1
579	этом и	1	1
580	ни для	2	1
581	пушкина было	1	1
582	этом смысле	1	1
583	каждой из	1	1
584	и позволяет	1	1
585	случаях когда	1	1
586	факт что	1	1
587	и от	2	1
588	сколько бы	1	1
589	другое дело	1	1
590	в голову	1	1
591	в отдельных	1	1
592	обращается к	1	1
593	себя самого	1	1
594	но еще	1	1
595	той или	3	1
596	бы в	1	1
597	не должен	2	1
598	уже давно	1	1
599	я в	5	1
600	в стихах	1	1
601	пушкин мог	1	1
602	одной из	1	1
603	не говоря	1	1
604	это делает	1	1
605	от всех	1	1
606	их с	1	1
607	к его	1	1
608	оно не	1	1
609	из этого	1	1
610	и б	2	1
611	и другие	1	1
612	а того	1	1
613	к этому	3	1
614	как на	1	1
615	они не	1	1
