N	2gram	Tiupa_Narr_1	Vladivir
375	так сказать	2	1
376	становления в	1	1
377	зависит не	1	1
378	зрения в	1	1
379	к одному	1	1
380	что еще	1	1
381	в корне	1	1
382	и вот	2	1
383	их в	3	1
384	на земле	1	1
385	его от	1	1
386	различие между	1	1
387	еще двумя	1	1
388	от других	1	1
389	этом последнем	1	1
390	согласуется с	1	1
391	не за	1	1
392	была в	1	1
393	говорить не	1	1
394	лишь в	3	1
395	второй половины	1	1
396	уже знаем	1	1
397	же ему	1	1
398	близость с	1	1
399	то сердце	1	1
400	произведение как	1	1
401	все равно	2	1
402	стремился к	1	1
403	результате чего	1	1
404	не всегда	3	1
405	которой он	1	1
406	жизни но	2	1
407	однако тут	1	1
408	в один	1	1
409	во время	1	1
410	она сама	1	1
411	как все	1	1
412	и третий	1	1
413	представить себе	1	1
414	она в	2	1
415	что вся	1	1
416	себе а	1	1
417	в которых	1	1
418	не исчерпывается	1	1
419	простой и	1	1
420	должны были	1	1
421	не раз	1	1
422	реальность человеческого	1	1
423	мир и	1	1
424	основной для	1	1
425	имеет смысл	1	1
426	ни было	1	1
427	только этого	1	1
428	человеческого я	1	1
429	того кто	2	1
430	необходимо чтобы	1	1
431	случае мы	1	1
432	по мифологии	1	1
433	любви и	1	1
434	нашем сознании	1	1
435	непосредственное восприятие	1	1
436	одна из	4	1
437	какой бы	1	1
438	это еще	1	1
439	для всего	1	1
440	в цельную	1	1
441	того как	1	1
442	это то	1	1
443	и является	2	1
444	не столь	2	1
445	как будто	3	1
446	ему не	1	1
447	именно оно	1	1
448	в специальном	1	1
449	начиная с	3	1
450	человеческое сознание	1	1
451	была на	2	1
452	однако для	1	1
453	для его	1	1
454	указывает на	1	1
455	логоса и	1	1
456	которые мы	1	1
457	и он	6	1
458	необходимым и	1	1
459	есть одновременно	1	1
460	с ее	2	1
461	в ее	1	1
462	здесь также	1	1
463	ни слова	1	1
464	второго лица	1	1
465	так в	4	1
466	слова а	1	1
467	и сам	1	1
468	ясно что	1	1
469	это вовсе	1	1
470	особенно в	2	1
471	так называемую	1	1
472	и каждый	1	1
473	и предельно	1	1
474	когда в	3	1
475	том как	1	1
476	наше внимание	1	1
477	существует сам	1	1
478	о ней	3	1
479	произведения как	1	1
480	то они	2	1
481	внимание на	4	1
482	разумеется в	1	1
483	одного из	6	1
484	можно сказать	5	1
485	самому себе	1	1
486	все та	1	1
487	а во	4	1
488	к истине	1	1
489	не могло	2	1
490	вся эта	1	1
491	творчества в	1	1
492	а потому	1	1
493	нуждается в	1	1
494	в глазах	3	1
495	вслед за	1	1
496	говорить и	1	1
497	у которого	1	1
498	и мы	1	1
499	в литературе	4	1
500	же можно	1	1
501	с той	1	1
502	один из	6	1
503	в новой	1	1
504	с появлением	2	1
505	всю свою	1	1
506	а тут	1	1
507	будто бы	1	1
508	что одно	2	1
509	впрочем и	1	1
510	для нее	1	1
511	место лишь	1	1
512	не происходит	1	1
513	их не	1	1
514	сознанием и	1	1
515	не то	1	1
516	самом деле	3	1
517	времени когда	1	1
518	построен на	1	1
519	и внутреннего	2	1
520	вопроса о	1	1
521	этом что	1	1
522	в душе	1	1
523	бытия но	1	1
524	этот раз	1	1
525	их как	1	1
526	него нет	1	1
527	не находит	1	1
528	необходимо в	1	1
529	при всей	3	1
530	далек от	1	1
531	них мы	1	1
532	не возникнет	1	1
533	указание на	1	1
534	этот второй	1	1
535	представляют собой	3	1
536	это будет	1	1
537	в последние	1	1
538	или иной	4	1
539	о своей	2	1
540	до сих	2	1
541	свою историю	1	1
542	о влиянии	1	1
543	сердцем и	1	1
544	говорится но	1	1
545	по своим	2	1
546	им из	1	1
547	на чем	1	1
548	во второй	1	1
549	на которых	1	1
550	что для	1	1
551	на этот	1	1
552	иначе но	1	1
553	как системы	1	1
554	обращение с	1	1
555	он даже	1	1
556	а так	1	1
557	о чем	4	1
558	без которых	1	1
559	человеческой жизни	2	1
560	только от	2	1
561	января г	1	1
562	на категорию	1	1
563	в творчестве	1	1
564	говорит нам	1	1
565	в частности	14	1
566	для них	2	1
567	в строгом	1	1
568	было для	1	1
569	его на	1	1
570	из которых	1	1
571	к бытию	1	1
572	в человеке	1	1
573	по своему	2	1
574	к жизни	2	1
575	она есть	1	1
576	есть на	1	1
577	в тех	1	1
578	в первой	2	1
579	исходя из	3	1
580	ее пределы	1	1
581	мыслится как	2	1
582	в контексте	1	1
583	слова и	1	1
584	приблизиться к	1	1
585	известном смысле	2	1
586	которая здесь	1	1
587	в использовании	1	1
588	сих пор	2	1
589	своей жизни	1	1
590	все это	1	1
591	ближе к	1	1
592	пока еще	1	1
593	в более	1	1
594	и после	2	1
595	ли в	1	1
596	не говорится	1	1
597	имеют для	1	1
598	не подлежит	2	1
599	это первое	1	1
600	этой проблемой	1	1
601	он чувствовал	1	1
602	между ними	2	1
603	нас нет	1	1
604	тот кто	2	1
605	смерти он	1	1
606	или другой	1	1
607	у них	1	1
608	интерес к	1	1
609	еще более	1	1
610	но зато	2	1
611	от этих	2	1
612	вот этот	1	1
613	отношении к	1	1
614	нами не	2	1
615	из многочисленных	1	1
616	в свою	2	1
617	это все	1	1
618	всего мира	1	1
619	не говоря	1	1
620	слова ничего	1	1
621	уже только	1	1
622	в действительности	1	1
623	если она	2	1
624	жизни и	6	1
625	том числе	1	1
626	по поводу	1	1
627	по причине	2	1
628	который не	1	1
629	все что	2	1
630	они не	1	1
