N	2gram	Tiupa_Narr_1	Istorich
339	так например	1	1
340	и наоборот	1	1
341	человека в	2	1
342	по своему	2	1
343	могла бы	1	1
344	не будет	2	1
345	легко возразить	1	1
346	в мире	4	1
347	об этом	6	1
348	это весьма	1	1
349	два способа	1	1
350	входит в	2	1
351	с другими	1	1
352	и наличие	1	1
353	три группы	1	1
354	и тем	4	1
355	братьев и	1	1
356	одной из	1	1
357	только одно	1	1
358	но уже	1	1
359	есть некоторая	1	1
360	случае мы	1	1
361	соответствии с	4	1
362	а за	2	1
363	которой он	1	1
364	ведет к	1	1
365	старуха мать	1	1
366	нас теперь	1	1
367	в своей	5	1
368	этой связи	1	1
369	смерть как	1	1
370	в следующем	1	1
371	с точки	1	1
372	она в	2	1
373	что вся	1	1
374	не исчерпывается	1	1
375	своего рода	10	1
376	идти в	1	1
377	иных форм	1	1
378	героя из	2	1
379	жизни является	1	1
380	что этот	1	1
381	с мужем	1	1
382	как можно	1	1
383	по себе	4	1
384	шире чем	1	1
385	вплоть до	4	1
386	из нас	2	1
387	смотри же	1	1
388	не принадлежит	1	1
389	существование с	1	1
390	того как	1	1
391	и сама	2	1
392	на самый	1	1
393	о них	3	1
394	на которых	1	1
395	для всего	1	1
396	казалось бы	2	1
397	это то	1	1
398	имеем дело	2	1
399	сообщает на	1	1
400	она уже	1	1
401	с нами	1	1
402	как она	2	1
403	не говорит	3	1
404	во всем	1	1
405	солнцем и	1	1
406	только с	1	1
407	мы и	1	1
408	вопрос не	1	1
409	иного мира	1	1
410	а таким	1	1
411	начиная с	3	1
412	и героев	1	1
413	отличается от	1	1
414	об одном	1	1
415	по характеру	1	1
416	картину в	1	1
417	бы составить	1	1
418	указывает на	1	1
419	и тот	1	1
420	в одну	1	1
421	для героя	1	1
422	если же	1	1
423	состоят в	2	1
424	обычно в	1	1
425	называет себя	1	1
426	с ее	2	1
427	от друга	1	1
428	как не	1	1
429	свою очередь	2	1
430	как один	1	1
431	в ее	1	1
432	здесь также	1	1
433	внимания то	1	1
434	голову в	1	1
435	жениха и	1	1
436	только то	1	1
437	им нельзя	1	1
438	и сам	1	1
439	в образе	1	1
440	более дробные	3	1
441	это вовсе	1	1
442	каждого из	1	1
443	столько же	2	1
444	в исторической	1	1
445	во второй	1	1
446	в церковь	1	1
447	является в	1	1
448	он сам	3	1
449	для этого	1	1
450	по мере	2	1
451	состоящий в	1	1
452	с ним	2	1
453	из особенностей	1	1
454	но такая	1	1
455	видим не	1	1
456	даже из	1	1
457	это происходит	1	1
458	и та	1	1
459	за пределами	2	1
460	никак не	2	1
461	что каждый	1	1
462	вполне уместно	1	1
463	времени в	2	1
464	нечто иное	1	1
465	тем как	1	1
466	оно составляет	1	1
467	и только	2	1
468	бывает и	1	1
469	также в	1	1
470	народов и	1	1
471	несколько иначе	1	1
472	но тут	1	1
473	этой ситуации	1	1
474	которой и	1	1
475	оно и	1	1
476	тот же	1	1
477	хотя бы	2	1
478	обязанностей в	1	1
479	который в	2	1
480	смерти как	1	1
481	передачи но	1	1
482	может соответствовать	1	1
483	не входит	1	1
484	не можем	1	1
485	уже в	1	1
486	в начале	3	1
487	ее из	2	1
488	с отцом	1	1
489	предположение что	1	1
490	или даже	1	1
491	или просто	2	1
492	могло бы	3	1
493	сами по	2	1
494	случае не	1	1
495	тогда как	10	1
496	возвращение героя	1	1
497	к двум	2	1
498	голову от	1	1
499	как у	2	1
500	нас в	2	1
501	не один	1	1
502	случаев в	1	1
503	с другом	1	1
504	последний случай	1	1
505	есть на	1	1
506	говорит о	1	1
507	однако в	3	1
508	в соответствии	5	1
509	а на	2	1
510	которые не	1	1
511	на этот	1	1
512	которых мы	1	1
513	дома с	1	1
514	она может	2	1
515	о чем	4	1
516	объединены в	1	1
517	что мы	2	1
518	обращение с	1	1
519	человека как	1	1
520	матерью а	1	1
521	к вечеру	1	1
522	к себе	4	1
523	и столь	2	1
524	а так	1	1
525	над ним	1	1
526	в жизнь	1	1
527	что за	1	1
528	тому как	3	1
529	как бы	6	1
530	и всей	1	1
531	они еще	1	1
532	друг с	1	1
533	исходя из	3	1
534	героя она	1	1
535	на другое	1	1
536	в использовании	1	1
537	заглянуть во	1	1
538	а когда	1	1
539	своей жизни	1	1
540	о его	2	1
541	все это	1	1
542	в один	1	1
543	но для	3	1
544	в книге	1	1
545	это уже	3	1
546	он видел	1	1
547	случаях когда	1	1
548	при таком	1	1
549	не существует	3	1
550	которая в	2	1
551	человек и	1	1
552	другом отношении	1	1
553	обращается к	3	1
554	представлениями о	1	1
555	в извлечении	1	1
556	все они	1	1
557	на более	1	1
558	на фоне	1	1
559	героя и	2	1
560	не знает	1	1
561	была бы	1	1
562	речи и	1	1
563	а герой	1	1
564	героя в	3	1
565	это и	1	1
566	это очевидно	1	1
567	принимает на	1	1
568	на свет	1	1
569	не самому	1	1
570	но еще	1	1
571	в таком	2	1
572	том числе	1	1
573	событий в	1	1
574	которая не	1	1
