N	2gram	Tiupa_Lite_2	Tvorches
234	это и	1	1
235	эту жизнь	1	1
236	перед читателем	1	1
237	роман о	1	1
238	перед лицом	1	1
239	мы говорим	1	1
240	в первом	1	1
241	нас на	1	1
242	поэтому он	1	1
243	внутренний мир	1	1
244	и за	2	1
245	приходит к	1	1
246	той же	2	1
247	из всех	1	1
248	в первый	2	1
249	что уже	1	1
250	случае это	2	1
251	сведена к	1	1
252	на место	1	1
253	из своих	2	1
254	разве я	1	1
255	эстетики и	1	1
256	не вполне	2	1
257	на себя	2	1
258	ты как	1	1
259	как я	3	1
260	мы и	1	1
261	личности с	1	1
262	предстает как	1	1
263	свою очередь	1	1
264	дает им	1	1
265	он был	1	1
266	во всех	3	1
267	иного рода	1	1
268	но как	2	1
269	большой буквы	1	1
270	в противовес	3	1
271	сознания не	1	1
272	не все	1	1
273	если в	2	1
274	ответ на	1	1
275	есть по	2	1
276	искусство в	1	1
277	за их	1	1
278	в жизни	2	1
279	сам создает	1	1
280	глаза его	1	1
281	это самое	1	1
282	в рамках	4	1
283	общего с	1	1
284	и нет	2	1
285	в душу	1	1
286	однако не	1	1
287	кто из	1	1
288	как уже	2	1
289	и как	3	1
290	я должен	1	1
291	и к	2	1
292	в противоположность	2	1
293	что это	1	1
294	как некий	1	1
295	от бога	1	1
296	в известном	1	1
297	представляет собой	2	1
298	за это	1	1
299	и до	2	1
300	мы чувствуем	1	1
301	после чего	1	1
302	на то	1	1
303	в случае	1	1
304	например как	1	1
305	уже тогда	1	1
306	мысли и	2	1
307	пред вами	1	1
308	о которой	2	1
309	не к	2	1
310	и вот	1	1
311	на жизнь	2	1
312	я с	1	1
313	можно было	1	1
314	русской классической	2	1
315	слова не	1	1
316	в каждом	2	1
317	к традициям	1	1
318	в глубине	1	1
319	а по	1	1
320	мыслится как	3	1
321	его личности	1	1
322	является общим	1	1
323	в глазах	3	1
324	было бы	2	1
325	характер не	1	1
326	должен был	1	1
327	отказа от	2	1
328	был задуман	1	1
329	мог бы	1	1
330	в горниле	1	1
331	в них	2	1
332	нет в	2	1
333	но лишь	3	1
334	за пределами	1	1
335	всю жизнь	1	1
336	мы видели	1	1
337	и читателем	1	1
338	ведет к	1	1
339	в развитии	1	1
340	не мог	1	1
341	в этих	1	1
342	жизнь не	1	1
343	в ходе	1	1
344	от своего	1	1
345	начиная со	1	1
346	не считал	1	1
347	и о	1	1
348	сам же	1	1
349	в поэме	4	1
350	такую же	2	1
351	но он	1	1
352	однако в	6	1
353	художественного опыта	1	1
354	даже в	4	1
355	сознаний как	1	1
356	по улице	1	1
357	тому что	1	1
358	автора и	1	1
359	вплоть до	3	1
360	дня и	1	1
361	на земле	1	1
362	в романном	1	1
363	на себе	1	1
364	но только	2	1
365	мышления и	1	1
366	не имеет	1	1
367	этот тип	1	1
368	это совершенно	1	1
369	с большой	1	1
370	на цыпочках	1	1
371	героем у	1	1
372	в русском	2	1
373	что придает	1	1
374	жизни как	2	1
375	мире и	1	1
376	же он	1	1
377	со своим	1	1
378	в сознании	1	1
379	человека так	1	1
380	самоопределение личности	1	1
381	в области	4	1
382	перед ним	2	1
383	есть у	1	1
384	свое собственное	1	1
385	стороны и	1	1
386	не могут	1	1
387	и вполне	1	1
388	числе и	1	1
389	на читателя	1	1
390	является одним	1	1
391	к тому	1	1
392	всего что	1	1
393	той или	1	1
394	не противоречит	1	1
395	этот день	1	1
396	к истокам	1	1
397	говоря словами	1	1
398	ничего общего	1	1
399	для себя	2	1
400	я тебя	2	1
401	расходится с	1	1
402	как мы	1	1
403	по справедливому	1	1
404	как василий	1	1
405	на основе	1	1
406	мысль о	1	1
407	только то	1	1
408	в себя	3	1
409	культуры и	1	1
410	в пределах	1	1
411	в живых	1	1
412	не с	3	1
413	сознаний в	1	1
414	каждого из	1	1
415	отождествляется с	1	1
416	еще в	4	1
417	во второй	1	1
418	его духовной	1	1
419	жизнь и	1	1
420	является в	1	1
421	поэтому в	1	1
422	году писал	1	1
423	в построении	1	1
424	в виду	2	1
425	приближается к	1	1
426	произведения как	1	1
427	это я	1	1
428	в другом	3	1
429	нам представляется	2	1
430	в поэзии	3	1
431	столь же	5	1
432	автора невозможно	1	1
433	он вышел	1	1
434	одного из	1	1
435	с одной	7	1
436	самому себе	1	1
437	во имя	2	1
438	как было	1	1
439	в конечном	5	1
440	от него	1	1
441	истории в	1	1
442	русской литературы	1	1
443	писателя и	1	1
444	русской литературе	2	1
445	и хорошо	1	1
446	а потому	2	1
447	в художественной	3	1
448	при котором	1	1
449	центр художественного	1	1
450	всегда является	1	1
451	от всех	1	1
452	в жизнь	1	1
453	его собственная	1	1
454	и одновременно	2	1
455	он стал	1	1
456	и евгения	1	1
457	в тексте	1	1
458	то в	2	1
459	то он	1	1
460	который в	1	1
461	в обществе	1	1
462	души и	1	1
463	том чтобы	3	1
464	связи с	1	1
465	переходит в	1	1
466	не можем	1	1
467	а напротив	1	1
468	и вновь	2	1
469	по выражению	1	1
470	конечном счете	5	1
471	имени здесь	1	1
472	который по	1	1
473	мир в	1	1
474	был бы	2	1
475	руки и	1	1
476	которого любой	1	1
477	вами как	1	1
478	при всей	2	1
479	бытия и	1	1
480	которого в	1	1
481	дальше в	1	1
482	как раз	2	1
483	будучи не	1	1
484	не просто	1	1
485	в любви	1	1
486	следует признать	3	1
487	на деле	1	1
488	же это	1	1
489	десять лет	1	1
490	что и	2	1
491	со стороны	3	1
492	или иной	1	1
493	а мы	1	1
494	и прежде	1	1
495	выше и	2	1
496	человек в	1	1
497	и я	1	1
498	когда же	1	1
499	художественного целого	1	1
500	на фоне	5	1
501	эти слова	1	1
502	автора с	1	1
503	с первого	1	1
504	который бы	1	1
505	как это	2	1
506	уклонение от	1	1
507	ты мне	1	1
508	требует от	1	1
509	для искусства	1	1
510	он говорит	1	1
511	целом ряде	1	1
512	такого рода	9	1
513	что же	1	1
514	бунт против	1	1
515	на свете	2	1
516	текста как	1	1
517	а к	2	1
518	людям в	1	1
519	перед своим	1	1
520	пока еще	1	1
521	при всем	2	1
522	под названием	2	1
523	этот образ	1	1
524	и для	3	1
525	читателя и	1	1
526	необходимым для	1	1
527	представляется что	1	1
528	в результате	2	1
529	это как	2	1
530	ее и	1	1
531	для нас	2	1
532	еще более	1	1
533	теперь же	1	1
534	тот же	2	1
535	отношении к	1	1
536	в новый	1	1
537	и сила	1	1
538	о своем	1	1
539	в свою	1	1
540	первый раз	2	1
541	устремлена к	1	1
542	не знает	2	1
543	отрывается от	1	1
544	только как	1	1
545	социализма и	1	1
546	в последнем	1	1
547	у которых	1	1
548	себе не	2	1
549	ни был	1	1
550	частности в	1	1
551	разговоре с	2	1
552	и свою	1	1
553	как на	3	1
554	том числе	2	1
