N	2gram	Propp_Russ_2	slovoVRo
418	в литературе	1	1
419	быть только	2	1
420	образом на	1	1
421	этого слова	1	1
422	на новый	3	1
423	не касается	1	1
424	на пути	1	1
425	только для	1	1
426	того или	1	1
427	и таким	1	1
428	этом и	2	1
429	образом к	1	1
430	не является	1	1
431	бы говорить	1	1
432	на улице	1	1
433	тем и	2	1
434	но на	1	1
435	из различных	1	1
436	это так	1	1
437	нужно чтобы	1	1
438	и ставят	1	1
439	же в	6	1
440	в который	1	1
441	это изображение	1	1
442	только как	2	1
443	из любого	1	1
444	также в	2	1
445	ко всему	1	1
446	или точнее	1	1
447	также не	1	1
448	в своих	2	1
449	к этому	5	1
