N	2gram	Tiupa_Anal_2	Narrotol
433	живого я	1	1
434	разговор о	1	1
435	говорит не	1	1
436	сказал я	1	1
437	есть на	1	1
438	выступают не	1	1
439	быть только	1	1
440	бы от	1	1
441	однако при	3	1
442	некоторого я	1	1
443	или иному	1	1
444	дословная передача	1	1
445	силу своей	1	1
446	из виду	1	1
447	у читателя	1	1
448	нашего времени	4	1
449	на жизнь	1	1
450	что ни	1	1
451	никому не	1	1
452	на этом	4	1
453	его можно	1	1
454	прежде чем	1	1
455	без исключения	1	1
456	с собой	1	1
457	как тому	1	1
458	угадывается в	1	1
459	исходя из	1	1
460	правило не	2	1
461	этом втором	1	1
462	тьмы и	1	1
463	конкретном целом	1	1
464	его не	1	1
465	оно становится	1	1
466	входит в	1	1
467	обоих случаях	2	1
468	есть не	1	1
469	по природе	2	1
470	окружающими его	2	1
471	самоопределения не	1	1
472	этом смысле	2	1
473	в молчание	1	1
474	делает его	1	1
475	смерть и	1	1
476	ни в	1	1
477	литературного произведения	16	1
478	событием самого	1	1
479	но мы	1	1
480	системой ценностей	1	1
481	к которым	1	1
482	как об	1	1
483	пространственных и	1	1
484	и особенно	4	1
485	глазами и	1	1
486	ровным счетом	1	1
487	и читателем	1	1
488	жизни но	2	1
489	с креативной	1	1
490	коммуникативной событийности	1	1
491	автора и	3	1
492	обратимся к	1	1
493	еще раз	1	1
494	не мог	3	1
495	или менее	1	1
496	бы крайне	1	1
497	есть в	3	1
498	в ходе	4	1
499	человек и	1	1
500	в следующем	1	1
501	в такой	1	1
502	это делает	1	1
503	одним и	1	1
504	целого но	1	1
505	вспять к	1	1
506	то его	1	1
507	миф о	1	1
508	от себя	1	1
509	и уж	1	1
510	и напротив	1	1
511	временных примет	1	1
512	второй раз	1	1
513	я героя	1	1
514	что ведет	1	1
515	для нее	2	1
516	личность в	2	1
517	встречи креативного	1	1
518	связи с	1	1
519	естественно не	1	1
520	раз и	1	1
521	в отношении	1	1
522	случае в	3	1
523	вплоть до	1	1
524	речь самого	2	1
525	она не	2	1
526	будучи по	2	1
527	дело не	2	1
528	на котором	2	1
529	было не	1	1
530	знаешь что	1	1
531	речи повествователя	1	1
532	читателя здесь	1	1
533	субъект высказывания	1	1
534	что иное	1	1
535	всегда имеется	1	1
536	это еще	1	1
537	того и	2	1
538	жизни не	1	1
539	кто видит	1	1
540	слияние пространственных	1	1
541	обратим внимание	1	1
542	такова что	1	1
543	в противоречие	1	1
544	актантной функцией	1	1
545	глядя на	1	1
546	следует понимать	1	1
547	персонажа в	1	1
548	и после	1	1
549	она обладает	1	1
550	только с	1	1
551	как будто	3	1
552	согласно классическому	1	1
553	может показаться	1	1
554	единого высказывания	1	1
555	настоящего времени	1	1
556	действительной жизнью	1	1
557	самоактуализация личности	1	1
558	на границе	1	1
559	во все	1	1
560	ли не	2	1
561	и смертью	1	1
562	же самое	1	1
563	уже было	1	1
564	мысли о	1	1
565	анализа в	1	1
566	личность героя	1	1
567	в полной	1	1
568	если же	1	1
569	к фразе	1	1
570	эпизодов и	1	1
571	как мы	3	1
572	говорит сам	1	1
573	и о	1	1
574	то она	1	1
575	с ее	2	1
576	что все	2	1
577	в виду	1	1
578	и сами	1	1
579	своем составе	3	1
580	появляется в	2	1
581	распространяется на	1	1
582	повседневного существования	1	1
583	для читателя	2	1
584	языка и	2	1
585	обращением к	1	1
586	текста а	2	1
587	в организации	3	1
588	счетом ничего	1	1
589	срастаясь с	1	1
590	приводит к	3	1
591	встреча с	1	1
592	классическому определению	1	1
593	и взаимодействие	1	1
594	если они	1	1
595	природе своей	2	1
596	не с	4	1
597	было в	1	1
598	особенно в	7	1
599	к анализу	1	1
600	каждого из	1	1
601	тексте случай	1	1
602	которого у	1	1
603	результат а	1	1
604	еще в	2	1
605	и неизбежно	1	1
606	это только	2	1
607	жизнь и	1	1
608	смерти не	2	1
609	о своей	2	1
610	не случайна	1	1
611	и смерть	2	1
612	полной мере	1	1
613	вполне закономерно	2	1
614	и соответственно	1	1
615	произведения как	2	1
616	упускать из	1	1
617	знаков а	1	1
618	роль принадлежит	1	1
619	вот и	1	1
620	единственный в	1	1
621	таким же	1	1
622	второй главы	1	1
623	служит его	1	1
624	первого эпизода	1	1
625	может не	1	1
626	более высокой	1	1
627	времени в	4	1
628	это была	1	1
629	это было	2	1
630	как теперь	1	1
631	место слияние	1	1
632	к нему	1	1
633	том или	2	1
634	с одним	1	1
635	грань между	2	1
636	для повествования	1	1
637	и во	2	1
638	авторской воли	1	1
639	именно она	1	1
640	пути и	1	1
641	утрачивает свою	1	1
642	чем и	2	1
643	них в	1	1
644	в споре	2	1
645	другого для	1	1
646	обнаруживаются два	1	1
647	это всегда	1	1
648	я был	1	1
649	текста на	2	1
650	с той	2	1
651	эту минуту	1	1
652	оно и	1	1
653	к чужому	1	1
654	в двух	2	1
655	одной из	3	1
656	этот вопрос	1	1
657	одного сознания	1	1
658	ли он	1	1
659	коммуникации между	1	1
660	к их	1	1
661	фраза текста	3	1
662	действительной жизни	1	1
663	будто он	1	1
664	являет собой	3	1
665	деле не	1	1
666	к смыслу	2	1
667	ткань текста	1	1
668	самое следует	1	1
669	и матери	1	1
670	повествователя рассказчика	2	1
671	за которую	1	1
672	так что	3	1
673	того же	4	1
674	героя с	1	1
675	принадлежащих к	1	1
676	как кажется	1	1
677	по выражению	2	1
678	отсутствует что	1	1
679	и их	2	1
680	в прозе	1	1
681	в одном	2	1
682	адресата и	1	1
683	не о	2	1
684	и взаимодействия	1	1
685	в системе	1	1
686	которые могут	1	1
687	случае с	1	1
688	не говорит	1	1
689	тем что	3	1
690	или ином	2	1
691	и конкретном	1	1
692	данного дискурса	1	1
693	в текстах	1	1
694	в осмысленном	1	1
695	бы это	1	1
696	бы оказаться	1	1
697	где в	1	1
698	согласия между	1	1
699	даже не	1	1
700	в данный	1	1
701	художественное пространство	1	1
702	а мы	1	1
703	мы привыкли	1	1
704	в кадры	2	1
705	хоть и	1	1
706	первом эпизоде	1	1
707	как субъект	1	1
708	если говорить	2	1
709	только извне	1	1
710	говорилось о	1	1
711	не наделен	1	1
712	повествования о	1	1
713	другого что	1	1
714	привыкли понимать	1	1
715	но о	1	1
716	сознания тогда	1	1
717	на этот	2	1
718	чужого в	1	1
719	не исключает	1	1
720	этой системе	2	1
721	более того	1	1
722	не означает	1	1
723	однако его	1	1
724	другой в	1	1
725	его как	2	1
726	демонстративно не	1	1
727	стороны и	1	1
728	ни о	3	1
729	имеется некоторая	1	1
730	художественного целого	7	1
731	в речи	3	1
732	в специальном	1	1
733	характера столь	1	1
734	внимания к	1	1
735	сколь угодно	1	1
736	поименованное в	1	1
737	вместе с	2	1
738	и потому	1	1
739	функционирует в	1	1
740	намек на	1	1
741	повествовательного текста	1	1
742	однако для	1	1
743	и временных	1	1
744	не доказывает	1	1
745	в столь	2	1
746	я так	1	1
747	другая жизнь	1	1
748	пределами этой	1	1
749	с подлинным	1	1
750	забывает что	1	1
751	что же	1	1
752	за рамки	1	1
753	внимания на	1	1
754	в первой	3	1
755	делает и	1	1
756	том смысле	1	1
757	текста так	2	1
758	уходом из	1	1
759	этот не	1	1
760	слова и	1	1
761	присутствия человеческого	1	1
762	о его	4	1
763	все это	4	1
764	осмысленном и	1	1
765	качестве некоторого	2	1
766	и конца	1	1
767	тому или	1	1
768	другой как	1	1
769	случае он	1	1
770	легко можно	1	1
771	чем дело	1	1
772	повествования и	3	1
773	примет в	1	1
774	которых он	1	1
775	еще одна	2	1
776	и ушел	1	1
777	дискурсии в	2	1
778	в связи	1	1
779	ю.м лотмана	1	1
780	речи как	1	1
781	или в	3	1
782	мир произведения	1	1
783	а все	1	1
784	другое дело	1	1
785	когда он	1	1
786	по одной	1	1
787	в этих	2	1
788	еще более	2	1
789	мы должны	1	1
790	ведь есть	1	1
791	будто бы	1	1
792	событийного ряда	1	1
793	ее характера	1	1
794	к ее	1	1
795	но оно	1	1
796	всего на	1	1
797	нам не	1	1
798	может и	1	1
799	которая на	1	1
800	в романе	1	1
801	других персонажей	1	1
802	не знает	3	1
803	себя самого	1	1
804	отношением к	1	1
805	и внутренне	2	1
806	справедливо замечает	1	1
807	по которой	1	1
808	не что	1	1
809	что при	1	1
810	из этого	1	1
811	перед нею	1	1
812	который не	1	1
813	рецептивного сознаний	1	1
814	имеет в	1	1
815	в действительности	3	1
816	рассказе чехова	1	1
817	частности в	2	1
818	просто не	1	1
819	к другим	1	1
820	о себе	2	1
821	ее в	1	1
822	этой точки	1	1
823	отмежевывается от	1	1
824	с чужой	1	1
825	к этому	2	1
