N	2gram	Vinokur_Ku_1	Formalny
123	раз и	1	4
124	как о	2	4
125	ничего не	2	4
126	к тому	5	4
127	здесь не	3	4
128	в дальнейшем	1	4
129	социального общения	3	4
130	языке как	3	4
131	того или	4	4
132	в теории	1	4
133	но в	2	4
134	и теперь	1	4
135	в большинстве	2	4
136	что не	5	4
137	из них	4	4
138	так как	9	4
139	даже и	3	4
140	в особенности	3	4
141	именно как	1	4
142	и даже	3	4
143	в некоторых	1	4
144	другой стороны	6	4
145	там где	4	4
146	пр и	1	4
147	мы говорим	2	4
148	как бы	7	4
149	лишь как	2	4
150	совершенно не	1	4
151	оно не	3	4
152	к этому	1	4
153	они не	3	4
154	например в	5	3
155	же как	1	3
156	в зависимости	5	3
157	то это	3	3
158	зависимости от	6	3
159	и на	4	3
160	значение и	2	3
161	если в	2	3
162	как к	1	3
163	однако не	6	3
164	хотя и	3	3
165	и как	2	3
166	от этого	2	3
167	не приходится	1	3
168	что это	5	3
169	в целом	4	3
170	из этих	4	3
171	но ведь	2	3
172	языка к	1	3
173	роль в	4	3
174	только на	1	3
175	так сказать	5	3
176	но именно	1	3
177	всех этих	1	3
178	понятий и	1	3
179	главным образом	1	3
180	и может	3	3
181	его в	1	3
182	это было	2	3
183	для них	2	3
184	как таковой	2	3
185	следует что	4	3
186	однако и	1	3
187	только и	3	3
188	а лишь	1	3
189	языка который	2	3
190	не является	2	3
191	в области	7	3
192	но все	2	3
193	с проблемой	1	3
194	не есть	4	3
195	можно и	1	3
196	своего развития	1	3
197	того чтобы	17	3
198	все дело	1	3
199	и здесь	3	3
200	одного из	1	3
201	должно было	1	3
202	того что	9	3
203	в какой	6	3
204	то и	2	3
205	большинстве случаев	1	3
206	менее всего	1	3
207	и их	1	3
208	слова в	1	3
209	каждый из	1	3
210	для того	16	3
211	чтобы показать	1	3
212	с другой	7	3
213	не то	1	3
214	речи и	5	3
215	без всякой	1	3
216	и смысла	1	3
217	том смысле	1	3
218	все это	6	3
219	как определяет	1	3
220	сюжета и	1	3
221	на самом	2	3
222	или в	2	3
223	поэзии в	1	3
224	и все	2	3
225	была бы	3	3
226	жизни и	1	3
227	вряд ли	1	2
228	можно говорить	2	2
229	язык может	1	2
230	в такой	1	2
231	и то	3	2
232	науки о	3	2
233	идет о	2	2
234	явления и	1	2
235	едва ли	1	2
236	было и	1	2
237	его не	1	2
238	по аналогии	1	2
239	до крайности	1	2
240	значение именно	1	2
241	е как	4	2
242	этого термина	2	2
243	это время	1	2
244	языку как	3	2
245	столь же	1	2
246	совсем не	1	2
247	всякого искусства	1	2
248	но не	5	2
249	но как	1	2
250	а только	8	2
251	очевидно что	3	2
252	отношение к	1	2
253	нужно понимать	1	2
254	отличие от	1	2
255	не оказалось	1	2
256	к сожалению	1	2
257	в одной	1	2
258	что именно	1	2
259	перед нами	1	2
260	кроме того	1	2
261	языка не	3	2
262	со своей	1	2
263	та же	1	2
264	в которой	6	2
265	уже в	3	2
266	борьбы с	1	2
267	и критики	1	2
268	же это	1	2
269	состоит в	3	2
270	как увидим	1	2
271	слову как	1	2
272	широком смысле	1	2
273	и более	2	2
274	из него	1	2
275	приходим к	1	2
276	и по	1	2
277	на этом	1	2
278	без исключения	1	2
279	то ни	1	2
280	том случае	1	2
281	особенности в	1	2
282	разница между	1	2
283	и иных	1	2
284	и тем	2	2
285	бы совершенно	1	2
286	ни в	2	2
287	со смыслом	1	2
288	в развитии	1	2
289	должно быть	3	2
290	смысл и	2	2
291	том что	21	2
292	на первый	1	2
293	нужно было	2	2
294	в этих	4	2
295	не так	1	2
296	во второй	1	2
297	мы приходим	1	2
298	представление о	3	2
299	в отличие	1	2
300	должны были	1	2
301	органов речи	1	2
302	тому чтобы	1	2
303	для этого	3	2
304	даже в	3	2
305	тому что	3	2
306	значение слова	3	2
307	тем самым	4	2
308	не имеет	2	2
309	в систему	1	2
310	находится в	1	2
311	никогда не	2	2
312	правда в	1	2
313	на язык	4	2
314	слова как	3	2
315	как она	1	2
316	есть только	1	2
317	чтобы сделать	1	2
318	что на	1	2
319	значения и	1	2
320	на нем	1	2
321	язык поэзии	1	2
322	в ее	1	2
323	грамматических форм	3	2
324	и от	1	2
325	слово есть	1	2
326	было в	2	2
327	сам он	1	2
328	подойти к	2	2
329	мы в	1	2
330	с ним	5	2
331	в виду	5	2
332	в применении	1	2
333	между тем	5	2
334	языковой системы	1	2
335	в науку	1	2
336	это не	7	2
337	ней все	1	2
338	если это	1	2
339	общем смысле	1	2
340	этом смысле	3	2
341	один из	4	2
342	с ними	4	2
343	этот вопрос	1	2
344	известных условиях	1	2
345	смысла т	1	2
346	эти утверждения	1	2
347	или же	1	2
348	потому что	23	2
349	в качестве	7	2
350	же и	2	2
351	вопроса о	1	2
352	еще одну	1	2
353	является не	1	2
354	или даже	1	2
355	и других	1	2
356	в известной	1	2
357	в котором	3	2
358	сами по	1	2
359	в конце	1	2
360	как его	1	2
361	общения и	2	2
362	образом не	1	2
363	не просто	5	2
364	со стороны	4	2
365	даже не	1	2
366	говорим о	1	2
367	язык в	5	2
368	а именно	2	2
369	значения в	2	2
370	в каких	1	2
371	между ними	2	2
372	что для	1	2
373	превращается в	2	2
374	до конца	2	2
375	ничем не	1	2
376	есть лишь	3	2
377	его как	1	2
378	все более	1	2
379	к его	1	2
380	как это	3	2
381	в той	5	2
382	применении к	1	2
383	в тех	4	2
384	языка то	2	2
385	как например	2	2
386	является для	1	2
387	как предмет	1	2
388	но это	1	2
389	в чем	1	2
390	к другим	1	2
391	а все	1	2
392	язык например	1	2
393	значение лишь	1	2
394	все содержание	1	2
395	от всякого	1	2
396	слово в	1	2
397	сказать что	1	2
398	какой мере	1	2
399	языка если	2	2
400	ее в	2	2
401	в искусстве	1	2
402	в таком	3	2
403	смысле что	1	2
404	и а	2	1
405	говоря о	1	1
406	слова которые	1	1
407	языка с	1	1
408	совершенно справедливо	1	1
409	связана с	1	1
410	того же	4	1
411	языку и	1	1
412	и без	1	1
413	утверждение что	1	1
414	но тогда	1	1
415	не велась	1	1
416	к своей	1	1
417	же относятся	1	1
418	пишет он	2	1
419	но тем	1	1
420	на деле	1	1
421	показать что	1	1
422	что слово	3	1
423	из его	1	1
424	п все	1	1
425	противном случае	1	1
426	ведь и	1	1
427	все те	2	1
428	собственном смысле	1	1
429	и больше	1	1
430	всегда на	1	1
431	и этот	1	1
432	поэзии и	1	1
433	той же	3	1
434	полагает что	1	1
435	есть не	1	1
436	как таковому	1	1
437	этой попытки	1	1
438	на материале	1	1
439	мы имеем	6	1
440	что если	2	1
441	на место	1	1
442	из своих	1	1
443	не имелось	1	1
444	языка когда	1	1
445	так чтобы	1	1
446	и принципы	1	1
447	что иное	1	1
448	из того	1	1
449	но даже	1	1
450	конечно и	1	1
451	и со	1	1
452	которое в	2	1
453	как не	1	1
454	слово не	1	1
455	без всякого	1	1
456	социальное явление	1	1
457	литературы как	1	1
458	столько же	1	1
459	иное как	2	1
460	не найдем	1	1
461	быть заменено	2	1
462	время в	1	1
463	в различных	1	1
464	события в	1	1
465	сознания а	1	1
466	истории русского	1	1
467	язык или	1	1
468	то он	1	1
469	внутренняя форма	2	1
470	в противоречии	1	1
471	русского языка	9	1
472	только тогда	3	1
473	в эти	1	1
474	этой проблеме	1	1
475	была подменена	1	1
476	общего с	1	1
477	в своем	3	1
478	организации языка	1	1
479	что история	2	1
480	в противном	1	1
481	и где	1	1
482	и есть	2	1
483	собственно и	1	1
484	не отрицал	1	1
485	как социальное	2	1
486	не выполняет	1	1
487	приходится хотя	1	1
488	более или	3	1
489	в действительности	1	1
490	следующим образом	1	1
491	них как	1	1
492	помощью которого	1	1
493	проблем в	1	1
494	бы сказать	1	1
495	так или	2	1
496	же слово	1	1
497	чуть ли	2	1
498	в нашем	1	1
499	бы не	1	1
500	которые в	1	1
501	выражение в	1	1
502	думать что	1	1
503	отчасти и	1	1
504	с их	3	1
505	но он	1	1
506	имеем в	1	1
507	как он	1	1
508	разрешения в	1	1
509	на то	4	1
510	но на	1	1
511	роли в	2	1
512	а вовсе	1	1
513	чтобы овладеть	1	1
514	языке мы	1	1
515	и стало	1	1
516	больше всего	2	1
517	связанные с	1	1
518	роковую роль	1	1
519	тем не	4	1
520	время о	1	1
521	и еще	2	1
522	них уже	1	1
523	он должен	1	1
524	к одному	1	1
525	речи в	4	1
526	как орудию	1	1
527	том чтобы	8	1
528	который пытается	1	1
529	более отчетливо	1	1
530	же сколько	1	1
531	всего то	1	1
532	именно это	1	1
533	же не	1	1
534	значение в	1	1
535	же касается	4	1
536	связанных с	1	1
537	то только	2	1
538	а их	1	1
539	самом широком	1	1
540	стилей и	1	1
541	лишь между	1	1
542	для россии	1	1
543	он есть	3	1
544	и основные	1	1
545	связанным с	1	1
546	слова без	1	1
547	между отдельными	1	1
548	здесь это	1	1
549	он является	1	1
550	в них	7	1
551	как общее	1	1
552	рядом с	5	1
553	случае мы	1	1
554	все равно	2	1
555	он действительно	1	1
556	как об	2	1
557	звука эта	1	1
558	в данном	4	1
559	об особом	1	1
560	или менее	3	1
561	можно только	1	1
562	но если	2	1
563	том как	3	1
564	и при	2	1
565	на своем	1	1
566	основное понятие	1	1
567	язык с	1	1
568	в крупных	1	1
569	если можно	1	1
570	каким был	1	1
571	в такие	1	1
572	вопрос о	2	1
573	и единым	1	1
574	чтобы можно	1	1
575	его значением	1	1
576	слово для	1	1
577	для которых	2	1
578	в россии	1	1
579	друг другу	1	1
580	по крайней	5	1
581	в словах	1	1
582	любовь к	2	1
583	как язык	1	1
584	не для	1	1
585	можно заменить	1	1
586	слова мы	1	1
587	и против	2	1
588	не менее	7	1
589	в научных	1	1
590	не раз	2	1
591	но они	1	1
592	а а	3	1
593	отчетливо и	1	1
594	иной раз	2	1
595	слово без	1	1
596	в тенденции	1	1
597	который был	1	1
598	дело в	1	1
599	только из	1	1
600	и притом	1	1
601	родился в	1	1
602	в лингвистической	2	1
603	и именно	2	1
604	этого объекта	1	1
605	жанрах так	1	1
606	иметь в	1	1
607	эти случаи	2	1
608	к такому	1	1
609	в структуре	2	1
610	это еще	1	1
611	не могло	1	1
612	тесно примыкают	2	1
613	например не	2	1
614	нельзя не	1	1
615	вследствие того	1	1
616	учения о	1	1
617	в лингвистическом	1	1
618	таким путем	1	1
619	этих последних	1	1
620	в русском	4	1
621	и учение	1	1
622	на те	2	1
623	за которой	1	1
624	и является	4	1
625	говорить лишь	1	1
626	далеко не	1	1
627	и сами	2	1
628	как будто	1	1
629	только одна	1	1
630	фактов и	1	1
631	приходится преодолевать	1	1
632	одним из	2	1
633	у нас	10	1
634	относиться к	1	1
635	более молодых	1	1
636	во все	2	1
637	ли не	3	1
638	как только	1	1
639	примыкают к	2	1
640	первом и	1	1
641	различных типов	1	1
642	той или	1	1
643	они и	1	1
644	слова с	1	1
645	в каждом	2	1
646	ничего общего	1	1
647	должен быть	4	1
648	для себя	1	1
649	слов но	1	1
650	своим языком	1	1
651	в язык	2	1
652	что лингвистика	1	1
653	и понять	1	1
654	е все	1	1
655	свою очередь	3	1
656	говоря уже	1	1
657	проникают в	1	1
658	в собственном	2	1
659	исторической жизни	2	1
660	то чтобы	1	1
661	только то	1	1
662	конструкция должна	1	1
663	для поэтики	1	1
664	и сам	1	1
665	чтобы дать	2	1
666	можно было	6	1
667	к простой	1	1
668	историю литературы	1	1
669	ясно что	3	1
670	какой они	1	1
671	во многом	1	1
672	речь как	1	1
673	в научном	1	1
674	этих выводов	1	1
675	при необходимости	1	1
676	она была	1	1
677	когда в	2	1
678	именно этот	1	1
679	это только	3	1
680	возможно и	1	1
681	к языку	5	1
682	можно сказать	3	1
683	смысле и	2	1
684	связанная с	2	1
685	образом в	1	1
686	при том	2	1
687	только потому	6	1
688	социальной действительности	1	1
689	она уже	1	1
690	о том	9	1
691	этого основного	1	1
692	то во	1	1
693	языка вообще	1	1
694	настоящее время	1	1
695	когда язык	1	1
696	до сих	4	1
697	с одной	1	1
698	аналогии с	1	1
699	что его	2	1
700	звуков в	1	1
701	всего можно	1	1
702	данного языка	1	1
703	вопросу о	1	1
704	и во	1	1
705	эти конструкции	1	1
706	всего на	1	1
707	выводов из	2	1
708	и хорошо	1	1
709	и под	2	1
710	для той	1	1
711	в форме	1	1
712	лишь к	1	1
713	крайней мере	5	1
714	богатство и	1	1
715	это лишь	1	1
716	отдельного слова	1	1
717	слов и	1	1
718	и следовательно	1	1
719	может иметь	2	1
720	и мы	2	1
721	конструкции эти	1	1
722	в современной	2	1
723	и естественно	1	1
724	законы которые	1	1
725	он стал	1	1
726	и дело	1	1
727	тот же	2	1
728	важное значение	1	1
729	история литературы	2	1
730	языка на	2	1
731	мы увидим	3	1
732	что даже	1	1
733	в себе	3	1
734	и звуком	1	1
735	к их	1	1
736	формам самого	1	1
737	не имеющих	1	1
738	и так	1	1
739	сторону от	2	1
740	поэтому и	1	1
741	к звуку	1	1
742	так что	4	1
743	что язык	7	1
744	значения была	1	1
745	конечно не	2	1
746	литературы в	1	1
747	и положительно	1	1
748	указания на	1	1
749	звуков и	2	1
750	мы получим	1	1
751	первые три	1	1
752	от единства	1	1
753	не из	1	1
754	речь в	4	1
755	статьи по	1	1
756	связывается с	1	1
757	и понимание	1	1
758	языка таким	1	1
759	из моментов	1	1
760	г и	1	1
761	был бы	2	1
762	как некоторое	1	1
763	себе в	3	1
764	в прозе	1	1
765	наука о	2	1
766	моментов в	1	1
767	содержание и	5	1
768	ему принадлежит	1	1
769	к ним	1	1
770	но что	1	1
771	это по	2	1
772	нет в	1	1
773	на фактах	1	1
774	момент в	1	1
775	со всем	1	1
776	их разрешения	1	1
777	является их	1	1
778	согласно учению	1	1
779	или иначе	2	1
780	сюда же	1	1
781	здесь в	1	1
782	по своим	2	1
783	речи а	1	1
784	к которому	3	1
785	конструкций и	1	1
786	в свою	3	1
787	слово с	2	1
788	как же	1	1
789	в природе	1	1
790	задания но	1	1
791	процессу в	1	1
792	е то	2	1
793	исходит из	1	1
794	социальной жизни	2	1
795	говорит о	1	1
796	а на	2	1
797	был в	2	1
798	зависит от	1	1
799	на этот	2	1
800	здесь дело	1	1
801	а сам	1	1
802	не на	4	1
803	самого смысла	1	1
804	именно так	2	1
805	на этих	1	1
806	а ведь	1	1
807	было ему	1	1
808	современная лингвистика	1	1
809	у всех	1	1
810	на эту	2	1
811	значения между	1	1
812	по происхождению	1	1
813	если не	3	1
814	в речи	3	1
815	почву для	1	1
816	и изменяется	1	1
817	так же	4	1
818	sui generis	1	1
819	языка где	1	1
820	в историю	1	1
821	и иной	1	1
822	к своему	2	1
823	о чем	2	1
824	одной стороны	1	1
825	широко распространенные	1	1
826	а если	3	1
827	лингвистики и	1	1
828	здесь слово	1	1
829	смысле этого	3	1
830	нашего анализа	1	1
831	и там	1	1
832	в литературе	1	1
833	факты и	2	1
834	не что	1	1
835	эта проблема	1	1
836	да и	1	1
837	образом на	1	1
838	как средство	1	1
839	особенно важное	1	1
840	этого слова	3	1
841	в контексте	2	1
842	этом случае	2	1
843	с историей	2	1
844	мировоззрения это	1	1
845	в условиях	1	1
846	той мере	5	1
847	сих пор	4	1
848	каждое из	1	1
849	о его	1	1
850	как система	1	1
851	но для	1	1
852	в смысле	2	1
853	должны быть	2	1
854	под влиянием	3	1
855	к вопросу	1	1
856	особенностей в	1	1
857	в более	2	1
858	речь лишь	1	1
859	сравнить с	1	1
860	могло не	1	1
861	форма слова	1	1
862	такое понимание	1	1
863	в настоящее	1	1
864	весь вопрос	1	1
865	о нем	2	1
866	для нас	2	1
867	собственно говоря	1	1
868	целый ряд	5	1
869	с языком	2	1
870	быть что	1	1
871	статья в	1	1
872	его тем	1	1
873	мысль в	1	1
874	укладывается в	1	1
875	несмотря на	3	1
876	же в	4	1
877	возможны некоторые	1	1
878	не дает	1	1
879	потребность в	3	1
880	в системе	3	1
881	е в	2	1
882	его к	3	1
883	нам не	3	1
884	ее только	1	1
885	всюду где	1	1
886	это все	1	1
887	не говоря	2	1
888	возможно лишь	1	1
889	только как	1	1
890	лишь тогда	1	1
891	самого языка	2	1
892	пр это	1	1
893	он я	1	1
894	значение все	1	1
895	в последнем	2	1
896	мере в	6	1
897	только о	1	1
898	звук как	1	1
899	в каком	2	1
900	но эти	1	1
901	как на	3	1
902	увидим что	2	1
903	случае если	1	1
904	в своих	1	1
905	то оно	2	1
906	гораздо более	3	1
