N	2gram	Ircho_Kome_3	Tragedij
169	в виду	2	1
170	затем он	1	1
171	и сыном	1	1
172	из ее	1	1
173	в сцене	1	1
174	в ней	4	1
175	было до	1	1
176	представляет собой	3	1
177	между собой	4	1
178	это же	1	1
179	в чем	1	1
180	во всех	2	1
181	но не	1	1
182	могло быть	2	1
183	но как	1	1
184	свою жизнь	1	1
185	с отцом	2	1
186	в комментариях	1	1
187	друга и	1	1
188	замечал что	1	1
189	за пределы	2	1
190	к сожалению	1	1
191	в истории	1	1
192	вот я	1	1
193	между отцом	2	1
194	и наконец	1	1
195	и хотя	2	1
196	и дочери	1	1
197	роль играет	1	1
198	то в	1	1
199	в которой	3	1
200	свое происхождение	1	1
201	в iii	3	1
202	бы не	2	1
203	все усилия	1	1
204	его а	2	1
205	право на	1	1
206	только один	2	1
207	как он	3	1
208	если он	2	1
209	не могла	3	1
210	человек не	1	1
211	и если	2	1
212	этом свидетельствует	1	1
213	которой не	1	1
214	время о	1	1
215	и еще	3	1
216	к одному	1	1
217	не к	1	1
218	не как	2	1
219	ее своей	1	1
220	и по	1	1
221	на этом	1	1
222	на свете	1	1
223	таким образом	12	1
224	от нее	3	1
225	здесь мы	1	1
226	а затем	2	1
227	же не	1	1
228	для характеристики	1	1
229	за то	2	1
230	в другом	2	1
231	конечно в	1	1
232	в финале	1	1
233	волосы и	1	1
234	это было	1	1
235	обоих случаях	1	1
236	известно что	1	1
237	быть не	1	1
238	ни разу	1	1
239	из первых	1	1
240	в них	3	1
241	что ему	2	1
242	этого персонажа	1	1
243	этого не	1	1
244	мы располагаем	1	1
245	с дороги	1	1
246	со своими	1	1
247	когда я	1	1
248	отвращение к	1	1
249	в развитии	2	1
250	очень важный	1	1
251	прощение и	1	1
252	перед собой	1	1
253	линии в	1	1
254	не выдерживает	1	1
255	но если	3	1
256	в своей	5	1
257	этой связи	2	1
258	в котором	2	1
259	человеком и	1	1
260	не столько	1	1
261	представление о	2	1
262	по самой	1	1
263	должны были	1	1
264	стало быть	1	1
265	сам же	1	1
266	начнем с	1	1
267	камень на	1	1
268	но он	1	1
269	над ними	1	1
270	тем не	3	1
271	с такими	1	1
272	того кто	2	1
273	называет его	1	1
274	тому что	2	1
275	открывает ему	1	1
276	она стремится	1	1
277	не менее	5	1
278	вплоть до	2	1
279	что эта	2	1
280	она не	2	1
281	на земле	1	1
282	в обоих	1	1
283	самого начала	4	1
284	на котором	1	1
285	того как	1	1
286	как его	1	1
287	без конца	1	1
288	он еще	1	1
289	он с	1	1
290	судя по	3	1
291	в отношениях	2	1
292	нечто большее	1	1
293	его собственность	1	1
294	детей и	1	1
295	и притом	1	1
296	к ней	8	1
297	по своей	1	1
298	и готов	2	1
299	рассказом о	1	1
300	для нас	1	1
301	и теперь	1	1
302	связи с	5	1
303	является ли	2	1
304	хозяина и	5	1
305	без слов	1	1
306	что на	1	1
307	в области	2	1
308	ли это	1	1
309	ну а	1	1
310	перед ним	3	1
311	от высшей	1	1
312	он вполне	1	1
313	мы встречаем	1	1
314	в трагедии	1	1
315	один раз	1	1
316	и обращается	1	1
317	сюжетной схеме	1	1
318	на брак	2	1
319	к себе	5	1
320	он бы	2	1
321	могут быть	1	1
322	на улицу	2	1
323	что наш	1	1
324	указывает на	1	1
325	что при	1	1
326	любовь в	1	1
327	того самого	1	1
328	литературы на	1	1
329	как мы	2	1
330	и о	2	1
331	того чтобы	6	1
332	вполне серьезно	1	1
333	ухода из	2	1
334	с самого	4	1
335	роль в	2	1
336	человека с	1	1
337	с собой	1	1
338	можно было	2	1
339	над человеком	1	1
340	во многом	1	1
341	когда в	1	1
342	ничего подобного	1	1
343	по сравнению	2	1
344	на них	3	1
345	в эпоху	2	1
346	стремление к	1	1
347	говорил что	1	1
348	тем чем	1	1
349	а по	5	1
350	ситуации и	1	1
351	на вопрос	2	1
352	на русский	1	1
353	после того	1	1
354	а также	2	1
355	нас от	1	1
356	чтобы не	1	1
357	мы понимаем	1	1
358	восходит к	1	1
359	между тем	2	1
360	нуждается в	2	1
361	не сводится	1	1
362	который до	1	1
363	все время	2	1
364	общим местом	1	1
365	и она	1	1
366	для самого	1	1
367	х годов	2	1
368	в третий	1	1
369	казалось что	1	1
370	в новой	1	1
371	он стал	1	1
372	мы видим	1	1
373	и ненависть	2	1
374	ответа на	1	1
375	только в	1	1
376	во всем	1	1
377	приходит в	1	1
378	во ii	1	1
379	этой линии	1	1
380	с одной	3	1
381	не связанного	1	1
382	вот что	1	1
383	лишь бы	1	1
384	и хочу	1	1
385	за мной	1	1
386	и глаза	1	1
387	только на	1	1
388	ненависти и	1	1
389	дело с	3	1
390	отцов и	1	1
391	рассказывает о	1	1
392	одно из	1	1
393	и их	1	1
394	всяком случае	3	1
395	т п	4	1
396	чтобы она	1	1
397	с этими	1	1
398	ее не	1	1
399	в такое	1	1
400	к ним	3	1
401	идет в	1	1
402	русский язык	1	1
403	чувствует себя	2	1
404	разу не	1	1
405	до начала	2	1
406	даже не	3	1
407	пожертвовать жизнью	1	1
408	на любовь	1	1
409	что не	3	1
410	не было	2	1
411	понимаем что	1	1
412	а на	2	1
413	на этот	3	1
414	а не	4	1
415	любовь по	1	1
416	с которым	1	1
417	с рассказом	1	1
418	в и	2	1
419	этом случае	2	1
420	в связи	4	1
421	с помощью	4	1
422	для ненависти	1	1
423	более чем	5	1
424	сравним с	1	1
425	на новую	3	1
426	вспомнить что	1	1
427	эти слова	1	1
428	вместе с	9	1
429	и особенно	2	1
430	до этого	2	1
431	ко всем	1	1
432	и потому	1	1
433	намек на	1	1
434	незадолго до	1	1
435	не из	1	1
436	в моей	1	1
437	мы опять	1	1
438	видит в	1	1
439	сравнению с	2	1
440	наряду с	2	1
441	не удалось	1	1
442	вызвать к	1	1
443	для понимания	2	1
444	сам признается	1	1
445	с этой	3	1
446	и от	1	1
447	не любил	1	1
448	годов в	1	1
449	любовь к	3	1
450	не является	4	1
451	известной степени	2	1
452	из дома	5	1
453	самое главное	1	1
454	где и	1	1
455	за свое	1	1
456	третий раз	1	1
457	в результате	2	1
458	это как	1	1
459	а к	1	1
460	в двух	3	1
461	к счастью	1	1
462	это может	1	1
463	из себя	3	1
464	бы в	4	1
465	не понимая	1	1
466	и совершенно	1	1
467	конце концов	2	1
468	мог быть	1	1
469	хотя бы	4	1
470	что ты	2	1
471	превратился в	1	1
472	только что	7	1
473	обстоит дело	2	1
474	перед ее	1	1
475	сцену и	1	1
476	этот счет	1	1
477	жизни в	1	1
478	к числу	1	1
479	с сыном	1	1
480	к женщине	1	1
481	виде и	1	1
482	совершенно не	2	1
483	при его	1	1
484	самой своей	1	1
485	но этот	1	1
486	т е	16	1
487	в кругу	1	1
488	в голову	1	1
489	но еще	1	1
490	к этой	2	1
491	пришел в	1	1
492	а нечто	1	1
493	и эта	1	1
494	это в	2	1
495	во всяком	3	1
