N	2gram	Propp_Isto_1	VLabPisa
524	говоря уже	1	1
525	же не	3	1
526	перед необходимостью	1	1
527	его это	1	1
528	вспомним хотя	1	1
529	только со	1	1
530	то время	3	1
531	так было	1	1
532	это для	2	1
533	в дальнейшем	5	1
534	мнение что	1	1
535	нечто целое	2	1
536	на другом	1	1
537	что у	1	1
538	второй этап	1	1
539	невозможно и	1	1
540	только через	3	1
541	это настолько	1	1
542	а порой	1	1
543	по сравнению	1	1
544	за этими	1	1
545	мы в	2	1
546	и социальные	1	1
547	строго говоря	1	1
548	поэтому в	2	1
549	и популярных	1	1
550	силу того	1	1
551	от начала	1	1
552	для этого	3	1
553	по мере	2	1
554	с ним	2	1
555	особый вид	1	1
556	единый образ	1	1
557	а по	2	1
558	и художественная	1	1
559	даже из	1	1
560	о нем	2	1
561	что часто	1	1
562	материала и	2	1
563	на него	4	1
564	это происходит	2	1
565	и детей	1	1
566	и та	1	1
567	более высокой	1	1
568	и что	10	1
569	правило в	2	1
570	в глаза	1	1
571	после того	1	1
572	с того	3	1
573	для нас	13	1
574	а также	1	1
575	с целью	1	1
576	на данном	1	1
577	знает что	1	1
578	работа по	1	1
579	развития не	1	1
580	говорят о	1	1
581	которой мы	1	1
582	имеющихся у	1	1
583	примеры показывают	1	1
584	в форме	3	1
585	приводит и	1	1
586	даже на	2	1
587	итак первая	1	1
588	в ту	2	1
589	в свете	2	1
590	мы хотим	2	1
591	если это	1	1
592	о своих	1	1
593	из видов	1	1
594	действительности не	1	1
595	можно отметить	1	1
596	в меньшей	2	1
597	что конечно	1	1
598	но этим	2	1
599	в какой	3	1
600	их свидетельствует	1	1
601	в стороне	3	1
602	очень много	3	1
603	верно и	1	1
604	который в	1	1
605	простой и	1	1
606	самые разнообразные	1	1
607	очень многих	2	1
608	пока в	1	1
609	сам собой	1	1
610	об их	1	1
611	же и	1	1
612	конечно не	2	1
613	можно установить	1	1
614	только на	1	1
615	ее а	1	1
616	существу своему	1	1
617	оно в	2	1
618	в виде	2	1
619	в начале	3	1
620	которых можно	1	1
621	еще одну	2	1
622	всех видов	1	1
623	не дает	2	1
624	или даже	3	1
625	в данной	2	1
626	его и	2	1
627	очень разнообразных	1	1
628	идет только	1	1
629	к каким	1	1
630	представлений о	3	1
631	сами по	1	1
632	люди никогда	1	1
633	себя от	1	1
634	но что	1	1
635	каждый из	1	1
636	широко и	1	1
637	же говорят	1	1
638	заметить что	1	1
639	тем что	3	1
640	явлений в	2	1
641	достаточно напомнить	1	1
642	в более	1	1
643	это положение	2	1
644	природных явлений	1	1
645	те черты	1	1
646	к двум	1	1
647	и точно	1	1
648	не обязательно	1	1
649	а именно	4	1
650	совершенно точно	1	1
651	чем он	1	1
652	в темный	1	1
653	труд и	1	1
654	же о	1	1
655	в соответствии	1	1
656	связано с	2	1
657	быть названо	1	1
658	материал в	1	1
659	в любой	1	1
660	а наоборот	1	1
661	с большей	1	1
662	не означает	2	1
663	подобного рода	1	1
664	на эту	3	1
665	самого начала	2	1
666	со своими	1	1
667	или с	1	1
668	что из	1	1
669	такова задача	1	1
670	данные о	1	1
671	очень часто	3	1
672	имеет свои	1	1
673	может иметь	1	1
674	деталей и	1	1
675	нет ничего	1	1
676	так называемой	1	1
677	ответ с	1	1
678	ответить на	1	1
679	сказки о	1	1
680	теперь к	1	1
681	от посторонних	1	1
682	как в	2	1
683	а если	1	1
684	процесс когда	1	1
685	имеем дело	1	1
686	бы его	1	1
687	ли эта	1	1
688	в процесс	1	1
689	я с	1	1
690	должно быть	2	1
691	не хватает	1	1
692	в художественную	1	1
693	сейчас же	1	1
694	быть включены	1	1
695	войну и	1	1
696	число которых	1	1
697	только для	2	1
698	но это	4	1
699	на своем	1	1
700	природу и	1	1
701	в противном	1	1
702	ранних стадиях	1	1
703	это явление	2	1
704	мы видим	11	1
705	эти реальные	1	1
706	это правило	1	1
707	с изменением	2	1
708	к пониманию	1	1
709	происходит в	1	1
710	встречается не	1	1
711	что делать	1	1
712	внимание на	1	1
713	и все	1	1
714	собственно говоря	1	1
715	уже есть	1	1
716	и смысл	1	1
717	находится в	4	1
718	ни к	2	1
719	потому что	4	1
720	увидим ниже	2	1
721	и наоборот	1	1
722	или не	1	1
723	одного лица	1	1
724	хотя в	1	1
725	сохранила нам	1	1
726	напомнить хотя	1	1
727	еще в	2	1
728	сложную систему	1	1
729	под рукой	1	1
730	бы с	1	1
731	не говоря	1	1
732	дело с	2	1
733	состоит из	1	1
734	совершенно не	1	1
735	природе и	1	1
736	или иного	1	1
737	они всегда	1	1
738	огромное значение	1	1
739	к числу	1	1
740	выходит не	1	1
741	показывают как	1	1
742	к этой	1	1
743	видим в	1	1
744	это было	2	1
745	и другие	4	1
746	от которой	1	1
747	это понятие	1	1
748	же на	1	1
749	можно назвать	2	1
750	в роли	1	1
