N	2gram	Losev_Dial_1	Mirosoze
292	между тем	1	2
293	так что	15	2
294	же и	2	2
295	уже в	1	2
296	него и	1	2
297	и других	1	2
298	себе в	1	2
299	подлинного бытия	1	2
300	не о	4	2
301	почему не	1	2
302	есть выражение	1	2
303	были бы	2	2
304	или иной	3	2
305	как у	2	2
306	что человек	2	2
307	мы еще	1	2
308	что не	7	2
309	превращается в	1	2
310	– в	4	2
311	познания добра	1	2
312	до последних	1	2
313	вместе с	1	2
314	к своему	1	2
315	– это	9	2
316	не видел	1	2
317	я никогда	2	2
318	это есть	9	2
319	что же	3	2
320	да и	6	2
321	из этой	1	2
322	но для	1	2
323	его собственная	1	2
324	в пределе	1	2
325	сознания и	3	2
326	его с	3	2
327	человек и	1	2
328	бы в	3	2
329	быть и	4	2
330	а в	5	2
331	к самому	2	2
332	все к	1	2
333	жизни а	1	2
334	и эта	2	2
335	я ни	1	1
336	пор не	1	1
337	лишь из	1	1
338	– чисто	1	1
339	говорят о	2	1
340	и то	9	1
341	самом деле	3	1
342	он может	1	1
343	только потому	3	1
344	бы для	1	1
345	мере в	1	1
346	с идеей	1	1
347	перед лицом	1	1
348	не иначе	1	1
349	из самых	1	1
350	почти всегда	4	1
351	проникает в	1	1
352	не вижу	1	1
353	должна быть	3	1
354	двух начал	1	1
355	основ и	1	1
356	характер его	1	1
357	это совершенно	1	1
358	мы не	1	1
359	что если	2	1
360	быть у	1	1
361	даже до	1	1
362	но по	1	1
363	во всю	1	1
364	говорить о	5	1
365	в царство	1	1
366	в будущем	1	1
367	и отличается	1	1
368	вывод что	1	1
369	и этого	1	1
370	подобного нет	1	1
371	быть в	2	1
372	этим не	1	1
373	она лишь	1	1
374	бытие есть	1	1
375	есть ни	6	1
376	и все-таки	3	1
377	есть своя	2	1
378	природа у	1	1
379	только тогда	2	1
380	если в	3	1
381	иначе не	2	1
382	друга и	1	1
383	нет и	1	1
384	сама по	8	1
385	человек может	1	1
386	нет как	1	1
387	– значит	1	1
388	которые могли	1	1
389	– внутреннее	1	1
390	себя за	1	1
391	с этим	2	1
392	кто не	1	1
393	склонность к	3	1
394	мужчины в	1	1
395	сознания в	1	1
396	могли бы	1	1
397	и всецело	1	1
398	и как	7	1
399	я должен	1	1
400	его к	1	1
401	в каком-то	1	1
402	не быть	1	1
403	явления и	1	1
404	из жизни	1	1
405	формы в	1	1
406	все эти	2	1
407	то я	4	1
408	что ничего	1	1
409	только один	1	1
410	чем его	1	1
411	на то	5	1
412	необъятное и	1	1
413	царская власть	1	1
414	если для	2	1
415	из сферы	3	1
416	над которым	1	1
417	что нужно	1	1
418	остается лишь	1	1
419	не могли	1	1
420	у пушкина	4	1
421	что ни	3	1
422	и вечно	1	1
423	– очень	2	1
424	он переходит	1	1
425	но все	3	1
426	небытия и	1	1
427	зрения так	2	1
428	же не	1	1
429	сознание и	1	1
430	в другом	2	1
431	об этом	4	1
432	с целью	1	1
433	за собою	1	1
434	люди не	1	1
435	было бы	12	1
436	он есть	4	1
437	после этого	1	1
438	и тем	1	1
439	есть всегда	4	1
440	за ней	1	1
441	не соответствует	1	1
442	от всякой	2	1
443	чем тут	1	1
444	она и	1	1
445	его внутреннее	1	1
446	этого не	1	1
447	заходящее солнце	1	1
448	и уже	1	1
449	небытия в	1	1
450	в я	1	1
451	с такой	1	1
452	в чистом	1	1
453	в развитии	1	1
454	потому и	1	1
455	на себя	1	1
456	более глубоком	1	1
457	и становится	1	1
458	но я	1	1
459	но если	5	1
460	у тютчева	4	1
461	привело к	1	1
462	от своего	1	1
463	будет в	2	1
464	что такое	10	1
465	сознания но	1	1
466	можно найти	2	1
467	как все	1	1
468	не интересует	1	1
469	и без	1	1
470	в котором	4	1
471	с точки	12	1
472	к одному	1	1
473	это верно	1	1
474	себе а	2	1
475	в которых	2	1
476	крови чтобы	1	1
477	стало быть	9	1
478	другом и	1	1
479	земле и	1	1
480	претендует говорить	1	1
481	имеет смысл	1	1
482	и более	4	1
483	же такое	1	1
484	иной раз	2	1
485	нему можно	1	1
486	внешнее есть	4	1
487	но они	2	1
488	как о	2	1
489	в какую-то	2	1
490	он взят	1	1
491	отвлеченные идеи	1	1
492	и именно	1	1
493	отличное от	2	1
494	та или	3	1
495	скучно скука	1	1
496	не думаю	1	1
497	учения о	2	1
498	или как	1	1
499	или иная	3	1
500	есть то	1	1
501	– она	1	1
502	в сознании	3	1
503	сами не	2	1
504	исторического процесса	1	1
505	уже и	3	1
506	не потому	1	1
507	не могут	1	1
508	и часто	1	1
509	ее на	2	1
510	тогда и	1	1
511	сама жизнь	1	1
512	отличается от	2	1
513	уже было	1	1
514	но также	1	1
515	гибели и	1	1
516	по сравнению	2	1
517	его есть	1	1
518	как не	2	1
519	и единственный	1	1
520	в ее	1	1
521	существа в	1	1
522	тем в	1	1
523	говорит об	1	1
524	этого всеобщего	1	1
525	он с	1	1
526	смысл но	1	1
527	человеческого сознания	2	1
528	– уже	1	1
529	свет в	1	1
530	как с	2	1
531	веру в	1	1
532	природе своей	1	1
533	и сам	1	1
534	на нее	1	1
535	что кроме	1	1
536	в бесконечность	1	1
537	вещи и	2	1
538	не с	5	1
539	по природе	1	1
540	мог бы	2	1
541	и каждый	1	1
542	– и	3	1
543	он чувствовал	3	1
544	мира и	1	1
545	стать на	2	1
546	в эпоху	2	1
547	на что	2	1
548	действия не	1	1
549	более ничего	1	1
550	я –	1	1
551	никогда и	1	1
552	сознание не	1	1
553	а также	1	1
554	но к	2	1
555	выходе из	1	1
556	можно встретить	1	1
557	до известной	1	1
558	все в	1	1
559	другого а	1	1
560	эта другая	1	1
561	более о	1	1
562	показывает как	1	1
563	и только	1	1
564	тотчас же	1	1
565	слова для	1	1
566	и об	4	1
567	от науки	1	1
568	она на	1	1
569	происходит в	1	1
570	но так	2	1
571	борьбы за	1	1
572	– исключительно	1	1
573	ли он	1	1
574	в какой	1	1
575	но ни	1	1
576	известного рода	1	1
577	так всегда	1	1
578	поэтому она	1	1
579	в стороне	1	1
580	с какой-то	1	1
581	это очень	1	1
582	могу не	1	1
583	тем одним	1	1
584	в природе	1	1
585	его отношении	1	1
586	бы ни	1	1
587	но под	1	1
588	бы одного	1	1
589	об их	1	1
590	со всеми	1	1
591	не то	6	1
592	как проявление	1	1
593	к идее	1	1
594	бы у	1	1
595	и у	2	1
596	я имею	1	1
597	и они	1	1
598	и чисто	1	1
599	другу как	3	1
600	не дает	1	1
601	всегда было	2	1
602	но есть	2	1
603	мир в	1	1
604	был бы	1	1
605	а потому	1	1
606	никто не	2	1
607	от тех	1	1
608	для них	1	1
609	но что	3	1
610	из нее	1	1
611	почему это	2	1
612	человек как	1	1
613	целиком в	1	1
614	да это	1	1
615	и дурной	1	1
616	этом отношении	2	1
617	и всякий	2	1
618	бы это	1	1
619	это будет	1	1
620	как можно	2	1
621	заменить ее	1	1
622	не были	1	1
623	пришли к	1	1
624	на примере	1	1
625	с другой	6	1
626	вслед за	2	1
627	и быть	2	1
628	в бесконечные	1	1
629	такое же	1	1
630	а с	2	1
631	при чем	2	1
632	больше и	1	1
633	не нужна	1	1
634	идея не	1	1
635	не сама	1	1
636	может ли	1	1
637	ней ничего	1	1
638	вопрос можно	1	1
639	по нему	1	1
640	о чем	2	1
641	до полной	2	1
642	есть порождение	2	1
643	знает только	1	1
644	и ему	1	1
645	деле то	1	1
646	состояние в	2	1
647	ни на	6	1
648	на самом	3	1
649	в меру	1	1
650	в европе	1	1
651	может так	1	1
652	сравнению с	2	1
653	на тот	1	1
654	в той	1	1
655	совершенно противоположен	2	1
656	а между	1	1
657	плоти и	1	1
658	это за	2	1
659	и борьба	1	1
660	а потом	5	1
661	вл соловьев	1	1
662	как две	1	1
663	с этой	2	1
664	все это	11	1
665	я даю	1	1
666	она должна	2	1
667	происходит не	1	1
668	что наш	1	1
669	во мне	1	1
670	лишь его	1	1
671	культуры и	1	1
672	когда нет	1	1
673	это можно	1	1
674	организма но	1	1
675	своей собственной	1	1
676	когда он	1	1
677	той или	7	1
678	конце концов	3	1
679	мы должны	5	1
680	за него	1	1
681	ни к	2	1
682	только что	3	1
683	все они	1	1
684	– бог	2	1
685	то стало	1	1
686	а о	2	1
687	на их	1	1
688	между ними	1	1
689	с ней	2	1
690	для исследования	1	1
691	была бы	3	1
692	ко всему	2	1
693	из этого	1	1
694	и жизнь	1	1
695	сам в	1	1
696	к этой	1	1
697	в необъятное	1	1
698	к этому	2	1
699	дает для	1	1
700	которая не	2	1
