N	2gram	Propp_Morf_1	Myshleni
257	оно не	2	2
258	как они	1	2
259	не будет	1	2
260	совершенно ясно	1	2
261	и может	1	2
262	это мы	1	2
263	ясно что	5	2
264	еще в	1	2
265	находится в	1	2
266	связанное с	1	2
267	и здесь	5	2
268	не представляет	1	2
269	что каждый	1	2
270	а также	4	2
271	раньше чем	3	2
272	мы будем	3	2
273	не происходит	3	2
274	должны рассматриваться	1	2
275	так что	1	2
276	уже не	2	2
277	ни было	2	2
278	в нашей	1	2
279	в начале	3	2
280	эти задачи	1	2
281	с теми	4	2
282	он имеет	1	2
283	своему строению	1	2
284	как их	2	2
285	в одном	1	2
286	от другого	2	2
287	может ли	1	2
288	понятие как	1	2
289	на этот	1	2
290	на которых	1	2
291	могут служить	1	2
292	все более	1	2
293	относятся к	2	2
294	этого момента	3	2
295	так мы	1	2
296	в течение	1	2
297	тому как	5	2
298	в тех	6	2
299	должно быть	1	2
300	на пути	4	2
301	этом и	1	2
302	тому или	1	2
303	и для	2	2
304	которых каждый	1	2
305	что там	2	2
306	или в	4	2
307	и отношение	1	2
308	о котором	1	2
309	для нас	2	2
310	иное чем	3	2
311	только что	2	2
312	все они	1	2
313	же в	2	2
314	вступает в	1	2
315	отношению к	4	2
316	этот момент	3	2
317	есть и	4	2
318	это так	2	2
319	как на	1	2
320	в таком	1	2
321	ту же	2	1
322	ход но	1	1
323	лежат в	1	1
324	также и	4	1
325	по отдельным	1	1
326	задачи в	4	1
327	вне связи	3	1
328	который можно	1	1
329	он требует	2	1
330	случаях нет	1	1
331	и до	1	1
332	из его	2	1
333	эти функции	2	1
334	и этот	1	1
335	по его	1	1
336	например в	2	1
337	элементы и	1	1
338	лишь после	2	1
339	вопрос о	7	1
340	мы легко	1	1
341	что многие	1	1
342	есть нечто	3	1
343	так чтобы	1	1
344	привести к	1	1
345	все известные	2	1
346	с но	1	1
347	ему в	1	1
348	начала в	1	1
349	может совершаться	1	1
350	собой в	2	1
351	как фактор	1	1
352	бы то	3	1
353	видим таким	1	1
354	во всех	4	1
355	тем как	1	1
356	не требует	1	1
357	совсем не	3	1
358	ему дается	1	1
359	дело обстоит	1	1
360	тех же	4	1
361	с трудом	1	1
362	отношение к	1	1
363	и длительного	1	1
364	это или	1	1
365	значение для	1	1
366	почему при	1	1
367	за этим	1	1
368	более и	1	1
369	кроме того	1	1
370	в очень	1	1
371	целый ряд	3	1
372	имеет в	1	1
373	более или	2	1
374	следующим образом	3	1
375	развития все	1	1
376	увидим что	1	1
377	этой цели	1	1
378	в этот	1	1
379	только один	1	1
380	следует поставить	1	1
381	не приходится	1	1
382	действия и	1	1
383	та же	2	1
384	в которой	3	1
385	бы не	1	1
386	что так	1	1
387	ни одна	4	1
388	может лежать	1	1
389	но ведь	1	1
390	мнение что	1	1
391	после чего	2	1
392	самая постановка	1	1
393	вообще не	1	1
394	ожидать что	1	1
395	достижения в	1	1
396	сколько можно	2	1
397	этом с	1	1
398	по существу	12	1
399	свои собственные	1	1
400	ни были	1	1
401	оно встречается	1	1
402	что каждая	1	1
403	быть поставлен	1	1
404	приходим к	2	1
405	подобно тому	6	1
406	будем говорить	1	1
407	лишь с	2	1
408	ее по	3	1
409	то ни	3	1
410	могла бы	4	1
411	материала они	1	1
412	а затем	4	1
413	в состоянии	1	1
414	и с	1	1
415	собой с	1	1
416	них не	1	1
417	разница между	1	1
418	функции отсюда	1	1
419	изучать не	1	1
420	и определение	1	1
421	всего по	1	1
422	и тем	2	1
423	операции при	1	1
424	которым он	1	1
425	и рядом	1	1
426	о которых	1	1
427	всеми другими	1	1
428	во внимание	1	1
429	несмотря на	4	1
430	затем если	1	1
431	с такой	1	1
432	чем в	1	1
433	в приложении	1	1
434	первый тип	1	1
435	такой же	1	1
436	нисколько не	1	1
437	их на	1	1
438	на новые	2	1
439	связаны между	1	1
440	и становится	1	1
441	которую он	1	1
442	не выдерживает	1	1
443	и при	1	1
444	свободен от	1	1
445	это делает	1	1
446	по особым	1	1
447	сих пор	1	1
448	этой формы	3	1
449	формы является	1	1
450	дается в	2	1
451	составные части	7	1
452	для данного	1	1
453	ряда других	1	1
454	теми же	1	1
455	и более	1	1
456	даже в	1	1
457	к развитию	1	1
458	элемент может	1	1
459	с точки	2	1
460	же представляет	1	1
461	и функции	1	1
462	дело не	2	1
463	не имеет	2	1
464	в сущности	3	1
465	на него	3	1
466	не по	2	1
467	это нисколько	1	1
468	в самых	2	1
469	вещей на	1	1
470	это еще	1	1
471	элемент в	1	1
472	только и	1	1
473	вывод который	1	1
474	или как	1	1
475	не сумеем	2	1
476	к ней	1	1
477	сравнения мы	1	1
478	решается на	1	1
479	если только	1	1
480	не потому	1	1
481	у нас	2	1
482	же самое	1	1
483	является одним	1	1
484	и другим	3	1
485	предмета к	1	1
486	что при	2	1
487	самостоятельно и	1	1
488	в виду	1	1
489	всего этого	1	1
490	без всякого	2	1
491	же не	1	1
492	данном случае	1	1
493	и пользуется	2	1
494	он совершает	4	1
495	по мотивам	3	1
496	на той	2	1
497	в пределах	3	1
498	и совершенно	1	1
499	всего следует	1	1
500	в живых	3	1
501	с известными	1	1
502	в другом	2	1
503	а этот	1	1
504	здесь как	1	1
505	здесь нет	1	1
506	до сих	1	1
507	вошел в	1	1
508	самых различных	2	1
509	во многих	1	1
510	даны в	1	1
511	с этого	2	1
512	собой и	1	1
513	к другу	2	1
514	означает что	2	1
515	в последнем	2	1
516	связанная с	1	1
517	которого можно	1	1
518	то мы	4	1
519	функция а	1	1
520	одной формы	1	1
521	на вопрос	2	1
522	нашей работы	2	1
523	но мы	3	1
524	он пришел	1	1
525	в глаза	2	1
526	или на	3	1
527	случаев когда	1	1
528	может не	1	1
529	помощи которых	1	1
530	что эта	2	1
531	от него	1	1
532	доходит до	1	1
533	том или	1	1
534	эту форму	1	1
535	помимо того	1	1
536	на одном	1	1
537	во всей	1	1
538	в форме	6	1
539	в другой	1	1
540	тот момент	1	1
541	также не	1	1
542	если это	3	1
543	является результатом	2	1
544	в это	1	1
545	не так	1	1
546	друг к	2	1
547	двух рядов	1	1
548	на которой	1	1
549	этого материала	1	1
550	том как	1	1
551	функций которые	1	1
552	идет по	2	1
553	наше рассмотрение	1	1
554	его место	1	1
555	такие формы	1	1
556	задачи на	3	1
557	никак нельзя	1	1
558	для всех	1	1
559	отношении друг	1	1
560	затем следует	1	1
561	большим количеством	1	1
562	как например	2	1
563	по законам	1	1
564	следует за	2	1
565	каким образом	1	1
566	при помощи	9	1
567	постановка вопроса	1	1
568	ниже и	1	1
569	за ним	1	1
570	одно из	1	1
571	мы находим	1	1
572	вовсе не	4	1
573	с этими	1	1
574	из одной	1	1
575	как его	1	1
576	у него	1	1
577	случае не	3	1
578	должны будем	2	1
579	которые могут	1	1
580	процессов и	1	1
581	понятия не	1	1
582	превращаться в	2	1
583	и даже	1	1
584	точек зрения	1	1
585	тем мы	1	1
586	а именно	1	1
587	человека а	1	1
588	представляет собою	6	1
589	такое же	1	1
590	в большинстве	3	1
591	могут иметь	1	1
592	и затем	4	1
593	что не	1	1
594	в задачи	1	1
595	и своего	1	1
596	мы скажем	1	1
597	не на	2	1
598	а не	11	1
599	при определении	1	1
600	что связи	1	1
601	здесь этот	1	1
602	ссылка на	1	1
603	на эту	1	1
604	или с	3	1
605	вызвать в	1	1
606	совершенно иное	1	1
607	уже давно	1	1
608	так называемой	1	1
609	исходить из	1	1
610	материал на	1	1
611	которое представляет	1	1
612	до этого	1	1
613	дана в	1	1
614	же самый	1	1
615	какого бы	1	1
616	функций не	2	1
617	где же	1	1
618	в данном	1	1
619	видит в	1	1
620	в той	1	1
621	ведет к	1	1
622	одновременно с	1	1
623	что же	2	1
624	и там	1	1
625	в тот	1	1
626	или выражаясь	1	1
627	многих других	1	1
628	быть не	1	1
629	нам еще	2	1
630	дело идет	1	1
631	здесь также	1	1
632	не необходимо	1	1
633	этом случае	8	1
634	предметы и	1	1
635	в ряду	1	1
636	двух точек	1	1
637	и развития	1	1
638	точно и	1	1
639	но для	2	1
640	или по	2	1
641	когда обнаруживается	1	1
642	как раз	1	1
643	из ряда	3	1
644	это явление	4	1
645	значением которое	1	1
646	вопрос в	2	1
647	является ли	1	1
648	известной степени	1	1
649	этих случаях	11	1
650	указать на	1	1
651	это можно	1	1
652	к данной	1	1
653	в другое	1	1
654	лишь как	1	1
655	увидим дальше	1	1
656	или нет	2	1
657	на других	1	1
658	хотя бы	4	1
659	скажем что	1	1
660	увидим ниже	5	1
661	что следовательно	1	1
662	или не	3	1
663	в ходе	4	1
664	по иным	1	1
665	но если	7	1
666	материал и	1	1
667	по одному	1	1
668	а другой	1	1
669	этого может	1	1
670	могут рассматриваться	1	1
671	это определение	1	1
672	ее может	1	1
673	часто встречается	1	1
674	но в	2	1
675	точно так	1	1
