N	2gram	Tiupa_Lite_2	Myshleni
174	одной из	2	3
175	с одной	7	3
176	вопроса о	1	3
177	речь в	2	3
178	в одном	2	3
179	а в	3	3
180	еще и	1	3
181	говорит о	1	3
182	прежде всего	4	3
183	в частности	4	3
184	требует от	1	3
185	к жизни	2	3
186	по существу	3	3
187	этом случае	2	3
188	но это	3	3
189	задолго до	1	3
190	процесса в	1	3
191	одной стороны	6	3
192	к его	1	3
193	я это	2	3
194	как на	3	3
195	к этой	2	3
196	ее в	1	3
197	к этому	1	3
198	они не	1	3
199	ту же	2	2
200	отношения к	1	2
201	одним из	3	2
202	исходит из	1	2
203	есть не	1	2
204	на свою	3	2
205	я не	5	2
206	в ней	4	2
207	столь же	5	2
208	во всех	3	2
209	что я	2	2
210	что было	2	2
211	очевидно что	2	2
212	отличие от	1	2
213	которые не	1	2
214	общего с	1	2
215	стороны и	1	2
216	когда он	1	2
217	и к	2	2
218	в этот	1	2
219	поэтому он	1	2
220	то и	3	2
221	в случае	1	2
222	потребности в	1	2
223	свое время	2	2
224	не станем	2	2
225	на протяжении	1	2
226	при которой	2	2
227	в жизни	2	2
228	в них	2	2
229	все равно	2	2
230	т.д и	1	2
231	во второй	1	2
232	в своей	1	2
233	в отличие	1	2
234	системе отношений	1	2
235	их в	1	2
236	но они	1	2
237	в определенной	1	2
238	но только	2	2
239	во всем	1	2
240	для другого	1	2
241	у школьника	1	2
242	и другим	1	2
243	два момента	1	2
244	этот путь	3	2
245	в виду	2	2
246	на основе	1	2
247	в истории	2	2
248	на нее	1	2
249	не с	3	2
250	находится в	1	2
251	его в	1	2
252	на отдельные	1	2
253	ситуация в	1	2
254	что только	1	2
255	что нам	2	2
256	процессов в	1	2
257	со всеми	1	2
258	только на	1	2
259	в единстве	1	2
260	же в	2	2
261	но с	3	2
262	из них	2	2
263	вовсе не	2	2
264	и даже	8	2
265	а с	1	2
266	себя и	2	2
267	у нас	5	2
268	развитии и	1	2
269	и потому	1	2
270	мы говорим	1	2
271	в тот	1	2
272	и от	1	2
273	которых он	1	2
274	которая в	1	2
275	совершенно иной	1	2
276	другой стороны	4	2
277	из этого	1	2
278	в свое	2	2
279	жизни и	4	2
280	в своих	2	2
281	все что	2	2
282	эта новая	1	1
283	в движение	1	1
284	на самом	1	1
285	но тем	4	1
286	на деле	1	1
287	здесь и	1	1
288	нас на	1	1
289	мы имеем	1	1
290	на первом	2	1
291	и о	1	1
292	что уже	1	1
293	но уже	2	1
294	в будущем	1	1
295	утверждая что	1	1
296	и этого	1	1
297	он был	1	1
298	он сам	1	1
299	нам представляется	2	1
300	бы то	1	1
301	как путь	1	1
302	как правило	3	1
303	в ее	2	1
304	не тому	1	1
305	перед глазами	1	1
306	а он	1	1
307	есть по	2	1
308	как справедливо	1	1
309	и будет	1	1
310	закон не	1	1
311	существу мысль	1	1
312	в собственном	1	1
313	как по	1	1
314	более чем	1	1
315	на которое	1	1
316	как к	3	1
317	как нам	1	1
318	кто не	1	1
319	и наконец	2	1
320	появляется у	1	1
321	к числу	1	1
322	в себе	6	1
323	этой цели	1	1
324	за собой	1	1
325	второго порядка	1	1
326	чем сознательно	1	1
327	что это	1	1
328	в нашем	2	1
329	еще один	1	1
330	и те	1	1
331	на то	1	1
332	сегодняшний день	1	1
333	оно должно	1	1
334	том чтобы	3	1
335	или иных	1	1
336	одно и	2	1
337	в каждом	2	1
338	здесь мы	1	1
339	тем же	3	1
340	сознания является	1	1
341	нам остается	1	1
342	мыслится как	3	1
343	и менее	1	1
344	те или	1	1
345	и других	4	1
346	должен был	1	1
347	мог бы	1	1
348	который по	1	1
349	рядом с	1	1
350	пути как	2	1
351	случае мы	1	1
352	и определяет	1	1
353	в слове	1	1
354	которой он	1	1
355	приобретает в	1	1
356	со всей	1	1
357	приближаются к	1	1
358	движутся в	1	1
359	как сама	1	1
360	мы встретились	1	1
361	же это	1	1
362	которого является	1	1
363	знает и	1	1
364	место в	1	1
365	не столько	3	1
366	равной мере	1	1
367	они умеют	1	1
368	от его	1	1
369	не путем	1	1
370	в основном	1	1
371	тем не	2	1
372	однако в	6	1
373	возможным и	1	1
374	что ему	1	1
375	и притом	1	1
376	в царство	1	1
377	не могло	1	1
378	что ни	1	1
379	такова что	1	1
380	а во	1	1
381	относится к	1	1
382	развивается в	1	1
383	такая же	1	1
384	внутренней и	1	1
385	в сознании	1	1
386	что на	1	1
387	над ним	2	1
388	перед ним	2	1
389	сделать в	1	1
390	языка в	1	1
391	мысли так	1	1
392	по нашему	1	1
393	числе и	1	1
394	является одним	1	1
395	как для	1	1
396	обращение к	1	1
397	и он	3	1
398	для себя	2	1
399	слово не	2	1
400	более не	1	1
401	но по	1	1
402	с ее	2	1
403	нам о	1	1
404	не могу	2	1
405	мысль о	1	1
406	только то	1	1
407	всей своей	3	1
408	а собственно	1	1
409	остается только	1	1
410	мы в	1	1
411	в отношениях	1	1
412	для этого	2	1
413	слова ведь	1	1
414	эту теорию	1	1
415	как выстрел	1	1
416	меняет в	1	1
417	движения и	1	1
418	сводится к	1	1
419	одного из	1	1
420	на что	1	1
421	и сделать	1	1
422	после того	1	1
423	и просто	1	1
424	нет у	1	1
425	путь к	2	1
426	с момента	1	1
427	во втором	1	1
428	здесь мыслится	1	1
429	и только	2	1
430	не более	2	1
431	другого в	3	1
432	все время	1	1
433	является общим	1	1
434	родной речи	1	1
435	один из	4	1
436	поэтому для	1	1
437	два года	1	1
438	известном отношении	1	1
439	который в	1	1
440	потребности и	1	1
441	состоит не	1	1
442	из наших	1	1
443	для всех	5	1
444	есть в	1	1
445	не можем	1	1
446	уже в	2	1
447	себя в	6	1
448	ту самую	1	1
449	в начале	3	1
450	что не	2	1
451	а то	1	1
452	интересующего нас	1	1
453	не так	2	1
454	мы находим	1	1
455	тогда как	9	1
456	в конце	2	1
457	умственные способности	1	1
458	отношении к	1	1
459	каждый из	4	1
460	как раз	2	1
461	плана в	1	1
462	в других	1	1
463	по кругу	1	1
464	быть названа	1	1
465	языка он	1	1
466	со стороны	3	1
467	себе а	1	1
468	или иной	1	1
469	мы это	1	1
470	и т.п	10	1
471	с другим	2	1
472	и прежде	1	1
473	ему то	1	1
474	мысль которая	1	1
475	как же	1	1
476	целого а	1	1
477	сознания как	1	1
478	только по	1	1
479	не было	2	1
480	конфликта и	1	1
481	и своего	1	1
482	нашему мнению	1	1
483	целым рядом	1	1
484	или нет?	1	1
485	более того	1	1
486	в ту	1	1
487	другие в	1	1
488	все более	1	1
489	уже о	2	1
490	с первого	1	1
491	над сознанием	1	1
492	решение вопроса	1	1
493	он говорит	1	1
494	в данном	3	1
495	а если	2	1
496	последнем случае	1	1
497	одновременно с	1	1
498	что же	1	1
499	когда же	1	1
500	он мыслит	1	1
501	иначе говоря	1	1
502	этой внутренней	1	1
503	не меняет	1	1
504	тех или	1	1
505	и для	3	1
506	при таком	1	1
507	для этой	1	1
508	необходимым для	1	1
509	представляется что	1	1
510	это как	2	1
511	для нас	2	1
512	особого рода	1	1
513	от него	1	1
514	и все	1	1
515	менее чем	1	1
516	той или	1	1
517	для жизни	1	1
518	и слабость	1	1
519	но зато	1	1
520	исключительно в	1	1
521	в равной	3	1
522	что этот	1	1
523	приходится признать	1	1
524	в психологии	1	1
525	дело с	1	1
526	то здесь	1	1
527	сила и	2	1
528	и состоит	1	1
529	том числе	2	1
530	по которому	1	1
531	гораздо более	1	1
