N	2gram	Tiupa_Teor_1	Komedia
196	в рамках	7	2
197	в известном	1	2
198	на две	3	2
199	столь же	2	2
200	одну из	1	2
201	же самое	1	2
202	все что	1	2
203	в области	4	2
204	время и	1	2
205	который в	2	2
206	из наиболее	1	2
207	на себя	2	2
208	было бы	1	2
209	как будто	2	2
210	со стороны	2	2
211	указывает на	1	2
212	в первой	5	2
213	также в	1	2
214	собой и	1	2
215	к числу	1	2
216	в свою	3	2
217	всего лишь	6	1
218	не означает	1	1
219	одним из	2	1
220	состоит не	1	1
221	на ее	1	1
222	теми же	1	1
223	это особенно	1	1
224	в особенности	1	1
225	приводит к	5	1
226	всех сторон	1	1
227	в значительной	1	1
228	придают им	1	1
229	места в	1	1
230	бы в	1	1
231	во времени	3	1
232	собой в	1	1
233	или их	1	1
234	данном случае	5	1
235	не могла	1	1
236	в поле	1	1
237	говорить о	3	1
238	от своих	1	1
239	и а	4	1
240	они не	1	1
241	отказаться от	1	1
242	всю жизнь	1	1
243	исходит из	1	1
244	именно к	1	1
245	ее не	1	1
246	сообщения о	1	1
247	в литературе	2	1
248	в двух	1	1
249	оказывается в	3	1
250	его с	1	1
251	было и	1	1
252	не говорит	1	1
253	ибо и	1	1
254	одновременно не	1	1
255	не была	1	1
256	на это	1	1
257	ее на	1	1
258	нет в	1	1
259	и для	2	1
260	может служить	2	1
261	никто не	2	1
262	тон в	1	1
263	высказывания в	3	1
264	большинстве случаев	1	1
265	обращается к	2	1
266	в на	1	1
267	служит для	1	1
268	друг другу	1	1
269	в каком	1	1
270	молод и	1	1
271	жизни он	1	1
272	принято говорить	1	1
273	коем случае	2	1
274	нам не	1	1
275	не по	1	1
276	нет никаких	1	1
277	и больше	2	1
278	в жизни	2	1
279	с ней	1	1
280	о его	1	1
281	наконец в	1	1
282	в большинстве	2	1
283	каждого из	1	1
284	представить себе	1	1
285	время для	1	1
286	в роли	3	1
287	иное как	1	1
288	на поле	1	1
289	что это	1	1
290	в условиях	1	1
291	значительное место	1	1
292	изобразительного искусства	1	1
293	такова в	1	1
294	друг от	1	1
295	не входит	1	1
296	не знает	3	1
297	если в	2	1
298	того чтобы	1	1
299	как впрочем	1	1
300	в третьем	1	1
301	в эпических	1	1
302	а только	3	1
303	по себе	1	1
304	основного содержания	1	1
305	а между	1	1
306	с такими	1	1
307	и те	1	1
308	времени или	1	1
309	бы ни	1	1
310	собой ср	1	1
311	зрения в	1	1
312	об этом	2	1
313	автором в	1	1
314	себя внимание	1	1
315	те и	1	1
316	одном случае	1	1
317	с тем	1	1
318	то в	2	1
319	те же	1	1
320	я думаю	1	1
321	ее как	1	1
322	персонажа в	1	1
323	нуждается в	1	1
324	представляет собой	9	1
325	дело с	1	1
326	и только	1	1
327	самом начале	2	1
328	о ней	2	1
329	в тексте	14	1
330	к жизни	2	1
331	превращается в	2	1
332	к действительности	3	1
333	и сама	1	1
334	из жизни	1	1
335	совершенно не	1	1
336	того что	4	1
337	войне и	2	1
338	и другим	1	1
339	действия и	1	1
340	не все	3	1
341	литературе нового	1	1
342	особенно в	1	1
343	первые два	1	1
344	выступать в	1	1
345	в еще	1	1
346	введенное в	1	1
347	слова и	1	1
348	природой и	1	1
349	к своему	1	1
350	значительной степени	1	1
351	страшно и	1	1
352	жизнь и	1	1
353	что иное	1	1
354	каждая из	1	1
355	в этих	3	1
356	то есть	12	1
357	своих изделий	1	1
358	на вопрос	1	1
359	и к	3	1
360	которые в	1	1
361	между двумя	3	1
362	в порядке	3	1
363	речь в	1	1
364	на себе	1	1
365	а напротив	2	1
366	а всего	3	1
367	в коем	2	1
368	это была	1	1
369	чуть больше	1	1
370	с человеком	1	1
371	со всех	1	1
372	у одного	2	1
373	наше внимание	1	1
374	на уровне	2	1
375	из этих	3	1
376	так что	1	1
377	в той	2	1
378	что основной	1	1
379	в душе	8	1
380	можно говорить	1	1
381	к внутреннему	2	1
382	к его	2	1
383	над собой	1	1
384	это отношение	3	1
385	как об	1	1
386	в драматическом	1	1
387	являются наиболее	1	1
388	что из	1	1
389	для зрителя	1	1
390	она предстает	1	1
391	во всех	1	1
392	однако герой	1	1
393	мира и	1	1
394	и другие	2	1
395	для того	1	1
396	том чем	1	1
397	по два	2	1
398	сказать что	3	1
399	далеко не	2	1
400	в глаза	2	1
401	только на	1	1
402	и потому	2	1
403	реального исторического	1	1
404	и наиболее	1	1
405	от друга	1	1
406	перед нами	2	1
407	или для	1	1
408	как один	1	1
409	к более	1	1
410	своему происхождению	1	1
411	перед собой	1	1
412	к сфере	1	1
413	это было	2	1
414	что все	1	1
415	отношении к	2	1
416	не могли	1	1
417	а с	3	1
418	а и	4	1
419	в последней	1	1
420	между людьми	1	1
421	и др	1	1
422	противоречие между	1	1
423	берет под	1	1
424	но прежде	1	1
425	этого слова	3	1
426	из своих	1	1
427	автор обращается	1	1
428	человека к	3	1
429	он в	1	1
430	том же	1	1
431	также что	1	1
432	мира а	1	1
433	тому что	2	1
434	в ходе	4	1
435	в данном	8	1
436	чтобы не	1	1
437	означает что	1	1
438	не что	1	1
439	не могут	2	1
440	в отличие	6	1
441	совпадает с	3	1
442	существующее в	2	1
443	в мире	19	1
444	и что	3	1
445	с собой	1	1
446	начала и	1	1
447	также и	1	1
448	между несколькими	1	1
449	должен был	1	1
450	роль в	2	1
451	как у	1	1
452	соответствии с	2	1
453	самые разнообразные	1	1
454	в это	1	1
455	из того	1	1
456	этом они	1	1
457	не случайно	5	1
458	той же	1	1
459	нередко в	1	1
460	том числе	2	1
461	в каждой	1	1
462	общими для	1	1
463	состоит в	17	1
464	в традициях	1	1
465	порядок в	3	1
466	подобно тому	1	1
467	слова с	1	1
468	ему не	1	1
469	стороны в	1	1
470	о чем	1	1
471	говорит что	2	1
472	в пьесе	1	1
473	дома и	2	1
474	по существу	1	1
475	она могла	1	1
476	обращает на	1	1
477	себя в	6	1
478	целый ряд	1	1
479	актера в	1	1
480	тот что	1	1
481	организации текста	1	1
482	себе никакого	1	1
483	что она	2	1
484	еще одна	1	1
485	тем же	1	1
486	или к	1	1
487	к миру	1	1
488	так или	4	1
489	и это	2	1
490	это уже	1	1
491	долгое время	1	1
492	в каждом	1	1
493	мира в	1	1
494	тому как	1	1
495	слово в	1	1
496	в теорию	1	1
497	отнюдь не	3	1
498	или иначе	5	1
499	думаю что	1	1
500	при чтении	2	1
501	в соответствии	3	1
502	обычно в	1	1
503	можно было	1	1
504	которой я	1	1
505	ближе к	1	1
506	к одному	1	1
507	превратилась в	1	1
508	как художественное	2	1
509	и более	1	1
510	более или	2	1
511	как бы	5	1
512	жизни но	2	1
513	в своем	4	1
514	в русской	6	1
