N	2gram	Propp_Isto_7	Psycholo
660	самое и	1	1
661	в действительности	2	1
662	никто не	1	1
663	другой части	1	1
664	но эти	1	1
665	показывают как	1	1
666	см в	1	1
667	те которые	1	1
668	думать что	2	1
669	и вновь	1	1
