N	2gram	Potebnia_M_3	Komedia
116	у него	2	3
117	каждый из	1	3
118	так же	3	3
119	по своему	2	3
120	одной стороны	3	3
121	в более	1	3
122	и все	3	3
123	все остальные	3	3
124	отношению к	5	3
125	того же	1	2
126	противоречия между	1	2
127	тех же	1	2
128	в сущности	1	2
129	принадлежит к	1	2
130	он был	1	2
131	столь же	4	2
132	бы то	1	2
133	совсем не	1	2
134	отличие от	1	2
135	за пределы	2	2
136	в настоящем	1	2
137	относится к	4	2
138	чем же	1	2
139	несколько раз	1	2
140	независимо от	5	2
141	что к	1	2
142	что касается	1	2
143	что по	2	2
144	было только	1	2
145	со своей	2	2
146	в самом	8	2
147	право на	1	2
148	в себе	16	2
149	только один	2	2
150	не следует	5	2
151	время и	2	2
152	не к	4	2
153	в силу	3	2
154	на все	2	2
155	художественный образ	2	2
156	было бы	9	2
157	и тем	5	2
158	мы видели	4	2
159	была уже	1	2
160	или менее	3	2
161	и без	7	2
162	но он	1	2
163	тем не	3	2
164	судя по	1	2
165	к ней	5	2
166	и теперь	6	2
167	в области	2	2
168	уже о	1	2
169	же самое	1	2
170	указывает на	6	2
171	для себя	3	2
172	только при	2	2
173	как по	1	2
174	до самого	1	2
175	что у	1	2
176	времени и	1	2
177	из всего	1	2
178	мог бы	1	2
179	для этого	1	2
180	образом в	3	2
181	находится в	1	2
182	именно потому	1	2
183	и здесь	1	2
184	нас в	1	2
185	от них	2	2
186	в форме	2	2
187	еще не	5	2
188	время когда	1	2
189	который в	1	2
190	а то	1	2
191	мы знаем	1	2
192	вовсе не	7	2
193	в других	2	2
194	когда бы	1	2
195	со стороны	3	2
196	даже не	1	2
197	точек зрения	1	2
198	до сих	3	2
199	вслед за	3	2
200	еще и	1	2
201	на которые	1	2
202	и притом	2	2
203	то и	6	2
204	не может	6	2
205	вместе с	12	2
206	за тем	3	2
207	или по	1	2
208	но не	7	2
209	говоря уже	1	2
210	в первые	1	2
211	к нему	3	2
212	сих пор	3	2
213	но это	6	2
214	и таким	1	2
215	между прочим	1	2
216	об отношении	4	2
217	или в	3	2
218	а к	3	2
219	указания на	1	2
220	только что	8	2
221	ни было	1	2
222	то что	18	2
223	не говоря	3	2
224	в свою	3	2
225	по одному	1	2
226	в действительности	5	2
227	ее в	1	2
228	во всяком	1	2
229	все что	4	2
230	и наиболее	1	1
231	а между	2	1
232	народ в	1	1
233	выражено в	1	1
234	чтобы не	1	1
235	самое слово	2	1
236	переходит к	1	1
237	не остается	1	1
238	сам по	5	1
239	все остальное	1	1
240	на самом	1	1
241	такое же	3	1
242	тем же	4	1
243	минуту может	1	1
244	в нашу	1	1
245	в основании	2	1
246	намек на	1	1
247	уже по	1	1
248	по его	1	1
249	же образ	1	1
250	одним из	1	1
251	мы уже	2	1
252	той же	2	1
253	со всех	1	1
254	заботясь о	1	1
255	из своих	1	1
256	который был	1	1
257	из того	2	1
258	ему в	2	1
259	то это	6	1
260	похожи на	1	1
261	и заставляет	1	1
262	мы здесь	1	1
263	в мире	1	1
264	и он	1	1
265	всех сторон	1	1
266	в ней	8	1
267	с двумя	1	1
268	при сравнении	1	1
269	не найдем	1	1
270	быть в	1	1
271	прибавляет к	1	1
272	остались бы	1	1
273	а только	3	1
274	во всех	1	1
275	общих чертах	1	1
276	сказать и	1	1
277	как у	1	1
278	явлением в	1	1
279	он может	1	1
280	не входит	1	1
281	следовательно все	1	1
282	не все	4	1
283	ответ на	3	1
284	есть по	1	1
285	очевидно что	5	1
286	а и	4	1
287	нам право	1	1
288	с этим	6	1
289	так называемая	1	1
290	из уст	1	1
291	дает нам	3	1
292	в своем	5	1
293	смысле этого	7	1
294	когда он	1	1
295	целый ряд	2	1
296	мысль в	3	1
297	его к	2	1
298	более или	3	1
299	дается только	1	1
300	то в	1	1
301	основание видеть	1	1
302	из жизни	1	1
303	что это	4	1
304	сказать о	1	1
305	с места	1	1
306	так или	2	1
307	что же	2	1
308	бы не	4	1
309	из этих	9	1
310	но без	2	1
311	только на	3	1
312	и тот	2	1
313	бы только	1	1
314	как он	1	1
315	не могла	2	1
316	не получили	1	1
317	что одна	1	1
318	что эти	1	1
319	бы от	1	1
320	к миру	1	1
321	людей из	1	1
322	и почему	2	1
323	к одному	5	1
324	на необходимость	1	1
325	из него	2	1
326	подобно тому	2	1
327	здесь найдем	1	1
328	людей и	2	1
329	что она	3	1
330	но все	2	1
331	такого же	1	1
332	двух слов	5	1
333	как одного	1	1
334	что все	3	1
335	в совершенно	1	1
336	конечно в	1	1
337	об этом	2	1
338	свойств и	2	1
339	то есть	34	1
340	говорить не	1	1
341	своей стороны	1	1
342	это было	3	1
343	что эту	1	1
344	перед нами	2	1
345	должен был	1	1
346	любовь к	1	1
347	после этого	1	1
348	в жизни	1	1
349	и каждый	1	1
350	присоединяет к	1	1
351	а с	2	1
352	все равно	4	1
353	в самую	1	1
354	отсюда видно	1	1
355	с тем	7	1
356	которой он	1	1
357	представляет себе	1	1
358	с такой	1	1
359	сложившихся в	1	1
360	слова и	5	1
361	себе все	1	1
362	в эту	1	1
363	в этих	1	1
364	можно только	2	1
365	одной части	1	1
366	но если	1	1
367	самого поэта	1	1
368	нас не	1	1
369	а как	2	1
370	человека хотя	1	1
371	никто не	3	1
372	во времена	2	1
373	в которых	2	1
374	миф о	1	1
375	что уже	2	1
376	несомненно что	2	1
377	стало быть	1	1
378	которому ведет	1	1
379	которые в	1	1
380	в первое	2	1
381	друг другу	1	1
382	видно что	1	1
383	и более	1	1
384	и относительно	1	1
385	с такими	1	1
386	том же	2	1
387	по себе	16	1
388	при чтении	1	1
389	тому что	3	1
390	от своих	4	1
391	между людьми	2	1
392	и другое	1	1
393	без ответа	1	1
394	если в	1	1
395	на себе	1	1
396	из мира	1	1
397	и сама	1	1
398	не прибавляет	1	1
399	или лучше	2	1
400	которого он	1	1
401	они называют	1	1
402	с и	3	1
403	а может	1	1
404	достигает своего	1	1
405	того чтобы	3	1
406	чем не	1	1
407	он с	1	1
408	если ему	1	1
409	следовательно и	1	1
410	связанное с	2	1
411	что только	6	1
412	под этим	1	1
413	сложнее и	1	1
414	во всем	1	1
415	и после	2	1
416	так например	2	1
417	не находим	1	1
418	мы бы	1	1
419	до того	4	1
420	каждый раз	2	1
421	что на	1	1
422	ему не	2	1
423	может показаться	1	1
424	этого к	1	1
425	по своим	1	1
426	не могут	5	1
427	для развития	2	1
428	и другим	1	1
429	наоборот в	1	1
430	стремлением к	1	1
431	его с	2	1
432	в поле	1	1
433	уже на	2	1
434	слова с	3	1
435	в каждом	3	1
436	отказаться от	2	1
437	и это	4	1
438	от друга	1	1
439	это только	1	1
440	данном случае	1	1
441	особенно в	1	1
442	него самого	3	1
443	присоединения к	1	1
444	с самого	1	1
445	говорить о	3	1
446	разной мере	1	1
447	и когда	1	1
448	те же	6	1
449	каждого из	2	1
450	когда в	2	1
451	жизнь и	1	1
452	и трудно	1	1
453	предположить что	1	1
454	с ним	6	1
455	в каждой	4	1
456	них не	1	1
457	в порядке	1	1
458	упускать из	2	1
459	не означает	1	1
460	и что	10	1
461	в глаза	1	1
462	все его	1	1
463	людьми и	1	1
464	на ее	1	1
465	ее от	1	1
466	состоит не	3	1
467	природы в	2	1
468	за другим	1	1
469	я думаю	2	1
470	может и	1	1
471	внешней формы	1	1
472	представления и	3	1
473	ее содержание	1	1
474	непосредственно в	1	1
475	но нельзя	1	1
476	внешнее и	1	1
477	и следовательно	3	1
478	если это	1	1
479	разницы между	1	1
480	места и	1	1
481	того что	18	1
482	этой силы	1	1
483	слово может	5	1
484	тех пор	1	1
485	в двух	1	1
486	только под	2	1
487	всю ее	1	1
488	пониманию слова	1	1
489	в стороне	1	1
490	которое мы	2	1
491	бы ни	3	1
492	к природе	1	1
493	вопрос об	2	1
494	больше чем	1	1
495	себя в	1	1
496	так что	7	1
497	а напротив	2	1
498	каким образом	1	1
499	не дает	2	1
500	в душе	10	1
501	за ним	3	1
502	где бы	1	1
503	с морем	1	1
504	представить себе	3	1
505	в современном	1	1
506	ее не	1	1
507	не видеть	2	1
508	друг друга	3	1
509	заметить что	3	1
510	не говорит	1	1
511	ему природой	1	1
512	от того	8	1
513	на том	1	1
514	разговоре с	1	1
515	для того	4	1
516	известных нам	1	1
517	друг от	1	1
518	из двух	3	1
519	нам не	1	1
520	или иначе	1	1
521	не один	2	1
522	на этот	1	1
523	миру и	1	1
524	далеко не	4	1
525	в ряде	1	1
526	на чем	2	1
527	человек может	2	1
528	к более	1	1
529	превращается в	1	1
530	идеи в	2	1
531	действительности как	1	1
532	его как	1	1
533	если даже	1	1
534	следовало бы	1	1
535	связь с	3	1
536	эти слова	2	1
537	и а	1	1
538	ко всем	2	1
539	и потому	4	1
540	формул и	1	1
541	в разной	1	1
542	в мгновение	1	1
543	состоял из	1	1
544	что именно	4	1
545	так мы	1	1
546	в разговоре	2	1
547	и столь	1	1
548	к своему	2	1
549	в данном	1	1
550	который мы	1	1
551	в страну	1	1
552	тому как	5	1
553	как бы	3	1
554	а потом	1	1
555	бросается в	1	1
556	этого слова	11	1
557	с этой	2	1
558	в науках	1	1
559	трудно определить	1	1
560	впрочем не	1	1
561	если оно	1	1
562	не знаем	3	1
563	самого и	1	1
564	формы и	1	1
565	вспомнить что	1	1
566	к одной	3	1
567	обращается к	1	1
568	от него	2	1
569	на такой	1	1
570	или нет	1	1
571	места в	1	1
572	бы в	2	1
573	с понятием	2	1
574	хотя в	1	1
575	по-видимому совершенно	1	1
576	отношении к	2	1
577	к ее	1	1
578	то оно	3	1
579	бы с	1	1
580	слово в	4	1
581	и представляет	1	1
582	не знает	3	1
583	сказать что	5	1
584	сделать некоторые	1	1
585	развития и	1	1
586	формы его	1	1
587	этим объясняется	1	1
588	на это	4	1
589	в каком	5	1
590	жизни и	2	1
591	указывают на	1	1
592	человека к	1	1
593	и эта	1	1
594	это в	2	1
595	гораздо более	1	1
596	как на	5	1
597	в таком	3	1
