N	2gram	Kanaev_Sov_1	StatiiOP
125	сих пор	1	2
126	и во	2	2
127	что эта	1	2
128	самом деле	2	2
129	до сих	1	2
130	он может	3	2
131	на котором	2	2
132	если в	1	2
133	во всех	1	2
134	мы имели	1	2
135	каждый раз	6	2
136	а потому	1	2
137	в следующих	1	2
138	такое же	1	2
139	но все	2	2
140	но не	1	2
141	вместе с	4	2
142	мы не	9	2
143	здесь нет	1	2
144	нет и	4	2
145	но как	1	2
146	но они	1	2
147	никогда не	1	2
148	времени и	2	2
149	и всегда	1	2
150	не имеет	1	2
151	с ее	1	2
152	как мы	2	2
153	все время	1	2
154	то и	2	2
155	что его	1	2
156	и у	1	2
157	один из	1	2
158	тем не	2	2
159	той же	2	2
160	и может	1	2
161	этой области	1	2
162	нужно сказать	1	2
163	должен был	1	2
164	одна из	3	2
165	так сказать	2	2
166	с одной	2	2
167	в самом	2	2
168	такой же	2	2
169	для его	2	2
170	в результате	6	2
171	могут быть	2	2
172	несколько слов	1	2
173	должен быть	1	2
174	этих двух	2	2
175	во многом	1	2
176	с самого	3	2
177	которые в	1	2
178	в такой	1	2
179	в духе	1	2
180	более и	1	2
181	и по	2	2
182	все более	1	2
183	одного из	1	2
184	то она	1	2
185	или иной	2	2
186	не менее	2	2
187	жизни но	1	2
188	и тогда	1	2
189	в развитии	4	2
190	самого начала	3	2
191	в свою	2	2
192	во втором	1	2
193	из приведенных	1	1
194	может не	3	1
195	форма в	2	1
196	принадлежит только	1	1
197	ни одного	1	1
198	почти не	1	1
199	какой бы	1	1
200	другой такой	1	1
201	когда мы	3	1
202	не знает	1	1
203	то его	1	1
204	и из	1	1
205	для нас	3	1
206	в свое	1	1
207	вопрос о	4	1
208	очень часто	1	1
209	же это	4	1
210	углом зрения	1	1
211	да еще	1	1
212	только не	1	1
213	так же	1	1
214	на которые	1	1
215	между собой	3	1
216	это как	1	1
217	на такой	1	1
218	xix в	1	1
219	это совершенно	1	1
220	и их	1	1
221	рядом с	1	1
222	известном смысле	1	1
223	и все	3	1
224	совершенно иными	1	1
225	из двух	3	1
226	свое время	1	1
227	с ним	1	1
228	которая и	1	1
229	в нем	3	1
230	вообще и	1	1
231	с помощью	4	1
232	там где	1	1
233	ним и	1	1
234	каждом отдельном	5	1
235	вражда к	1	1
236	но очень	2	1
237	но можно	1	1
238	по себе	1	1
239	не дает	2	1
240	так в	1	1
241	же самое	2	1
242	говорить об	2	1
243	что такой	1	1
244	как его	1	1
245	он должен	2	1
246	под углом	1	1
247	в одном	3	1
248	о значении	2	1
249	из четырех	2	1
250	со всеми	2	1
251	и вообще	1	1
252	его в	1	1
253	не можем	7	1
254	что же	5	1
255	не отнимает	1	1
256	этого не	1	1
257	все его	1	1
258	есть не	1	1
259	первое и	1	1
260	всего необходимо	1	1
261	и должно	1	1
262	той или	1	1
263	с общим	2	1
264	на этой	3	1
265	конечно в	2	1
266	приводит к	2	1
267	в ином	1	1
268	а затем	1	1
269	состоит из	3	1
270	на самом	1	1
271	мы видели	4	1
272	кто этот	1	1
273	в живом	2	1
274	его развития	3	1
275	и той	1	1
276	и четвертого	1	1
277	отдельном случае	5	1
278	по преимуществу	1	1
279	идет о	1	1
280	приводится по	1	1
281	они не	1	1
282	в дальнейшем	4	1
283	совпадают с	1	1
284	означало бы	1	1
285	только одно	1	1
286	он с	1	1
287	и они	2	1
288	жизни и	4	1
289	в такого	1	1
290	как он	3	1
291	своего развития	1	1
292	но уже	1	1
293	свою очередь	2	1
294	дело в	1	1
295	он ищет	1	1
296	остановиться на	1	1
297	мы снова	1	1
298	это уже	1	1
299	говорить что	1	1
300	мы в	1	1
301	до наших	1	1
302	в очень	1	1
303	их на	1	1
304	сказать так	1	1
305	тот или	2	1
306	и еще	1	1
307	должно быть	1	1
308	два основных	1	1
309	том как	1	1
310	наших дней	1	1
311	при таком	3	1
312	ясно что	3	1
313	в первом	3	1
314	например у	1	1
315	в и	2	1
316	назвать в	1	1
317	т.е он	1	1
318	для своего	1	1
319	приходится сказать	1	1
320	и т.д	3	1
321	из одного	2	1
322	а о	1	1
323	человека как	1	1
324	именно в	1	1
325	это значит	1	1
326	или нет	1	1
327	и именно	2	1
328	во всей	1	1
329	как известно	2	1
330	которых в	1	1
331	что один	1	1
332	последнее в	1	1
333	а из	1	1
334	этой группы	1	1
335	поэтому в	1	1
336	мы будем	1	1
337	из всех	1	1
338	жизни был	1	1
339	как у	1	1
340	и эта	1	1
341	xviii века	1	1
342	то они	1	1
343	ли он	1	1
344	время из	1	1
345	не случайно	1	1
346	те же	1	1
347	в известном	1	1
348	невозможно они	1	1
349	чем в	1	1
350	эти кусочки	1	1
351	данные которые	1	1
352	и нет	1	1
353	но что	1	1
354	этом направлении	1	1
355	западной европе	1	1
356	по существу	1	1
357	и до	1	1
358	по своим	1	1
359	которая не	1	1
360	опирается на	1	1
361	или как	1	1
362	он начал	1	1
363	не из	1	1
364	и при	1	1
365	развитии в	1	1
366	чем же	1	1
367	что она	3	1
368	ничто не	1	1
369	тем же	2	1
370	его с	1	1
371	но эта	1	1
372	быть в	1	1
373	отчасти в	1	1
374	пр но	1	1
375	одной и	1	1
376	из многих	1	1
377	конечно не	1	1
378	по аналогии	1	1
379	а потом	1	1
380	из них	4	1
381	вытекает из	1	1
382	сказать несколько	1	1
383	можно было	1	1
384	а это	1	1
385	в своем	1	1
386	все что	1	1
387	в данной	1	1
388	которую можно	1	1
389	эти качества	1	1
390	мы знаем	2	1
391	он уже	1	1
392	это означало	1	1
393	и значит	1	1
394	свою собственную	2	1
395	но для	1	1
396	в данном	1	1
397	для этих	1	1
