N	2gram	Propp_Morf_1	Literetu
341	в новой	1	1
342	бою и	1	1
343	убежден что	1	1
344	идет по	2	1
345	дело с	1	1
346	таких моментов	1	1
347	но то	1	1
348	а после	1	1
349	за ней	2	1
350	в эти	1	1
351	же он	1	1
352	на самого	1	1
353	земному шару	1	1
354	типа а	1	1
355	не можем	1	1
356	вопроса о	1	1
357	только на	1	1
358	в итоге	2	1
359	не все	6	1
360	от других	2	1
361	слова не	1	1
362	а то	3	1
363	ответ на	1	1
364	с какой	1	1
365	мы находим	1	1
366	как при	1	1
367	да в	1	1
368	как было	1	1
369	она имеет	1	1
370	во всей	1	1
371	быть названа	1	1
372	живой и	2	1
373	человека а	1	1
374	я был	1	1
375	войну а	1	1
376	как же	2	1
377	еще и	1	1
378	а с	2	1
379	первоначально это	1	1
380	системе и	1	1
381	как явление	1	1
382	стремится к	1	1
383	поставить на	1	1
384	однако и	1	1
385	легко и	1	1
386	здесь этот	1	1
387	нашего века	1	1
388	в ряду	1	1
389	не всегда	9	1
390	что мы	2	1
391	для этой	3	1
392	все более	1	1
393	так же	3	1
394	я тебе	1	1
395	отмечалось выше	1	1
396	является функцией	1	1
397	да нам	1	1
398	наряду с	5	1
399	последнем случае	2	1
400	пример в	1	1
401	одновременно с	1	1
402	что же	2	1
403	с тех	1	1
404	в тот	1	1
405	никем не	1	1
406	в это	1	1
407	для тех	1	1
408	его в	2	1
409	и некоторые	1	1
410	не меняет	2	1
411	и где	1	1
412	тех или	1	1
413	и другим	3	1
414	следует и	1	1
415	на самом	4	1
416	всего мира	1	1
417	от него	1	1
418	и все	1	1
419	ни к	2	1
420	в интересах	2	1
421	в ходе	4	1
422	уже отмечалось	1	1
423	только и	1	1
424	имеет ничего	1	1
425	а во	1	1
426	то здесь	3	1
427	в последнем	2	1
428	из этого	1	1
429	есть и	4	1
430	который в	2	1
431	также не	1	1
432	ее в	1	1
433	к этому	3	1
434	можно назвать	3	1
435	они не	1	1
