N	2gram	Tiupa_Lite_3	Myslijsy
451	у меня	1	1
452	начиная с	1	1
453	его понимании	1	1
454	существовало в	1	1
455	числе и	2	1
456	его с	1	1
457	той или	2	1
458	которой она	2	1
459	однако по	1	1
460	в каждой	2	1
461	значение это	1	1
462	правда не	1	1
463	на наших	1	1
464	то она	2	1
465	от друга	1	1
466	три направления	1	1
467	но при	1	1
468	самим собою	1	1
469	при котором	1	1
470	своих не	1	1
471	свое имя	1	1
472	до самого	1	1
473	поэтическим произведением	1	1
474	своей мысли	1	1
475	по этой	2	1
476	в другом	6	1
477	времени и	1	1
478	себя что	1	1
479	сознания и	2	1
480	во второй	2	1
481	том как	1	1
482	как у	4	1
483	в словах	3	1
484	о ней	1	1
485	живописи и	1	1
486	о нем	2	1
487	два момента	1	1
488	второй половине	1	1
489	этой мысли	1	1
490	а также	4	1
491	как было	1	1
492	времени в	1	1
493	другими не	1	1
494	составляет не	1	1
495	не допуская	1	1
496	и требует	1	1
497	во втором	2	1
498	других но	2	1
499	чем и	1	1
500	другого в	4	1
501	непосредственно в	1	1
502	них в	1	1
503	вслед за	3	1
504	которая и	1	1
505	и всякое	1	1
506	если это	2	1
507	и мир	1	1
508	к своим	2	1
509	что здесь	1	1
510	но с	2	1
511	мое с	1	1
512	другого не	1	1
513	я как	4	1
514	вне себя	2	1
515	до ее	1	1
516	среди других	1	1
517	одной из	1	1
518	явления в	1	1
519	не идет	1	1
520	по мнению	1	1
521	с одной	4	1
522	в качестве	5	1
523	к поэзии	1	1
524	в единстве	3	1
525	чтобы он	2	1
526	сознания не	1	1
527	свидетельствует о	1	1
528	но совершенно	1	1
529	из них	4	1
530	искусство в	2	1
531	том пути	1	1
532	одно из	4	1
533	к чему-то	1	1
534	слово как	1	1
535	к человеку	1	1
536	при всей	1	1
537	бытия и	1	1
538	у него	1	1
539	с действительностью	1	1
540	есть выражение	1	1
541	но из	1	1
542	из двух	1	1
543	нужно было	1	1
544	исходят из	1	1
545	за пределы	1	1
546	превратится в	1	1
547	а с	1	1
548	в природе	4	1
549	своего собственного	1	1
550	предмет и	1	1
551	прежде всего	3	1
552	которой нет	1	1
553	одной стороны	4	1
554	было сказано	1	1
555	в руках	1	1
556	его руках	1	1
557	однако не	3	1
558	не об	1	1
559	на слово	2	1
560	если не	2	1
561	в связи	1	1
562	и об	2	1
563	в частности	11	1
564	внимания к	1	1
565	эти слова	2	1
566	как это	3	1
567	из трех	1	1
568	в человеке	1	1
569	власть над	1	1
570	к своему	1	1
571	xix века	2	1
572	в последнем	1	1
573	в первой	2	1
574	внимание лишь	1	1
575	я с	3	1
576	сам не	1	1
577	исходя из	1	1
578	это значит	1	1
579	на пути	1	1
580	она коренится	1	1
581	и средством	1	1
582	действительность в	1	1
583	такой объект	1	1
584	это явление	1	1
585	все же	2	1
586	совершается в	1	1
587	потому не	1	1
588	его не	1	1
589	мира и	2	1
590	о котором	1	1
591	об искусстве	4	1
592	которая в	1	1
593	человек и	1	1
594	слова как	1	1
595	не другой	1	1
596	лишь как	1	1
597	у них	1	1
598	ибо в	1	1
599	стороны в	1	1
600	ее в	2	1
601	же в	2	1
602	человеческой деятельности	2	1
603	отношении к	1	1
604	которая на	1	1
605	не знает	2	1
606	другой стороны	2	1
607	была бы	1	1
608	общего с	1	1
609	например и	1	1
610	и идеи	1	1
611	из своей	1	1
612	а другой	1	1
613	себе но	1	1
614	жизни и	3	1
615	но еще	2	1
616	человеку и	1	1
617	остались те	1	1
618	нечто уже	1	1
619	невозможна без	1	1
620	как на	3	1
621	эти категории	1	1
622	стороны одного	1	1
623	том числе	3	1
624	ничего общего	1	1
