N	2gram	Medvedev_F_2	Analitik
258	или не	1	2
259	смысла в	3	2
260	при помощи	2	2
261	следует что	3	2
262	не сам	1	2
263	себе в	1	2
264	сами по	2	2
265	не о	4	2
266	бытия и	1	2
267	каждый из	3	2
268	этом отношении	7	2
269	образом не	2	2
270	со стороны	2	2
271	было бы	6	2
272	что из	1	2
273	на фоне	4	2
274	из возможных	1	2
275	как от	1	2
276	установкой на	2	2
277	в данном	1	2
278	что же	5	2
279	той мере	1	2
280	сведено к	1	2
281	не является	3	2
282	другой стороны	4	2
283	была бы	3	2
284	героя в	1	2
285	в какой	3	2
286	художественном произведении	1	1
287	то на	1	1
288	например в	3	1
289	язык может	2	1
290	сам по	3	1
291	в самостоятельный	1	1
292	самый предмет	2	1
293	явления и	2	1
294	по преимуществу	5	1
295	все те	1	1
296	должна быть	5	1
297	собственном смысле	1	1
298	и больше	1	1
299	изолированно а	1	1
300	в зависимости	3	1
301	обойтись без	1	1
302	и была	1	1
303	не изолированно	1	1
304	мы не	3	1
305	под ними	1	1
306	язык как	8	1
307	более точного	1	1
308	высказывания в	1	1
309	равно как	2	1
310	к смыслу	1	1
311	не вполне	1	1
312	поэзии не	1	1
313	произведения то	1	1
314	которое не	1	1
315	не происходит	2	1
316	как не	1	1
317	зависимости от	3	1
318	каждое новое	1	1
319	значения в	2	1
320	в ней	6	1
321	свою очередь	1	1
322	меньшей степени	1	1
323	это существо	1	1
324	литературы и	4	1
325	литературный факт	1	1
326	на нем	2	1
327	по этому	2	1
328	он был	2	1
329	произведения что	1	1
330	в различных	1	1
331	в чем	2	1
332	художественном творчестве	1	1
333	во всех	5	1
334	сознания а	1	1
335	или во	1	1
336	в ее	2	1
337	чем это	1	1
338	они имеют	1	1
339	мы будем	1	1
340	но как	2	1
341	а только	2	1
342	в сторону	4	1
343	не входит	3	1
344	только тогда	1	1
345	с духом	1	1
346	или иное	1	1
347	независимо от	4	1
348	как в	4	1
349	увидим далее	1	1
350	в противном	1	1
351	рода в	1	1
352	целом но	1	1
353	впервые на	1	1
354	и наконец	4	1
355	более или	1	1
356	первой из	1	1
357	вещи но	1	1
358	со своей	2	1
359	знаменательно что	1	1
360	именно эта	1	1
361	не приходится	3	1
362	та же	2	1
363	что самая	1	1
364	в литературном	1	1
365	степени как	1	1
366	что это	3	1
367	смысла для	1	1
368	он в	2	1
369	и тот	1	1
370	самом объекте	1	1
371	имеем в	1	1
372	с художественной	1	1
373	социального взаимодействия	1	1
374	если он	1	1
375	искусства говорит	1	1
376	а вовсе	1	1
377	рассказе и	1	1
378	языковой реальности	1	1
379	противном случае	1	1
380	вера в	1	1
381	в рамки	2	1
382	творца и	1	1
383	всех этих	3	1
384	функции и	1	1
385	в виде	1	1
386	не как	4	1
387	язык он	1	1
388	в понятии	2	1
389	сюжет как	1	1
390	а о	3	1
391	свою силу	1	1
392	литературы а	1	1
393	языком и	2	1
394	из него	2	1
395	его от	4	1
396	всех своих	1	1
397	без исключения	2	1
398	в основу	2	1
399	но все	3	1
400	от нее	4	1
401	этом последнем	1	1
402	взаимодействие с	1	1
403	же не	1	1
404	тем в	1	1
405	и может	3	1
406	пусть и	2	1
407	том случае	2	1
408	области гуманитарных	1	1
409	оно становится	1	1
410	высказывание в	1	1
411	его в	3	1
412	который и	1	1
413	с самим	1	1
414	произведения от	1	1
415	полноте и	1	1
416	элементы не	1	1
417	и тем	2	1
418	из первых	1	1
419	в ином	3	1
420	произведения не	3	1
421	для них	3	1
422	произведение как	2	1
423	в них	1	1
424	как формулирует	1	1
425	исходили из	3	1
426	произведения или	2	1
427	все равно	1	1
428	требования к	1	1
429	быть понят	1	1
430	с тем	11	1
431	этот странный	1	1
432	он и	3	1
433	литературных произведений	2	1
434	остается в	1	1
435	или менее	1	1
436	в этих	2	1
437	все более	2	1
438	двумя крайними	1	1
439	может лишь	1	1
440	и при	1	1
441	поэтического творчества	1	1
442	и ее	6	1
443	к истории	1	1
444	в такой	2	1
445	теории литературы	1	1
446	не от	1	1
447	что говорит	1	1
448	степени научный	1	1
449	об отсутствии	1	1
450	предмета изучения	1	1
451	есть его	1	1
452	конструктивная роль	1	1
453	но он	1	1
454	по крайней	1	1
455	речи в	1	1
456	борьбу с	1	1
457	их в	2	1
458	не должно	1	1
459	но подобная	1	1
460	случае мы	1	1
461	тому что	2	1
462	раз и	4	1
463	ему как	1	1
464	между людьми	1	1
465	а от	1	1
466	как будет	1	1
467	не менее	1	1
468	система в	1	1
469	к этим	1	1
470	на него	1	1
471	это еще	1	1
472	все без	2	1
473	на котором	2	1
474	нельзя не	1	1
475	широком понимании	1	1
476	ничего не	4	1
477	этих двух	2	1
478	независимым от	1	1
479	степени соответствуют	1	1
480	за которой	1	1
481	такая же	1	1
482	во всем	1	1
483	но это	2	1
484	других он	1	1
485	другой вещи	1	1
486	в каком	1	1
487	фактов и	1	1
488	дистанции между	1	1
489	представляется нам	1	1
490	уже о	1	1
491	то о	1	1
492	нашей проблемы	1	1
493	всего в	2	1
494	его с	3	1
495	как для	1	1
496	теоретической поэтики	1	1
497	этих факторов	1	1
498	оно не	4	1
499	говорит о	1	1
500	при анализе	2	1
501	выделить в	1	1
502	можно и	3	1
503	в виду	2	1
504	но при	1	1
505	и сами	1	1
506	его лингвистических	1	1
507	говоря уже	1	1
508	самим собою	1	1
509	в в	2	1
510	литературном произведении	1	1
511	уже потому	1	1
512	как система	1	1
513	языка и	12	1
514	то или	1	1
515	роль здесь	1	1
516	уже с	1	1
517	с языком	1	1
518	на свой	1	1
519	же касается	1	1
520	слово есть	2	1
521	по аналогии	2	1
522	те же	1	1
523	в последующих	1	1
524	к действительности	3	1
525	том как	1	1
526	целью а	1	1
527	является в	2	1
528	строго говоря	1	1
529	просто с	1	1
530	образом в	1	1
531	на звуковую	1	1
532	материала и	4	1
533	и должно	5	1
534	высказывания или	1	1
535	и делается	1	1
536	говорить не	2	1
537	более высокой	1	1
538	слова как	2	1
539	на что	1	1
540	аналогии с	1	1
541	литературные произведения	1	1
542	и во	1	1
543	на отдельные	1	1
544	рассматривать не	1	1
545	его смысла	2	1
546	из литературного	1	1
547	как предмета	1	1
548	к установлению	1	1
549	и каждого	1	1
550	мы ни	2	1
551	искусства к	1	1
552	во всей	2	1
553	и только	5	1
554	крайней мере	1	1
555	реальность в	1	1
556	но нельзя	1	1
557	слов и	1	1
558	и иных	2	1
559	все время	6	1
560	отсутствии в	1	1
561	что искусство	2	1
562	следует однако	1	1
563	познания в	1	1
564	в современной	1	1
565	быть и	3	1
566	спор в	1	1
567	и дело	1	1
568	тот же	1	1
569	языка на	1	1
570	справедливо говорит	1	1
571	мы увидим	1	1
572	что даже	1	1
573	а тем	1	1
574	на смысл	1	1
575	входит в	4	1
576	самые разнообразные	1	1
577	этой совокупности	1	1
578	но ее	1	1
579	понятие произведения	1	1
580	все они	1	1
581	так что	1	1
582	без определенного	1	1
583	для всех	1	1
584	связи с	13	1
585	а изображающего	1	1
586	не можем	1	1
587	если и	1	1
588	языка а	5	1
589	то и	3	1
590	выделения и	1	1
591	в объекте	1	1
592	языка как	11	1
593	произведения непременно	2	1
594	от других	1	1
595	во втором	7	1
596	нового смысла	1	1
597	или даже	2	1
598	языка но	2	1
599	о поэзии	1	1
600	не так	2	1
601	к чему-то	1	1
602	для другой	1	1
603	и художественно	1	1
604	произведение действительно	1	1
605	всяком случае	5	1
606	слова в	3	1
607	как их	2	1
608	он полагает	1	1
609	от тех	2	1
610	ему принадлежит	1	1
611	чище и	1	1
612	всегда только	1	1
613	как раз	6	1
614	это по	1	1
615	в целях	2	1
616	только на	3	1
617	в особенности	4	1
618	и даже	4	1
619	даже не	2	1
620	нам не	1	1
621	до сих	1	1
622	согласно учению	1	1
623	или иначе	1	1
624	не обязательно	1	1
625	здесь в	1	1
626	всякое высказывание	2	1
627	от смысла	3	1
628	было и	2	1
629	один и	1	1
630	и др	3	1
631	что для	2	1
632	его из	2	1
633	превращается в	2	1
634	не было	6	1
635	в конструктивное	2	1
636	однако и	3	1
637	его как	2	1
638	о чем	1	1
639	двумя полюсами	1	1
640	этот принцип	1	1
641	речи и	3	1
642	не об	1	1
643	если не	1	1
644	в связи	10	1
645	связь с	1	1
646	можно утверждать	1	1
647	ни на	2	1
648	и особенно	1	1
649	он уже	1	1
650	как это	2	1
651	требует от	1	1
652	к своему	1	1
653	для обозначения	1	1
654	смысле этого	1	1
655	чтобы увидеть	1	1
656	типа как	1	1
657	происходит в	1	1
658	да и	1	1
659	к определению	1	1
660	всего может	1	1
661	в художественную	3	1
662	сюжетного развертывания	1	1
663	путем введения	1	1
664	является для	2	1
665	событие которое	1	1
666	однако они	1	1
667	речевого общения	6	1
668	сих пор	1	1
669	о его	1	1
670	смысла с	2	1
671	постановки вопросов	1	1
672	перед нами	2	1
673	к другим	2	1
674	вещь а	1	1
675	этом смысле	2	1
676	однако именно	1	1
677	произведения а	3	1
678	только одна	1	1
679	и для	5	1
680	мышления в	1	1
681	не имея	1	1
682	образом с	1	1
683	случае если	1	1
684	при таком	1	1
685	и от	2	1
686	могут становиться	1	1
687	или в	3	1
688	что оно	4	1
689	тяготеет к	1	1
690	в результате	6	1
691	между ними	2	1
692	хотя и	3	1
693	чем является	1	1
694	или другой	1	1
695	на первый	2	1
696	ее и	2	1
697	для нас	1	1
698	от него	2	1
699	из себя	1	1
700	значение лишь	2	1
701	мы должны	1	1
702	только с	1	1
703	в большей	1	1
704	же оно	1	1
705	же в	1	1
706	хотя в	1	1
707	утверждал что	1	1
708	в своих	1	1
709	слова еще	1	1
710	в сюжете	3	1
711	к самому	1	1
712	в свою	1	1
713	возможно лишь	1	1
714	отношением к	1	1
715	поскольку говорит	1	1
716	совершенно не	4	1
717	к его	2	1
718	из этого	2	1
719	понимании как	1	1
720	в действительности	1	1
721	фоне этой	1	1
722	жизни и	3	1
723	ее в	2	1
724	то оно	1	1
725	именно здесь	2	1
726	и эта	1	1
727	они не	4	1
728	вот этот	1	1
729	случае его	1	1
730	бы столь	1	1
731	во всяком	5	1
