N	2gram	Losev_Prob_1	Narrotol
641	и то	6	1
642	хотя для	1	1
643	и может	2	1
644	и уже	3	1
645	всем его	1	1
646	обязательно в	1	1
647	и такого	1	1
648	в самой	3	1
649	новое и	1	1
650	здесь как	1	1
651	в понятие	1	1
652	в совершенно	1	1
653	не быть	1	1
654	глаза то	1	1
655	как же	3	1
656	все еще	1	1
657	а еще	1	1
658	в виду	6	1
659	а то	1	1
660	предстают перед	1	1
661	их на	1	1
662	в значении	1	1
663	но именно	3	1
664	ее смысл	2	1
665	ни на	4	1
666	если бы	4	1
667	позиции в	1	1
668	и эта	1	1
669	солнце и	1	1
670	мысль о	1	1
671	ни одного	1	1
672	от всего	3	1
673	этих характеристик	1	1
674	как о	1	1
675	и тогда	1	1
676	которое не	1	1
677	иметь в	4	1
678	ли его	2	1
679	до мировой	1	1
680	для читателя	1	1
681	смысл всегда	1	1
682	является в	2	1
683	несет в	1	1
684	том чтобы	1	1
685	он стоит	2	1
686	он и	8	1
687	в другое	1	1
688	но это	8	1
689	и другого	1	1
690	жизни мы	1	1
691	форме и	1	1
692	в ряд	2	1
693	структуру в	1	1
