N	2gram	Nazirov_Vr_1	Istorich
351	связан с	1	1
352	этот пробел	1	1
353	и из	1	1
354	в бою	1	1
355	а с	2	1
356	только по	1	1
357	что им	1	1
358	и самый	1	1
359	за год	2	1
360	человек в	1	1
361	из героев	1	1
362	о чем	2	1
363	под влиянием	1	1
364	во франции	1	1
365	начиная с	2	1
366	герою с	1	1
367	он ее	1	1
368	в него	2	1
369	или по	1	1
370	да я	1	1
371	из которых	1	1
372	по своему	1	1
373	не дают	1	1
374	что же	1	1
375	не самым	1	1
376	в условиях	1	1
377	от нас	1	1
378	к царю	1	1
379	за одну	1	1
380	задолго до	1	1
381	это дает	1	1
382	его с	2	1
383	человек и	1	1
384	и перед	1	1
385	ее и	1	1
386	как эта	1	1
387	в эту	2	1
388	еще более	1	1
389	не хотят	1	1
390	но зато	1	1
391	только что	1	1
392	же в	2	1
393	и личные	1	1
394	нам не	1	1
395	а о	1	1
396	только как	1	1
397	почему этого	1	1
398	обычно не	1	1
399	из этого	1	1
400	в свое	1	1
401	героя в	1	1
402	эти слова	3	1
403	все что	1	1
404	в частности	1	1
405	это в	2	1
406	как на	1	1
407	в таком	1	1
408	такой же	1	1
409	и будущий	1	1
