N	2gram	Bakhtin_Fr_8	OGranits
446	анализ ведь	1	1
447	не знает	1	1
448	языка в	2	1
449	сказать что	3	1
450	речи и	3	1
451	он называет	2	1
452	равно как	1	1
453	но когда	1	1
454	одном ряду	1	1
455	несколько сложнее	1	1
456	и часто	1	1
457	во все	3	1
458	языке и	2	1
459	на очень	1	1
460	с его	5	1
461	же самое	1	1
462	всего в	1	1
463	вместе с	2	1
464	как для	1	1
465	например в	4	1
466	по поводу	1	1
467	особенности и	1	1
468	они не	5	1
