N	2gram	Vinokur_Ku_1	Russkaja
440	бы привести	1	1
441	что вся	1	1
442	не столько	2	1
443	представление о	3	1
444	оказывается что	1	1
445	в которых	6	1
446	том основании	1	1
447	когда эти	1	1
448	для которых	2	1
449	по крайней	5	1
450	и эти	3	1
451	кроме одной	1	1
452	о какой-то	1	1
453	видеть что	2	1
454	есть ничто	1	1
455	вовсе не	10	1
456	даже в	3	1
457	это особенно	1	1
458	освободиться от	1	1
459	человеку не	1	1
460	не менее	7	1
461	мы были	1	1
462	из нас	1	1
463	дело в	1	1
464	на себе	6	1
465	и форм	1	1
466	образом в	1	1
467	говорить что	1	1
468	иметь в	1	1
469	но только	1	1
470	та или	1	1
471	к иностранным	1	1
472	это же	1	1
473	только не	1	1
474	казалось бы	3	1
475	возможно и	1	1
476	в разных	2	1
477	культура для	1	1
478	всего на	1	1
479	с одним	1	1
480	таким путем	1	1
481	этих последних	1	1
482	более что	1	1
483	и теперь	1	1
484	свидетельствуют о	2	1
485	доказать что	2	1
486	этом отношении	5	1
487	что на	1	1
488	или иных	1	1
489	однако это	1	1
490	за природными	1	1
491	из предыдущего	2	1
492	в духе	3	1
493	ведь даже	1	1
494	выход из	1	1
495	есть только	1	1
496	могут быть	1	1
497	чтобы сделать	1	1
498	как только	1	1
499	слова но	2	1
500	должны быть	2	1
501	в применении	1	1
502	как мы	1	1
503	как не	1	1
504	свою очередь	3	1
505	на нем	1	1
506	сравнению со	1	1
507	в ее	1	1
508	на известной	2	1
509	не могло	1	1
510	совершенно ясно	1	1
511	языка и	8	1
512	в собственном	2	1
513	только то	1	1
514	в себя	1	1
515	быстро и	1	1
516	ряду с	1	1
517	в индии	1	1
518	роль в	4	1
519	и когда	1	1
520	менее полное	1	1
521	что у	1	1
522	понимание и	1	1
523	так и	7	1
524	том виде	1	1
525	мог бы	1	1
526	в какое-то	1	1
527	по сравнению	1	1
528	мы в	1	1
529	точно также	1	1
530	из одного	3	1
531	что отдельные	1	1
532	иное как	2	1
533	движения и	1	1
534	это зависит	1	1
535	первый и	1	1
536	власти в	1	1
537	этой статьи	1	1
538	язык и	1	1
539	никак не	2	1
540	одного из	1	1
541	можно сказать	3	1
542	в различных	1	1
543	с другой	7	1
544	сами в	1	1
545	должно было	1	1
546	более глубоко	1	1
547	если с	1	1
548	переходит в	1	1
549	когда оно	2	1
550	крайней мере	5	1
551	у всех	1	1
552	в русском	4	1
553	может иметь	2	1
554	в лице	1	1
555	совершенно ином	1	1
556	наконец и	1	1
557	он есть	3	1
558	один из	4	1
559	обе эти	3	1
560	а если	3	1
561	сомнению что	1	1
562	и дело	1	1
563	тому назад	1	1
564	с ними	4	1
565	положение в	1	1
566	тот или	1	1
567	же и	2	1
568	в сторону	2	1
569	и у	1	1
570	если мы	2	1
571	вопроса о	1	1
572	борьбы с	1	1
573	прямо в	1	1
574	а это	3	1
575	а то	2	1
576	и других	1	1
577	он принадлежит	1	1
578	к мысли	1	1
579	и их	1	1
580	в известной	1	1
581	могло бы	1	1
582	не для	1	1
583	к ним	1	1
584	случаев это	1	1
585	связано с	3	1
586	трудно видеть	3	1
587	превращается в	2	1
588	с общим	1	1
589	связан с	1	1
590	себе представить	1	1
591	влияние на	1	1
592	по своим	2	1
593	к которому	3	1
594	как же	1	1
595	еще и	5	1
596	происходит при	1	1
597	что не	5	1
598	а главное	1	1
599	без особых	1	1
600	а на	2	1
601	был в	2	1
602	на этот	2	1
603	здесь дело	1	1
604	до конца	2	1
605	ничем не	1	1
606	не на	4	1
607	и культур	1	1
608	однако и	1	1
609	человеческой жизни	1	1
610	для человека	1	1
611	именно так	2	1
612	из области	4	1
613	в одно	1	1
614	работу по	1	1
615	в связи	3	1
616	в лоно	1	1
617	если его	2	1
618	эта идея	1	1
619	в самой	4	1
620	как это	3	1
621	в европе	1	1
622	многих случаях	1	1
623	этих случаях	2	1
624	по своему	1	1
625	смысле этого	3	1
626	применении к	1	1
627	вкусов и	1	1
628	содержат в	1	1
629	где это	1	1
630	в состоянии	2	1
631	с этой	2	1
632	какие же	1	1
633	сейчас же	1	1
634	является для	1	1
635	своей жизни	1	1
636	и таким	1	1
637	поэтому что	2	1
638	между прочим	2	1
639	языках и	1	1
640	по образцу	1	1
641	к другим	1	1
642	с большой	1	1
643	и надо	1	1
644	тех или	1	1
645	не является	2	1
646	отношениях к	1	1
647	на все	1	1
648	разумеется только	2	1
649	может но	1	1
650	это как	1	1
651	которая в	1	1
652	любви и	1	1
653	вступила в	1	1
654	бы в	7	1
655	тем более	2	1
656	не будучи	1	1
657	в истинности	1	1
658	и все	2	1
659	силы в	1	1
660	к соглашению	1	1
661	от всякого	1	1
662	к ее	1	1
663	может и	1	1
664	всюду где	1	1
665	в свою	3	1
666	же будет	1	1
667	понимать как	2	1
668	была бы	3	1
669	к его	1	1
670	отношению к	9	1
671	с внешней	1	1
672	они не	3	1
