N	2gram	Ircho_Kome_2	Tvorches
103	место в	4	3
104	тем что	3	3
105	одна из	2	3
106	и это	2	3
107	с ним	1	3
108	до сих	2	3
109	между тем	4	3
110	в античной	2	3
111	е а	1	3
112	в начале	4	3
113	для него	1	3
114	у нее	2	3
115	так как	4	3
116	то что	6	3
117	что не	1	3
118	вместе с	9	3
119	в область	1	3
120	в пользу	2	3
121	с этой	3	3
122	сих пор	2	3
123	нет ничего	1	3
124	один из	5	3
125	не является	2	3
126	своих героев	1	3
127	жизни в	1	3
128	одной из	4	3
129	к этому	5	3
130	как известно	2	2
131	самом деле	1	2
132	и есть	2	2
133	от прототипа	1	2
134	говорить о	2	2
135	со своими	1	2
136	как правило	3	2
137	в ее	2	2
138	тут же	2	2
139	нет и	2	2
140	так что	5	2
141	в истории	5	2
142	и поэтому	3	2
143	от ее	2	2
144	имеет в	2	2
145	для которого	1	2
146	в которой	5	2
147	из жизни	1	2
148	т п	2	2
149	тому же	11	2
150	современной ему	2	2
151	и если	2	2
152	едва ли	14	2
153	том же	1	2
154	не считать	1	2
155	он же	1	2
156	которой он	1	2
157	и еще	2	2
158	не столько	1	2
159	в отличие	2	2
160	права на	1	2
161	их в	1	2
162	не могли	1	2
163	в устах	1	2
164	между людьми	1	2
165	не менее	4	2
166	эта мысль	1	2
167	из нас	1	2
168	как о	1	2
169	родился в	1	2
170	аргументом в	2	2
171	трагедии в	1	2
172	другой стороны	1	2
173	что на	3	2
174	у нас	1	2
175	если у	2	2
176	ли не	7	2
177	же не	2	2
178	действия и	1	2
179	так в	2	2
180	приводит к	1	2
181	роль в	2	2
182	действующих лиц	5	2
183	его времени	1	2
184	сводится к	1	2
185	и что	2	2
186	что его	3	2
187	восходит к	4	2
188	всяком случае	2	2
189	все время	2	2
190	а н	1	2
191	в которую	1	2
192	в литературе	1	2
193	к которому	1	2
194	всякого рода	1	2
195	с ними	2	2
196	только в	4	2
197	наше время	1	2
198	и ее	2	2
199	себя в	3	2
200	и у	2	2
201	уже в	4	2
202	из них	7	2
203	не так	1	2
204	в одном	2	2
205	вовсе не	2	2
206	может служить	1	2
207	друг друга	3	2
208	отличие от	2	2
209	брак с	3	2
210	рядом с	2	2
211	с другой	2	2
212	не было	3	2
213	на этот	4	2
214	не означает	1	2
215	в частности	4	2
216	эффект в	1	2
217	х гг	1	2
218	него в	1	2
219	только для	1	2
220	и тогда	1	2
221	в наше	1	2
222	вообще говоря	2	2
223	это уже	1	2
224	сюжета и	1	2
225	себя на	1	2
226	в основе	1	2
227	к самому	1	2
228	связь с	1	2
229	но если	3	2
230	героя и	1	2
231	и без	1	2
232	из этого	2	2
233	отказаться от	1	2
234	в искусстве	1	2
235	однако эти	1	2
236	во всяком	2	2
237	с первоначальным	1	1
238	речь идет	3	1
239	по адресу	4	1
240	как его	1	1
241	с кем	1	1
242	на подобные	1	1
243	только потому	2	1
244	перед лицом	2	1
245	в первом	2	1
246	из его	2	1
247	сам автор	1	1
248	видеть в	1	1
249	в доме	6	1
250	внутренний мир	1	1
251	и за	2	1
252	приходит к	1	1
253	той же	3	1
254	г в	1	1
255	повседневной жизни	1	1
256	дающая ему	1	1
257	не делает	1	1
258	разве я	1	1
259	не вполне	2	1
260	на себя	7	1
261	в самих	1	1
262	то это	2	1
263	сказать о	2	1
264	же что	1	1
265	бурные события	1	1
266	в биографии	1	1
267	г к	1	1
268	свою очередь	1	1
269	он был	2	1
270	между собой	1	1
271	не был	1	1
272	не приходит	2	1
273	с его	5	1
274	во всех	3	1
275	говоря не	1	1
276	не без	1	1
277	в создании	1	1
278	от современного	1	1
279	его собственным	1	1
280	о смерти	1	1
281	в отчаянии	1	1
282	не все	1	1
283	если в	2	1
284	морали и	1	1
285	ненавидящей его	1	1
286	ответ на	3	1
287	в комедии	19	1
288	в жизни	1	1
289	отношение к	2	1
290	в наиболее	4	1
291	такой силой	1	1
292	глаза его	1	1
293	чем же	1	1
294	в рамках	1	1
295	общего с	1	1
296	с этим	5	1
297	в браке	1	1
298	и нет	1	1
299	в душу	1	1
300	однако не	1	1
301	кто из	2	1
302	с женой	2	1
303	как уже	1	1
304	и как	1	1
305	не являются	1	1
306	и к	2	1
307	с г	2	1
308	и детей	1	1
309	сюжетных мотивов	1	1
310	с детьми	1	1
311	он дал	1	1
312	что это	4	1
313	представляет собой	1	1
314	чуть ли	2	1
315	из этих	4	1
316	сил в	1	1
317	связанного с	1	1
318	думать что	1	1
319	что автор	1	1
320	с их	4	1
321	от традиционного	1	1
322	у а	1	1
323	какую бы	1	1
324	сцену в	1	1
325	главным образом	1	1
326	на площадях	1	1
327	сказать в	1	1
328	после этого	2	1
329	поскольку он	1	1
330	в первую	3	1
331	что граф	1	1
332	в силу	2	1
333	и художественные	1	1
334	любой из	1	1
335	н а	1	1
336	в большой	1	1
337	к выводу	1	1
338	можно было	4	1
339	в каждом	3	1
340	к традициям	1	1
341	в повседневной	1	1
342	совпадают с	1	1
343	считается что	1	1
344	а по	1	1
345	входит в	1	1
346	того или	1	1
347	первую очередь	3	1
348	в глазах	2	1
349	было бы	8	1
350	сделать его	1	1
351	находит и	1	1
352	в споре	1	1
353	по себе	1	1
354	вызвано тем	1	1
355	отказа от	1	1
356	мог бы	1	1
357	в бытовом	1	1
358	ни в	5	1
359	в них	4	1
360	за пределами	1	1
361	как видно	2	1
362	несмотря на	1	1
363	мы видели	1	1
364	мы знаем	3	1
365	ведет к	1	1
366	в развитии	2	1
367	в один	2	1
368	не мог	1	1
369	его образ	1	1
370	в эту	1	1
371	в этих	4	1
372	в г	17	1
373	во время	6	1
374	от своего	1	1
375	таким же	1	1
376	этой связи	1	1
377	молодого человека	9	1
378	больше не	1	1
379	еще с	1	1
380	i с	1	1
381	прибегает к	1	1
382	было очень	1	1
383	точнее не	1	1
384	признать что	2	1
385	не считал	1	1
386	должны были	1	1
387	быта и	1	1
388	из области	1	1
389	сам же	1	1
390	образом и	1	1
391	такую же	1	1
392	в философии	2	1
393	в диалоге	1	1
394	была не	2	1
395	и более	1	1
396	однако в	2	1
397	свои руки	1	1
398	как видим	2	1
399	любовь к	1	1
400	даже в	2	1
401	тому что	4	1
402	автора и	1	1
403	дня и	1	1
404	женился на	1	1
405	со ii	1	1
406	в обоих	3	1
407	которой не	1	1
408	на себе	1	1
409	и нежная	1	1
410	возвращении в	1	1
411	был назван	1	1
412	точно так	1	1
413	которые были	1	1
414	не имеет	3	1
415	самой жизни	1	1
416	пойдет о	1	1
417	вошедшая в	1	1
418	действительности но	1	1
419	или его	2	1
420	вышла за	1	1
421	и является	1	1
422	не похож	1	1
423	с чертами	1	1
424	со своим	1	1
425	в сознании	1	1
426	не столь	2	1
427	как будто	4	1
428	тогда в	1	1
429	в области	1	1
430	сюжета в	2	1
431	представляется нам	1	1
432	женщине с	1	1
433	к себе	1	1
434	встречается в	1	1
435	и вполне	1	1
436	похож на	2	1
437	числе и	1	1
438	к тому	12	1
439	бы он	1	1
440	той или	1	1
441	в поле	3	1
442	признает себя	1	1
443	на это	2	1
444	должен быть	1	1
445	для себя	1	1
446	лет с	1	1
447	сатира на	1	1
448	очень точно	1	1
449	как мы	4	1
450	событий в	1	1
451	на основе	1	1
452	в в	4	1
453	его поступки	1	1
454	мысль о	1	1
455	что само	1	1
456	в себя	1	1
457	с самого	2	1
458	то время	3	1
459	в пределах	1	1
460	что однако	1	1
461	не с	1	1
462	ясно что	8	1
463	каждого из	1	1
464	собой в	1	1
465	к самой	1	1
466	с собой	2	1
467	еще в	4	1
468	когда в	2	1
469	в изображении	2	1
470	во второй	1	1
471	веры в	1	1
472	отца или	1	1
473	жизнь и	1	1
474	является в	1	1
475	пьесы в	2	1
476	содержатся в	1	1
477	быту и	2	1
478	на великих	1	1
479	означает что	1	1
480	с человеком	1	1
481	в построении	2	1
482	в виду	2	1
483	ее у	1	1
484	и здесь	6	1
485	повседневного быта	1	1
486	в другом	1	1
487	столь же	9	1
488	второй план	1	1
489	одного из	1	1
490	с одной	2	1
491	комический эффект	2	1
492	начале xx	1	1
493	мы понимаем	2	1
494	каждом из	1	1
495	а у	3	1
496	за основу	1	1
497	но нет	1	1
498	же после	1	1
499	то мы	1	1
500	с матерью	1	1
501	же ясно	1	1
502	в середине	4	1
503	во владение	1	1
504	всегда является	1	1
505	от всех	2	1
506	условия для	1	1
507	в жизнь	2	1
508	в сферу	1	1
509	в современной	1	1
510	поле зрения	2	1
511	и новая	1	1
512	сразу же	4	1
513	образов и	1	1
514	мне кажется	1	1
515	трудно дать	1	1
516	нуждается в	1	1
517	не зная	1	1
518	трагедии и	1	1
519	даже если	1	1
520	то он	1	1
521	приходит в	1	1
522	знаешь ли	1	1
523	замечая что	1	1
524	и фразеологии	1	1
525	том чтобы	1	1
526	за которую	1	1
527	основное внимание	1	1
528	связи с	3	1
529	ряде случаев	1	1
530	в большинстве	1	1
531	отношений к	1	1
532	является не	2	1
533	здесь же	1	1
534	конечном счете	1	1
535	сочувствия к	1	1
536	прикасается к	1	1
537	мир в	1	1
538	восходящего к	1	1
539	и их	3	1
540	не о	1	1
541	как носитель	1	1
542	как раз	1	1
543	не просто	1	1
544	в любви	2	1
545	следует признать	2	1
546	же это	1	1
547	ничуть не	2	1
548	цитаты из	2	1
549	в какой-то	2	1
550	во власти	1	1
551	до начала	3	1
552	возможно что	3	1
553	что и	7	1
554	со стороны	2	1
555	или иной	1	1
556	даже не	3	1
557	хоть и	5	1
558	его с	1	1
559	что для	4	1
560	и елена	1	1
561	и чуть	1	1
562	в любой	1	1
563	выше и	1	1
564	сам себе	1	1
565	гете и	1	1
566	одну из	1	1
567	и я	2	1
568	и случайно	1	1
569	ни о	1	1
570	самого начала	1	1
571	оснований для	1	1
572	в различных	1	1
573	жизнь в	1	1
574	произвел на	1	1
575	в связи	3	1
576	действия в	1	1
577	его отец	1	1
578	на фоне	1	1
579	является его	1	1
580	и особенно	3	1
581	как это	4	1
582	силой как	1	1
583	только его	1	1
584	ничего нет	1	1
585	ты мне	1	1
586	который видит	1	1
587	нет ни	1	1
588	власть над	1	1
589	нашли ее	1	1
590	предположить что	1	1
591	он говорит	1	1
592	целом ряде	1	1
593	с такой	1	1
594	в течение	2	1
595	такого рода	1	1
596	что весь	1	1
597	не видят	1	1
598	что же	1	1
599	более широкое	1	1
600	из названных	1	1
601	считал что	1	1
602	тем меньше	1	1
603	о соотношении	2	1
604	своего времени	2	1
605	общественной жизни	1	1
606	отличается от	1	1
607	характерные для	1	1
608	над его	1	1
609	при всем	3	1
610	под названием	2	1
611	этот образ	1	1
612	и для	4	1
613	в с	1	1
614	должна была	2	1
615	для ее	1	1
616	в реалистическом	1	1
617	из действующих	1	1
618	в результате	1	1
619	это как	1	1
620	к неожиданным	1	1
621	ее и	1	1
622	для нас	3	1
623	огромную роль	1	1
624	а может	1	1
625	еще более	2	1
626	и ни	1	1
627	не должен	1	1
628	будто бы	1	1
629	тот же	2	1
630	за этим	1	1
631	по поводу	3	1
632	в свою	1	1
633	между ними	1	1
634	не знает	1	1
635	сказать что	1	1
636	только как	1	1
637	была бы	1	1
638	в характере	1	1
639	в последнем	1	1
640	или иного	1	1
641	частности в	2	1
642	в голову	2	1
643	и другие	2	1
644	того времени	3	1
645	молодой человек	9	1
646	нас не	1	1
647	принимают за	1	1
648	как на	1	1
649	том числе	3	1
