N	2gram	Bakhtin_Pr_4	VrazhdaK
183	совпадает с	1	1
184	и тонко	2	1
185	к брату	1	1
186	это время	1	1
187	собой в	1	1
188	одном из	2	1
189	в преступлении	2	1
190	всех в	1	1
191	а следовательно	2	1
192	как правило	1	1
193	одним словом	1	1
194	но не	4	1
195	в сторону	1	1
196	если в	2	1
197	и т.д	3	1
198	произведений достоевского	6	1
199	к сожалению	1	1
200	искал в	1	1
201	перед началом	1	1
202	момент здесь	1	1
203	из которого	1	1
204	как в	4	1
205	с этим	2	1
206	для создания	1	1
207	достоевского этот	1	1
208	как к	1	1
209	что как	1	1
210	как нам	2	1
211	героев достоевского	3	1
212	и наконец	4	1
213	не являются	1	1
214	неожиданный перелом	1	1
215	героиня романа	1	1
216	знаю что	4	1
217	себе не	1	1
218	человеком в	1	1
219	поэтому он	1	1
220	в самом	9	1
221	письма достоевского	1	1
222	что это	1	1
223	в целом	1	1
224	не был	1	1
225	тургенев же	1	1
226	знать и	1	1
227	что же	3	1
228	еще один	1	1
229	рассказ о	1	1
230	тому же	1	1
231	во многих	1	1
232	но ведь	2	1
233	как он	3	1
234	развиваться в	2	1
235	да и	4	1
236	одному из	1	1
237	высшей степени	1	1
238	в первой	2	1
239	утверждению о	1	1
240	чем у	3	1
241	в силу	1	1
242	в плане	1	1
243	никому не	2	1
244	людей и	4	1
245	однако в	1	1
246	одно и	1	1
247	называя его	1	1
248	это конечно	1	1
249	этом он	1	1
250	мировой литературе	1	1
251	самим собой	2	1
252	говорить не	1	1
253	было бы	3	1
254	на пороге	12	1
255	в жизни	5	1
256	в высшей	1	1
257	автору и	1	1
258	его отношения	1	1
259	не всегда	1	1
260	он и	4	1
261	и страшно	1	1
262	такой же	3	1
263	которую он	2	1
264	в этих	4	1
265	и их	3	1
266	не последнее	1	1
267	молодого человека	1	1
268	всяком случае	1	1
269	достоевский с	1	1
270	в авторском	1	1
271	своего рода	4	1
272	не будем	1	1
273	не могли	2	1
274	рассказ у	1	1
275	не должна	1	1
276	а вот	1	1
277	раз и	4	1
278	так он	1	1
279	вплоть до	1	1
280	но они	1	1
281	тем самым	1	1
282	человека но	1	1
283	правда в	3	1
284	первая часть	1	1
285	этой повести	2	1
286	в процессе	4	1
287	героев и	1	1
288	нем в	1	1
289	следовательно и	2	1
290	ничего не	2	1
291	того как	2	1
292	и лишь	1	1
293	вне его	2	1
294	в другую	1	1
295	по своей	3	1
296	ему и	1	1
297	это слово	5	1
298	потому что	4	1
299	отношение автора	1	1
300	такие же	1	1
301	среди них	1	1
302	в мировой	1	1
303	в духе	2	1
304	в речах	1	1
305	могут быть	2	1
306	отличается от	3	1
307	по всем	1	1
308	не есть	1	1
309	уже на	1	1
310	правда не	1	1
311	творчества достоевского	2	1
312	у себя	1	1
313	с ее	3	1
314	но при	3	1
315	в ее	1	1
316	не могло	2	1
317	роль в	1	1
318	и сам	5	1
319	стремится быть	1	1
320	так и	4	1
321	на нее	1	1
322	не с	1	1
323	живет в	2	1
324	нам уже	3	1
325	еще в	1	1
326	во второй	1	1
327	жизнь и	3	1
328	образа князя	1	1
329	и вообще	1	1
330	во всяком	2	1
331	удалении от	1	1
332	с тою	1	1
333	критика и	1	1
334	из произведений	1	1
335	его жизни	1	1
336	до сих	8	1
337	с ненавистью	1	1
338	к нему	5	1
339	во всех	5	1
340	преступлении и	2	1
341	от них	2	1
342	из своего	1	1
343	в форме	1	1
344	любил и	1	1
345	в другой	1	1
346	возникает вопрос	2	1
347	все в	2	1
348	достоевского это	2	1
349	хорошо знаю	1	1
350	и самые	1	1
351	в литературе	1	1
352	к которому	1	1
353	этом смысле	2	1
354	один из	1	1
355	но с	2	1
356	романа и	1	1
357	действие в	1	1
358	и резкое	1	1
359	проникнуть в	1	1
360	во всем	4	1
361	достоевский также	1	1
362	в литературу	1	1
363	он уже	2	1
364	всей повести	1	1
365	это же	1	1
366	же он	2	1
367	себя в	3	1
368	мы бы	1	1
369	своим собственным	1	1
370	быть весьма	2	1
371	а это	1	1
372	к своим	1	1
373	достоевский так	1	1
374	что для	1	1
375	никто не	1	1
376	в известной	2	1
377	мы находим	5	1
378	в одном	11	1
379	ее не	1	1
380	друг друга	6	1
381	их всех	1	1
382	остается за	1	1
383	никого не	1	1
384	из двух	1	1
385	нужно было	1	1
386	и речи	1	1
387	о своей	1	1
388	с другой	3	1
389	именно в	1	1
390	все равно	2	1
391	прежде всего	9	1
392	в соответствии	1	1
393	что им	1	1
394	в стиле	2	1
395	на этот	2	1
396	до конца	4	1
397	и самый	1	1
398	в рассказе	2	1
399	генерала с	1	1
400	человек в	1	1
401	из героев	1	1
402	этим можно	1	1
403	себя на	2	1
404	с помощью	3	1
405	нет ничего	1	1
406	в частности	1	1
407	материал и	2	1
408	него в	3	1
409	он ее	1	1
410	и гораздо	1	1
411	знаем о	1	1
412	без труда	1	1
413	не знал	1	1
414	что за	1	1
415	этого типа	1	1
416	и довольно	1	1
417	романе достоевского	1	1
418	с очень	1	1
419	в свое	2	1
420	еще раз	1	1
421	с любовью	1	1
422	в условиях	3	1
423	сих пор	8	1
424	у вас	1	1
425	и близко	1	1
426	но для	3	1
427	не любил	1	1
428	этом романе	2	1
429	более того	3	1
430	которых он	1	1
431	пишет брату	1	1
432	но на	2	1
433	котором он	1	1
434	о котором	2	1
435	работы над	1	1
436	хотя и	6	1
437	и перед	1	1
438	бы в	3	1
439	в литературной	2	1
440	еще более	3	1
441	конце концов	1	1
442	но зато	1	1
443	для достоевского	2	1
444	уже давно	1	1
445	отношении к	2	1
446	бедного человека	1	1
447	но нас	1	1
448	быть и	1	1
449	другой стороны	3	1
450	они как	1	1
451	ему но	1	1
452	автора в	1	1
453	мертвого дома	1	1
454	героя в	3	1
455	жизни и	5	1
456	среде но	1	1
457	к этой	1	1
458	и наказании	2	1
459	фигур романа	1	1
460	который не	1	1
461	во сне	2	1
462	как на	1	1
463	в таком	1	1
464	все что	2	1
465	они не	2	1
