N	2gram	Losev_Dial_4	Vladivir
201	от всякой	1	2
202	что если	3	2
203	есть нечто	2	2
204	и бытия	3	2
205	же нужно	1	2
206	только после	2	2
207	только тогда	5	2
208	в общем	1	2
209	себе и	2	2
210	как к	1	2
211	это тоже	1	2
212	в самом	2	2
213	как он	1	2
214	на то	5	2
215	человек не	1	2
216	же это	5	2
217	и по	2	2
218	на этом	3	2
219	будем говорить	1	2
220	но дело	1	2
221	но все	2	2
222	это значит	8	2
223	и может	2	2
224	на все	2	2
225	заключается в	2	2
226	это не	12	2
227	с тем	4	2
228	что бытие	1	2
229	мы видели	1	2
230	мы не	9	2
231	нисколько не	2	2
232	на первый	1	2
233	с нами	1	2
234	и при	2	2
235	оставаться в	1	2
236	в их	3	2
237	говорил о	2	2
238	их в	1	2
239	однако в	2	2
240	даже в	1	2
241	и очень	1	2
242	с которой	1	2
243	она не	4	2
244	иной раз	3	2
245	не имеет	14	2
246	тогда когда	5	2
247	того как	2	2
248	и притом	3	2
249	это нисколько	1	2
250	с и	1	2
251	само по	4	2
252	того чтобы	5	2
253	того и	1	2
254	не о	4	2
255	ровно ничего	7	2
256	и нужно	1	2
257	как будто	2	2
258	а мы	1	2
259	уже о	4	2
260	относиться к	1	2
261	и часто	2	2
262	ему все	1	2
263	а что	2	2
264	будто бы	1	2
265	необходимостью и	1	2
266	некоторой степени	1	2
267	вы не	3	2
268	можно и	2	2
269	в виду	9	2
270	свою очередь	2	2
271	говоря уже	3	2
272	не могу	1	2
273	без всякого	2	2
274	данном случае	1	2
275	совершенно ничего	1	2
276	имеет никакого	2	2
277	возможно что	1	2
278	ничего не	17	2
279	первый план	1	2
280	о нем	2	2
281	после того	1	2
282	в чем	8	2
283	в сущности	5	2
284	и во	2	2
285	или как	1	2
286	к нему	1	2
287	и всякая	1	2
288	и можно	5	2
289	и она	1	2
290	и всего	1	2
291	течение всей	1	2
292	и жизни	2	2
293	история и	2	2
294	себя в	2	2
295	он сам	1	2
296	даже вообще	2	2
297	а то	1	2
298	его и	1	2
299	ни с	4	2
300	себе в	1	2
301	в новом	1	2
302	мы находим	2	2
303	до некоторой	1	2
304	бытия и	4	2
305	для того	5	2
306	у которого	1	2
307	и из	2	2
308	тут же	1	2
309	и прежде	1	2
310	что не	3	2
311	что для	1	2
312	те кто	1	2
313	церкви и	1	2
314	мы сами	1	2
315	своем месте	1	2
316	красота в	1	2
317	нет никаких	1	2
318	в частности	2	2
319	эта идея	1	2
320	и потому	3	2
321	только его	2	2
322	или по	4	2
323	указывал на	1	2
324	наряду с	1	2
325	в той	1	2
326	мы сказали	1	2
327	у вас	1	2
328	можно было	1	2
329	есть просто	6	2
330	и от	1	2
331	вот теперь	1	2
332	собственно говоря	2	2
333	у достоевского	2	2
334	я хотел	1	2
335	жизни в	1	2
336	о своем	1	2
337	в сравнении	3	2
338	есть и	3	2
339	же и	2	2
340	можно назвать	3	2
341	в своих	1	2
342	во сне	1	2
343	гораздо более	1	2
344	смысле слова	1	1
345	и т	17	1
346	в этот	2	1
347	и третий	1	1
348	а из	1	1
349	тех же	2	1
350	есть сама	1	1
351	из другого	1	1
352	он всегда	2	1
353	собственном смысле	2	1
354	действительности и	1	1
355	сказать с	1	1
356	есть не	5	1
357	хорошо и	1	1
358	же себе	1	1
359	из своих	1	1
360	может находить	1	1
361	он как	1	1
362	говорить о	11	1
363	но она	1	1
364	что иное	8	1
365	оно есть	4	1
366	представление о	2	1
367	но чтобы	1	1
368	я предложил	1	1
369	и ни	2	1
370	поскольку и	1	1
371	думаю что	2	1
372	стороны но	2	1
373	вдруг становится	1	1
374	в которых	1	1
375	в сердце	1	1
376	иное как	8	1
377	мне что	1	1
378	подходить к	1	1
379	заключается не	1	1
380	но тогда	1	1
381	уже вне	1	1
382	но как	2	1
383	к богу	1	1
384	природы никогда	1	1
385	что так	1	1
386	не просто	7	1
387	бы что	1	1
388	нет и	2	1
389	что они	4	1
390	чем же	2	1
391	как говорит	1	1
392	течение всего	2	1
393	общего с	3	1
394	что именно	7	1
395	чем мы	1	1
396	природы и	2	1
397	на минуту	1	1
398	на вид	1	1
399	что нет	1	1
400	когда он	3	1
401	целый ряд	1	1
402	что по	2	1
403	удовольствия и	1	1
404	себе не	2	1
405	в противоположность	2	1
406	этой цели	1	1
407	как результат	1	1
408	о самом	1	1
409	идея и	3	1
410	та же	3	1
411	бы и	3	1
412	в нашем	1	1
413	и действительное	2	1
414	близости к	1	1
415	тоже не	2	1
416	думать что	2	1
417	говорю о	2	1
418	если он	1	1
419	и идея	1	1
420	есть но	1	1
421	все ее	1	1
422	что каждая	1	1
423	что она	5	1
424	главным образом	2	1
425	т д	15	1
426	же именно	3	1
427	одно что	1	1
428	и еще	1	1
429	в первую	1	1
430	на том	1	1
431	нее и	1	1
432	интерес представляет	1	1
433	свою собственную	1	1
434	и совершенно	1	1
435	возвращение к	1	1
436	сердце и	1	1
437	жизнью и	1	1
438	тоже нет	1	1
439	же самая	1	1
440	ему на	1	1
441	его от	1	1
442	никому не	1	1
443	всех своих	1	1
444	ней не	1	1
445	его можно	1	1
446	прежде чем	2	1
447	от нее	3	1
448	то ни	4	1
449	что все	4	1
450	состояния в	1	1
451	что мир	1	1
452	об этой	2	1
453	и никакого	1	1
454	говорил что	1	1
455	лишь в	2	1
456	а как	2	1
457	как тот	1	1
458	в свое	2	1
459	он есть	7	1
460	отца и	1	1
461	не знаете	1	1
462	остановиться на	1	1
463	всего прочего	1	1
464	прибавить что	1	1
465	в жизни	5	1
466	с необходимостью	1	1
467	убежден в	1	1
468	что природа	1	1
469	все равно	2	1
470	для своего	1	1
471	под собою	1	1
472	на основании	3	1
473	мы имеем	5	1
474	всю жизнь	1	1
475	во внимание	2	1
476	между собою	2	1
477	же самый	1	1
478	и идею	1	1
479	сейчас мы	1	1
480	этом в	1	1
481	такой же	1	1
482	не понимает	2	1
483	но я	1	1
484	и неудивительно	1	1
485	можно только	3	1
486	не так	1	1
487	но если	5	1
488	а главное	1	1
489	никаких оснований	1	1
490	можно найти	1	1
491	и без	2	1
492	на месте	1	1
493	его идея	1	1
494	то для	1	1
495	место в	1	1
496	еще с	1	1
497	оказывается что	4	1
498	далее в	2	1
499	бы мы	1	1
500	есть организм	1	1
501	не раз	2	1
502	дает в	2	1
503	мир и	4	1
504	которые в	1	1
505	же тут	1	1
506	имеем не	1	1
507	если бы	6	1
508	а дальнейшее	1	1
509	есть еще	2	1
510	вещей и	1	1
511	что сам	1	1
512	что этот	2	1
513	могли быть	1	1
514	для нее	2	1
515	своем отношении	1	1
516	сам он	1	1
517	она по	1	1
518	и необходимость	2	1
519	при всех	1	1
520	вообще но	2	1
521	но они	2	1
522	или что	2	1
523	сравнении со	1	1
524	всего его	1	1
525	что с	2	1
526	дело не	1	1
527	что такое	5	1
528	своего существования	1	1
529	и сама	1	1
530	как о	2	1
531	знания и	5	1
532	но только	5	1
533	не могло	1	1
534	когда уже	2	1
535	может только	2	1
536	только не	3	1
537	следовательно и	1	1
538	и всегда	1	1
539	это то	1	1
540	и весь	1	1
541	и лишь	1	1
542	того в	1	1
543	этих последних	1	1
544	идеей или	1	1
545	возможно было	1	1
546	во всем	2	1
547	в изложении	1	1
548	идеальное состояние	2	1
549	но теперь	1	1
550	здесь же	1	1
551	которую можно	1	1
552	когда ему	1	1
553	в каком	5	1
554	если только	1	1
555	ему не	1	1
556	ну а	1	1
557	на молитву	1	1
558	здоровья и	1	1
559	у меня	1	1
560	бытия как	1	1
561	и здесь	1	1
562	очень часто	1	1
563	сравнении с	2	1
564	ли не	1	1
565	должны быть	4	1
566	мере до	1	1
567	и идее	1	1
568	которого невозможно	1	1
569	ничего общего	4	1
570	которое принадлежит	1	1
571	сорок лет	1	1
572	и которая	1	1
573	раз даже	1	1
574	не будет	2	1
575	ровно никаких	1	1
576	только при	1	1
577	мере с	2	1
578	совершенно ясно	2	1
579	в собственном	3	1
580	чтобы быть	1	1
581	нет никакой	1	1
582	только то	1	1
583	в себя	5	1
584	но мы	2	1
585	есть все	2	1
586	и необходимости	3	1
587	от того	2	1
588	верит в	1	1
589	его самого	1	1
590	и дальше	1	1
591	ясно что	11	1
592	можно понять	1	1
593	больше в	1	1
594	здесь как	1	1
595	вечное и	1	1
596	еще не	4	1
597	том как	2	1
598	могла быть	1	1
599	я знаю	1	1
600	совершенно невозможно	2	1
601	быть может	1	1
602	для этого	2	1
603	и должно	1	1
604	на их	1	1
605	и возможно	2	1
606	может не	1	1
607	и та	3	1
608	то уже	1	1
609	не содержит	1	1
610	не имеем	2	1
611	все его	1	1
612	в пользу	2	1
613	может осуществиться	3	1
614	вне всякой	2	1
615	жизни он	1	1
616	но ничего	1	1
617	и всю	1	1
618	во втором	1	1
619	то место	1	1
620	я вижу	2	1
621	вполне ясно	1	1
622	тотчас же	3	1
623	целесообразнее было	1	1
624	что бы	1	1
625	не знаю	1	1
626	и об	3	1
627	в него	1	1
628	есть идея	1	1
629	и самые	1	1
630	не зная	1	1
631	– то	3	1
632	конца то	1	1
633	значит что	9	1
634	в современной	1	1
635	что здесь	3	1
636	ни слова	1	1
637	но с	1	1
638	что только	1	1
639	можно считать	1	1
640	этот вопрос	1	1
641	что даже	2	1
642	как нечто	2	1
643	которое мы	1	1
644	поэтому и	1	1
645	и ее	8	1
646	не мешает	2	1
647	и тем	6	1
648	материю и	1	1
649	в качестве	2	1
650	с какой	1	1
651	жизни там	1	1
652	для всех	3	1
653	себе ровно	1	1
654	с нею	1	1
655	истории человечества	1	1
656	если мы	5	1
657	ничего нельзя	1	1
658	наша жизнь	1	1
659	мы тут	1	1
660	хотя в	1	1
661	слова не	1	1
662	должно иметь	1	1
663	при помощи	3	1
664	в душе	1	1
665	и других	1	1
666	из них	2	1
667	и этот	1	1
668	тоже в	1	1
669	что возможно	1	1
670	признать его	1	1
671	и их	2	1
672	религии но	1	1
673	никто не	2	1
674	точка зрения	1	1
675	в одном	4	1
676	философского и	1	1
677	с этими	1	1
678	заметить что	1	1
679	как раз	4	1
680	тем что	2	1
681	значение только	1	1
682	это будет	3	1
683	не были	1	1
684	даже не	2	1
685	и болезненное	1	1
686	и опять	1	1
687	что человек	2	1
688	тот кто	2	1
689	оно будет	1	1
690	а эти	1	1
691	бы эти	1	1
692	было и	1	1
693	же о	2	1
694	на которые	1	1
695	в природе	3	1
696	получается что	1	1
697	смысла и	3	1
698	нужно сказать	1	1
699	то и	2	1
700	в подлинном	1	1
701	поэтической и	1	1
702	знание или	1	1
703	нужно считать	1	1
704	понятие о	2	1
705	ни о	3	1
706	третье начало	1	1
707	него не	1	1
708	что мы	7	1
709	то она	1	1
710	если это	1	1
711	ни за	1	1
712	я говорю	2	1
713	ни на	6	1
714	до этого	1	1
715	через то	1	1
716	его как	2	1
717	если она	2	1
718	поэтому если	1	1
719	механически и	1	1
720	никогда нельзя	2	1
721	чем то	1	1
722	к своему	2	1
723	не могут	2	1
724	находит в	1	1
725	она есть	10	1
726	есть только	3	1
727	перед нами	6	1
728	то чем	2	1
729	это есть	13	1
730	та которая	1	1
731	подлинном смысле	1	1
732	не что	8	1
733	чувства и	2	1
734	все моменты	1	1
735	важный момент	1	1
736	ведь всякий	1	1
737	нам из	1	1
738	этом случае	1	1
739	будет и	1	1
740	человека который	1	1
741	имеет значение	1	1
742	имел в	1	1
743	он перед	1	1
744	не механически	1	1
745	но для	2	1
746	в смысле	5	1
747	свидетельствующее о	1	1
748	тут тоже	2	1
749	за ним	1	1
750	этом смысле	4	1
751	при всем	1	1
752	и надо	1	1
753	вопрос в	1	1
754	ничего специально	1	1
755	потому не	1	1
756	церкви он	1	1
757	и человек	1	1
758	мира и	1	1
759	чтобы понять	1	1
760	в другое	1	1
761	время и	2	1
762	от него	3	1
763	из себя	1	1
764	у них	1	1
765	то о	1	1
766	что значит	1	1
767	и которое	1	1
768	стоя на	1	1
769	разве только	1	1
770	которой они	1	1
771	от всего	3	1
772	он стал	1	1
773	тоже есть	1	1
774	теперь же	1	1
775	бытии и	3	1
776	есть уже	1	1
777	бы на	1	1
778	личности и	10	1
779	отношении к	2	1
780	от всякого	1	1
781	есть бытие	1	1
782	эту вещь	1	1
783	в целях	2	1
784	быть и	3	1
785	к наивной	1	1
786	категории как	2	1
787	равно как	2	1
788	но когда	1	1
789	тоже необходимо	1	1
790	религии и	1	1
791	время не	1	1
792	будучи в	1	1
793	ее в	2	1
794	бы из	1	1
795	после его	1	1
