N	2gram	Tiupa_Lite_2	Tvorches
246	же как	2	1
247	в движение	1	1
248	совершенно справедливо	1	1
249	переход от	1	1
250	но тем	4	1
251	его творческую	1	1
252	и до	2	1
253	прошлое и	1	1
254	своего индивидуального	1	1
255	мы имеем	1	1
256	ориентиром для	1	1
257	лежит на	1	1
258	он как	1	1
259	был понят	1	1
260	в сущности	3	1
261	задаваясь вопросом	1	1
262	но даже	1	1
263	частный случай	1	1
264	себе а	1	1
265	одно из	2	1
266	еще не	2	1
267	он был	1	1
268	но за	1	1
269	мне что	1	1
270	нам представляется	2	1
271	столь же	5	1
272	бы то	1	1
273	во всех	3	1
274	люблю тебя	1	1
275	я был	1	1
276	иного рода	1	1
277	как правило	3	1
278	наряду с	1	1
279	по отношению	4	1
280	к творчеству	1	1
281	как справедливо	1	1
282	тогда как	9	1
283	в истории	2	1
284	его сердце	1	1
285	в художественном	2	1
286	о жизни	1	1
287	и где	1	1
288	сознания в	3	1
289	расходится с	1	1
290	как уже	2	1
291	что по	1	1
292	к этой	2	1
293	это тоже	1	1
294	и к	2	1
295	в действительности	1	1
296	он на	2	1
297	этой цели	1	1
298	личности а	1	1
299	искусство и	1	1
300	в этот	1	1
301	от своей	1	1
302	за собой	1	1
303	при таком	1	1
304	для которого	1	1
305	со своей	2	1
306	всего лишь	3	1
307	что это	1	1
308	все эти	1	1
309	бытие на	1	1
310	поскольку в	3	1
311	так в	5	1
312	еще один	1	1
313	в известном	1	1
314	нас на	1	1
315	особое место	1	1
316	и потребности	1	1
317	и те	1	1
318	наш взгляд	3	1
319	в статье	1	1
320	отказа от	2	1
321	перестает быть	3	1
322	всех этих	1	1
323	сам является	1	1
324	не к	2	1
325	и вот	1	1
326	на наш	3	1
327	на этом	2	1
328	мы обнаруживаем	1	1
329	достигает эффекта	1	1
330	то ни	1	1
331	им как	1	1
332	же касается	1	1
333	его не	1	1
334	его в	1	1
335	рода человеческого	1	1
336	воспринимается как	1	1
337	как пример	1	1
338	в глазах	3	1
339	было бы	2	1
340	характерный для	2	1
341	ты мне	1	1
342	по мысли	1	1
343	связанным с	1	1
344	в огонь	1	1
345	за ней	1	1
346	людям в	1	1
347	люди не	1	1
348	но мы	1	1
349	в них	2	1
350	он же	1	1
351	и насильственного	1	1
352	все равно	2	1
353	в моменты	1	1
354	с этой	2	1
355	с тем	2	1
356	всю жизнь	1	1
357	он и	2	1
358	литературного процесса	3	1
359	в не	1	1
360	русского народа	1	1
361	этом с	1	1
362	и было	1	1
363	и прямо	1	1
364	о которой	2	1
365	менее чем	1	1
366	же это	1	1
367	и читателя	2	1
368	а нередко	1	1
369	что до	1	1
370	не от	1	1
371	от себя	1	1
372	не приемлет	4	1
373	сам же	1	1
374	но эта	1	1
375	художественного мира	2	1
376	для многих	1	1
377	времени не	1	1
378	как от	1	1
379	что этот	1	1
380	действительности его	1	1
381	имел в	1	1
382	а вот	1	1
383	в историческом	1	1
384	тому что	1	1
385	ему как	1	1
386	в отношении	1	1
387	вплоть до	3	1
388	дня и	1	1
389	что ему	1	1
390	в смысле	1	1
391	все мы	1	1
392	не имеет	1	1
393	в романном	1	1
394	а ты	1	1
395	у кого	1	1
396	и снова	1	1
397	этот тип	1	1
398	казалось бы	1	1
399	не вполне	2	1
400	на себя	2	1
401	в русском	2	1
402	и эстетическим	1	1
403	же он	1	1
404	раннего творчества	1	1
405	со своим	1	1
406	то чтоб	1	1
407	в области	4	1
408	в бою	2	1
409	у нас	5	1
410	среди них	1	1
411	уже о	2	1
412	не могут	1	1
413	в других	1	1
414	в недрах	1	1
415	что на	1	1
416	он ищет	1	1
417	и о	1	1
418	в конце	2	1
419	но по	1	1
420	стихах и	1	1
421	свою очередь	1	1
422	в ее	2	1
423	над людьми	1	1
424	другой стороны	4	1
425	оппозиция в	1	1
426	в собственном	1	1
427	как по	1	1
428	только не	1	1
429	и говорит	1	1
430	только то	1	1
431	культуры и	1	1
432	а собственно	1	1
433	ее духовного	1	1
434	что может	1	1
435	в образе	1	1
436	жизнь и	1	1
437	не лучше	1	1
438	которая в	1	1
439	трактуется как	1	1
440	общее место	1	1
441	нас и	1	1
442	в глубине	1	1
443	в таком	1	1
444	движения и	1	1
445	это я	1	1
446	обращается к	3	1
447	никак не	1	1
448	и что	2	1
449	даже у	1	1
450	и просто	1	1
451	самому себе	1	1
452	как было	1	1
453	как у	1	1
454	в эстетической	1	1
455	существования в	1	1
456	которая сама	1	1
457	парадоксальным образом	1	1
458	путь к	2	1
459	не чувствует	1	1
460	свобода и	1	1
461	восходит к	2	1
462	чем и	1	1
463	выступает как	1	1
464	под именем	1	1
465	все время	1	1
466	художественном мире	2	1
467	в миг	1	1
468	в жизнь	1	1
469	с человеческим	1	1
470	со второй	1	1
471	бою и	1	1
472	он стал	1	1
473	я иду	1	1
474	как он	2	1
475	два года	1	1
476	грань между	1	1
477	всей жизни	1	1
478	должен был	1	1
479	что ж	1	1
480	с одной	7	1
481	в эти	1	1
482	по всей	1	1
483	знал что	1	1
484	себя в	6	1
485	с какой	1	1
486	для всех	5	1
487	нередко и	1	1
488	не принял	1	1
489	то и	3	1
490	не все	1	1
491	и место	1	1
492	но с	3	1
493	слова не	1	1
494	в школе	1	1
495	мышления и	1	1
496	ведь это	2	1
497	в прозе	1	1
498	могло бы	2	1
499	в одном	2	1
500	жизни на	2	1
501	тем что	4	1
502	даже и	2	1
503	не противоречит	1	1
504	не было	2	1
505	никого не	1	1
506	и стал	1	1
507	за ними	1	1
508	не надо	2	1
509	как сам	1	1
510	с другим	2	1
511	однако это	1	1
512	к которому	1	1
513	для этого	2	1
514	по выражению	1	1
515	наконец в	2	1
516	а с	1	1
517	души и	1	1
518	себя и	2	1
519	исходит из	1	1
520	этом у	1	1
521	свободы от	1	1
522	одной стороны	6	1
523	связи с	1	1
524	это прежде	2	1
525	художественной системе	4	1
526	души он	1	1
527	есть лишь	1	1
528	в руках	2	1
529	подлинного а	1	1
530	а так	1	1
531	и я	1	1
532	когда же	1	1
533	него не	2	1
534	другие в	1	1
535	него в	1	1
536	как некий	1	1
537	как это	2	1
538	я тебе	1	1
539	в цикле	1	1
540	чувствовал что	1	1
541	ненависть к	1	1
542	а если	2	1
543	является функцией	1	1
544	с некоторыми	1	1
545	художественного видения	2	1
546	утверждая что	1	1
547	что же	1	1
548	не заметил	1	1
549	жизни слова	1	1
550	сравнительно с	1	1
551	авторская позиция	1	1
552	ли не	4	1
553	слова и	7	1
554	и некоторые	1	1
555	к объекту	2	1
556	же самое	1	1
557	как раз	2	1
558	в полном	1	1
559	пока еще	1	1
560	и сам	2	1
561	живет и	1	1
562	от имени	2	1
563	он по	1	1
564	и перед	1	1
565	от него	1	1
566	конце концов	1	1
567	в интересах	1	1
568	теперь же	1	1
569	я в	7	1
570	ни было	2	1
571	же в	2	1
572	в искусстве	4	1
573	я за	1	1
574	отношении к	1	1
575	смыкается с	2	1
576	всего мира	1	1
577	только как	1	1
578	от всех	1	1
579	к его	1	1
580	жизни а	2	1
581	о литературе	1	1
582	я это	2	1
583	отношению к	3	1
584	ко всему	2	1
585	героя в	2	1
586	он готов	2	1
587	в какой	2	1
588	художественного творчества	2	1
589	а я	1	1
590	он мыслит	1	1
