N	2gram	Bakhtin_Pr_3	Dialekti
101	в этой	1	4
102	с их	2	4
103	идеи и	3	4
104	не как	1	4
105	в силу	1	4
106	и с	6	4
107	этом смысле	1	4
108	и уже	2	4
109	бытия и	2	4
110	видим что	1	4
111	той или	1	4
112	что все	1	4
113	еще не	5	4
114	в его	8	4
115	оказывается что	1	4
116	мы должны	4	4
117	мы видим	2	4
118	с ними	1	4
119	есть в	3	4
120	не о	2	4
121	в особенности	2	4
122	на свете	2	4
123	но это	3	4
124	один из	6	4
125	тех или	1	4
126	жизни и	9	4
127	но и	7	4
128	должны быть	1	4
129	и то	1	3
130	что если	1	3
131	и тут	1	3
132	в истории	3	3
133	как в	7	3
134	с этим	2	3
135	когда он	1	3
136	и наконец	2	3
137	но в	5	3
138	все эти	9	3
139	и если	3	3
140	одной и	1	3
141	на этом	1	3
142	об этом	1	3
143	мы уже	5	3
144	не всегда	1	3
145	в один	2	3
146	в своей	3	3
147	в их	2	3
148	и той	2	3
149	и истории	1	3
150	иной раз	1	3
151	и притом	1	3
152	мы можем	5	3
153	нет ни	2	3
154	могут быть	4	3
155	в собственном	2	3
156	сознания и	1	3
157	и та	1	3
158	этот момент	1	3
159	и об	1	3
160	все на	1	3
161	быть и	2	3
162	для всех	2	3
163	даже и	2	3
164	в области	3	3
165	за пределы	1	3
166	себя и	2	3
167	что не	1	3
168	говорит о	2	3
169	я называю	1	3
170	и потому	5	3
171	из которых	1	3
172	художественного образа	1	3
173	от него	3	3
174	или нет	1	3
175	с ним	2	3
176	есть и	2	3
177	только о	1	3
178	тем самым	1	3
179	к этому	4	3
180	можно назвать	2	3
181	нем нет	3	2
182	человека и	7	2
183	и без	3	2
184	очень много	1	2
185	мы говорим	1	2
186	что уже	2	2
187	есть нечто	1	2
188	категории и	1	2
189	из ее	1	2
190	во всех	12	2
191	мы будем	1	2
192	себе и	1	2
193	нет и	1	2
194	кроме того	3	2
195	понять и	2	2
196	себе не	1	2
197	в самом	2	2
198	в которой	2	2
199	из этих	1	2
200	что даже	1	2
201	претендует на	1	2
202	при этом	3	2
203	тем не	2	2
204	собственном смысле	2	2
205	с этой	1	2
206	есть все	1	2
207	на все	2	2
208	это было	3	2
209	заключается в	1	2
210	время и	1	2
211	истории и	2	2
212	но именно	1	2
213	в них	2	2
214	все равно	4	2
215	показывает что	1	2
216	не мешает	1	2
217	нисколько не	1	2
218	в котором	1	2
219	по сравнению	4	2
220	представление о	1	2
221	далее в	1	2
222	от себя	1	2
223	что было	1	2
224	можем сказать	1	2
225	не менее	3	2
226	но они	4	2
227	непосредственно и	1	2
228	того как	1	2
229	никогда не	2	2
230	и по	3	2
231	во всем	2	2
232	как будто	2	2
233	что на	1	2
234	всегда есть	1	2
235	обряд и	1	2
236	и тогда	1	2
237	в ее	3	2
238	и может	1	2
239	мог бы	1	2
240	именно этот	1	2
241	жизнь и	1	2
242	для этого	1	2
243	даже не	1	2
244	в разных	4	2
245	о нем	1	2
246	часто и	1	2
247	ее в	3	2
248	но мы	1	2
249	и во	4	2
250	тем или	1	2
251	по типу	1	2
252	которые мы	2	2
253	эти два	2	2
254	я думаю	1	2
255	во всей	4	2
256	от этих	1	2
257	совершенно невозможно	1	2
258	одной из	4	2
259	и так	3	2
260	образа в	1	2
261	в качестве	1	2
262	история и	1	2
263	же и	1	2
264	и событий	3	2
265	конечно не	4	2
266	не дает	1	2
267	из них	4	2
268	и их	2	2
269	мы находим	2	2
270	отличие от	1	2
271	тем что	2	2
272	самом же	1	2
273	не было	4	2
274	и из	3	2
275	или иначе	1	2
276	что человек	1	2
277	с той	1	2
278	идеи в	2	2
279	другой стороны	1	2
280	его как	1	2
281	вместе с	2	2
282	как это	2	2
283	и жизни	2	2
284	к своему	1	2
285	сравнению с	4	2
286	да и	2	2
287	нашего анализа	1	2
288	мы еще	3	2
289	и слово	1	2
290	показать как	1	2
291	надо его	1	2
292	прежде чем	2	2
293	у достоевского	17	2
294	и ни	1	2
295	главным образом	3	2
296	это все	1	2
297	равно как	1	2
298	и идеи	4	2
299	не отвлеченная	1	2
300	во всяком	1	2
301	а между	2	1
302	и через	3	1
303	нельзя это	1	1
304	всегда во	1	1
305	на самом	1	1
306	всего это	1	1
307	но тем	1	1
308	по этим	1	1
309	с идеей	1	1
310	не признает	1	1
311	так уже	1	1
312	лежащая в	1	1
313	обычного хода	1	1
314	и больше	1	1
315	видеть в	1	1
316	действительности и	2	1
317	в зависимости	2	1
318	сказать с	1	1
319	идеей и	2	1
320	хорошо и	1	1
321	бы уже	1	1
322	здесь о	1	1
323	это что	1	1
324	имеет свою	1	1
325	он как	1	1
326	но она	1	1
327	от друга	1	1
328	то это	1	1
329	конечно и	4	1
330	и он	1	1
331	очень часто	1	1
332	собою и	1	1
333	и этого	1	1
334	на них	1	1
335	он сам	4	1
336	знаем что	1	1
337	что люди	1	1
338	или во	1	1
339	видели что	2	1
340	жить и	4	1
341	не то	3	1
342	значение и	2	1
343	к слову	1	1
344	в общем	1	1
345	отношение к	6	1
346	тут же	1	1
347	рождение и	1	1
348	друг от	1	1
349	есть подлинный	1	1
350	полнее и	1	1
351	в одной	2	1
352	в полном	1	1
353	целый ряд	1	1
354	тот же	2	1
355	и художественного	1	1
356	этой цели	1	1
357	мрака и	1	1
358	не можем	1	1
359	понятно так	1	1
360	жизни так	1	1
361	самое это	1	1
362	достоевского в	3	1
363	и тот	3	1
364	только один	1	1
365	но ведь	1	1
366	пусть это	1	1
367	как он	2	1
368	человек не	1	1
369	он не	3	1
370	о которой	1	1
371	не говорим	1	1
372	чтобы они	1	1
373	всех этих	1	1
374	и еще	1	1
375	нее и	1	1
376	и более	2	1
377	и начинается	1	1
378	отрицание и	1	1
379	даже прямо	1	1
380	будем говорить	1	1
381	людей и	1	1
382	или иных	1	1
383	существенные стороны	1	1
384	в нее	1	1
385	и заключается	2	1
386	в основу	1	1
387	а вместе	1	1
388	для всей	1	1
389	через все	2	1
390	если нет	1	1
391	связанные с	3	1
392	конечно в	2	1
393	не отвлеченного	1	1
394	что мне	2	1
395	его в	2	1
396	обоих случаях	1	1
397	с другими	3	1
398	времени так	1	1
399	чаще всего	1	1
400	о которых	1	1
401	всю жизнь	1	1
402	вызывает никаких	1	1
403	мы видели	2	1
404	все моменты	1	1
405	ведет к	1	1
406	раз что	2	1
407	способ их	1	1
408	потому и	1	1
409	а главное	2	1
410	можно найти	1	1
411	как все	1	1
412	ее чтобы	1	1
413	место в	2	1
414	еще с	1	1
415	и свободного	1	1
416	в отличие	1	1
417	значение то	1	1
418	бы что	1	1
419	до последнего	1	1
420	конечно тоже	1	1
421	подлинный смысл	1	1
422	которые в	1	1
423	но он	2	1
424	их в	2	1
425	важный момент	1	1
426	зрения и	1	1
427	даже в	1	1
428	в землю	1	1
429	народов и	1	1
430	всего его	1	1
431	и вся	3	1
432	она по	1	1
433	и потом	1	1
434	без него	1	1
435	и одной	1	1
436	при всех	2	1
437	вплоть до	4	1
438	в обоих	1	1
439	в процессе	1	1
440	не вызывает	1	1
441	на самый	1	1
442	есть например	1	1
443	для творчества	2	1
444	самой жизни	2	1
445	одна из	7	1
446	имеем дело	1	1
447	на землю	4	1
448	в чине	1	1
449	возможно было	1	1
450	и теперь	1	1
451	связи с	1	1
452	ибо все	1	1
453	но теперь	1	1
454	это уже	1	1
455	если только	1	1
456	ну а	2	1
457	а в	2	1
458	именно это	1	1
459	судьбы и	1	1
460	к себе	6	1
461	в духе	8	1
462	человека в	3	1
463	зависимости от	2	1
464	всего в	1	1
465	этого и	1	1
466	они и	2	1
467	он видит	1	1
468	знаем мы	1	1
469	и они	2	1
470	с образом	1	1
471	как они	1	1
472	и которая	1	1
473	как мы	5	1
474	всего этого	1	1
475	не могу	3	1
476	можно сделать	1	1
477	в дальнейшем	7	1
478	мы наблюдаем	3	1
479	достаточно чтобы	1	1
480	можно было	1	1
481	здесь как	3	1
482	и которые	2	1
483	реальной жизни	1	1
484	которую можно	3	1
485	вещи в	1	1
486	чем выше	1	1
487	элевсинских мистерий	1	1
488	через него	1	1
489	могла быть	1	1
490	мы в	1	1
491	я знаю	1	1
492	вывод мы	1	1
493	но такая	1	1
494	образом в	2	1
495	и смерть	1	1
496	своей полной	1	1
497	и здесь	1	1
498	нашей работы	1	1
499	структуру и	1	1
500	его жизни	1	1
501	после того	1	1
502	а кругом	1	1
503	все его	2	1
504	жизни он	1	1
505	и иной	1	1
506	так но	1	1
507	от них	1	1
508	событий и	2	1
509	никаких сомнений	1	1
510	и одинаково	1	1
511	них в	2	1
512	все в	1	1
513	или если	1	1
514	осмыслением как	1	1
515	чем полнее	2	1
516	все время	1	1
517	и она	1	1
518	но с	1	1
519	почти все	1	1
520	бы из	1	1
521	с какой-то	1	1
522	ад и	1	1
523	во времени	1	1
524	именно на	1	1
525	своего собственного	1	1
526	и тела	1	1
527	где-то в	1	1
528	и у	7	1
529	уже в	2	1
530	так можно	1	1
531	в душе	1	1
532	и других	9	1
533	земли и	1	1
534	идеи или	1	1
535	сущности только	2	1
536	в конце	3	1
537	не для	1	1
538	от тех	1	1
539	с этими	1	1
540	как его	1	1
541	и никакой	1	1
542	и вдруг	1	1
543	заметить что	1	1
544	от всякого	1	1
545	гораздо сложнее	1	1
546	которая обладает	1	1
547	же деле	1	1
548	именно как	1	1
549	направление и	1	1
550	ней и	1	1
551	или иной	1	1
552	и человека	4	1
553	прямо сказать	1	1
554	с другой	2	1
555	моменты и	1	1
556	именно такова	1	1
557	и прежде	6	1
558	души и	1	1
559	есть влияние	1	1
560	исторического развития	1	1
561	что для	1	1
562	неотделим от	1	1
563	к человеку	2	1
564	превращается в	1	1
565	нужно сказать	2	1
566	через это	1	1
567	его брать	1	1
568	и самый	5	1
569	говоря несколько	1	1
570	выше и	2	1
571	и далее	1	1
572	жизнь в	2	1
573	в связи	2	1
574	был он	1	1
575	я хочу	1	1
576	ни за	1	1
577	ко всем	2	1
578	человека к	3	1
579	и самые	1	1
580	особая категория	1	1
581	в область	1	1
582	он будет	1	1
583	наряду с	5	1
584	в той	2	1
585	та которая	1	1
586	быть только	2	1
587	лежащего в	1	1
588	по существу	5	1
589	и центральная	1	1
590	мы сказали	1	1
591	несколько слов	3	1
592	человека который	1	1
593	своей жизни	1	1
594	при всем	1	1
595	в заключение	2	1
596	указать на	1	1
597	уже на	2	1
598	и от	3	1
599	так или	1	1
600	и человек	1	1
601	и неотделим	1	1
602	мира и	2	1
603	которая в	1	1
604	человек и	2	1
605	себя самого	3	1
606	ее и	1	1
607	я хотел	1	1
608	вовсе нет	1	1
609	поэтому все	1	1
610	конце концов	1	1
611	категории не	1	1
612	все голоса	1	1
613	все они	1	1
614	могли быть	1	1
615	но вот	1	1
616	несовпадение с	1	1
617	жизни в	3	1
618	в романе	1	1
619	не знает	4	1
620	в реальный	1	1
621	касаться ее	1	1
622	является и	1	1
623	бы такую	1	1
624	были и	1	1
625	я и	1	1
626	включает в	1	1
627	как на	1	1
628	судьбы в	1	1
629	вполне понятно	1	1
630	а я	2	1
631	о себе	2	1
632	в своих	2	1
633	вобравшая в	1	1
634	во сне	5	1
