N	2gram	Bakhtin_Pr_1	VLabPisa
204	и достоевский	1	2
205	относится к	1	2
206	стороны и	1	2
207	хотя и	1	2
208	но в	7	2
209	с нею	1	2
210	идей в	1	2
211	не приходится	1	2
212	он в	3	2
213	у каждого	1	2
214	ни одна	1	2
215	ее как	3	2
216	как он	1	2
217	что она	6	2
218	он не	5	2
219	в творческом	1	2
220	подобно тому	3	2
221	человека в	4	2
222	я бы	1	2
223	в каждом	8	2
224	в другом	1	2
225	или наконец	4	2
226	заключается в	1	2
227	с другими	7	2
228	в жизни	2	2
229	достоевского и	7	2
230	не всегда	1	2
231	он и	5	2
232	между собою	1	2
233	и для	4	2
234	художник как	1	2
235	восприятия и	1	2
236	всяком случае	3	2
237	самый факт	2	2
238	не столько	1	2
239	диалектического развития	1	2
240	искусства не	1	2
241	по крайней	1	2
242	если бы	9	2
243	по себе	8	2
244	которые обычно	1	2
245	к этим	2	2
246	того чтобы	1	2
247	только не	1	2
248	внутреннюю логику	1	2
249	и весь	1	2
250	в сознании	2	2
251	даже самая	1	2
252	в области	1	2
253	от того	4	2
254	художественную форму	2	2
255	нет ни	2	2
256	отличается от	3	2
257	же самое	1	2
258	должны быть	1	2
259	другом месте	1	2
260	что оно	2	2
261	они и	1	2
262	для того	1	2
263	его художественного	3	2
264	только то	3	2
265	роль в	1	2
266	произведения не	1	2
267	он сам	3	2
268	и даже	2	2
269	вот это	1	2
270	во всяком	5	2
271	на вопрос	2	2
272	говорит об	1	2
273	художественной структуры	1	2
274	лишь в	1	2
275	от них	2	2
276	во всей	2	2
277	крайней мере	1	2
278	вообще и	1	2
279	каждом отдельном	1	2
280	конце концов	5	2
281	но с	3	2
282	и быть	1	2
283	что даже	1	2
284	видеть мир	1	2
285	одной из	1	2
286	у них	1	2
287	слова не	1	2
288	плана в	1	2
289	могло бы	1	2
290	вовсе не	7	2
291	к ним	1	2
292	при всей	1	2
293	не о	2	2
294	в особенности	1	2
295	даже не	1	2
296	до сих	2	2
297	как у	1	2
298	что для	1	2
299	к сожалению	1	2
300	через это	1	2
301	от различных	1	2
302	идеи в	9	2
303	зависит от	1	2
304	показывает как	1	2
305	что мы	1	2
306	не об	2	2
307	тому как	3	2
308	от характера	3	2
309	и потому	6	2
310	из которых	2	2
311	как например	2	2
312	сих пор	2	2
313	того или	1	2
314	можно было	2	2
315	вне его	2	2
316	в книге	1	2
317	образом даже	1	2
318	такое понимание	1	2
319	мира и	7	2
320	например не	1	2
321	ни одного	2	2
322	своих героев	2	2
323	в большей	1	2
324	будто бы	1	2
325	все они	1	2
326	а в	7	2
327	а о	1	2
328	о своем	3	2
329	между ними	2	2
330	о творчестве	1	2
331	к его	1	2
332	его произведений	1	2
333	что действие	1	2
334	отметить что	1	2
335	в своих	3	2
336	явления в	1	2
337	этой точки	1	2
338	они не	4	2
339	лежат в	1	1
340	в движение	1	1
341	одного дня	1	1
342	проблемы в	1	1
343	выражения в	1	1
344	самом деле	6	1
345	художественных произведений	1	1
346	замысел его	1	1
347	все его	3	1
348	же по	1	1
349	почти не	1	1
350	и так	1	1
351	достоевского в	12	1
352	этого в	1	1
353	п все	2	1
354	оно может	2	1
355	противном случае	1	1
356	все те	2	1
357	должна быть	5	1
358	мыслит и	1	1
359	процессе этого	1	1
360	со всех	1	1
361	бы уже	2	1
362	говорит достоевский	1	1
363	как мы	4	1
364	этому плану	1	1
365	вопрос о	2	1
366	они могут	2	1
367	является уже	1	1
368	именно к	1	1
369	на себя	2	1
370	по замыслу	1	1
371	этом плане	1	1
372	не способен	1	1
373	основе этого	1	1
374	свою очередь	1	1
375	становится в	1	1
376	не поддаются	1	1
377	здесь не	1	1
378	и мира	1	1
379	не отличается	1	1
380	как если	1	1
381	своей работе	1	1
382	предисловии к	1	1
383	а только	1	1
384	его сознания	2	1
385	не все	1	1
386	ответ на	1	1
387	а и	1	1
388	себе и	3	1
389	в свои	1	1
390	сама по	1	1
391	которые не	1	1
392	в известном	1	1
393	в истории	2	1
394	толстого и	2	1
395	сразу и	1	1
396	для их	1	1
397	кроме того	3	1
398	в единый	1	1
399	свою внутреннюю	1	1
400	сознания в	1	1
401	и наконец	4	1
402	укладывающаяся в	1	1
403	материалов и	1	1
404	основная тенденция	1	1
405	тон и	1	1
406	художественный замысел	1	1
407	то в	1	1
408	формы в	1	1
409	уже в	3	1
410	его содержания	1	1
411	тут и	2	1
412	элементов в	1	1
413	всего необходимо	1	1
414	этого образа	1	1
415	достоевского таким	1	1
416	имеем в	1	1
417	непосредственно как	1	1
418	но на	1	1
419	так сказать	4	1
420	и если	1	1
421	на его	2	1
422	идей и	1	1
423	и мучительно	1	1
424	как художественное	1	1
425	время и	1	1
426	планов его	1	1
427	только материал	1	1
428	может протекать	1	1
429	что должно	1	1
430	и еще	1	1
431	не значит	4	1
432	первой части	1	1
433	материал его	2	1
434	целом т	1	1
435	не как	14	1
436	мы полагаем	1	1
437	к каждому	1	1
438	эта способность	1	1
439	идеологического творчества	2	1
440	уже не	13	1
441	что может	2	1
442	на этом	1	1
443	его можно	1	1
444	художника ведь	1	1
445	одно и	1	1
446	оно и	1	1
447	неизбежно приходит	1	1
448	не материал	1	1
449	чего он	1	1
450	самого автора	7	1
451	зрения на	7	1
452	и менее	1	1
453	ее нельзя	1	1
454	входит в	7	1
455	в музыке	2	1
456	тенденция его	1	1
457	определения основной	1	1
458	на почве	3	1
459	то все	1	1
460	этом смысле	10	1
461	же если	1	1
462	приходит в	1	1
463	кажется что	2	1
464	к области	1	1
465	для них	1	1
466	ни одной	2	1
467	с этой	2	1
468	романы достоевского	1	1
469	несмотря на	6	1
470	же самый	1	1
471	на этот	2	1
472	как целое	2	1
473	данте и	2	1
474	сознанию и	1	1
475	себе все	1	1
476	данного героя	1	1
477	все должно	3	1
478	их он	1	1
479	образ а	2	1
480	взгляд на	1	1
481	он должен	1	1
482	и благодаря	2	1
483	знает и	1	1
484	на свою	1	1
485	как совокупность	1	1
486	признать что	1	1
487	значение для	1	1
488	является только	1	1
489	индивидуальности таким	1	1
490	единство и	1	1
491	есть его	1	1
492	образом и	1	1
493	но он	2	1
494	друг другу	2	1
495	субъективного порядка	1	1
496	д наконец	1	1
497	в устах	1	1
498	радости и	1	1
499	бы быть	1	1
500	зрения и	2	1
501	воли является	1	1
502	и синтеза	1	1
503	как можно	2	1
504	с которой	2	1
505	ему принадлежит	1	1
506	мысли в	2	1
507	и отсюда	1	1
508	того как	1	1
509	на себе	2	1
510	определяет как	1	1
511	время как	1	1
512	материала в	1	1
513	и имеет	1	1
514	замысел а	1	1
515	наблюдений над	1	1
516	весь роман	1	1
517	иметь в	1	1
518	но только	1	1
519	та или	1	1
520	не могло	1	1
521	может только	1	1
522	не имеет	1	1
523	ним не	1	1
524	жизни не	2	1
525	или иная	1	1
526	словесного выражения	1	1
527	друг друга	3	1
528	как не	8	1
529	достоевский в	6	1
530	е не	2	1
531	следует что	1	1
532	не выражается	1	1
533	это главное	1	1
534	так то	1	1
535	как будто	3	1
536	в основе	4	1
537	в каком	1	1
538	так будто	1	1
539	все то	4	1
540	из элементов	1	1
541	случайно и	2	1
542	лежит в	1	1
543	об одном	1	1
544	одну и	1	1
545	бы он	2	1
546	быть отнесены	1	1
547	перейти к	1	1
548	как идеи	1	1
549	романтического типа	1	1
550	и это	5	1
551	проявления этой	1	1
552	как один	1	1
553	же не	2	1
554	данном случае	2	1
555	нет нужды	1	1
556	он определяет	1	1
557	от обычного	1	1
558	своих романов	1	1
559	его творческой	1	1
560	то время	1	1
561	художником и	2	1
562	и сам	2	1
563	что у	1	1
564	мы только	1	1
565	в нескольких	1	1
566	не укладывающаяся	1	1
567	как обычное	1	1
568	в плоскости	4	1
569	действительности он	1	1
570	форму его	1	1
571	наташи ростовой	1	1
572	остается только	1	1
573	тема произведения	1	1
574	по сравнению	1	1
575	но у	4	1
576	понятно что	1	1
577	является в	1	1
578	строго говоря	1	1
579	поэтому в	2	1
580	для этого	1	1
581	с ним	5	1
582	творчества они	1	1
583	ими самими	1	1
584	автор не	1	1
585	и художественная	1	1
586	о нем	9	1
587	на него	3	1
588	искусства и	1	1
589	и та	1	1
590	и миром	1	1
591	и что	2	1
592	бытием и	1	1
593	и многих	1	1
594	знает что	1	1
595	нет это	1	1
596	две категории	1	1
597	или как	5	1
598	мере для	1	1
599	часто вопреки	1	1
600	и во	2	1
601	материалом но	1	1
602	противоречия и	2	1
603	художников слова	1	1
604	говорит он	6	1
605	в форме	7	1
606	романа в	3	1
607	в свете	4	1
608	ставил и	1	1
609	к сознанию	2	1
610	если это	1	1
611	для самого	2	1
612	в сферу	1	1
613	действительности если	1	1
614	все зависит	1	1
615	наконец и	1	1
616	действительности не	1	1
617	быть и	1	1
618	согласиться с	1	1
619	этих черт	2	1
620	концепции но	1	1
621	в какой	1	1
622	эту задачу	1	1
623	как характеризует	1	1
624	целого и	1	1
625	образа с	1	1
626	который в	1	1
627	эти определения	2	1
628	во времени	3	1
629	плане и	1	1
630	творчество не	1	1
631	обычного типа	5	1
632	же и	2	1
633	собою в	1	1
634	конечно не	2	1
635	как художественная	2	1
636	в начале	1	1
637	и чисто	1	1
638	не дает	3	1
639	или даже	2	1
640	и лежит	1	1
641	и других	1	1
642	его и	2	1
643	эти планы	1	1
644	к творчеству	1	1
645	роль и	1	1
646	себе в	1	1
647	ни в	3	1
648	к более	2	1
649	сами по	3	1
650	не для	1	1
651	в состоянии	1	1
652	отношение к	2	1
653	удобства и	1	1
654	автора а	2	1
655	но что	1	1
656	дело и	1	1
657	и никогда	1	1
658	заметить что	2	1
659	тем что	4	1
660	в рамки	2	1
661	эти идеи	1	1
662	автора как	3	1
663	в более	1	1
664	в едином	4	1
665	к идее	2	1
666	только у	3	1
667	развития в	1	1
668	чисто технические	1	1
669	а именно	1	1
670	человека а	1	1
671	он это	1	1
672	в свою	1	1
673	как же	4	1
674	бытия в	3	1
675	литературное произведение	1	1
676	себя и	2	1
677	в живом	1	1
678	полагаем что	1	1
679	не создает	1	1
680	и самый	1	1
681	действительности как	1	1
682	жизнь в	1	1
683	замысел как	1	1
684	личности в	4	1
685	художественные единства	1	1
686	наконец в	2	1
687	благодаря чему	2	1
688	самого начала	2	1
689	со своими	2	1
690	что из	2	1
691	мира в	5	1
692	своей индивидуальности	1	1
693	него был	1	1
694	если не	1	1
695	произведений но	1	1
696	и особенно	1	1
697	в духе	3	1
698	как в	6	1
699	идеологического романа	1	1
700	сознания на	1	1
701	в данном	2	1
702	сравнению с	1	1
703	в той	2	1
704	в логике	1	1
705	сознания при	1	1
706	типа как	1	1
707	бы его	1	1
708	и наглядно	1	1
709	в процесс	1	1
710	должно быть	4	1
711	у которого	1	1
712	или другого	1	1
713	в художественную	1	1
714	единства в	1	1
715	слова и	1	1
716	благодаря этому	2	1
717	является для	2	1
718	отдельные этапы	1	1
719	но это	4	1
720	на своем	1	1
721	романа с	2	1
722	в противном	1	1
723	конкретные художественные	1	1
724	романов достоевского	8	1
725	достоевском по	1	1
726	мы видим	2	1
727	и диалектической	1	1
728	для такого	1	1
729	единой и	1	1
730	его творчества	3	1
731	человека это	1	1
732	что главное	1	1
733	романа и	3	1
734	ее и	1	1
735	в каждой	1	1
736	сознания вообще	3	1
737	и все	1	1
738	о достоевском	7	1
739	у достоевского	16	1
740	и художественной	1	1
741	находится в	2	1
742	потому что	8	1
743	толстой но	1	1
744	сходятся в	1	1
745	личности и	1	1
746	находит свое	2	1
747	всего человека	1	1
748	е в	2	1
749	бы с	1	1
750	приходится признать	1	1
751	лишь те	1	1
752	из тех	2	1
753	это в	1	1
754	и цельной	1	1
755	от всех	1	1
756	романа по	2	1
757	совершенно не	1	1
758	сводить к	2	1
759	вступает с	1	1
760	эти же	1	1
761	первая основная	1	1
762	или иного	1	1
763	и идеи	2	1
764	есть и	2	1
765	есть то	3	1
766	и повести	1	1
767	или точнее	1	1
768	исключительное значение	1	1
769	всей полноты	1	1
770	к этой	1	1
771	это было	1	1
772	и другие	1	1
773	творческой работы	1	1
774	над отдельными	1	1
775	своей работы	1	1
776	в таком	1	1
777	или наоборот	1	1
