N	2gram	Losev_Vesc_1	Myslijsy
102	что же	8	5
103	слова и	5	5
104	все это	5	5
105	а в	4	5
106	таким же	1	5
107	во всяком	3	5
108	сам по	3	4
109	только потому	1	4
110	есть не	14	4
111	и о	3	4
112	в истории	1	4
113	что как	1	4
114	могли бы	1	4
115	думать что	1	4
116	для человека	1	4
117	что все	2	4
118	и с	8	4
119	его в	2	4
120	с другими	8	4
121	и тем	3	4
122	есть средство	1	4
123	мы имеем	7	4
124	между собою	6	4
125	точки зрения	5	4
126	в котором	3	4
127	когда человек	1	4
128	сих пор	1	4
129	тем не	3	4
130	и более	1	4
131	в то	3	4
132	того чтобы	3	4
133	со своим	7	4
134	же самое	1	4
135	и может	2	4
136	быть может	1	4
137	на вопрос	1	4
138	можно сказать	6	4
139	что он	1	4
140	хотя бы	6	4
141	то и	4	4
142	в одном	2	4
143	тогда как	1	4
144	от того	3	4
145	только на	3	4
146	до сих	1	4
147	а именно	1	4
148	как же	3	4
149	так же	1	4
150	в данном	5	4
151	в той	3	4
152	да и	3	4
153	этим последним	1	4
154	и все	5	4
155	есть уже	1	4
156	слово в	2	4
157	между ними	3	4
158	только как	1	4
159	есть то	9	4
160	по поводу	1	4
161	тем самым	1	4
162	человека и	1	3
163	самом деле	4	3
164	на самом	1	3
165	переход от	1	3
166	и есть	26	3
167	в первом	2	3
168	что эти	1	3
169	слова в	2	3
170	мы уже	3	3
171	той же	2	3
172	что между	2	3
173	еще до	1	3
174	еще не	8	3
175	или от	1	3
176	то мы	2	3
177	в мысли	3	3
178	в действительности	7	3
179	в самом	9	3
180	все эти	3	3
181	так в	1	3
182	и если	2	3
183	т д	19	3
184	к одному	3	3
185	и по	1	3
186	образа и	1	3
187	мы его	1	3
188	не будет	12	3
189	но уже	3	3
190	все равно	2	3
191	с точки	3	3
192	но это	10	3
193	их в	3	3
194	говорим что	3	3
195	есть всегда	4	3
196	ее не	2	3
197	слово для	1	3
198	что есть	5	3
199	в науке	1	3
200	только не	2	3
201	никогда не	2	3
202	в разных	4	3
203	до того	1	3
204	так то	3	3
205	только от	1	3
206	должны быть	4	3
207	к тому	3	3
208	что у	5	3
209	было в	1	3
210	ту же	2	3
211	мы в	1	3
212	слово и	4	3
213	в виду	2	3
214	и только	3	3
215	вообще и	4	3
216	и следовательно	7	3
217	с ними	3	3
218	этот вопрос	1	3
219	то в	4	3
220	и так	1	3
221	с нею	18	3
222	уже не	9	3
223	ряду других	1	3
224	при помощи	2	3
225	себе в	3	3
226	и их	7	3
227	всяком случае	2	3
228	даже и	4	3
229	со стороны	5	3
230	что человек	1	3
231	именно в	1	3
232	это есть	7	3
233	между прочим	3	3
234	в смысле	12	3
235	кроме того	4	3
236	что то	2	3
237	в этих	1	3
238	только что	2	3
239	я говорю	1	3
240	как мы	4	2
241	имеет свою	1	2
242	что иное	7	2
243	не вполне	2	2
244	оно есть	9	2
245	я не	4	2
246	но даже	3	2
247	мы и	1	2
248	собою и	4	2
249	в ней	12	2
250	и говорить	1	2
251	не нужно	2	2
252	иное как	7	2
253	в различных	1	2
254	то он	1	2
255	внутренняя форма	1	2
256	это сравнение	1	2
257	и чем	3	2
258	и я	1	2
259	она так	1	2
260	это можно	2	2
261	так или	4	2
262	из этих	1	2
263	он думает	1	2
264	бы только	1	2
265	что она	15	2
266	как оно	3	2
267	не значит	7	2
268	из него	1	2
269	подобно тому	4	2
270	но самое	2	2
271	человека в	1	2
272	здесь мы	1	2
273	пока мы	1	2
274	об этом	3	2
275	то нам	1	2
276	это было	1	2
277	или если	1	2
278	она и	1	2
279	говорится о	2	2
280	что значит	8	2
281	но что	2	2
282	если и	1	2
283	представить себе	1	2
284	и без	3	2
285	на ступени	1	2
286	от его	2	2
287	признать что	1	2
288	вопрос о	1	2
289	исчезает и	1	2
290	сами по	3	2
291	или что	3	2
292	же мы	1	2
293	тому что	2	2
294	она не	4	2
295	что только	3	2
296	даже не	7	2
297	и другое	4	2
298	в сущности	4	2
299	и сама	3	2
300	дело не	2	2
301	имеем дело	3	2
302	и притом	3	2
303	к ней	2	2
304	как она	4	2
305	и его	2	2
306	в более	1	2
307	этот образ	1	2
308	уже и	1	2
309	что на	2	2
310	у нас	7	2
311	с и	1	2
312	как всякое	1	2
313	образом что	1	2
314	уже было	1	2
315	оно не	3	2
316	из себя	3	2
317	и это	14	2
318	в ее	7	2
319	данном случае	2	2
320	и когда	4	2
321	можно было	2	2
322	не с	7	2
323	таковы что	1	2
324	можно только	4	2
325	образ или	1	2
326	действительность и	8	2
327	и здесь	4	2
328	в самой	2	2
329	но мы	1	2
330	это потому	1	2
331	нас в	3	2
332	судить о	4	2
333	бы в	5	2
334	я вижу	2	2
335	еще более	2	2
336	мы хотим	1	2
337	отлично от	2	2
338	но так	1	2
339	быть и	1	2
340	один из	3	2
341	в двух	1	2
342	мы видим	2	2
343	тот же	3	2
344	которым оно	1	2
345	то так	1	2
346	бы ни	2	2
347	в выражении	1	2
348	конечно не	1	2
349	и у	3	2
350	если мы	8	2
351	в виде	1	2
352	то необходимо	2	2
353	этом в	1	2
354	не так	1	2
355	никто не	1	2
356	отношение к	1	2
357	более для	1	2
358	и даже	6	2
359	тела и	1	2
360	с другой	6	2
361	или иначе	4	2
362	на этот	1	2
363	и прежде	1	2
364	в свою	4	2
365	и быть	1	2
366	было и	2	2
367	превращается в	1	2
368	языка в	1	2
369	есть лишь	2	2
370	с которым	1	2
371	нечто такое	1	2
372	равно как	2	2
373	человеческой мысли	1	2
374	к его	1	2
375	который бы	1	2
376	относятся к	1	2
377	из которых	1	2
378	если оно	4	2
379	а если	1	2
380	в течение	1	2
381	тому как	4	2
382	том смысле	1	2
383	где оба	1	2
384	нужно иметь	1	2
385	быть не	4	2
386	в это	1	2
387	сравнить с	1	2
388	и для	9	2
389	не знаем	2	2
390	а что	1	2
391	большею частью	1	2
392	и как	8	2
393	мы должны	2	2
394	я в	2	2
395	хотя в	1	2
396	от ее	6	2
397	требует чтобы	4	2
398	не что	7	2
399	из этого	1	2
400	есть и	4	2
401	только о	1	2
402	об отношении	1	2
403	уже есть	1	2
404	все что	1	2
405	в своих	1	2
406	можно назвать	1	2
407	равным образом	3	1
408	себя как	2	1
409	же нам	1	1
410	ли мы	2	1
411	можно говорить	2	1
412	также что	1	1
413	воображении и	1	1
414	с с	1	1
415	предполагает что	10	1
416	от самой	4	1
417	словом как	1	1
418	связана с	1	1
419	того же	5	1
420	ли оно	1	1
421	и реального	2	1
422	бы очень	1	1
423	к другому	1	1
424	это восприятие	1	1
425	выражается в	1	1
426	должна быть	4	1
427	от чего	2	1
428	хотя уже	1	1
429	в сфере	4	1
430	не вдаваясь	1	1
431	бы уже	1	1
432	если я	6	1
433	для своего	1	1
434	это совершенно	4	1
435	словами есть	1	1
436	которую мы	1	1
437	и новые	1	1
438	к новой	1	1
439	происходит это	1	1
440	оба эти	3	1
441	есть сознание	1	1
442	как комплекс	1	1
443	ему в	1	1
444	зависимости от	1	1
445	себе что	3	1
446	без всякого	4	1
447	свою очередь	4	1
448	и этого	2	1
449	себя а	1	1
450	быть в	1	1
451	в чем	6	1
452	во всех	2	1
453	ними в	2	1
454	а следовательно	2	1
455	своим и	1	1
456	видели что	1	1
457	но не	5	1
458	а тем	1	1
459	могло быть	1	1
460	как тем	1	1
461	явлений и	1	1
462	же она	1	1
463	не все	1	1
464	нужно быть	1	1
465	отличие от	1	1
466	нет и	1	1
467	другое и	1	1
468	как чего-то	1	1
469	относится к	5	1
470	мысли только	1	1
471	его на	1	1
472	же название	2	1
473	словом в	1	1
474	как нам	1	1
475	перед нами	2	1
476	неизмеримо более	1	1
477	где она	2	1
478	о различии	1	1
479	эти признаки	1	1
480	духа в	1	1
481	себе как	2	1
482	та же	1	1
483	меньшей мере	1	1
484	находим весьма	1	1
485	а во-вторых	1	1
486	нельзя то	1	1
487	в этой	3	1
488	еще один	1	1
489	и отношения	1	1
490	мы даем	1	1
491	всем прочим	3	1
492	только один	2	1
493	нею но	1	1
494	ибо если	2	1
495	от необходимости	1	1
496	если он	1	1
497	полной ясности	1	1
498	и идея	1	1
499	но на	2	1
500	мы получим	2	1
501	есть ее	2	1
502	быть только	3	1
503	вообще не	2	1
504	имя но	1	1
505	и стало	1	1
506	иначе это	1	1
507	перестает быть	3	1
508	вещи то	2	1
509	одно целое	1	1
510	формы но	1	1
511	и еще	2	1
512	явлений или	1	1
513	и совершенно	1	1
514	это если	1	1
515	оно должно	1	1
516	свет но	1	1
517	том чтобы	1	1
518	вещь существует	1	1
519	свое время	2	1
520	чем она	1	1
521	на этом	2	1
522	это однако	1	1
523	форма в	1	1
524	от нее	2	1
525	часть его	1	1
526	главным образом	1	1
527	значение в	1	1
528	есть все	1	1
529	есть конечно	2	1
530	и чтобы	1	1
531	поэтому понимание	1	1
532	разница между	1	1
533	а его	1	1
534	заключается в	1	1
535	провести резкую	1	1
536	есть образ	2	1
537	деле в	1	1
538	может стать	1	1
539	действительности в	2	1
540	понять ни	1	1
541	всем известно	1	1
542	должен был	1	1
543	в природу	4	1
544	только одно	2	1
545	знания и	1	1
546	случае мы	1	1
547	далеко не	1	1
548	восприятие и	1	1
549	на столе	2	1
550	бы было	1	1
551	во внимание	1	1
552	мы видели	1	1
553	значит не	4	1
554	и зародыш	1	1
555	этой вещи	2	1
556	и тогда	1	1
557	и того	2	1
558	не мог	1	1
559	по той	1	1
560	восприятия и	1	1
561	одного и	1	1
562	в своей	5	1
563	еще менее	1	1
564	мы замечаем	1	1
565	бы к	1	1
566	может сделать	2	1
567	от себя	1	1
568	и значит	2	1
569	мы доходим	1	1
570	ее ни	1	1
571	и этой	1	1
572	бы мы	1	1
573	а есть	2	1
574	но он	2	1
575	это относится	1	1
576	есть именно	6	1
577	с человеком	1	1
578	есть еще	3	1
579	этот предмет	1	1
580	оказалось бы	1	1
581	для нее	2	1
582	стоит только	1	1
583	мною в	2	1
584	вдаваясь в	1	1
585	в отношении	4	1
586	к языку	1	1
587	нечто вроде	1	1
588	есть собственное	1	1
589	о значении	1	1
590	что эта	1	1
591	с которой	1	1
592	но для	2	1
593	истории и	2	1
594	сделать и	1	1
595	нас это	1	1
596	дело в	4	1
597	по меньшей	1	1
598	ее с	5	1
599	к новым	1	1
600	почему я	1	1
601	в самых	1	1
602	следовательно и	1	1
603	того и	2	1
604	о природе	1	1
605	ничего не	3	1
606	находятся в	1	1
607	то зачем	3	1
608	этих двух	2	1
609	или как	2	1
610	нее нет	1	1
611	чтобы их	1	1
612	с нами	1	1
613	видим что	1	1
614	связанное с	1	1
615	во всем	1	1
616	сознание это	1	1
617	этого предмета	2	1
618	эти три	1	1
619	из истории	2	1
620	только с	3	1
621	как будто	1	1
622	этом отношении	1	1
623	если только	1	1
624	не потому	6	1
625	другой форме	1	1
626	понятие как	1	1
627	у меня	3	1
628	к таким	1	1
629	все то	1	1
630	относиться к	1	1
631	есть признак	1	1
632	лежит в	1	1
633	я сам	3	1
634	его с	1	1
635	той или	2	1
636	они и	1	1
637	всегда есть	3	1
638	а можно	1	1
639	и материи	3	1
640	утверждать что	1	1
641	этим самым	1	1
642	всегда в	1	1
643	в применении	1	1
644	замечаем что	3	1
645	как не	1	1
646	нужно сказать	1	1
647	такое что	1	1
648	самим собою	2	1
649	в собственном	2	1
650	представим себе	1	1
651	свое имя	1	1
652	в себя	13	1
653	то время	1	1
654	ясно что	8	1
655	в пределах	1	1
656	как с	4	1
657	простое слово	1	1
658	в другом	2	1
659	времени и	1	1
660	себя что	1	1
661	есть также	1	1
662	что также	1	1
663	к действительности	2	1
664	сознания и	1	1
665	том как	1	1
666	это только	1	1
667	является в	2	1
668	то без	3	1
669	смысле и	1	1
670	о ней	2	1
671	этих личностей	1	1
672	это понимание	1	1
673	о нем	1	1
674	часть или	1	1
675	можем ли	1	1
676	есть орудие	26	1
677	что каждый	1	1
678	не стоит	1	1
679	на что	1	1
680	а также	1	1
681	может не	2	1
682	листьев и	1	1
683	так бывает	1	1
684	на основе	1	1
685	один момент	1	1
686	вещи если	1	1
687	это в	1	1
688	и во	3	1
689	не отличаются	1	1
690	и всякая	1	1
691	во втором	2	1
692	на вещь	1	1
693	разумеется это	1	1
694	нами находится	1	1
695	словами не	2	1
696	и можно	1	1
697	них в	1	1
698	предмета который	1	1
699	еще только	1	1
700	если это	2	1
701	сравнение с	1	1
702	степени что	1	1
703	точно образом	1	1
704	к своим	1	1
705	образом можно	1	1
706	применяя эту	1	1
707	но с	2	1
708	себя с	5	1
709	оно и	4	1
710	тем смыслом	1	1
711	вне себя	2	1
712	такое чего	1	1
713	понимание есть	2	1
714	из многих	1	1
715	в вопросе	1	1
716	как нечто	2	1
717	сознание в	1	1
718	большого количества	1	1
719	от нас	1	1
720	можно выразить	1	1
721	с одной	3	1
722	в качестве	1	1
723	из которого	1	1
724	так можно	1	1
725	это так	3	1
726	в нашей	1	1
727	сознания не	1	1
728	языка как	2	1
729	свидетельствует о	3	1
730	а это	4	1
731	вещь и	14	1
732	же смысл	1	1
733	но совершенно	2	1
734	из них	4	1
735	искусство в	1	1
736	и значения	1	1
737	одно из	1	1
738	совсем другое	1	1
739	к чему-то	1	1
740	могло бы	1	1
741	и стремится	1	1
742	к человеку	1	1
743	можно с	2	1
744	ту сторону	1	1
745	бытия и	2	1
746	есть условие	2	1
747	у него	2	1
748	не говорит	2	1
749	с действительностью	1	1
750	есть выражение	1	1
751	ее на	1	1
752	субъективно то	1	1
753	духовных сил	1	1
754	но из	1	1
755	бы это	1	1
756	ее себе	1	1
757	же это	4	1
758	нужно было	2	1
759	зрения этого	1	1
760	в данный	1	1
761	мне и	1	1
762	к которому	1	1
763	и самая	1	1
764	а с	3	1
765	чего мы	1	1
766	своего собственного	1	1
767	предмета но	1	1
768	только к	2	1
769	д то	1	1
770	прежде всего	9	1
771	слов а	1	1
772	одной стороны	3	1
773	может ли	2	1
774	так это	1	1
775	от вещи	5	1
776	именно так	1	1
777	было сказано	1	1
778	вопрос можно	1	1
779	одно а	1	1
780	человеческой жизни	1	1
781	если эти	1	1
782	в бытии	1	1
783	однако не	2	1
784	бы совершенно	1	1
785	его как	1	1
786	в одно	1	1
787	если не	3	1
788	я называю	4	1
789	величина и	1	1
790	в частности	1	1
791	религия в	1	1
792	границы между	1	1
793	как это	2	1
794	и выражение	2	1
795	если она	1	1
796	то можно	1	1
797	к самому	1	1
798	несущественным и	1	1
799	себя по	1	1
800	для обозначения	1	1
801	она есть	8	1
802	образом и	1	1
803	знать что	1	1
804	я выделил	1	1
805	своим присутствием	1	1
806	а потом	2	1
807	только чтобы	1	1
808	образ и	3	1
809	возможность и	1	1
810	из этой	1	1
811	в первой	2	1
812	это значит	24	1
813	и восприятие	1	1
814	как действительность	1	1
815	и формы	2	1
816	и тому	1	1
817	понимание в	2	1
818	как из	1	1
819	и нет	1	1
820	действительность в	2	1
821	заставляет нас	1	1
822	чем та	1	1
823	говорить что	3	1
824	вещь а	1	1
825	но раз	1	1
826	все же	4	1
827	в наше	1	1
828	только а	1	1
829	в с	2	1
830	изменения в	1	1
831	тождественно с	1	1
832	или в	2	1
833	думает что	1	1
834	о котором	1	1
835	которая в	1	1
836	она уже	3	1
837	или другой	2	1
838	можно ограничиться	1	1
839	то не	4	1
840	но когда	1	1
841	у них	1	1
842	но о	1	1
843	и самое	2	1
844	и смысл	1	1
845	ибо в	1	1
846	стороны в	1	1
847	от всего	12	1
848	ее в	1	1
849	и необходимо	2	1
850	или не	2	1
851	есть понимание	3	1
852	же в	1	1
853	бы на	1	1
854	к делу	2	1
855	от всякого	4	1
856	и сила	1	1
857	ясно также	1	1
858	от света	1	1
859	но если	8	1
860	разных степенях	2	1
861	другой стороны	2	1
862	не быть	3	1
863	состоит из	1	1
864	существует в	1	1
865	была бы	2	1
866	относящиеся к	1	1
867	от всех	4	1
868	но можно	1	1
869	в поэтическом	1	1
870	ее образ	4	1
871	в свое	2	1
872	из своей	1	1
873	растения в	1	1
874	на свет	1	1
875	самосознания и	1	1
876	жизни и	2	1
877	значило бы	4	1
878	но еще	3	1
879	открывает себя	1	1
880	и эта	3	1
881	невозможна без	1	1
882	субстанция ни	1	1
883	ничего общего	1	1
884	смысле что	1	1
885	самостоятельно и	1	1
