N	2gram	Nazirov_Tr_1	Komedia
292	не к	1	1
293	вызвать к	1	1
294	на этом	1	1
295	с такими	1	1
296	что все	2	1
297	же не	1	1
298	для характеристики	1	1
299	этом свидетельствует	1	1
300	конечно в	1	1
301	той же	1	1
302	волосы и	1	1
303	говорил что	1	1
304	это было	1	1
305	обоих случаях	1	1
306	известно что	1	1
307	ни разу	1	1
308	приходит в	1	1
309	из первых	1	1
310	в это	2	1
311	во многом	1	1
312	нет в	2	1
313	этого персонажа	1	1
314	этого не	1	1
315	мы располагаем	1	1
316	со своими	1	1
317	когда я	1	1
318	время о	1	1
319	отвращение к	1	1
320	очень важный	1	1
321	от счастья	2	1
322	одно из	1	1
323	линии в	1	1
324	человеком и	1	1
325	не столько	1	1
326	в отличие	2	1
327	что я	4	1
328	стало быть	1	1
329	сам же	1	1
330	камень на	1	1
331	но он	1	1
332	над ними	1	1
333	ее своей	1	1
334	называет его	1	1
335	она стремится	1	1
336	ее не	1	1
337	в обоих	1	1
338	того как	1	1
339	и притом	1	1
340	без конца	1	1
341	он еще	1	1
342	он с	1	1
343	на котором	1	1
344	нечто большее	1	1
345	и по	1	1
346	его собственность	1	1
347	детей и	1	1
348	и женщины	1	1
349	по своей	1	1
350	во всем	1	1
351	рассказом о	1	1
352	годов в	1	1
353	вот что	1	1
354	и теперь	1	1
355	и глаза	1	1
356	без слов	1	1
357	что на	1	1
358	ли это	1	1
359	ну а	1	1
360	он вполне	1	1
361	мы встречаем	1	1
362	в трагедии	1	1
363	один раз	1	1
364	и обращается	1	1
365	сюжетной схеме	1	1
366	могут быть	1	1
367	что наш	1	1
368	затем он	1	1
369	указывает на	1	1
370	что при	1	1
371	здесь мы	1	1
372	того самого	1	1
373	литературы на	1	1
374	эпизод с	3	1
375	и от	1	1
376	и совершенно	1	1
377	с собой	1	1
378	над человеком	1	1
379	мог бы	3	1
380	когда в	1	1
381	ничего подобного	1	1
382	жизнь и	3	1
383	своего отца	3	1
384	стремление к	1	1
385	тем чем	1	1
386	теперь и	2	1
387	ответа на	1	1
388	ситуации и	1	1
389	после того	1	1
390	нас от	1	1
391	мы понимаем	1	1
392	за свое	1	1
393	восходит к	1	1
394	на любовь	1	1
395	то в	1	1
396	который до	1	1
397	общим местом	1	1
398	и она	1	1
399	для самого	1	1
400	в третий	1	1
401	казалось что	1	1
402	он стал	1	1
403	мы видим	1	1
404	только в	1	1
405	во ii	1	1
406	этой линии	1	1
407	это же	1	1
408	не связанного	1	1
409	лишь бы	1	1
410	человека с	1	1
411	и хочу	1	1
412	по самой	1	1
413	за мной	1	1
414	только на	1	1
415	ненависти и	1	1
416	свою жизнь	1	1
417	отцов и	1	1
418	не из	1	1
419	рассказывает о	1	1
420	в душе	2	1
421	и их	1	1
422	чтобы она	1	1
423	с этими	1	1
424	в такое	1	1
425	как его	1	1
426	не случайно	2	1
427	идет в	1	1
428	русский язык	1	1
429	сцену и	1	1
430	разу не	1	1
431	в финале	1	1
432	на русский	1	1
433	пожертвовать жизнью	1	1
434	чем он	2	1
435	виде и	1	1
436	говорит о	2	1
437	понимаем что	1	1
438	от высшей	1	1
439	любовь по	1	1
440	с дороги	1	1
441	с которым	1	1
442	не выдерживает	1	1
443	ребенка и	2	1
444	для ненависти	1	1
445	против нее	1	1
446	было в	2	1
447	сравним с	1	1
448	эти слова	1	1
449	ко всем	1	1
450	самой своей	1	1
451	и потому	1	1
452	я тебе	2	1
453	намек на	1	1
454	незадолго до	1	1
455	в моей	1	1
456	мы опять	1	1
457	видит в	1	1
458	к жизни	5	1
459	вот я	1	1
460	не удалось	1	1
461	в кругу	1	1
462	на свете	1	1
463	этот счет	1	1
464	быть не	1	1
465	сам признается	1	1
466	прощение и	1	1
467	еще раз	2	1
468	в основном	3	1
469	не любил	1	1
470	она должна	2	1
471	перед собой	1	1
472	а что	2	1
473	в новой	1	1
474	это как	1	1
475	а к	1	1
476	в голову	1	1
477	к счастью	1	1
478	для нас	1	1
479	это может	1	1
480	не понимая	1	1
481	мог быть	1	1
482	превратился в	1	1
483	с рассказом	1	1
484	жизни в	1	1
485	с сыном	1	1
486	к женщине	1	1
487	при его	1	1
488	но этот	1	1
489	но еще	1	1
490	перед ее	1	1
491	пришел в	1	1
492	по поводу	2	1
493	а нечто	1	1
494	и эта	1	1
495	во сне	2	1
