N	2gram	Tiupa_Anal_3	OGranits
387	протопопа аввакума	1	1
388	или как	1	1
389	в основе	1	1
390	тем более	1	1
391	от него	1	1
392	из существеннейших	2	1
393	а лишь	1	1
394	говоря словами	2	1
395	потому что	1	1
396	связи с	1	1
397	же слова	1	1
398	и систематизации	1	1
399	этом отношении	3	1
400	об этом	2	1
401	действительность с	1	1
402	это все	1	1
403	не знает	1	1
404	сказать что	2	1
405	и системой	1	1
406	впервые в	3	1
407	когда мы	2	1
408	ли не	4	1
409	с его	8	1
410	произведения и	2	1
411	вместе с	2	1
412	которая уже	1	1
413	например в	2	1
414	по поводу	3	1
415	что при	1	1
416	они не	1	1
