N	2gram	Savitsky_E_1	Komedia
404	но поскольку	2	1
405	когда в	1	1
406	к первому	1	1
407	для этого	1	1
408	сводится к	1	1
409	и та	2	1
410	язык и	1	1
411	знаем к	1	1
412	его жизни	1	1
413	такого признания	1	1
414	может не	1	1
415	нас в	1	1
416	затем в	1	1
417	же нет	1	1
418	то в	4	1
419	являются в	1	1
420	от них	3	1
421	во втором	2	1
422	к установлению	1	1
423	того в	1	1
424	вслед за	6	1
425	о положении	2	1
426	в ту	1	1
427	в лучшем	1	1
428	развития но	1	1
429	но так	1	1
430	себя с	1	1
431	мы видим	2	1
432	ли он	1	1
433	только в	9	1
434	в угоду	1	1
435	в стороне	3	1
436	на несколько	1	1
437	об их	1	1
438	по этому	1	1
439	по самой	1	1
440	и призыв	1	1
441	к какому	1	1
442	в построении	1	1
443	отцов и	1	1
444	как более	1	1
445	не из	3	1
446	в ином	1	1
447	и других	2	1
448	и их	1	1
449	в новом	1	1
450	войной и	1	1
451	очевидно также	1	1
452	в прошлом	3	1
453	в современном	1	1
454	разнице в	1	1
455	как его	1	1
456	в некоторых	2	1
457	известного нам	1	1
458	следует понимать	1	1
459	именно об	1	1
460	более молодых	1	1
461	интересующей нас	1	1
462	где в	1	1
463	в элладу	2	1
464	выходит за	1	1
465	своему характеру	2	1
466	а именно	2	1
467	эти две	1	1
468	с той	1	1
469	говорит о	3	1
470	в соответствии	1	1
471	на которых	1	1
472	не на	4	1
473	с которым	1	1
474	если этот	2	1
475	различию между	1	1
476	не допускает	1	1
477	в изучении	1	1
478	которые как	1	1
479	так называемых	1	1
480	именно поэтому	1	1
481	мы находим	1	1
482	интересно отметить	1	1
483	суждений о	1	1
484	указанной в	1	1
485	или на	1	1
486	эта идея	1	1
487	ко всем	1	1
488	других случаях	1	1
489	и потому	5	1
490	относятся к	2	1
491	другие не	1	1
492	чем на	2	1
493	о возможности	1	1
494	к жизни	1	1
495	течение которого	1	1
496	одновременно с	1	1
497	в тех	1	1
498	некоторое время	1	1
499	эту мысль	1	1
500	поскольку он	2	1
501	друг с	3	1
502	в состоянии	1	1
503	что между	1	1
504	на пути	1	1
505	что из	1	1
506	призыв к	1	1
507	можно сказать	4	1
508	и таким	2	1
509	в смысле	9	1
510	и новой	1	1
511	другой и	2	1
512	этого обстоятельства	1	1
513	многие из	1	1
514	перед собой	1	1
515	войти в	1	1
516	в новой	1	1
517	или в	2	1
518	в другой	2	1
519	о котором	1	1
520	а к	1	1
521	то не	2	1
522	для нас	4	1
523	могли бы	1	1
524	или менее	1	1
525	это может	1	1
526	в этих	2	1
527	ибо в	1	1
528	было только	1	1
529	значительно более	1	1
530	бы на	1	1
531	отношении к	15	1
532	отрекается от	1	1
533	жизни в	3	1
534	с ней	1	1
535	не говоря	2	1
536	сказать что	4	1
537	и только	3	1
538	понимать как	1	1
539	но этот	1	1
540	положений и	1	1
541	на своем	3	1
542	из более	1	1
543	жизни и	2	1
544	но еще	2	1
545	и эта	2	1
546	они относятся	1	1
547	можно назвать	1	1
548	как на	3	1
549	этой точки	5	1
550	том числе	1	1
