N	2gram	Propp_Russ_2	Myslijsy
218	вопрос о	4	2
219	выше мы	3	2
220	том же	4	2
221	и вообще	1	2
222	на доску	2	2
223	она не	3	2
224	что чем	1	2
225	в таких	3	2
226	даже не	1	2
227	виду что	1	2
228	вместе и	1	2
229	что представление	1	2
230	дело не	2	2
231	иметь в	1	2
232	не имели	2	2
233	и притом	1	2
234	к ней	2	2
235	и его	1	2
236	более позднее	2	2
237	что на	2	2
238	у нас	4	2
239	с и	1	2
240	оно не	1	2
241	из себя	1	2
242	и это	1	2
243	не могу	1	2
244	в ее	3	2
245	данном случае	7	2
246	и когда	1	2
247	в образе	2	2
248	можно было	2	2
249	не с	2	2
250	можно только	1	2
251	что от	3	2
252	и здесь	1	2
253	от земли	2	2
254	после того	2	2
255	что его	1	2
256	нас в	1	2
257	все в	2	2
258	как нет	1	2
259	можно видеть	1	2
260	в ряд	2	2
261	но нет	1	2
262	природы и	2	2
263	в другой	1	2
264	о единстве	1	2
265	в ту	1	2
266	может иметь	1	2
267	но так	1	2
268	человека а	2	2
269	быть и	1	2
270	один из	2	2
271	в двух	1	2
272	тот же	1	2
273	они могут	1	2
274	в большинстве	1	2
275	в виде	4	2
276	за ним	3	2
277	это обстоятельство	1	2
278	обратить внимание	1	2
279	не так	1	2
280	отношение к	1	2
281	друг друга	3	2
282	из нее	2	2
283	и даже	1	2
284	с другой	2	2
285	в свою	1	2
286	и др	1	2
287	превращается в	1	2
288	на который	1	2
289	нее как	1	2
290	другая сторона	1	2
291	относятся к	1	2
292	только для	1	2
293	из которых	2	2
294	исходная точка	1	2
295	по своему	1	2
296	огня в	1	2
297	той и	1	2
298	в течение	2	2
299	тому как	3	2
300	а может	1	2
301	такая форма	2	2
302	есть одна	1	2
303	в состоянии	1	2
304	нужно иметь	1	2
305	быть не	1	2
306	в это	1	2
307	и для	2	2
308	от него	1	2
309	и как	2	2
310	мы должны	1	2
311	во время	12	2
312	но эта	1	2
313	не что	2	2
314	из этого	2	2
315	есть и	1	2
316	все что	1	2
317	в своих	2	2
318	равным образом	1	1
319	ли мы	1	1
320	вряд ли	2	1
321	от дома	1	1
322	можно говорить	1	1
323	также что	2	1
324	одним из	2	1
325	относится и	1	1
326	он может	1	1
327	нет такого	1	1
328	показать что	1	1
329	в приведенном	1	1
330	вопрос мы	1	1
331	представление об	1	1
332	в их	2	1
333	и за	1	1
334	полагает что	2	1
335	следует обратить	1	1
336	отсюда видно	1	1
337	что совокупность	1	1
338	к новой	1	1
339	не была	1	1
340	приписывалось влияние	2	1
341	как комплекс	1	1
342	эти выражения	1	1
343	ступени ее	1	1
344	без всякого	1	1
345	это время	2	1
346	свою очередь	1	1
347	и иначе	1	1
348	стороны его	1	1
349	в xix	3	1
350	по этому	2	1
351	на них	4	1
352	без которой	1	1
353	во всех	3	1
354	землю и	1	1
355	видели что	4	1
356	но не	5	1
357	явлений и	1	1
358	не все	4	1
359	отличие от	3	1
360	может произойти	1	1
361	нет и	1	1
362	относится к	1	1
363	тем больше	1	1
364	первый взгляд	1	1
365	перед нами	1	1
366	и кончается	1	1
367	что этим	1	1
368	следующим образом	5	1
369	более древняя	1	1
370	та же	2	1
371	и через	3	1
372	он в	1	1
373	не оставляет	1	1
374	возможно для	1	1
375	своему влиянию	1	1
376	объяснить себе	2	1
377	в этой	3	1
378	тем он	1	1
379	характер из	1	1
380	только один	1	1
381	представление есть	1	1
382	если он	2	1
383	но на	1	1
384	быть только	2	1
385	вообще не	1	1
386	вера в	1	1
387	в огороде	1	1
388	и еще	2	1
389	и совершенно	1	1
390	к разным	1	1
391	том чтобы	2	1
392	оно могло	1	1
393	довольно часто	1	1
394	что называется	1	1
395	чтобы на	3	1
396	на этом	3	1
397	но все	1	1
398	от нее	1	1
399	а вместе	1	1
400	встречаются и	1	1
401	что этот	1	1
402	главным образом	3	1
403	значение в	1	1
404	в каком-нибудь	1	1
405	и чтобы	1	1
406	а по	1	1
407	на все	1	1
408	входит в	1	1
409	он есть	2	1
410	должен был	3	1
411	лучше чем	1	1
412	еще одно	1	1
413	из первых	1	1
414	только одно	1	1
415	не ясно	2	1
416	нет в	1	1
417	случае мы	1	1
418	он из	1	1
419	далеко не	4	1
420	на столе	1	1
421	показывает что	8	1
422	мы видели	7	1
423	в развитии	1	1
424	многие другие	2	1
425	и тогда	1	1
426	более сложное	1	1
427	на первый	3	1
428	в эту	3	1
429	в связь	1	1
430	к тем	1	1
431	и одно	1	1
432	в своей	2	1
433	этой связи	1	1
434	не во	1	1
435	в такой	1	1
436	бы к	1	1
437	в которые	1	1
438	высоты на	1	1
439	своего рода	1	1
440	и этой	1	1
441	которые в	1	1
442	но он	3	1
443	тесно связаны	1	1
444	на всю	1	1
445	и форма	1	1
446	входящие в	1	1
447	и потом	4	1
448	что такие	2	1
449	стоит в	1	1
450	нечто вроде	2	1
451	но они	1	1
452	что эта	1	1
453	признаков что	1	1
454	с которой	1	1
455	что с	2	1
456	еще живет	1	1
457	как о	1	1
458	нас это	1	1
459	дело в	1	1
460	ее с	1	1
461	но вместе	2	1
462	на некоторое	1	1
463	же значение	1	1
464	вытекает из	1	1
465	следовательно и	1	1
466	глядит в	1	1
467	ничего не	1	1
468	них идет	1	1
469	с одним	1	1
470	того в	2	1
471	в другую	1	1
472	или когда	1	1
473	во всем	2	1
474	силы природы	1	1
475	на которой	1	1
476	только с	1	1
477	как будто	1	1
478	этом отношении	1	1
479	можно объяснить	1	1
480	другой подобной	1	1
481	от их	1	1
482	к таким	2	1
483	и веселья	1	1
484	все то	2	1
485	начиная с	2	1
486	и другой	3	1
487	и такие	1	1
488	указание на	1	1
489	наоборот в	1	1
490	имели и	1	1
491	что при	2	1
492	при возникновении	1	1
493	в применении	1	1
494	разные стороны	1	1
495	нужно заметить	1	1
496	то время	2	1
497	в пределах	1	1
498	мнение что	2	1
499	и иные	1	1
500	до самого	1	1
501	в другом	1	1
502	наблюдения и	1	1
503	мы приведем	2	1
504	что также	1	1
505	на которую	1	1
506	том как	1	1
507	это только	1	1
508	основана на	1	1
509	как у	1	1
510	этого так	1	1
511	противоположность между	1	1
512	что огонь	1	1
513	состоять в	1	1
514	не был	2	1
515	рассмотреть что	1	1
516	и поэтому	1	1
517	настоящее время	1	1
518	более высокой	1	1
519	что каждый	1	1
520	можно сразу	1	1
521	а также	4	1
522	может не	1	1
523	затем в	1	1
524	на основе	1	1
525	большое количество	1	1
526	это в	2	1
527	ее от	2	1
528	от них	1	1
529	и во	1	1
530	не отличаются	1	1
531	какое значение	1	1
532	в форме	2	1
533	чем и	1	1
534	не более	1	1
535	если это	1	1
536	и мир	1	1
537	веселье и	1	1
538	что здесь	3	1
539	показывают что	1	1
540	но с	1	1
541	с себя	1	1
542	к различным	1	1
543	когда начинается	1	1
544	на другие	1	1
545	пришел к	1	1
546	в разные	2	1
547	или же	5	1
548	их не	1	1
549	состоит не	1	1
550	можно выразить	1	1
551	с одной	2	1
552	в качестве	3	1
553	же он	1	1
554	человека с	1	1
555	из которого	1	1
556	особое значение	1	1
557	это показывает	3	1
558	это так	1	1
559	а это	1	1
560	из них	4	1
561	превращаются в	1	1
562	и значения	1	1
563	который как	1	1
564	одно из	2	1
565	не будут	1	1
566	могло бы	1	1
567	в пространстве	1	1
568	ту сторону	1	1
569	близко к	1	1
570	иногда и	2	1
571	как при	1	1
572	и им	1	1
573	ее на	2	1
574	происходит на	1	1
575	не противоречит	1	1
576	рядом с	1	1
577	которые как	1	1
578	основные формы	1	1
579	нужно было	1	1
580	и обратно	1	1
581	с другим	2	1
582	отличаются от	1	1
583	здесь в	2	1
584	с той	1	1
585	идут в	2	1
586	почвы на	1	1
587	а с	2	1
588	в природе	3	1
589	и затем	1	1
590	прежде всего	2	1
591	по нескольку	2	1
592	одной стороны	2	1
593	ей не	1	1
594	целым рядом	1	1
595	в руках	2	1
596	если эти	1	1
597	в изучении	1	1
598	под влиянием	1	1
599	в одно	1	1
600	должна была	5	1
601	затем начинается	1	1
602	связь с	3	1
603	внесена в	1	1
604	эти слова	1	1
605	в лесу	10	1
606	iii что	1	1
607	как это	4	1
608	может иногда	1	1
609	если она	2	1
610	наблюдение что	1	1
611	это делается	1	1
612	трава растет	1	1
613	куклу и	1	1
614	смысле этого	1	1
615	на эту	2	1
616	если человек	1	1
617	а потом	1	1
618	связь образа	1	1
619	исходя из	1	1
620	многих других	1	1
621	из первого	1	1
622	на другое	1	1
623	и девицы	1	1
624	этот не	1	1
625	на пути	1	1
626	внимания на	1	1
627	к новому	1	1
628	еще прежде	1	1
629	говорит и	1	1
630	из ряда	1	1
631	говорить что	2	1
632	все же	2	1
633	или в	7	1
634	следует представлять	1	1
635	думает что	1	1
636	в настоящее	1	1
637	ее и	2	1
638	у них	2	1
639	как уже	2	1
640	случаях под	1	1
641	его жизнь	1	1
642	трав и	1	1
643	ее в	8	1
644	или не	1	1
645	же в	6	1
646	ее развития	1	1
647	имеет целью	2	1
648	на поле	4	1
649	но если	3	1
650	две формы	2	1
651	другой стороны	1	1
652	но можно	2	1
653	их с	1	1
654	в глаза	2	1
655	например и	1	1
656	других случаях	1	1
657	не сами	1	1
658	при изучении	1	1
659	из своей	1	1
660	это нужно	1	1
661	увидим что	1	1
662	и эта	1	1
663	как на	1	1
664	ничего общего	1	1
