N	2gram	Berdyaev_M_1	Analitik
404	нет в	4	1
405	лишь один	1	1
406	бы это	1	1
407	для того	2	1
408	лишь для	1	1
409	он же	1	1
410	обращением к	1	1
411	существенным для	1	1
412	до сих	2	1
413	как у	1	1
414	к порядку	1	1
415	он ничего	1	1
416	связаны с	1	1
417	а именно	1	1
418	и ценностей	1	1
419	к которому	1	1
420	чем он	1	1
421	это все	1	1
422	он во	1	1
423	мира это	1	1
424	и др	1	1
425	себя и	3	1
426	на этот	2	1
427	не знает	4	1
428	есть лишь	9	1
429	было сказано	1	1
430	его собственной	2	1
431	человека как	2	1
432	не видит	1	1
433	мог быть	1	1
434	есть бог	1	1
435	в старом	1	1
436	все основные	1	1
437	к себе	1	1
438	и мир	2	1
439	пройти через	2	1
440	и остроте	1	1
441	в течение	1	1
442	ведет к	6	1
443	в столь	1	1
444	это его	1	1
445	для их	1	1
446	был в	4	1
447	в иные	1	1
448	и всех	1	1
449	с этой	4	1
450	бытия с	2	1
451	сих пор	2	1
452	своей жизни	1	1
453	но это	1	1
454	в свободе	7	1
455	в сферу	1	1
456	уже на	1	1
457	отношений и	1	1
458	от него	4	1
459	бы в	2	1
460	же есть	1	1
461	в динамике	3	1
462	своих героев	2	1
463	во весь	1	1
464	хотя бы	3	1
465	будто бы	3	1
466	но если	3	1
467	пришел в	1	1
468	всего двух	1	1
469	к ее	1	1
470	личность и	2	1
471	жизни в	2	1
472	корней и	2	1
473	этот вопрос	1	1
474	свободой и	2	1
475	от всех	1	1
476	к его	1	1
477	свободы неизбежно	1	1
478	и литературные	1	1
479	не что	1	1
480	оно не	1	1
481	жизнь в	1	1
482	жизни и	2	1
483	к этой	2	1
484	силе и	1	1
485	в своих	1	1
486	все что	2	1
487	они не	1	1
488	слова это	1	1
