N	2gram	Losev_Vesc_1	SlovoVZh
156	это не	5	2
157	может стать	1	2
158	форму и	1	2
159	и дает	1	2
160	как же	3	2
161	оно не	3	2
162	себя и	4	2
163	социальной жизни	1	2
164	одной стороны	3	2
165	зависит от	1	2
166	другой стороны	2	2
167	его как	1	2
168	была бы	2	2
169	смысл и	9	2
170	ни на	3	2
171	вместе с	1	2
172	в отношении	4	2
173	к его	1	2
174	но не	5	2
175	быть только	3	2
176	с этой	4	2
177	она не	4	2
178	с точки	3	2
179	этой стороны	1	2
180	тогда когда	5	2
181	в то	3	2
182	и притом	3	2
183	ничего не	3	2
184	этих двух	2	2
185	и все	5	2
186	в этих	1	2
187	есть уже	1	2
188	но это	10	2
189	между ними	3	2
190	от всех	4	2
191	стороны и	2	2
192	но этот	1	2
193	могут быть	1	2
194	как только	4	2
195	же самое	1	2
196	на это	4	2
197	что в	9	2
198	бы даже	1	2
199	и другие	1	2
200	не есть	49	2
201	к этому	1	2
202	же нам	1	1
203	так но	1	1
204	и это	14	1
205	ту же	2	1
206	же как	1	1
207	как мы	4	1
208	вещами и	2	1
209	ощущаем и	1	1
210	и о	3	1
211	чтобы не	1	1
212	словом так	1	1
213	с ее	6	1
214	но чтобы	1	1
215	момент в	6	1
216	сам по	3	1
217	свою очередь	4	1
218	на основе	1	1
219	совершенно ясно	2	1
220	это и	6	1
221	он находится	1	1
222	только то	2	1
223	когда человек	1	1
224	то время	1	1
225	по преимуществу	2	1
226	идет речь	1	1
227	из его	2	1
228	дано в	1	1
229	и больше	9	1
230	с таким	1	1
231	можно было	2	1
232	часть его	1	1
233	обойтись без	2	1
234	мы уже	3	1
235	а этот	1	1
236	было в	1	1
237	в какое-то	1	1
238	для иллюстрации	1	1
239	который поэтому	1	1
240	себе как	2	1
241	остается только	1	1
242	это только	1	1
243	жизнь и	1	1
244	та же	1	1
245	является в	2	1
246	единство и	1	1
247	на что	1	1
248	для этого	4	1
249	не вполне	2	1
250	на себя	1	1
251	и такой	1	1
252	социальной действительности	4	1
253	сводится к	2	1
254	но то	2	1
255	полное и	1	1
256	и он	1	1
257	с большим	1	1
258	определенным образом	6	1
259	чем отличается	1	1
260	быть понято	2	1
261	что каждый	1	1
262	не нужно	2	1
263	фактором и	1	1
264	основе своей	2	1
265	и который	1	1
266	на их	2	1
267	мы понимаем	1	1
268	во всех	2	1
269	окружающей ее	1	1
270	и во	3	1
271	то мы	2	1
272	то в	4	1
273	от его	2	1
274	коем случае	1	1
275	как существенный	1	1
276	сознания не	1	1
277	в общем	1	1
278	себе и	1	1
279	крайней мере	4	1
280	и можно	1	1
281	что они	6	1
282	именно в	1	1
283	сама по	3	1
284	от целого	1	1
285	знания и	1	1
286	и уж	1	1
287	и она	1	1
288	если она	1	1
289	в особом	1	1
290	что именно	1	1
291	в современной	1	1
292	которое было	1	1
293	перед нами	2	1
294	кто не	3	1
295	но тот	1	1
296	понять и	2	1
297	хотя и	4	1
298	в двух	1	1
299	и понимания	2	1
300	тот же	3	1
301	в поэтическом	1	1
302	себе по	1	1
303	ли он	1	1
304	более или	1	1
305	себе не	3	1
306	первую точку	1	1
307	как нечто	2	1
308	движение и	1	1
309	к делу	2	1
310	тому как	4	1
311	что это	13	1
312	большим трудом	1	1
313	если мы	8	1
314	в эти	1	1
315	не то	4	1
316	где они	1	1
317	стоит ли	1	1
318	себя в	10	1
319	думать что	1	1
320	еще один	1	1
321	он думает	1	1
322	это ни	1	1
323	в вещи	11	1
324	производственные отношения	1	1
325	есть в	1	1
326	чисто словесной	1	1
327	бы только	1	1
328	сливаются в	1	1
329	не можем	1	1
330	может с	1	1
331	так можно	1	1
332	в виде	1	1
333	вещью и	10	1
334	что она	15	1
335	на этих	1	1
336	не из	2	1
337	может захватывать	1	1
338	оно всегда	1	1
339	при помощи	2	1
340	его и	2	1
341	формы но	1	1
342	одно из	1	1
343	себе в	3	1
344	и их	7	1
345	всяком случае	2	1
346	понять эту	1	1
347	пор мы	1	1
348	в одном	2	1
349	и вот	2	1
350	вовсе не	10	1
351	части и	1	1
352	ничего общего	1	1
353	у нее	1	1
354	относится не	2	1
355	оторван от	1	1
356	можно с	2	1
357	бытия и	2	1
358	у него	2	1
359	она будет	2	1
360	подобно тому	4	1
361	кто же	1	1
362	на этом	2	1
363	она имеет	1	1
364	в окно	1	1
365	есть выражение	1	1
366	нее не	1	1
367	или иных	1	1
368	с искусством	1	1
369	самом же	1	1
370	что является	1	1
371	даже и	4	1
372	бы это	1	1
373	здесь мы	1	1
374	и только	3	1
375	что все	2	1
376	же деле	1	1
377	они должны	1	1
378	в другом	2	1
379	другого и	1	1
380	мы воспринимаем	1	1
381	входя в	1	1
382	должно быть	6	1
383	них в	1	1
384	деле в	1	1
385	и мы	1	1
386	было бы	14	1
387	к которому	1	1
388	и прежде	1	1
389	соответствующей ему	1	1
390	и тем	3	1
391	только к	2	1
392	говорит о	1	1
393	от нее	2	1
394	но уже	3	1
395	не было	1	1
396	вещи наоборот	1	1
397	а с	3	1
398	все равно	2	1
399	далеко не	1	1
400	не на	1	1
401	в ее	7	1
402	в слове	2	1
403	и вне	2	1
404	несмотря на	1	1
405	как перед	1	1
406	если этот	1	1
407	о чем	1	1
408	в субъект	1	1
409	форма и	1	1
410	него не	1	1
411	же не	1	1
412	в истории	1	1
413	и тогда	1	1
414	и того	2	1
415	со всей	2	1
416	восприятия и	1	1
417	что собственно	1	1
418	но можно	1	1
419	мы видели	1	1
420	или менее	1	1
421	может определять	1	1
422	но если	8	1
423	в частности	1	1
424	только того	1	1
425	когда имеется	1	1
426	то он	1	1
427	все основные	1	1
428	нас не	1	1
429	самую форму	1	1
430	и без	3	1
431	находится не	1	1
432	относятся к	1	1
433	к одному	3	1
434	чем мы	3	1
435	что я	24	1
436	признать что	1	1
437	если оно	4	1
438	стороны как	1	1
439	наряду с	1	1
440	вещью или	3	1
441	нельзя было	4	1
442	этих моментов	1	1
443	оно начинает	1	1
444	сами по	3	1
445	одному и	1	1
446	по крайней	4	1
447	из этой	1	1
448	моментов в	2	1
449	уже сказали	1	1
450	действительности к	1	1
451	и должна	1	1
452	мы еще	2	1
453	на эти	1	1
454	для нее	2	1
455	должен и	1	1
456	зрения и	2	1
457	или хотя	1	1
458	же мы	1	1
459	эти вопросы	1	1
460	случае мы	1	1
461	и вся	1	1
462	и тому	1	1
463	от всего	12	1
464	природу и	1	1
465	с которой	1	1
466	для определения	2	1
467	точно и	1	1
468	теперь остается	1	1
469	если ее	1	1
470	она могла	2	1
471	в смысле	12	1
472	в науке	1	1
473	она должна	2	1
474	тех или	5	1
475	не является	1	1
476	всех языках	1	1
477	в основе	3	1
478	только одна	1	1
479	время как	1	1
480	только а	1	1
481	уже на	1	1
482	к пониманию	3	1
483	того чтобы	3	1
484	чем не	2	1
485	для всего	1	1
486	понять ее	2	1
487	это мы	1	1
488	такое понимание	1	1
489	в результате	3	1
490	в коем	1	1
491	эта сторона	1	1
492	только и	2	1
493	в качестве	1	1
494	имеем дело	3	1
495	и внешней	1	1
496	еще более	2	1
497	мы должны	2	1
498	ровно ничего	1	1
499	по своей	2	1
500	правда это	1	1
501	внутренней и	1	1
502	же оно	1	1
503	на одно	1	1
504	можно только	4	1
505	в свою	4	1
506	эти три	1	1
507	от каких	1	1
508	это уже	1	1
509	уже и	1	1
510	как будто	1	1
511	этом отношении	1	1
512	и делает	2	1
513	жизни в	1	1
514	нам не	2	1
515	может и	1	1
516	больше того	4	1
517	с ней	2	1
518	выражение вот	1	1
519	у нас	7	1
520	языка в	1	1
521	только как	1	1
522	они как	2	1
523	и оно	3	1
524	всех представителей	1	1
525	равно как	2	1
526	все то	1	1
527	является и	1	1
528	теперь когда	1	1
529	по самому	3	1
530	когда мы	6	1
531	есть только	7	1
532	я и	6	1
533	должны быть	4	1
534	оформления и	1	1
535	что оно	8	1
536	его значение	1	1
537	но из	1	1
538	и эта	3	1
539	как некая	1	1
540	во всяком	3	1
541	к тому	3	1
