N	3gram	Tiupa_Disk_1	Analitik
253	с собственно художественными	1	1
254	в форме индивидуального	1	1
255	сказать что жанр	1	1
256	есть принадлежат самой	1	1
257	от одного сознания	1	1
258	же время они	1	1
259	ним определенные задания	1	1
260	от жанра высказывания	1	1
261	композиционно определенное в	1	1
262	являет собой лишь	1	1
263	слухи или сплетни	1	1
264	любопытное занимательное неожиданное	1	1
265	ту или иную	1	1
266	уже было сказано	1	1
267	бытуют как слухи	1	1
268	смыслов оно стремится	1	1
269	говорить о поэтике	1	1
270	форме определенной жанровой	1	1
271	слушающих общим знанием	1	1
272	и языковые с	1	1
273	могло и не	1	1
274	мифом и литературой	1	1
275	тогда как в	5	1
276	но в таком	1	1
277	что не есть	1	1
278	как уже говорилось	1	1
279	в чужой стране	1	1
280	не предполагает внутренне	1	1
281	своего рода механизмом	1	1
282	языковые с еще	1	1
283	одного сознания к	1	1
284	на передний план	1	1
285	поэтике здесь пока	1	1
286	принадлежат самой ситуации	1	1
287	курьезное любопытное занимательное	1	1
288	сам по себе	1	1
289	притчевого типа есть	1	1
290	между мифом и	2	1
291	и персонажи сказания	1	1
292	читатель может и	1	1
293	в том чтобы	2	1
294	жанра в этом	2	1
295	в притче о	1	1
296	монологизированного слова в	1	1
297	явилась едва ли	1	1
298	памяти ивана петровича	1	1
299	первое может быть	1	1
300	именовал веком героев	1	1
301	гегель именовал веком	1	1
302	механизмом активизации воспринимающего	1	1
303	далеко не всегда	1	1
304	же время жанры	1	1
305	дело не с	1	1
306	субъекты этического выбора	1	1
307	общим знанием поэтому	1	1
308	живет в готовом	1	1
309	по сути своей	2	1
310	нормативное приложение запечатленного	1	1
311	не только в	2	1
312	как бы укрупненных	1	1
313	не от своея	1	1
314	в своей монологической	1	1
315	и не занять	1	1
316	композиции неразвернутость характеристик	1	1
317	нам всегда предносится	1	1
318	очередь определяется предметом	2	1
319	так сказать первофеномены	1	1
320	свободным как к	1	1
321	случае его вступление	1	1
322	сказании повествуемой ситуации	1	1
323	по своему происхождению	2	1
324	роль в становлении	1	1
325	составляющий морализаторскую премудрость	1	1
326	разделение иерархично оно	1	1
327	может ощущаться завершенная	1	1
328	его поступки только	1	1
329	уготованной ему позиции	1	1
330	является своего рода	1	1
331	обязательно курьезное любопытное	1	1
332	слушатель читатель может	1	1
333	в форме определенной	1	1
334	акцентированная роль немногочисленных	1	1
335	равнодостойности сознаний встречающихся	1	1
336	к содержанию анекдота	1	1
337	не развившимся твердым	1	1
338	быть определена как	3	1
339	представляет собой некий	1	1
340	так и в	1	1
341	всегда предносится целое	1	1
342	какое гегель именовал	1	1
343	достоверным но не	1	1
344	в равной степени	1	1
345	стабильно дифференцированном и	1	1
346	фактический слушатель читатель	1	1
347	в известном смысле	1	1
348	включающее в себя	1	1
349	они принадлежат к	1	1
350	предметно-смысловые формы междуязычны	1	1
351	сказания это позиция	1	1
352	морализаторскую премудрость притчевого	1	1
353	ничего предосудительного памяти	1	1
354	а с другой	3	1
355	оно живет в	1	1
356	и как бы	3	1
357	исторически продуктивный тип	1	1
358	имеем дело с	1	1
359	по природе своей	5	1
360	целого следовательно предметно-смысловые	1	1
361	нужды в покаянии	1	1
362	суть то что	1	1
363	а не как	1	1
364	таким же образом	1	1
365	слушателя к содержанию	1	1
366	здесь только исполнитель	1	1
367	предосудительного памяти ивана	1	1
368	деталей краткость и	1	1
369	не в том	3	1
370	лично для себя	1	1
371	и вольфа шмида	1	1
372	к ценностной однозначности	1	1
373	поучаемого это разделение	1	1
374	восприятия со стороны	1	1
375	в связи с	1	1
376	закон собственно и	1	1
377	премудрость притчевого назидания	1	1
378	система смыслов оно	1	1
379	притчи и анекдота	1	1
380	притчевого назидания притча	1	1
381	к лицу с	1	1
382	содержанию анекдота ни	1	1
383	в жанровом отношении	1	1
384	преждевременно поскольку мы	1	1
385	стороны адресата притчи	1	1
386	хранения и передачи	1	1
387	не будет адекватным	1	1
388	тогда как предметом	1	1
389	как формы целого	2	1
390	точными они бытуют	1	1
391	слово сказания еще	1	1
392	прахудожественными речевыми жанрами	1	1
393	нем звучит один	1	1
394	не отделен от	1	1
395	строим свою речь	1	1
396	своей судьбы они	1	1
397	нейтральное к языку	1	1
398	слова говорящий здесь	1	1
399	выбирают а по	1	1
400	предполагает внутренне свободного	1	1
401	здесь пока еще	1	1
402	поступки только раскрывают	1	1
403	в полной мере	1	1
404	лицом к лицу	1	1
405	не с собственно	1	1
406	сторону индивида и	1	1
407	уст в уста	1	1
408	рассказывания а не	2	1
409	блудном сыне как	1	1
410	будучи порой фактически	1	1
411	вторичные идеологические жанры	1	1
412	ситуации рассказывания а	1	1
413	нем определенные возможности	1	1
414	прежде всего к	1	1
415	не выбирают а	1	1
416	судьбы они едины	1	1
417	от божья повеленья	1	1
418	собой исторически продуктивный	1	1
419	высказывания и в	1	1
420	под углом зрения	1	1
421	а некий нравственный	1	1
422	в коммуникативной ситуации	1	1
423	формы целого следовательно	1	1
424	в тех случаях	1	1
425	но и к	1	1
426	поучающего и поучаемого	1	1
427	того или иного	1	1
428	есть монолог в	1	1
429	свою речь нам	1	1
430	внеязыковое и потому	1	1
431	предначертанность судьбы а	1	1
432	индивида и его	1	1
433	активизации воспринимающего сознания	1	1
434	характеристик и описаний	1	1
435	следует анекдот коего	1	1
436	иерархично оно не	1	1
437	практике может быть	1	1
438	форме индивидуального речевого	1	1
439	сказания не от	1	1
440	все того же	1	1
441	не может быть	3	1
442	между собой и	1	1
443	притча разъединяет участников	1	1
444	компетентность восприятия со	1	1
445	в дискурсе речевой	1	1
446	в этом же	1	1
447	в эстетический объект	1	1
448	и поучаемого это	1	1
449	евангелии от луки	1	1
450	внутренняя активность адресата	1	1
451	из притчи о	1	1
452	не предначертанность судьбы	1	1
453	и его поступки	1	1
454	позиция активного приятия	1	1
455	определенное в сущности	1	1
456	хоровое слово общенародной	1	1
457	типа есть монолог	1	1
458	что и должно	1	1
459	запечатленного в притче	1	1
460	реализуют в нем	1	1
461	к общенародной хвале	1	1
462	что жанр это	1	1
463	притче о блудном	1	1
464	диада личности и	1	1
465	не ценностно дистанцированной	1	1
466	хотят и свершают	1	1
467	еще не развившимся	1	1
468	имеют немало общего	1	1
469	то есть в	2	1
470	акт притчевого типа	1	1
471	от своей судьбы	1	1
472	как субъекты этического	1	1
473	к числу нарративных	1	1
474	обладает достоверным но	1	1
475	как композиционно определенное	1	1
476	как говорит бахтин	1	1
477	с языком ставят	1	1
478	в нарративном дискурсе	1	1
479	лаконичная строгость композиции	1	1
480	отграниченная система смыслов	1	1
481	целью и ситуацией	3	1
482	но не верифицируемым	1	1
483	отношение слушателя к	1	1
484	речь идет о	1	1
485	но обязательно курьезное	1	1
486	немногочисленных и как	1	1
487	он ничего предосудительного	1	1
488	по сути дела	2	1
489	помещаем полагая его	1	1
490	домонологично оно объединяет	1	1
491	жанровой схемы и	1	1
492	из уст в	1	1
493	быть проделано и	1	1
494	однозначности и прежде	1	1
495	пассивным как к	1	1
496	автора и читателей	1	1
497	заключается в том	1	1
498	или иной род	1	1
499	композиционным костяком так	1	1
500	в нем звучит	1	1
501	иносказательность является своего	1	1
502	не верифицируемым знанием	1	1
503	сущности застывшее целое	1	1
504	тех случаях когда	1	1
505	в большинстве случаев	1	1
506	едины судьба выражает	1	1
507	не сводится к	2	1
508	адресата при этом	2	1
509	которая своей карнавальной	1	1
510	анекдот коего мы	1	1
511	осуществлено только самим	1	1
512	внеличную сторону индивида	1	1
513	но в равной	1	1
514	коммуникативного события специфически	1	1
515	и оцененном мире	1	1
516	фактически точными они	1	1
517	речевой акт притчевого	1	1
518	зародыши тематические и	1	1
519	описаний акцентированная роль	1	1
520	персонажи сказания не	1	1
521	и не должно	1	1
522	таком случае его	1	1
523	звучит один голос	1	1
524	бы укрупненных деталей	1	1
525	то что они	1	1
526	дело не в	1	1
527	судьбы а некий	1	1
528	интернациональны в то	1	1
529	целое нашего высказывания	1	1
530	междуязычны интернациональны в	1	1
531	а не ценностно	1	1
532	свою очередь определяется	2	1
533	образования возникающие на	1	1
534	к индивидуальной жизненной	1	1
535	жанр в свою	1	1
536	разъединяет участников коммуникативного	1	1
537	может быть определена	2	1
538	продуктивный тип высказывания	1	1
539	нашего высказывания и	1	1
540	здесь как и	1	1
541	природе суть то	1	1
542	содержанию сказания это	1	1
543	роль немногочисленных и	1	1
544	в себе не	1	1
545	сказание в известном	1	1
546	обратить внимание на	2	1
547	развившимся твердым композиционным	1	1
548	определенные задания реализуют	1	1
549	они едины судьба	1	1
550	смешное но обязательно	1	1
551	персонажа то она	1	1
552	неразвернутость характеристик и	1	1
553	смысле домонологично оно	1	1
554	слово анекдота уже	1	1
555	сознания к другому	1	1
556	адресата занимающего позицию	1	1
557	жанровая форма авторства	1	1
558	жизненной практике может	1	1
