N	2gram	Nazirov_Vr_1	KulturaY
119	и даже	6	3
120	к которому	1	3
121	в свою	2	3
122	а с	2	3
123	в соответствии	1	3
124	под влиянием	1	3
125	нам не	1	3
126	как на	1	3
127	в таком	1	3
128	они не	1	3
129	можно говорить	1	2
130	речь идет	3	2
131	одним из	3	2
132	также и	1	2
133	и есть	1	2
134	по преимуществу	1	2
135	я не	3	2
136	один пример	1	2
137	в числе	1	2
138	не все	1	2
139	если в	1	2
140	тогда как	2	2
141	идет о	1	2
142	и как	3	2
143	но в	6	2
144	еще один	1	2
145	во многих	1	2
146	но ведь	1	2
147	он не	3	2
148	заключается в	1	2
149	все равно	1	2
150	этого не	1	2
151	как и	6	2
152	в москве	1	2
153	одного и	1	2
154	нужно было	1	2
155	в своей	2	2
156	что я	2	2
157	том же	2	2
158	до конца	1	2
159	в то	5	2
160	как о	1	2
161	не имеет	1	2
162	ничего не	1	2
163	был в	1	2
164	никогда не	2	2
165	же время	5	2
166	до того	1	2
167	ли это	1	2
168	во все	1	2
169	не мог	2	2
170	было в	1	2
171	о котором	1	2
172	о нем	6	2
173	это было	1	2
174	не знаю	1	2
175	но с	1	2
176	действие в	1	2
177	литературе и	1	2
178	в сторону	1	2
179	доказывает что	1	2
180	в каком	1	2
181	на этот	1	2
182	о чем	2	2
183	не всегда	1	2
184	в это	2	2
185	и а	2	2
186	между прочим	1	2
187	уже на	1	2
188	для нас	4	2
189	и все	7	2
190	тем более	2	2
191	но вот	1	2
192	в свое	1	2
193	широкое распространение	1	1
194	не сумев	1	1
195	вряд ли	1	1
196	же как	2	1
197	не имел	1	1
198	к своей	1	1
199	достоевского в	7	1
200	едва ли	1	1
201	и этот	1	1
202	в году	18	1
203	полагает что	1	1
204	на пороге	1	1
205	продолжал считать	1	1
206	на место	2	1
207	именно к	1	1
208	еще до	1	1
209	который был	3	1
210	говорить о	1	1
211	это время	1	1
212	не хочет	1	1
213	не был	1	1
214	столь же	2	1
215	как правило	1	1
216	совершенно прав	1	1
217	то он	1	1
218	именно этот	1	1
219	с пушкиным	1	1
220	к ним	2	1
221	отношение к	2	1
222	взгляд совершенно	1	1
223	как говорит	1	1
224	или вообще	1	1
225	же с	1	1
226	только об	1	1
227	как к	1	1
228	что ее	1	1
229	состояло в	1	1
230	в письмах	2	1
231	у целого	1	1
232	мы получаем	1	1
233	в чем	3	1
234	выражение в	1	1
235	в известном	2	1
236	разногласия и	1	1
237	как он	1	1
238	но на	1	1
239	начал писать	1	1
240	всех этих	1	1
241	не хотят	1	1
242	из него	1	1
243	их отношениях	1	1
244	всего то	1	1
245	одно и	1	1
246	же не	2	1
247	ввел в	1	1
248	есть все	1	1
249	конечно в	1	1
250	об этом	5	1
251	а их	1	1
252	августа года	1	1
253	не хуже	1	1
254	следует рассматривать	1	1
255	силу которой	1	1
256	так называемую	1	1
257	и индивидуальное	1	1
258	в жизни	1	1
259	как общее	1	1
260	человек который	1	1
261	далеко не	3	1
262	и уже	3	1
263	раз и	1	1
264	на первый	2	1
265	во второй	1	1
266	каким был	1	1
267	своего рода	1	1
268	в дневнике	4	1
269	он тоже	2	1
270	ряда других	1	1
271	но это	2	1
272	но он	3	1
273	но они	1	1
274	однако в	1	1
275	с такими	1	1
276	что этот	1	1
277	в честь	2	1
278	для россии	1	1
279	сам этот	1	1
280	а вот	1	1
281	также что	1	1
282	равно не	1	1
283	вопросу о	1	1
284	в процессе	1	1
285	и надеюсь	1	1
286	дневника писателя	1	1
287	не могло	1	1
288	только не	1	1
289	правда в	1	1
290	одна из	2	1
291	историю той	1	1
292	более что	1	1
293	предполагать что	1	1
294	прямо в	1	1
295	достоевский в	8	1
296	к запискам	1	1
297	эту сторону	1	1
298	этот закон	1	1
299	такие же	1	1
300	и далее	2	1
301	один раз	1	1
302	могут быть	1	1
303	в недрах	1	1
304	же только	1	1
305	нем можно	1	1
306	ничего общего	1	1
307	п и	1	1
308	вы не	1	1
309	эти не	1	1
310	в ее	1	1
311	на основе	2	1
312	и от	1	1
313	на той	1	1
314	в бесах	10	1
315	и сам	1	1
316	что у	3	1
317	нельзя не	1	1
318	во многом	4	1
319	имеется в	1	1
320	но у	1	1
321	это как	1	1
322	у достоевского	4	1
323	а также	2	1
324	и во	3	1
325	нас в	1	1
326	во всех	1	1
327	из своего	1	1
328	в форме	1	1
329	еще более	1	1
330	в развитии	1	1
331	лет тому	1	1
332	если это	1	1
333	в него	2	1
334	что ныне	1	1
335	в литературе	1	1
336	за него	1	1
337	нас интересует	1	1
338	сразу же	1	1
339	что только	1	1
340	совсем не	1	1
341	тому назад	1	1
342	этот факт	1	1
343	это же	1	1
344	в эти	2	1
345	указания на	1	1
346	и у	3	1
347	это состояло	1	1
348	каждый из	1	1
349	себя в	1	1
350	тем чтобы	1	1
351	в нашей	2	1
352	целого ряда	1	1
353	его и	2	1
354	этот раз	1	1
355	для него	2	1
356	и их	1	1
357	в письме	5	1
358	только руки	1	1
359	в известной	1	1
360	мы находим	1	1
361	в конце	3	1
362	одним лишь	1	1
363	тому же	1	1
364	от того	1	1
365	же это	1	1
366	связан с	1	1
367	в н	1	1
368	тотчас же	1	1
369	после смерти	2	1
370	как же	2	1
371	воспоминания о	1	1
372	в россии	5	1
373	что для	1	1
374	говорит о	1	1
375	что им	1	1
376	к сожалению	1	1
377	человека но	1	1
378	более того	1	1
379	человек в	1	1
380	отнюдь не	2	1
381	учился в	1	1
382	в подобных	1	1
383	но как	2	1
384	нет ничего	1	1
385	вышла в	1	1
386	эти слова	3	1
387	по своему	1	1
388	предположить что	1	1
389	что за	1	1
390	наряду с	3	1
391	к в	1	1
392	в ответ	1	1
393	матери и	3	1
394	узнает в	1	1
395	да и	1	1
396	которым он	1	1
397	только о	1	1
398	еще раз	1	1
399	его в	3	1
400	в условиях	1	1
401	в основном	1	1
402	в начале	6	1
403	но для	1	1
404	письме к	4	1
405	к вопросу	1	1
406	и общим	1	1
407	я очень	1	1
408	достоевского не	4	1
409	г а	5	1
410	романтизма и	1	1
411	живущим за	1	1
412	это можно	1	1
413	такое понимание	1	1
414	я хотел	3	1
415	он стал	1	1
416	только что	1	1
417	чувствовал себя	1	1
418	давно уже	3	1
419	отношении к	1	1
420	гораздо больше	1	1
421	но нас	1	1
422	только как	1	1
423	также в	1	1
424	сам в	1	1
425	жизни и	1	1
426	в своих	4	1
427	к этому	3	1
428	точно так	1	1
429	все что	1	1
