N	2gram	Bakhtin_Fr_6	Poddanst
106	не будем	2	2
107	что из	1	2
108	не менее	1	2
109	все это	11	2
110	между прочим	1	2
111	одна из	1	2
112	да и	1	2
113	еще более	2	2
114	тем более	2	2
115	для нас	2	2
116	в частности	2	2
117	как на	1	2
118	от этой	1	1
119	с утверждением	1	1
120	какое огромное	1	1
121	также что	3	1
122	также и	6	1
123	и через	1	1
124	связана с	2	1
125	и то	2	1
126	тем и	1	1
127	как известно	2	1
128	можно дать	1	1
129	в позднем	1	1
130	тем же	1	1
131	во времена	1	1
132	и этим	2	1
133	в себя	1	1
134	должна быть	2	1
135	был и	1	1
136	на нее	1	1
137	за то	1	1
138	те же	3	1
139	особенно в	1	1
140	и само	2	1
141	еще в	5	1
142	что дело	2	1
143	что уже	1	1
144	воздух и	1	1
145	в эпоху	6	1
146	для этого	2	1
147	не вполне	1	1
148	почти исключительно	1	1
149	и здесь	1	1
150	подчеркнуть что	5	1
151	характер этого	1	1
152	настоящее время	1	1
153	и что	5	1
154	литературы и	2	1
155	еще не	1	1
156	и на	9	1
157	он был	4	1
158	и силы	1	1
159	оно ни	1	1
160	в различных	1	1
161	с его	5	1
162	восходит к	1	1
163	в лесах	1	1
164	различия между	1	1
165	без затруднения	1	1
166	что и	1	1
167	не просто	1	1
168	есть с	1	1
169	выступает как	1	1
170	в истории	2	1
171	все же	4	1
172	выражены в	1	1
173	мы видим	6	1
174	более или	1	1
175	веры в	1	1
176	в народе	2	1
177	должен быть	2	1
178	духа в	2	1
179	в самом	10	1
180	только то	1	1
181	в условиях	1	1
182	в которой	1	1
183	что это	5	1
184	их не	1	1
185	из этих	2	1
186	если мы	2	1
187	именно на	4	1
188	в эти	2	1
189	человека с	2	1
190	себя в	2	1
191	отчасти и	2	1
192	всего мы	2	1
193	в глубины	4	1
194	переходит в	2	1
195	что его	1	1
196	уже в	4	1
197	во многих	1	1
198	говорить об	1	1
199	в большинстве	4	1
200	если он	1	1
201	в европейском	1	1
202	не могла	1	1
203	по размерам	1	1
204	связывается с	1	1
205	мир в	1	1
206	есть как	1	1
207	при виде	1	1
208	одно из	1	1
209	и эпохи	1	1
210	не как	1	1
211	и должна	1	1
212	к ним	1	1
213	чтобы в	1	1
214	мы можем	1	1
215	пример такого	1	1
216	каждый из	2	1
217	и по	1	1
218	с собой	1	1
219	и духовные	1	1
220	в каждом	1	1
221	и признаки	1	1
222	а затем	4	1
223	тем в	1	1
224	связанные с	1	1
225	в число	1	1
226	не были	3	1
227	возможно что	2	1
228	или иной	1	1
229	из всех	1	1
230	большинстве случаев	5	1
231	ясно что	1	1
232	его в	1	1
233	связаны с	7	1
234	совершенно ясно	1	1
235	жизни народа	1	1
236	весь мир	3	1
237	было и	2	1
238	а с	1	1
239	в природе	1	1
240	были в	1	1
241	что не	3	1
242	выступает в	1	1
243	где он	1	1
244	далеко не	1	1
245	в этой	8	1
246	на основании	1	1
247	черты в	1	1
248	но каждый	1	1
249	как и	7	1
250	явления которые	1	1
251	бы ее	1	1
252	и я	1	1
253	в развитии	2	1
254	нисколько не	1	1
255	эту эпоху	1	1
256	формах и	1	1
257	или менее	1	1
258	но до	1	1
259	что если	2	1
260	люди и	1	1
261	так же	5	1
262	и особенно	3	1
263	причастны к	1	1
264	все основные	2	1
265	что именно	2	1
266	место в	1	1
267	мысли и	1	1
268	в данном	3	1
269	существует но	1	1
270	времени с	1	1
271	теми же	1	1
272	в отдельности	1	1
273	эти последние	1	1
274	будем строить	1	1
275	и эти	1	1
276	там где	5	1
277	или что	1	1
278	того кто	1	1
279	в историческом	1	1
280	и очень	2	1
281	этой области	1	1
282	и другим	1	1
283	в основном	1	1
284	эта мысль	1	1
285	стремление к	1	1
286	что с	1	1
287	входят в	1	1
288	тогда когда	2	1
289	в сферу	1	1
290	можно судить	1	1
291	и образы	2	1
292	того чтобы	4	1
293	та или	1	1
294	вообще можно	1	1
295	не имеет	1	1
296	никогда не	8	1
297	в результате	4	1
298	казалось бы	1	1
299	о котором	4	1
300	в настоящее	1	1
301	бы неправильно	1	1
302	находятся в	2	1
303	но где	1	1
304	степени чем	2	1
305	или иная	1	1
306	как она	2	1
307	провалов и	1	1
308	что по	1	1
309	другой стороны	2	1
310	духа а	1	1
311	в этих	2	1
312	значило бы	1	1
313	всеми его	2	1
314	на фоне	1	1
315	над ним	1	1
316	конечно и	4	1
317	они как	1	1
318	в момент	1	1
319	исходить из	1	1
320	по одному	1	1
321	и именно	1	1
322	что все	2	1
323	и жизнь	1	1
324	есть и	2	1
325	в других	1	1
326	в трех	1	1
327	мы все	1	1
328	к сожалению	1	1
329	пути к	1	1
330	к этой	1	1
331	котором говорит	1	1
332	и другие	2	1
333	вместе с	6	1
334	именно здесь	1	1
335	это в	1	1
336	что от	1	1
337	в последующие	2	1
338	они не	3	1
