N	2gram	Bakhtin_Fr_1	EvropaiE
142	во всяком	1	3
143	мира не	1	2
144	по преимуществу	1	2
145	ведь и	1	2
146	именно к	1	2
147	и другая	1	2
148	которое в	2	2
149	меньшей степени	5	2
150	на них	2	2
151	и человеческой	2	2
152	совершенно прав	1	2
153	но как	3	2
154	друг от	1	2
155	в свои	1	2
156	и чем	1	2
157	его на	2	2
158	с этим	1	2
159	хотя и	2	2
160	и как	1	2
161	есть ли	1	2
162	в этой	4	2
163	этой культуры	4	2
164	этот процесс	1	2
165	и если	1	2
166	главным образом	6	2
167	но именно	1	2
168	он не	2	2
169	и еще	4	2
170	отношений между	1	2
171	культуры но	2	2
172	и с	3	2
173	далеко не	3	2
174	в своих	5	2
175	ссылаться на	2	2
176	в развитии	1	2
177	такой же	1	2
178	в эту	1	2
179	в этих	2	2
180	представление о	1	2
181	не к	2	2
182	одном из	1	2
183	и более	1	2
184	тому чтобы	1	2
185	она не	1	2
186	на язык	1	2
187	могут стать	1	2
188	по своей	3	2
189	именно потому	1	2
190	что на	1	2
191	не могут	3	2
192	могут быть	2	2
193	имеет место	1	2
194	которого мы	2	2
195	от друга	1	2
196	культуры и	8	2
197	во многом	2	2
198	и та	1	2
199	второй половине	2	2
200	в будущее	1	2
201	в значительной	6	2
202	и во	3	2
203	свои пределы	2	2
204	к нему	3	2
205	в его	9	2
206	во всей	3	2
207	но с	2	2
208	этот вопрос	2	2
209	в какой	1	2
210	начало в	4	2
211	в органическом	1	2
212	есть в	5	2
213	идеологии и	2	2
214	мира то	2	2
215	в большинстве	2	2
216	и других	3	2
217	в одном	5	2
218	в других	3	2
219	влияние на	7	2
220	только к	1	2
221	в некоторых	2	2
222	на этот	2	2
223	нашему мнению	1	2
224	а не	1	2
225	человеческой культуры	1	2
226	что все	1	2
227	начиная с	2	2
228	наряду с	2	2
229	европы в	1	2
230	для понимания	1	2
231	или хотя	1	2
232	более поздние	1	2
233	или в	2	2
234	и все	5	2
235	но еще	1	2
236	бы в	1	2
237	еще более	5	2
238	и наконец	2	2
239	же в	2	2
240	мы видим	2	2
241	имеет в	1	2
242	между ними	4	2
243	другой стороны	1	2
244	жизни и	7	2
245	и эта	3	2
246	вопрос мы	2	1
247	находятся на	1	1
248	рода и	1	1
249	например в	2	1
250	связана с	5	1
251	мы здесь	2	1
252	в тех	3	1
253	некоторые из	2	1
254	и это	2	1
255	тех же	1	1
256	многих отношениях	1	1
257	целей человеческого	1	1
258	или к	2	1
259	же по	1	1
260	от своей	1	1
261	в чисто	2	1
262	и до	4	1
263	речь идет	1	1
264	смотреть на	1	1
265	на тех	2	1
266	небытие в	1	1
267	сущности которая	1	1
268	большую роль	1	1
269	почти все	1	1
270	говорить о	1	1
271	историческое явление	1	1
272	почти на	3	1
273	с его	5	1
274	конечно это	1	1
275	и всего	1	1
276	мы будем	3	1
277	смысле становится	1	1
278	значение и	2	1
279	по отношению	1	1
280	для всякого	1	1
281	постановка проблемы	2	1
282	от остального	2	1
283	отличие от	5	1
284	за пределы	8	1
285	только путем	1	1
286	которые не	1	1
287	значение его	1	1
288	ней в	1	1
289	мира который	1	1
290	все остальные	1	1
291	все же	6	1
292	кроме того	2	1
293	в полном	1	1
294	что по	1	1
295	говорит об	1	1
296	его к	2	1
297	в этот	1	1
298	за свои	2	1
299	самой природе	1	1
300	таковы например	2	1
301	он в	1	1
302	чуть ли	1	1
303	в нашем	1	1
304	еще далеко	1	1
305	которые в	1	1
306	связанного с	1	1
307	близости к	1	1
308	в последнее	1	1
309	с их	5	1
310	развития могут	1	1
311	но его	1	1
312	тому же	1	1
313	культуры вовсе	2	1
314	жизнью и	1	1
315	на его	2	1
316	в свет	1	1
317	с традициями	2	1
318	при этом	6	1
319	своем развитии	1	1
320	говорили в	1	1
321	всем своем	1	1
322	античного мира	1	1
323	в новой	1	1
324	ли не	1	1
325	как выход	1	1
326	на этом	1	1
327	или иных	1	1
328	ни для	1	1
329	но все	3	1
330	значительной степени	2	1
331	до эпохи	1	1
332	бы они	1	1
333	как они	1	1
334	а затем	2	1
335	в нем	13	1
336	италии в	1	1
337	оно всегда	1	1
338	они должны	1	1
339	в совершенно	1	1
340	лишь в	1	1
341	входит в	4	1
342	воспринимается как	2	1
343	человечества но	1	1
344	свести к	1	1
345	в свой	2	1
346	лишь на	1	1
347	истории и	2	1
348	весь мир	3	1
349	стало возможным	1	1
350	отражение в	1	1
351	в жизни	4	1
352	о которых	1	1
353	рядом с	5	1
354	она и	1	1
355	сущность этого	2	1
356	зрения этих	1	1
357	всегда и	2	1
358	жизни но	2	1
359	и культуры	1	1
360	момент во	1	1
361	мы говорили	1	1
362	большей степени	1	1
363	в отличие	4	1
364	что при	1	1
365	не представляется	1	1
366	значение для	1	1
367	культуры можно	1	1
368	в другие	1	1
369	в современном	1	1
370	возвращается к	1	1
371	освободиться от	1	1
372	естественных границ	1	1
373	ними но	1	1
374	все эти	10	1
375	не менее	1	1
376	на рубеже	1	1
377	вплоть до	1	1
378	но они	1	1
379	что с	1	1
380	считает что	1	1
381	принадлежат к	1	1
382	одна из	1	1
383	здесь на	2	1
384	и связанной	1	1
385	для всего	1	1
386	земли в	1	1
387	в разных	1	1
388	только и	1	1
389	в самой	3	1
390	они являются	2	1
391	во всем	2	1
392	своего существования	1	1
393	и его	10	1
394	связи с	4	1
395	не находим	1	1
396	в основе	8	1
397	у нас	1	1
398	настоящего времени	1	1
399	которую не	1	1
400	он называет	2	1
401	мир в	3	1
402	числе и	7	1
403	но необходимо	1	1
404	свое значение	1	1
405	всегда в	3	1
406	своего развития	1	1
407	и художественное	1	1
408	значительной мере	2	1
409	людей в	1	1
410	мир к	1	1
411	он определяет	1	1
412	последнее время	1	1
413	их связь	1	1
414	то или	1	1
415	не исключает	1	1
416	в рамки	1	1
417	литературы и	5	1
418	как с	1	1
419	котором мы	1	1
420	и сам	1	1
421	с собой	1	1
422	был бы	1	1
423	те же	1	1
424	германии в	1	1
425	об этом	1	1
426	господствующей в	1	1
427	еще в	1	1
428	ко второй	1	1
429	поэтому в	2	1
430	был не	1	1
431	и вообще	3	1
432	с ним	3	1
433	этой концепции	1	1
434	связанная с	2	1
435	сводится к	1	1
436	некоторых из	1	1
437	в состав	1	1
438	и силу	1	1
439	его жизни	1	1
440	времени в	1	1
441	нас в	1	1
442	связанной с	2	1
443	затем в	1	1
444	в которую	1	1
445	которые мы	1	1
446	и всякая	1	1
447	истолкование и	1	1
448	способность к	1	1
449	и следовательно	1	1
450	различия между	2	1
451	xix век	1	1
452	большей или	4	1
453	один из	1	1
454	с ними	1	1
455	всех этих	8	1
456	ли он	1	1
457	что как	1	1
458	который в	1	1
459	иной степени	1	1
460	эта идея	1	1
461	никак нельзя	1	1
462	и ее	1	1
463	xix и	2	1
464	с которыми	1	1
465	ведь в	1	1
466	к какому	2	1
467	со своим	1	1
468	конечно не	1	1
469	уже не	3	1
470	уже в	1	1
471	то и	1	1
472	в начале	1	1
473	что не	2	1
474	от других	1	1
475	но от	1	1
476	например к	1	1
477	одно из	6	1
478	для него	5	1
479	и их	3	1
480	у других	2	1
481	и искусства	4	1
482	не о	1	1
483	повсюду где	1	1
484	существовать в	1	1
485	от того	2	1
486	потребности в	1	1
487	в более	3	1
488	образом к	1	1
489	или иное	1	1
490	выходит за	4	1
491	а на	1	1
492	также на	1	1
493	на примере	1	1
494	к которому	1	1
495	или меньшей	4	1
496	не было	1	1
497	европы но	1	1
498	в любой	1	1
499	которых мы	1	1
500	выше и	1	1
501	человеческой жизни	1	1
502	он рассматривает	1	1
503	находились в	1	1
504	так называемой	1	1
505	него не	1	1
506	мы хотим	1	1
507	что мы	2	1
508	в связи	1	1
509	эту эпоху	1	1
510	xx века	1	1
511	именно поэтому	1	1
512	связь с	5	1
513	нет ничего	3	1
514	на самих	2	1
515	довольно близко	1	1
516	до настоящего	1	1
517	к жизни	2	1
518	для всех	1	1
519	это были	1	1
520	есть только	2	1
521	ее традиции	1	1
522	культуре и	2	1
523	многих других	1	1
524	в состоянии	3	1
525	лучше и	1	1
526	слова и	1	1
527	от господствующей	2	1
528	всех великих	1	1
529	в формах	1	1
530	тех или	1	1
531	более того	2	1
532	вопрос в	1	1
533	многие из	2	1
534	в мировой	1	1
535	являются не	1	1
536	при таком	2	1
537	этому и	1	1
538	этих сфер	1	1
539	это можно	2	1
540	плоти и	1	1
541	в индивидуальном	1	1
542	особого рода	1	1
543	степени чем	2	1
544	в большей	5	1
545	вовлекает в	1	1
546	но это	3	1
547	и другие	8	1
548	всего мира	2	1
549	с ней	1	1
550	этого времени	1	1
551	что такие	1	1
552	но этот	1	1
553	оно не	1	1
554	в свое	2	1
555	мира носителем	1	1
556	включает в	1	1
557	вполне понятно	2	1
558	своей части	3	1
559	это в	4	1
560	все что	1	1
561	том числе	10	1
