N	2gram	Tiupa_Lite_2	Narrotol
292	тому как	2	2
293	но это	3	2
294	и адресата	1	2
295	к которому	1	2
296	и состоит	1	2
297	в результате	2	2
298	бы в	1	2
299	от всего	1	2
300	хотя бы	2	2
301	о своем	1	2
302	в свою	1	2
303	и рецептивного	1	2
304	разговоре с	2	2
305	в своих	2	2
306	можно назвать	1	2
307	как на	3	2
308	и вновь	2	2
309	они не	1	2
310	этом свете	1	1
311	эта новая	1	1
312	отношения к	1	1
313	одним из	3	1
314	в движение	1	1
315	начинается с	1	1
316	которого в	1	1
317	с кем	1	1
318	е годы	2	1
319	это и	1	1
320	перед читателем	1	1
321	в ситуации	2	1
322	каждый из	4	1
323	я напротив	1	1
324	перед лицом	1	1
325	тем же	3	1
326	от самого	1	1
327	смерть в	1	1
328	прошлое и	1	1
329	оказывается и	1	1
330	ему принадлежат	1	1
331	от первой	1	1
332	случае это	2	1
333	более не	1	1
334	именно к	1	1
335	исследования в	1	1
336	а для	1	1
337	на себя	2	1
338	мы и	1	1
339	но напротив	1	1
340	первого и	1	1
341	видения жизни	1	1
342	я на	3	1
343	на своих	1	1
344	во всех	3	1
345	читателя и	1	1
346	внутреннего пространства	1	1
347	прошлого не	2	1
348	свою жизнь	1	1
349	сознания не	1	1
350	очевидно что	2	1
351	в новом	1	1
352	не просто	1	1
353	в е	2	1
354	за пределы	1	1
355	из таких	1	1
356	общий знаменатель	1	1
357	своей единственной	1	1
358	относится к	1	1
359	это мир	1	1
360	рассказ о	1	1
361	наряду с	1	1
362	своей жизни	1	1
363	данный момент	1	1
364	вести о	1	1
365	и нет	2	1
366	кто не	1	1
367	и как	3	1
368	и наконец	2	1
369	себе не	2	1
370	здесь и	1	1
371	личности а	1	1
372	креативного и	1	1
373	то в	2	1
374	за собой	1	1
375	для которого	1	1
376	в литературном	1	1
377	ориентирована на	1	1
378	поскольку в	3	1
379	приобретает характер	1	1
380	по преимуществу	2	1
381	этот финальный	1	1
382	например как	1	1
383	ценностным центром	1	1
384	на жизнь	2	1
385	внутренний мир	1	1
386	что ни	1	1
387	на этом	2	1
388	без исключения	1	1
389	здесь мы	1	1
390	это позиция	1	1
391	[] в	6	1
392	себя мы	1	1
393	с позиций	1	1
394	его не	1	1
395	высказывание в	1	1
396	есть не	1	1
397	у костра	1	1
398	я все	3	1
399	это свидетельствует	1	1
400	всю свою	1	1
401	характер не	1	1
402	практически не	1	1
403	отсюда столь	1	1
404	в это	1	1
405	поведения и	1	1
406	но уже	2	1
407	но мы	1	1
408	системой ценностей	1	1
409	всю жизнь	1	1
410	не всегда	1	1
411	и читателем	1	1
412	в развитии	1	1
413	автора и	1	1
414	не мог	1	1
415	есть в	1	1
416	в ходе	1	1
417	в такой	2	1
418	и без	2	1
419	знает и	1	1
420	теперь эта	1	1
421	свою художественную	1	1
422	так о	1	1
423	не от	1	1
424	мысли и	2	1
425	от себя	1	1
426	я субъекта	1	1
427	от классической	1	1
428	и напротив	1	1
429	что было	2	1
430	совершенно иной	1	1
431	их в	1	1
432	этих и	1	1
433	сердца и	2	1
434	было тут	1	1
435	мира выступает	1	1
436	связи с	1	1
437	современного человека	1	1
438	ему как	1	1
439	что есть	1	1
440	из нас	2	1
441	в отношении	1	1
442	весьма значимая	1	1
443	на рубеже	1	1
444	вплоть до	3	1
445	представлений об	1	1
446	но они	1	1
447	и притом	1	1
448	у кого	1	1
449	в основе	2	1
450	писал бахтин	1	1
451	того и	1	1
452	до их	1	1
453	неприемлемый для	1	1
454	такова что	1	1
455	социальной адаптации	1	1
456	такая же	1	1
457	всей жизни	1	1
458	с читателем	2	1
459	и теперь	1	1
460	не по	2	1
461	для другого	1	1
462	самоопределение личности	1	1
463	читателя перед	1	1
464	к той	1	1
465	не бывает	2	1
466	свое собственное	1	1
467	способ существования	2	1
468	самоактуализация личности	1	1
469	не могут	1	1
470	и вполне	1	1
471	ли не	4	1
472	же самое	1	1
473	приобщения к	1	1
474	об одном	1	1
475	в причастности	1	1
476	торжество над	1	1
477	как для	1	1
478	которым в	1	1
479	вовлечен в	1	1
480	именно таким	1	1
481	не предполагает	1	1
482	духовное содержание	1	1
483	общения в	1	1
484	как мы	1	1
485	что человек	1	1
486	и о	1	1
487	но по	1	1
488	с ее	2	1
489	в виду	2	1
490	это единственный	1	1
491	события как	1	1
492	между писателем	1	1
493	по сути	1	1
494	и иных	2	1
495	приводит к	1	1
496	в финале	1	1
497	случае следует	1	1
498	сознания в	3	1
499	например о	1	1
500	на нее	1	1
501	не с	3	1
502	каждого из	1	1
503	откровения в	1	1
504	полноценным участником	1	1
505	превращаясь в	2	1
506	еще в	4	1
507	жизнь и	1	1
508	отдельной личности	3	1
509	покоя и	1	1
510	вполне закономерно	1	1
511	произведения как	1	1
512	тех кто	4	1
513	вот и	1	1
514	вненаходимости относительно	1	1
515	словесного творчества	1	1
516	поскольку как	1	1
517	на что	1	1
518	основе своей	1	1
519	доктора живаго	4	1
520	времени в	1	1
521	как теперь	1	1
522	жизни для	1	1
523	всегда может	1	1
524	со второй	1	1
525	грань между	1	1
526	я а	1	1
527	открывая перед	1	1
528	а потому	2	1
529	во всей	1	1
530	именно она	1	1
531	я вижу	2	1
532	пути и	1	1
533	чем и	1	1
534	наконец в	2	1
535	все время	1	1
536	ибо жизнь	1	1
537	который бы	1	1
538	время здесь	1	1
539	я был	1	1
540	в.т в	1	1
541	но с	3	1
542	что только	1	1
543	одной из	2	1
544	субъекта в	1	1
545	являет собой	2	1
546	[] по	1	1
547	простой и	1	1
548	но то	1	1
549	меня самого	1	1
550	жизни []	1	1
551	так что	4	1
552	я мы	1	1
553	того же	4	1
554	не можем	1	1
555	и постоянство	1	1
556	обстоит дело	1	1
557	еще одной	1	1
558	от своей	1	1
559	по выражению	1	1
560	растворяется в	1	1
561	мир в	1	1
562	от читателя	1	1
563	в прозе	1	1
564	в одном	2	1
565	не для	1	1
566	начала жизни	1	1
567	граница между	2	1
568	человеческого присутствия	1	1
569	к человеку	1	1
570	хх столетия	1	1
571	в системе	1	1
572	тем что	4	1
573	во взгляде	1	1
574	в любви	1	1
575	художественный текст	1	1
576	для того	2	1
577	лишь для	1	1
578	где в	2	1
579	на преодоление	1	1
580	другого в	3	1
581	он нам	1	1
582	в данный	1	1
583	как сам	1	1
584	а мы	1	1
585	а именно	3	1
586	содержание своего	1	1
587	как же	1	1
588	героя о	1	1
589	по всей	1	1
590	что не	2	1
591	пушкина как	1	1
592	и своего	1	1
593	это прежде	2	1
594	воспринимающего сознания	1	1
595	этой системе	1	1
596	более того	1	1
597	что находится	1	1
598	однако его	2	1
599	однако и	1	1
600	стороны и	1	1
601	и с	3	1
602	понимаемой как	1	1
603	что мы	1	1
604	художественного целого	1	1
605	не видит	2	1
606	весть о	1	1
607	вместе с	5	1
608	исходит от	1	1
609	и потому	1	1
610	жизнь есть	2	1
611	в разговоре	3	1
612	без другого	2	1
613	в столь	1	1
614	он говорит	1	1
615	к жизни	2	1
616	истинный адресат	1	1
617	своей субъективности	1	1
618	оказывается всего	1	1
619	что же	1	1
620	не наиболее	1	1
621	конвергенции схождения	1	1
622	сведена к	1	1
623	на свете	2	1
624	сознаний и	1	1
625	приобретает в	1	1
626	слова и	7	1
627	и от	1	1
628	позиция субъекта	1	1
629	художником это	1	1
630	которое легко	1	1
631	мире а	1	1
632	которых он	1	1
633	еще одна	1	1
634	вследствие чего	1	1
635	в пределе	1	1
636	это он	1	1
637	когда он	1	1
638	к цели	1	1
639	здесь ценностно	1	1
640	в этих	1	1
641	еще более	1	1
642	повествование о	1	1
643	к ее	1	1
644	смыкается с	2	1
645	нам не	1	1
646	границу между	1	1
647	мыслит себя	1	1
648	и внешней	1	1
649	в психологии	1	1
650	бытия не	2	1
651	первый раз	2	1
652	в романе	1	1
653	имя и	1	1
654	не знает	2	1
655	я к	1	1
656	жизни а	2	1
657	в последнем	1	1
658	по которой	1	1
659	из этого	1	1
660	который не	1	1
661	время не	1	1
662	рецептивного сознаний	1	1
663	в действительности	1	1
664	частности в	1	1
665	судьба в	1	1
666	а я	1	1
667	о себе	3	1
668	ее в	1	1
669	этой точки	1	1
670	отмежевывается от	1	1
671	у людей	1	1
672	путь не	2	1
673	к этому	1	1
674	тот кому	2	1
675	гораздо более	1	1
