N	2gram	Potebnia_M_2	Narrotol
158	из этих	4	2
159	как он	4	2
160	на то	5	2
161	что она	3	2
162	чтобы в	1	2
163	которая не	1	2
164	мы его	1	2
165	не будет	1	2
166	той же	3	2
167	было бы	13	2
168	бы на	1	2
169	с точки	1	2
170	и что	4	2
171	всякий раз	1	2
172	в памяти	5	2
173	стало быть	4	2
174	но он	2	2
175	с такою	2	2
176	и более	1	2
177	человека есть	1	2
178	что с	2	2
179	не имеет	6	2
180	в процессе	1	2
181	не могло	1	2
182	только не	1	2
183	потому что	49	2
184	для нас	31	2
185	с таким	3	2
186	в сознании	23	2
187	у нас	2	2
188	и здесь	2	2
189	все то	1	2
190	имеет место	2	2
191	оно не	3	2
192	но для	1	2
193	подобно тому	4	2
194	здесь не	1	2
195	мысль о	7	2
196	второго лица	1	2
197	что у	2	2
198	те же	3	2
199	начала и	1	2
200	во второй	1	2
201	том как	3	2
202	быть может	7	2
203	существования в	2	2
204	что и	11	2
205	дело с	1	2
206	со всеми	1	2
207	с нею	2	2
208	не все	2	2
209	в душе	23	2
210	одно из	3	2
211	а то	2	2
212	на одном	1	2
213	могло бы	1	2
214	т п	3	2
215	вовсе не	9	2
216	давно уже	1	2
217	может служить	1	2
218	в других	4	2
219	на стороне	1	2
220	только на	1	2
221	с другим	1	2
222	именно в	1	2
223	а с	2	2
224	только по	3	2
225	превращается в	2	2
226	зависит от	2	2
227	когда же	1	2
228	если не	4	2
229	так же	2	2
230	к своему	1	2
231	видит в	1	2
232	в течение	1	2
233	тому как	4	2
234	его жизни	1	2
235	которое не	1	2
236	а потом	1	2
237	той мере	1	2
238	но это	3	2
239	ни для	1	2
240	к которому	2	2
241	собственно говоря	1	2
242	бы в	2	2
243	тем более	1	2
244	хотя бы	2	2
245	только что	3	2
246	во время	4	2
247	как показывает	1	2
248	в свою	6	2
249	точно так	9	2
250	в своих	1	2
251	по поводу	6	2
252	можно назвать	2	2
253	как на	3	2
254	они не	4	2
255	а между	4	1
256	не иначе	1	1
257	говоря о	3	1
258	отношения к	2	1
259	одним из	1	1
260	например в	3	1
261	в движение	2	1
262	предполагает что	2	1
263	таком случае	2	1
264	которого в	1	1
265	не имел	1	1
266	словами и	1	1
267	каждый из	1	1
268	тем же	3	1
269	между двумя	6	1
270	чего не	2	1
271	чем было	1	1
272	видеть в	1	1
273	которое может	2	1
274	им самим	1	1
275	их жизни	1	1
276	вопрос о	2	1
277	не была	1	1
278	оба эти	2	1
279	но она	3	1
280	ограничено только	1	1
281	и другая	1	1
282	мы и	1	1
283	а теперь	1	1
284	и самого	1	1
285	на другом	2	1
286	а еще	1	1
287	напротив они	1	1
288	быть в	1	1
289	руку к	1	1
290	во всех	7	1
291	бы она	1	1
292	что вполне	1	1
293	а тем	1	1
294	могло быть	1	1
295	в сторону	1	1
296	сознания не	1	1
297	в общем	2	1
298	очевидно что	3	1
299	отношение к	1	1
300	иначе не	1	1
301	за пределы	2	1
302	сколько ее	1	1
303	относится к	3	1
304	нашего сознания	1	1
305	рассказ о	1	1
306	в одной	1	1
307	если она	1	1
308	похоже было	1	1
309	за этим	1	1
310	что касается	1	1
311	по форме	1	1
312	и как	6	1
313	и наконец	1	1
314	психологии но	1	1
315	его к	1	1
316	более или	8	1
317	себе не	4	1
318	тем для	1	1
319	о самом	1	1
320	то в	1	1
321	точкой зрения	1	1
322	в которой	5	1
323	бы и	1	1
324	и различаются	1	1
325	бы не	5	1
326	с их	1	1
327	будто и	1	1
328	зависимое от	1	1
329	быть только	2	1
330	например как	1	1
331	следов прежнего	1	1
332	из виду	1	1
333	если к	1	1
334	в формах	2	1
335	какой бы	1	1
336	из него	1	1
337	что ни	2	1
338	никому не	1	1
339	смысле как	2	1
340	на этом	2	1
341	прежде чем	1	1
342	объяснить его	1	1
343	в нее	4	1
344	внутреннее состояние	1	1
345	его не	3	1
346	входит в	1	1
347	есть не	5	1
348	этом смысле	2	1
349	приходит в	1	1
350	делает его	1	1
351	ни в	1	1
352	но мы	3	1
353	не всегда	1	1
354	он имеет	1	1
355	жизни но	1	1
356	в развитии	1	1
357	должно быть	2	1
358	при виде	3	1
359	между ними	2	1
360	одного и	6	1
361	или менее	8	1
362	есть в	2	1
363	в ходе	1	1
364	человек и	1	1
365	никаких оснований	1	1
366	в такой	1	1
367	и без	1	1
368	всяком случае	7	1
369	все и	1	1
370	то его	1	1
371	не от	5	1
372	в которых	1	1
373	мысли и	1	1
374	от себя	2	1
375	говоря и	1	1
376	мир и	1	1
377	он представляется	2	1
378	восприятие а	2	1
379	их в	2	1
380	этих и	1	1
381	для нее	2	1
382	вместе со	2	1
383	содержание и	1	1
384	всего его	1	1
385	связи с	6	1
386	раз и	1	1
387	что есть	2	1
388	между людьми	1	1
389	с которой	1	1
390	и время	1	1
391	извне и	1	1
392	на котором	1	1
393	и притом	3	1
394	его внутренняя	1	1
395	до поры	1	1
396	время как	4	1
397	в единство	1	1
398	вытекает из	2	1
399	виде в	1	1
400	не другое	2	1
401	находятся в	1	1
402	обратим внимание	1	1
403	быть для	2	1
404	с нами	2	1
405	мыслей и	1	1
406	глядя на	1	1
407	слове и	1	1
408	на мой	1	1
409	правда мы	1	1
410	для другого	1	1
411	только с	1	1
412	звуки музыки	1	1
413	в каком	3	1
414	от их	4	1
415	например что	2	1
416	принадлежит к	1	1
417	не могут	7	1
418	есть только	6	1
419	во все	2	1
420	и вполне	1	1
421	чтобы сделать	1	1
422	независимой от	1	1
423	говорящего и	1	1
424	об одном	3	1
425	сходство с	1	1
426	как для	2	1
427	не встречается	1	1
428	мысли о	4	1
429	от которой	1	1
430	как мы	1	1
431	что человек	1	1
432	и о	1	1
433	то она	1	1
434	что все	2	1
435	легче чем	1	1
436	и образ	2	1
437	и сами	4	1
438	появляется в	1	1
439	на другой	2	1
440	языка и	3	1
441	хотя не	1	1
442	и исчезает	1	1
443	то время	4	1
444	или нескольких	1	1
445	его самого	1	1
446	если они	1	1
447	всего следует	1	1
448	как содержание	2	1
449	на нее	1	1
450	той степени	1	1
451	не с	3	1
452	жизнь а	1	1
453	было в	2	1
454	и прочих	1	1
455	во многом	1	1
456	это только	1	1
457	всей вероятности	1	1
458	по сравнению	1	1
459	к воспроизведенному	1	1
460	не имели	1	1
461	движение которое	1	1
462	не на	2	1
463	же было	1	1
464	то они	1	1
465	в самой	3	1
466	таким же	1	1
467	утверждает что	1	1
468	на что	1	1
469	каком она	1	1
470	времени в	1	1
471	мы делаем	1	1
472	в мозгу	1	1
473	это было	2	1
474	к нему	1	1
475	всегда может	1	1
476	которой было	1	1
477	с одним	1	1
478	и во	3	1
479	а потому	5	1
480	я вижу	1	1
481	без которого	1	1
482	в другой	1	1
483	иначе в	1	1
484	ее как	1	1
485	следует рассматривать	1	1
486	течении жизни	1	1
487	эту минуту	3	1
488	но с	1	1
489	оно и	1	1
490	что только	2	1
491	время когда	1	1
492	как нечто	1	1
493	к их	1	1
494	обращаться к	1	1
495	и так	1	1
496	по мнению	1	1
497	мы будем	1	1
498	деле не	1	1
499	не остаются	1	1
500	именно на	1	1
501	так что	10	1
502	того же	14	1
503	характер ее	1	1
504	не можем	6	1
505	указания на	4	1
506	в большинстве	1	1
507	в нашей	2	1
508	как кажется	4	1
509	в ряд	1	1
510	большинстве случаев	1	1
511	свой собственный	1	1
512	искать в	3	1
513	и их	5	1
514	в одном	6	1
515	как произойдет	1	1
516	никто не	1	1
517	не для	1	1
518	нашем сознании	1	1
519	не о	1	1
520	но что	2	1
521	к человеку	1	1
522	которые могут	4	1
523	согласия или	1	1
524	заметить что	6	1
525	не говорит	1	1
526	тем что	7	1
527	каждого слова	1	1
528	то а	1	1
529	они становятся	1	1
530	на иных	1	1
531	бы это	1	1
532	для того	5	1
533	этом будет	1	1
534	вопрос как	1	1
535	как часть	2	1
536	до сих	4	1
537	мы привыкли	1	1
538	однако что	1	1
539	ожидания и	2	1
540	а именно	1	1
541	мысли с	1	1
542	и быть	1	1
543	по всей	1	1
544	что не	5	1
545	связано с	2	1
546	ей не	1	1
547	ничем не	2	1
548	у человека	2	1
549	его как	1	1
550	стороны и	1	1
551	не я	1	1
552	и с	1	1
553	за нею	1	1
554	что мы	11	1
555	как именно	2	1
556	не видит	1	1
557	мог быть	1	1
558	может иметь	1	1
559	уже давно	1	1
560	с какою	1	1
561	два человека	1	1
562	вместе с	11	1
563	и потому	2	1
564	и ограничивается	1	1
565	некоторые из	1	1
566	человек есть	1	1
567	же с	1	1
568	что именно	1	1
569	например когда	1	1
570	не сразу	2	1
571	в разговоре	2	1
572	в человеке	4	1
573	сравнению с	1	1
574	перехода от	2	1
575	это так	1	1
576	с точкой	1	1
577	что же	1	1
578	в первой	1	1
579	многих других	1	1
580	том смысле	4	1
581	и восприятие	1	1
582	без чего	1	1
583	слова и	3	1
584	и от	3	1
585	сих пор	4	1
586	все это	2	1
587	этом и	1	1
588	нем самом	1	1
589	другой как	1	1
590	слова но	2	1
591	мой взгляд	1	1
592	нам более	1	1
593	он вовсе	1	1
594	в связи	2	1
595	был его	1	1
596	или в	2	1
597	том виде	1	1
598	сознания и	1	1
599	но эти	2	1
600	было на	1	1
601	в этих	3	1
602	которой следует	1	1
603	мы должны	2	1
604	не непосредственно	2	1
605	или не	5	1
606	к ее	1	1
607	всего на	1	1
608	нам не	2	1
609	может и	1	1
610	и внешней	1	1
611	две стороны	1	1
612	в последнем	1	1
613	бы его	1	1
614	что при	1	1
615	который не	1	1
616	и представления	1	1
617	время не	1	1
618	имеет в	1	1
619	в действительности	2	1
620	где он	1	1
621	просто не	1	1
622	к другим	3	1
623	ее в	1	1
624	этой точки	1	1
625	к этому	2	1
626	во всяком	7	1
