N	2gram	Tiupa_Disk_2	Vladivir
256	себе не	1	1
257	в противоположность	5	1
258	весьма интересные	1	1
259	ни один	1	1
260	таковы например	1	1
261	представляет собой	11	1
262	им в	1	1
263	человеке и	1	1
264	говорят о	1	1
265	жизнь как	1	1
266	на две	1	1
267	так сказать	1	1
268	жизнью и	2	1
269	не следует	3	1
270	пушкина и	1	1
271	чем у	1	1
272	не к	2	1
273	в силу	1	1
274	содержит в	2	1
275	одной и	1	1
276	именно это	1	1
277	одно и	2	1
278	но все	1	1
279	к божественному	1	1
280	том же	1	1
281	подход к	3	1
282	поэзии и	1	1
283	это не	3	1
284	на почве	2	1
285	жизни именно	1	1
286	не соответствует	1	1
287	из первых	1	1
288	но уже	2	1
289	мы имеем	2	1
290	жизни но	3	1
291	мы не	1	1
292	духовной жизни	1	1
293	истории русской	1	1
294	в этих	3	1
295	где мы	1	1
296	и перерастает	1	1
297	от времени	1	1
298	жизненный путь	2	1
299	бы мы	1	1
300	вопрос о	1	1
301	однако от	1	1
302	вплоть до	1	1
303	и той	1	1
304	что особенно	1	1
305	теми же	1	1
306	их в	2	1
307	ни было	1	1
308	не для	1	1
309	а вот	1	1
310	она не	1	1
311	любви и	1	1
312	в таких	1	1
313	с теми	1	1
314	к лицу	1	1
315	некоторого рода	2	1
316	как о	1	1
317	одних случаях	1	1
318	каждый день	1	1
319	случае не	1	1
320	чтобы стать	1	1
321	о них	1	1
322	с некоторой	1	1
323	его от	1	1
324	для всех	1	1
325	одна из	1	1
326	имеем дело	1	1
327	к небу	1	1
328	как весьма	1	1
329	с нами	1	1
330	целом и	1	1
331	не столь	2	1
332	этом отношении	4	1
333	в области	2	1
334	настоящего времени	1	1
335	личности в	2	1
336	уже о	1	1
337	не одно	1	1
338	все то	1	1
339	не могут	1	1
340	пристального внимания	2	1
341	только еще	1	1
342	в стихотворении	1	1
343	было уже	1	1
344	то ни	1	1
345	сегодня в	1	1
346	с ее	2	1
347	тоже весьма	1	1
348	говоря уже	1	1
349	только то	1	1
350	с самого	1	1
351	всей своей	3	1
352	так в	1	1
353	роль в	4	1
354	как с	1	1
355	что может	1	1
356	не с	2	1
357	было в	3	1
358	сказано выше	1	1
359	можно только	1	1
360	и магических	1	1
361	во второй	1	1
362	строго говоря	1	1
363	поэтому в	1	1
364	в эпоху	1	1
365	в разных	1	1
366	о ней	1	1
367	все дело	1	1
368	сводится к	2	1
369	произведения как	2	1
370	другом месте	1	1
371	внимание на	1	1
372	всех подобных	1	1
373	одного из	4	1
374	не стоит	1	1
375	в значительной	1	1
376	нас в	1	1
377	истории в	1	1
378	от них	1	1
379	и во	1	1
380	интерес к	2	1
381	периода его	1	1
382	ранний период	2	1
383	сойти с	1	1
384	и мир	1	1
385	но тут	1	1
386	в формах	2	1
387	но с	1	1
388	целое в	1	1
389	и одновременно	2	1
390	такого совмещения	1	1
391	не как	1	1
392	человека в	4	1
393	с каждым	1	1
394	его жизнь	1	1
395	жизнь с	1	1
396	как нечто	1	1
397	с одной	4	1
398	к которой	2	1
399	образа жизни	1	1
400	человека с	1	1
401	самом деле	1	1
402	знаком с	1	1
403	в сторону	1	1
404	раз в	1	1
405	или не	1	1
406	же в	1	1
407	слова не	2	1
408	чего бы	1	1
409	этом в	2	1
410	и называет	1	1
411	одно из	4	1
412	восходящего к	1	1
413	в одном	4	1
414	друг друга	1	1
415	бытия и	2	1
416	той самой	1	1
417	не просто	1	1
418	в других	1	1
419	и только	1	1
420	как у	1	1
421	обращении к	1	1
422	именно в	2	1
423	с той	2	1
424	далеко не	2	1
425	только через	1	1
426	себя и	1	1
427	свободное отношение	1	1
428	прежде всего	7	1
429	касается самого	1	1
430	он описывает	1	1
431	одной стороны	4	1
432	до конца	1	1
433	а не	14	1
434	человеческой жизни	2	1
435	и своим	1	1
436	книга о	1	1
437	подобного рода	1	1
438	о чем	2	1
439	об ее	1	1
440	его как	1	1
441	конечно как	1	1
442	можно утверждать	1	1
443	в одной	1	1
444	из которых	1	1
445	в данном	7	1
446	лицом к	1	1
447	но который	1	1
448	самого себя	1	1
449	а потом	2	1
450	вследствие его	1	1
451	это его	1	1
452	кто из	1	1
453	семейное счастье	1	1
454	я с	2	1
455	человек с	1	1
456	в состоянии	1	1
457	никем не	1	1
458	и более	1	1
459	с этой	1	1
460	на пути	1	1
461	значение не	2	1
462	и была	1	1
463	и того	3	1
464	известной степени	1	1
465	которая в	2	1
466	мысль о	3	1
467	не будучи	1	1
468	ни к	5	1
469	на языке	2	1
470	и роста	1	1
471	ее в	1	1
472	я в	5	1
473	хотя в	1	1
474	не есть	1	1
475	была написана	1	1
476	жизни в	3	1
477	о своем	1	1
478	но если	1	1
479	между ними	1	1
480	с ней	2	1
481	не говоря	1	1
482	заклинаний и	1	1
483	религиозного содержания	1	1
484	жизни а	3	1
485	почему он	1	1
486	одновременно и	1	1
487	со всей	1	1
488	к другим	1	1
