N	2gram	Vygotskiy__4	VLabPisa
569	а по	1	1
570	о нем	1	1
571	ситуации и	1	1
572	на него	1	1
573	в действительной	1	1
574	памяти не	1	1
575	это явствует	1	1
576	это происходит	1	1
577	результате уже	1	1
578	действие этих	1	1
579	и та	1	1
580	более высокой	1	1
581	и что	8	1
582	правило в	1	1
583	в глаза	1	1
584	еще дальше	1	1
585	первого из	1	1
586	после того	1	1
587	с того	1	1
588	для нас	4	1
589	а также	2	1
590	с целью	1	1
591	толстой и	2	1
592	связанной с	1	1
593	знает что	3	1
594	развития не	2	1
595	подлежит сомнению	1	1
596	всем им	1	1
597	очень близко	1	1
598	и во	3	1
599	не заканчивается	1	1
600	на одном	2	1
601	говорит он	5	1
602	в форме	1	1
603	быть даже	1	1
604	даже для	1	1
605	сомнения в	1	1
606	и тех	2	1
607	в русском	1	1
608	является общим	2	1
609	если это	1	1
610	как правильно	3	1
611	о своих	1	1
612	какой мере	1	1
613	в него	2	1
614	полагая что	1	1
615	один путь	1	1
616	наконец и	1	1
617	указывает что	1	1
618	следует ли	1	1
619	следует однако	1	1
620	обе эти	5	1
621	в меньшей	1	1
622	в какой	3	1
623	такого типа	1	1
624	не имеющих	1	1
625	верно и	1	1
626	который в	1	1
627	самые разнообразные	1	1
628	между этими	2	1
629	процессов в	1	1
630	эти образы	1	1
631	же и	1	1
632	к какому	1	1
633	конечно не	1	1
634	при этих	1	1
635	только на	2	1
636	в виде	3	1
637	в начале	2	1
638	по законам	2	1
639	предполагает наличие	1	1
640	у отдельных	1	1
641	этому вопросу	2	1
642	в данной	2	1
643	по выражению	4	1
644	и других	3	1
645	отдельные элементы	1	1
646	это обстоятельство	1	1
647	ни в	3	1
648	к более	1	1
649	искусственные условия	1	1
650	в состоянии	1	1
651	на четыре	1	1
652	но что	3	1
653	в систему	1	1
654	тем что	7	1
655	встречаемся с	1	1
656	это положение	5	1
657	к двум	1	1
658	без всякой	1	1
659	только у	1	1
660	и связывание	1	1
661	развития в	6	1
662	понятие или	1	1
663	связаны с	1	1
664	этим путем	1	1
665	мышления говорит	1	1
666	в свою	2	1
667	чем он	1	1
668	название для	1	1
669	выводам из	1	1
670	же о	1	1
671	могут иметь	1	1
672	в живом	1	1
673	полагаем что	1	1
674	близко к	1	1
675	связано с	1	1
676	решение этой	1	1
677	и составляет	1	1
678	целым рядом	1	1
679	эту возможность	1	1
680	и самый	1	1
681	не означает	3	1
682	в действии	5	1
683	однако и	1	1
684	наблюдаем на	1	1
685	образом это	1	1
686	по другому	1	1
687	благодаря чему	2	1
688	самого начала	1	1
689	обычно не	1	1
690	что из	1	1
691	особенно часто	1	1
692	что перед	1	1
693	явствует из	1	1
694	строение и	1	1
695	если не	2	1
696	очень часто	2	1
697	имеет свои	1	1
698	может иметь	1	1
699	впечатлений в	1	1
700	нет ничего	1	1
701	целом но	1	1
702	представить себе	2	1
703	относятся к	2	1
704	мы говорим	1	1
705	как в	5	1
706	обратил внимание	1	1
707	в данном	2	1
708	сравнению с	3	1
709	а если	1	1
710	его исторической	1	1
711	основанием для	1	1
712	в той	2	1
713	образом на	1	1
714	изучение этих	1	1
715	имеем дело	1	1
716	в процесс	1	1
717	непосредственного опыта	1	1
718	исходя из	1	1
719	это значит	2	1
720	том смысле	2	1
721	должно быть	3	1
722	и частного	1	1
723	этого факта	1	1
724	еще к	1	1
725	слова и	5	1
726	сейчас же	2	1
727	благодаря этому	1	1
728	возникают у	1	1
729	но это	1	1
730	слова с	1	1
731	это явление	1	1
732	мы видим	10	1
733	свою конкретную	1	1
734	вскрыть в	1	1
735	в следующей	2	1
736	историю развития	1	1
737	процесса в	1	1
738	к пониманию	3	1
739	происходит в	1	1
740	этому и	1	1
741	этого противоречия	1	1
742	решающую роль	2	1
743	внимание на	3	1
744	еще более	1	1
745	вообще в	1	1
746	находится в	1	1
747	оно богаче	1	1
748	потому что	12	1
749	сомнению что	1	1
750	существует ли	2	1
751	и наоборот	1	1
752	толстой но	1	1
753	исследования не	1	1
754	как показывает	2	1
755	личности и	1	1
756	приводящие к	1	1
757	находит свое	2	1
758	не говоря	1	1
759	дело с	1	1
760	это в	2	1
761	имеет ничего	1	1
762	совершенно не	3	1
763	необходимое условие	1	1
764	не эти	1	1
765	эти данные	1	1
766	показывают как	2	1
767	видим в	2	1
768	и другие	9	1
769	своих наблюдений	1	1
770	это понятие	1	1
771	в таком	2	1
772	и символов	1	1
773	в роли	1	1
