N	2gram	Bakhtin_Pr_4	Morfolog
149	со смертью	1	2
150	для наших	3	2
151	друг на	2	2
152	а с	1	2
153	себя за	1	2
154	и к	9	2
155	более или	3	2
156	перескакивает на	1	2
157	та же	1	2
158	как то	1	2
159	сказать о	1	2
160	сюда относятся	1	2
161	из его	1	2
162	героя к	1	2
163	иногда же	2	2
164	и задачи	1	2
165	одному из	1	2
166	можно было	2	2
167	в другом	2	2
168	мы уже	3	2
169	большинстве случаев	8	2
170	и иных	1	2
171	за ней	1	2
172	оно как	1	2
173	ни одной	1	2
174	на друга	2	2
175	и тогда	1	2
176	или менее	3	2
177	для него	2	2
178	и при	3	2
179	что такое	2	2
180	что до	1	2
181	дается в	1	2
182	однако в	1	2
183	же может	1	2
184	заставляет его	1	2
185	все эти	4	2
186	и функции	1	2
187	с теми	1	2
188	одна из	2	2
189	все действие	1	2
190	и его	6	2
191	к себе	6	2
192	они даны	1	2
193	они и	1	2
194	совершается в	1	2
195	здесь не	4	2
196	в собственном	1	2
197	и что	3	2
198	если они	1	2
199	не с	1	2
200	является в	1	2
201	с этого	1	2
202	но здесь	3	2
203	о том	5	2
204	нашей работы	1	2
205	с одной	1	2
206	можно сказать	4	2
207	в различных	3	2
208	может не	1	2
209	следует за	1	2
210	и только	3	2
211	быть и	1	2
212	хотя бы	2	2
213	к различным	2	2
214	этот вопрос	2	2
215	что он	6	2
216	только в	6	2
217	себя в	3	2
218	наших целей	2	2
219	уже не	4	2
220	или на	1	2
221	вопроса о	1	2
222	в большинстве	9	2
223	друг за	1	2
224	его и	1	2
225	никто не	1	2
226	как их	1	2
227	у нее	1	2
228	из двух	1	2
229	себя и	3	2
230	но есть	1	2
231	не знает	4	2
232	не исключает	1	2
233	сказать что	2	2
234	что мы	2	2
235	в частности	1	2
236	играют в	1	2
237	за другом	1	2
238	одной стороны	1	2
239	есть и	2	2
240	благодаря этому	1	2
241	не меняет	1	2
242	но для	3	2
243	от него	1	2
244	различным образом	1	2
245	а во	1	2
246	в свое	2	2
247	но эти	4	2
248	к этому	1	2
249	во сне	2	2
250	по законам	1	1
251	он получает	1	1
252	например в	4	1
253	функции в	1	1
254	второму типу	1	1
255	и то	1	1
256	он может	1	1
257	возможны и	3	1
258	к своей	1	1
259	и должны	2	1
260	еще мал	1	1
261	между двумя	3	1
262	почти всегда	3	1
263	в доме	1	1
264	он ничего	2	1
265	что общий	1	1
266	или наоборот	1	1
267	это совершенно	1	1
268	положения в	2	1
269	приводят к	1	1
270	он как	2	1
271	от своих	1	1
272	так чтобы	3	1
273	но она	2	1
274	что это	1	1
275	как во	1	1
276	не вполне	1	1
277	вместо того	1	1
278	конечно и	3	1
279	и заставляет	1	1
280	в виду	4	1
281	начала в	1	1
282	собой в	1	1
283	второй тип	1	1
284	тем как	2	1
285	там и	2	1
286	одним словом	1	1
287	мы будем	2	1
288	но как	1	1
289	же она	1	1
290	не входит	2	1
291	или другом	2	1
292	отношение к	3	1
293	отличие от	3	1
294	оно является	2	1
295	это выразить	1	1
296	вследствие чего	1	1
297	вот как	2	1
298	к иному	1	1
299	и наконец	4	1
300	но эта	1	1
301	его к	2	1
302	со своей	1	1
303	к другому	5	1
304	его роль	1	1
305	из этих	3	1
306	что так	2	1
307	не в	10	1
308	в этой	3	1
309	рассказ о	1	1
310	нами в	1	1
311	отношение между	2	1
312	но во	1	1
313	во многих	1	1
314	но ведь	2	1
315	на то	3	1
316	а вовсе	1	1
317	зрения его	1	1
318	существа и	1	1
319	но прежде	1	1
320	что она	1	1
321	время и	2	1
322	ивана к	1	1
323	свою собственную	1	1
324	и вот	1	1
325	ни были	1	1
326	но некоторые	1	1
327	его можно	1	1
328	они играют	1	1
329	одно и	1	1
330	в каждом	6	1
331	и показать	2	1
332	здесь мы	1	1
333	они должны	3	1
334	форма есть	1	1
335	быка и	1	1
336	на все	2	1
337	от одного	2	1
338	ко второму	2	1
339	деле в	1	1
340	сразу с	1	1
341	героя может	1	1
342	формах с	1	1
343	и тем	2	1
344	даже в	1	1
345	кажется что	3	1
346	в это	1	1
347	типа действительно	1	1
348	вводит в	1	1
349	о которых	2	1
350	и герой	1	1
351	на что	1	1
352	переходим к	2	1
353	между собою	1	1
354	и дающий	1	1
355	характерно что	1	1
356	чем в	1	1
357	первый тип	1	1
358	их поступки	1	1
359	в научной	1	1
360	убедиться что	1	1
361	нисколько не	1	1
362	все как	1	1
363	формы но	1	1
364	и их	3	1
365	при изучении	1	1
366	или точнее	1	1
367	относится ко	1	1
368	лежат в	1	1
369	именно и	1	1
370	игру на	1	1
371	в их	4	1
372	мы говорили	1	1
373	имеется и	2	1
374	не столько	1	1
375	что говорит	1	1
376	могло бы	2	1
377	что я	6	1
378	значение для	3	1
379	предмета но	1	1
380	для изучения	1	1
381	которые в	2	1
382	такую же	1	1
383	при этом	5	1
384	но он	3	1
385	силу и	1	1
386	все это	6	1
387	никак нельзя	1	1
388	где нет	1	1
389	для нее	1	1
390	подготовляет последующую	1	1
391	тому что	1	1
392	и очень	1	1
393	она не	3	1
394	то с	1	1
395	и определенный	1	1
396	быть или	1	1
397	самого начала	1	1
398	что ему	1	1
399	того как	2	1
400	частям и	1	1
401	и притом	1	1
402	и сама	1	1
403	весь этот	1	1
404	как его	1	1
405	дело не	1	1
406	иметь в	1	1
407	значение этого	1	1
408	других форм	1	1
409	в другое	1	1
410	появляются в	2	1
411	на анализе	1	1
412	не достигается	1	1
413	же время	5	1
414	этих двух	4	1
415	в другую	1	1
416	как на	1	1
417	же он	2	1
418	здесь возможны	1	1
419	с другом	5	1
420	одним из	3	1
421	есть у	1	1
422	у нас	2	1
423	такие же	1	1
424	выпадает из	2	1
425	к отдельным	1	1
426	но там	1	1
427	должны быть	1	1
428	всего в	1	1
429	к тому	2	1
430	он узнает	1	1
431	той или	2	1
432	не есть	1	1
433	перед его	1	1
434	все еще	1	1
435	что при	1	1
436	на это	1	1
437	где есть	1	1
438	не делает	1	1
439	с ее	3	1
440	как не	1	1
441	людей в	2	1
442	что там	1	1
443	без всякого	2	1
444	же не	1	1
445	данном случае	1	1
446	с самого	1	1
447	приводит к	4	1
448	роль в	1	1
449	на свой	6	1
450	не первого	1	1
451	те же	2	1
452	в плоскости	2	1
453	здесь нет	3	1
454	в каких-либо	1	1
455	еще в	1	1
456	во второй	1	1
457	и с	7	1
458	в последней	1	1
459	но иногда	1	1
460	даны в	3	1
461	совершает убийство	1	1
462	связанная с	1	1
463	но к	1	1
464	их в	3	1
465	том или	2	1
466	и хочет	1	1
467	и всякая	1	1
468	функций в	1	1
469	в его	9	1
470	на одном	1	1
471	второго типа	1	1
472	в другой	1	1
473	хотя оно	1	1
474	к ней	2	1
475	в него	6	1
476	сюда относится	1	1
477	еще несколько	1	1
478	но так	1	1
479	на которой	1	1
480	образом как	1	1
481	важное значение	1	1
482	характерна для	1	1
483	и берет	1	1
484	пор не	2	1
485	принимает форму	1	1
486	мал и	1	1
487	все они	1	1
488	со всеми	1	1
489	в эти	1	1
490	же и	4	1
491	есть в	6	1
492	типа а	1	1
493	и у	1	1
494	сущности вовсе	1	1
495	человека эта	2	1
496	этого нельзя	2	1
497	что не	1	1
498	не дает	2	1
499	двух точек	2	1
500	и соответствующего	1	1
501	их как	2	1
502	пользуется им	1	1
503	же они	1	1
504	всяком случае	1	1
505	в одном	11	1
506	здесь перед	1	1
507	ее не	1	1
508	у него	5	1
509	которые могут	1	1
510	она имеет	1	1
511	он является	1	1
512	для решения	1	1
513	время уже	1	1
514	эти явления	3	1
515	только на	3	1
516	нами опять	1	1
517	и даже	3	1
518	со стороны	1	1
519	или иной	2	1
520	раза в	1	1
521	даже не	1	1
522	точек зрения	4	1
523	до сих	8	1
524	именно в	1	1
525	а именно	1	1
526	в каких	1	1
527	еще и	4	1
528	и несколько	3	1
529	что им	1	1
530	до этого	1	1
531	для передачи	1	1
532	на этот	2	1
533	ничем не	1	1
534	в рассказе	2	1
535	не на	1	1
536	жизни языка	1	1
537	как ни	1	1
538	здесь этот	1	1
539	нужно иметь	1	1
540	уже давно	1	1
541	все более	1	1
542	о себе	5	1
543	нет то	1	1
544	и начала	1	1
545	в одной	2	1
546	в брак	1	1
547	определяет его	1	1
548	неожиданно и	1	1
549	в данном	2	1
550	что за	1	1
551	они все	1	1
552	как объект	1	1
553	и там	1	1
554	отношения к	2	1
555	друг с	5	1
556	реакции на	3	1
557	как будто	1	1
558	и самая	1	1
559	что же	3	1
560	на другое	1	1
561	еще раз	1	1
562	с любовью	1	1
563	в формах	3	1
564	сих пор	8	1
565	не будем	1	1
566	у вас	1	1
567	все остальные	1	1
568	все вопросы	1	1
569	с большой	1	1
570	форма является	1	1
571	но на	2	1
572	для нас	2	1
573	могли бы	1	1
574	и все	9	1
575	лишь как	2	1
576	которую он	2	1
577	бы в	3	1
578	возникает вопрос	2	1
579	его жизнь	2	1
580	он во	1	1
581	бы на	1	1
582	мы переходим	1	1
583	здесь только	2	1
584	между ними	10	1
585	же относится	1	1
586	материал и	2	1
587	остается на	2	1
588	нет но	2	1
589	одновременно и	1	1
590	и диалог	1	1
591	выходят за	2	1
592	могут как	1	1
593	часто встречается	1	1
594	в таком	1	1
595	во всяком	2	1
