N	2gram	Savitsky_E_1	Dialekti
251	никогда не	3	2
252	всякой иной	1	2
253	или иная	1	2
254	и по	5	2
255	во всем	1	2
256	как не	2	2
257	е не	1	2
258	как будто	2	2
259	что на	2	2
260	не могут	2	2
261	свою очередь	2	2
262	в ее	8	2
263	представим себе	1	2
264	и когда	1	2
265	не значит	1	2
266	мог бы	2	2
267	для этого	1	2
268	даже не	1	2
269	в разных	1	2
270	ее в	3	2
271	это должно	1	2
272	и во	2	2
273	которые мы	1	2
274	эти два	1	2
275	во всей	2	2
276	и только	3	2
277	мы хотим	1	2
278	одной из	5	2
279	как нечто	1	2
280	в качестве	14	2
281	конечно не	1	2
282	то и	1	2
283	не дает	3	2
284	из них	3	2
285	ту или	3	2
286	тут есть	1	2
287	был бы	1	2
288	и их	1	2
289	мы находим	1	2
290	отличие от	1	2
291	тем что	3	2
292	от того	1	2
293	и наука	1	2
294	не было	1	2
295	или иначе	1	2
296	с той	1	2
297	она является	1	2
298	другой стороны	2	2
299	в частности	5	2
300	вместе с	2	2
301	как это	4	2
302	как одно	1	2
303	сравнению с	2	2
304	что же	2	2
305	этой точки	5	2
306	поскольку он	2	2
307	в аспекте	1	2
308	при таком	1	2
309	главным образом	2	2
310	отношении к	15	2
311	цель и	1	2
312	оно не	1	2
313	в свое	1	2
314	того или	4	2
315	во всяком	3	2
316	все что	1	2
317	речь идет	1	1
318	же как	5	1
319	чтобы не	1	1
320	именно и	1	1
321	не уходит	2	1
322	но тем	1	1
323	идет о	3	1
324	же будет	1	1
325	являющаяся в	1	1
326	исходит из	1	1
327	и этот	2	1
328	е прежде	1	1
329	состояния в	1	1
330	которое именуется	1	1
331	это что	1	1
332	только это	1	1
333	нельзя ограничиться	1	1
334	от друга	2	1
335	из того	2	1
336	то это	1	1
337	законы и	1	1
338	может не	1	1
339	на них	2	1
340	он сам	2	1
341	что люди	1	1
342	и всего	1	1
343	видели что	1	1
344	значение и	1	1
345	силу этого	1	1
346	протекать в	1	1
347	в общем	3	1
348	очевидно что	3	1
349	в новом	1	1
350	более как	1	1
351	друг от	2	1
352	явление которое	1	1
353	можно производить	2	1
354	в одной	1	1
355	стороны и	6	1
356	на минуту	1	1
357	мира есть	1	1
358	что нет	1	1
359	помнить что	2	1
360	в полном	1	1
361	целый ряд	2	1
362	было только	1	1
363	тот же	1	1
364	имеет в	2	1
365	не можем	2	1
366	такая связь	1	1
367	как то	1	1
368	в нашем	1	1
369	фактора и	1	1
370	и тот	1	1
371	из общей	1	1
372	себе поэтому	1	1
373	все ее	1	1
374	вообще не	3	1
375	мы совершенно	1	1
376	из указанных	1	1
377	и лучше	1	1
378	он не	2	1
379	смысле она	1	1
380	всех этих	1	1
381	и еще	2	1
382	и более	2	1
383	только те	2	1
384	чтобы в	1	1
385	или иных	1	1
386	как оно	2	1
387	идеи о	2	1
388	ставим вопрос	2	1
389	они должны	1	1
390	том случае	1	1
391	на ту	1	1
392	входит в	1	1
393	как тот	1	1
394	англия или	1	1
395	с другими	2	1
396	своя собственная	1	1
397	данном случае	2	1
398	каком же	1	1
399	только одно	2	1
400	о характере	1	1
401	о которых	1	1
402	признавать что	1	1
403	одна и	2	1
404	мы видели	3	1
405	можно считать	3	1
406	потому и	1	1
407	такой же	2	1
408	одного и	1	1
409	рассматривать с	1	1
410	бы на	1	1
411	до боли	1	1
412	веры это	1	1
413	оставаться в	1	1
414	но поскольку	2	1
415	на месте	2	1
416	и процесс	1	1
417	место в	3	1
418	в отличие	1	1
419	в которых	3	1
420	простое и	1	1
421	которые в	1	1
422	конечно то	1	1
423	друг другу	1	1
424	тому чтобы	2	1
425	том же	1	1
426	же может	1	1
427	даже в	4	1
428	народов и	3	1
429	к мировому	5	1
430	и науки	1	1
431	вплоть до	1	1
432	не зависящего	1	1
433	в обоих	1	1
434	европа и	8	1
435	душе и	1	1
436	своего существования	1	1
437	в процессе	4	1
438	и имеет	2	1
439	можно ли	3	1
440	нельзя ли	3	1
441	это мы	1	1
442	одна из	1	1
443	именно с	1	1
444	того в	1	1
445	относиться к	1	1
446	его можно	1	1
447	это так	3	1
448	такая же	1	1
449	и теперь	2	1
450	связи с	1	1
451	доказать что	1	1
452	в некотором	4	1
453	такие же	1	1
454	а в	2	1
455	принимая во	1	1
456	с и	10	1
457	значение только	2	1
458	когда мы	1	1
459	ли не	1	1
460	жизнью и	1	1
461	всего в	2	1
462	мы отнюдь	1	1
463	и явление	1	1
464	из их	1	1
465	как они	1	1
466	приходит к	1	1
467	из всего	1	1
468	как мы	5	1
469	здесь говорить	1	1
470	всего этого	1	1
471	имеет никаких	1	1
472	общему правилу	2	1
473	что само	1	1
474	в пределах	25	1
475	к любой	1	1
476	достаточно чтобы	1	1
477	что может	1	1
478	можно было	3	1
479	те же	1	1
480	по природе	1	1
481	к тем	1	1
482	момент во	1	1
483	быть может	1	1
484	о котором	1	1
485	качестве одного	1	1
486	определенных естественных	1	1
487	индии то	1	1
488	также на	1	1
489	только бы	1	1
490	совершенно достаточно	1	1
491	говорить не	1	1
492	говорит об	1	1
493	входя в	1	1
494	его жизни	1	1
495	с одной	8	1
496	имеет значения	1	1
497	но когда	1	1
498	время не	1	1
499	к нему	2	1
500	так но	1	1
501	от них	3	1
502	во втором	2	1
503	самые основные	1	1
504	в другой	2	1
505	вслед за	6	1
506	в лучшем	1	1
507	эти последние	2	1
508	но так	1	1
509	одного из	1	1
510	но с	2	1
511	почти все	1	1
512	этот вопрос	2	1
513	и науке	1	1
514	в угоду	1	1
515	которое мы	1	1
516	и внутри	1	1
517	точка зрения	2	1
518	внимание что	1	1
519	на всем	4	1
520	мы принуждены	1	1
521	уже в	1	1
522	и насколько	1	1
523	на такой	1	1
524	возникает вопрос	1	1
525	и всякая	1	1
526	как кажется	1	1
527	на научную	1	1
528	рано или	2	1
529	оно всегда	1	1
530	и других	2	1
531	быть установлена	1	1
532	одно из	1	1
533	можно конечно	1	1
534	себе в	3	1
535	ли этот	1	1
536	другую сторону	1	1
537	как его	1	1
538	быть обязательно	1	1
539	заметить что	2	1
540	не из	3	1
541	гораздо сложнее	1	1
542	вне ее	1	1
543	имеет значение	1	1
544	и неизвестно	1	1
545	или поздно	2	1
546	она и	1	1
547	или иной	4	1
548	с другой	7	1
549	не входя	1	1
550	оно будет	1	1
551	и прежде	3	1
552	дело в	3	1
553	пределы и	1	1
554	пребывает в	1	1
555	на которые	1	1
556	только к	2	1
557	что для	1	1
558	каком смысле	1	1
559	те кто	1	1
560	на этот	2	1
561	выше и	1	1
562	и далее	1	1
563	если этот	2	1
564	о реальном	1	1
565	него не	1	1
566	реальности в	1	1
567	существенного в	1	1
568	совершенно очевидно	2	1
569	мира в	4	1
570	то она	1	1
571	в связи	1	1
572	нужно думать	2	1
573	входить в	1	1
574	раз на	1	1
575	на самих	1	1
576	эта идея	1	1
577	ко всем	1	1
578	если взять	1	1
579	некоторые из	1	1
580	пространства и	1	1
581	поэтому если	1	1
582	их к	1	1
583	чем то	1	1
584	наряду с	2	1
585	в той	5	1
586	близости к	1	1
587	достигает предела	1	1
588	в состоянии	1	1
589	крови и	1	1
590	мы сказали	1	1
591	религии и	1	1
592	лучшем случае	1	1
593	к двум	1	1
594	ближе к	1	1
595	плоти и	1	1
596	становится ясным	1	1
597	вопрос в	1	1
598	является ли	3	1
599	не является	3	1
600	указать на	1	1
601	и искусства	1	1
602	и от	3	1
603	настоящего и	1	1
604	она может	1	1
605	в известном	3	1
606	в точном	1	1
607	это можно	1	1
608	и иного	1	1
609	мира и	3	1
610	направленные к	1	1
611	не переходит	1	1
612	которая в	1	1
613	в силах	1	1
614	последняя формула	1	1
615	но также	2	1
616	ее и	1	1
617	есть такая	1	1
618	из себя	1	1
619	оказались бы	1	1
620	ли такое	2	1
621	не более	3	1
622	ибо в	1	1
623	такое явление	1	1
624	стороны в	2	1
625	на берегу	1	1
626	себе ничего	1	1
627	даже при	2	1
628	мы различаем	1	1
629	находятся в	1	1
630	жизни в	3	1
631	не быть	1	1
632	поскольку речь	2	1
633	как некоторый	1	1
634	на своем	3	1
635	ничего иного	1	1
636	будучи в	1	1
637	включает в	1	1
638	как на	3	1
639	вполне понятно	1	1
640	случае если	1	1
641	в своих	2	1
642	внутри же	1	1
643	гораздо более	1	1
