N	2gram	Propp_Russ_2	Psycholo
312	этой теории	1	1
313	огород чтобы	1	1
314	и до	1	1
315	на две	2	1
316	с теорией	1	1
317	мы имеем	6	1
318	нас важно	1	1
319	из своих	1	1
320	которые своей	1	1
321	не столько	2	1
322	этот представляет	1	1
323	так чтобы	2	1
324	и назначение	1	1
325	на себя	2	1
326	на свою	1	1
327	чтобы у	1	1
328	чем больше	1	1
329	еще не	6	1
330	здесь нет	1	1
331	которое он	1	1
332	это означало	2	1
333	там и	2	1
334	природы и	2	1
335	перемены пола	1	1
336	но не	5	1
337	на основе	1	1
338	впереди и	1	1
339	не все	4	1
340	отношение к	1	1
341	отличие от	3	1
342	нет и	1	1
343	относится к	1	1
344	это самое	1	1
345	независимо от	1	1
346	ней или	1	1
347	она как	2	1
348	к новому	1	1
349	все остальные	1	1
350	кроме того	2	1
351	и где	1	1
352	тех случаях	1	1
353	хотя и	1	1
354	он признает	1	1
355	себе дело	1	1
356	более или	1	1
357	следует остановиться	1	1
358	хотя она	1	1
359	другие элементы	1	1
360	под ним	2	1
361	очень много	1	1
362	в зачаточном	1	1
363	себя к	1	1
364	или во	1	1
365	рассказ о	1	1
366	только один	1	1
367	ее как	1	1
368	что без	1	1
369	ее для	1	1
370	то этим	1	1
371	не следует	1	1
372	чтобы они	2	1
373	и еще	2	1
374	том чтобы	2	1
375	довольно часто	1	1
376	подобно тому	3	1
377	и радость	1	1
378	образа и	1	1
379	случай а	1	1
380	но все	1	1
381	это конечно	1	1
382	в одну	1	1
383	однако все	1	1
384	не будет	1	1
385	а затем	4	1
386	а когда	1	1
387	значение в	1	1
388	один какой-нибудь	1	1
389	что бросается	1	1
390	и с	10	1
391	на этой	1	1
392	того или	1	1
393	с другими	3	1
394	это не	5	1
395	здесь это	1	1
396	из первых	1	1
397	не ясно	2	1
398	для них	2	1
399	чаще всего	1	1
400	нас к	3	1
401	на основании	1	1
402	а за	4	1
403	о чем	4	1
404	двух направлениях	1	1
405	должно быть	2	1
406	и тогда	1	1
407	и становится	1	1
408	или менее	1	1
409	и при	2	1
410	таким же	1	1
411	нас не	2	1
412	в их	2	1
413	не от	1	1
414	стоит в	1	1
415	признает что	1	1
416	но эта	1	1
417	п с	1	1
418	над ними	1	1
419	при рассмотрении	2	1
420	была не	2	1
421	однако в	1	1
422	таких случаев	1	1
423	и вообще	1	1
424	случае мы	1	1
425	в таких	3	1
426	а иногда	2	1
427	с которой	1	1
428	как о	1	1
429	считает что	1	1
430	принадлежат к	2	1
431	дело в	1	1
432	и притом	1	1
433	ее с	1	1
434	на него	1	1
435	борьбы между	1	1
436	подходят к	1	1
437	г с	1	1
438	это еще	1	1
439	именно с	1	1
440	в другую	1	1
441	к вам	5	1
442	первые четыре	1	1
443	она одновременно	1	1
444	с таким	1	1
445	почему такое	1	1
446	этом отношении	1	1
447	что на	2	1
448	одним из	2	1
449	представлять себе	1	1
450	такие же	3	1
451	к таким	2	1
452	и оно	1	1
453	и другой	3	1
454	и такие	1	1
455	и всех	1	1
456	все еще	1	1
457	что при	2	1
458	ничего общего	1	1
459	в применении	1	1
460	обычно в	1	1
461	вывод что	2	1
462	в некоторых	9	1
463	народа то	1	1
464	можно показать	1	1
465	она живет	1	1
466	смерти в	2	1
467	идет речь	1	1
468	правильнее было	1	1
469	можно было	2	1
470	так и	1	1
471	не с	2	1
472	это настолько	1	1
473	мог бы	1	1
474	во все	1	1
475	имеет с	1	1
476	и прыганье	1	1
477	может не	1	1
478	не имеем	1	1
479	можно сказать	1	1
480	нас в	1	1
481	знает что	1	1
482	этому поводу	2	1
483	этот момент	1	1
484	раньше чем	1	1
485	в форме	2	1
486	в другой	1	1
487	только там	1	1
488	под именем	3	1
489	по полям	6	1
490	древности и	1	1
491	указывает что	1	1
492	быть и	1	1
493	показывают что	1	1
494	остается без	1	1
495	но с	1	1
496	о двух	1	1
497	этот вопрос	2	1
498	пришел к	1	1
499	вперед и	1	1
500	будто бы	5	1
501	верно и	1	1
502	или же	5	1
503	по этому	2	1
504	случай этот	1	1
505	то почему	1	1
506	какой степени	1	1
507	из которого	1	1
508	это показывает	3	1
509	только на	1	1
510	от других	1	1
511	и других	3	1
512	за ним	3	1
513	только одно	1	1
514	не будут	1	1
515	представлений о	2	1
516	тому же	1	1
517	друг друга	3	1
518	должны будем	1	1
519	каждый из	2	1
520	ее развития	1	1
521	в других	15	1
522	указание на	1	1
523	смерти и	2	1
524	само собой	1	1
525	не было	2	1
526	ней и	1	1
527	противоположность между	1	1
528	а на	9	1
529	как у	1	1
530	именно в	4	1
531	по своим	1	1
532	а именно	3	1
533	и существа	1	1
534	тому как	3	1
535	в отличие	3	1
536	что для	3	1
537	обратить внимание	1	1
538	превращается в	1	1
539	от этого	1	1
540	был в	1	1
541	целым рядом	1	1
542	на которых	1	1
543	зависит от	1	1
544	и своим	1	1
545	на эту	2	1
546	когда же	1	1
547	него не	1	1
548	совершенно очевидно	2	1
549	которые как	1	1
550	для этой	3	1
551	в момент	2	1
552	веселья и	1	1
553	своей книги	1	1
554	и особенно	1	1
555	как эти	1	1
556	исходит от	1	1
557	предположить что	4	1
558	в область	1	1
559	на тот	1	1
560	применении к	1	1
561	месте своей	1	1
562	быть только	2	1
563	здесь все	1	1
564	который он	1	1
565	и там	3	1
566	бросается в	2	1
567	уж ты	1	1
568	внимания на	1	1
569	пока еще	2	1
570	он придает	1	1
571	не является	1	1
572	ли в	1	1
573	должна была	5	1
574	тем и	2	1
575	так будто	1	1
576	ногами и	2	1
577	тот кто	1	1
578	он прав	1	1
579	от него	1	1
580	мы должны	1	1
581	первое что	1	1
582	же к	1	1
583	в воде	3	1
584	этих же	1	1
585	его жизнь	1	1
586	вносят в	1	1
587	с ней	5	1
588	мы то	1	1
589	и эта	1	1
590	только как	2	1
591	они как	1	1
592	это на	1	1
593	и так	1	1
594	других случаях	1	1
595	нет но	1	1
596	всех других	1	1
597	ко всему	1	1
598	и жизнь	1	1
599	есть и	1	1
600	детей чтобы	1	1
601	этим объясняется	1	1
602	в заключение	1	1
603	это в	2	1
604	все что	1	1
