N	2gram	Savitsky_P_1	Myshleni
149	в известном	1	2
150	не есть	1	2
151	в наших	1	2
152	как оно	1	2
153	в нем	3	2
154	в каждом	1	2
155	а затем	1	2
156	в ином	1	2
157	исключает всякую	1	2
158	далеко не	1	2
159	нисколько не	1	2
160	в отличие	1	2
161	мысли и	1	2
162	в историческом	1	2
163	этой области	1	2
164	не имеет	1	2
165	находятся в	1	2
166	ли не	1	2
167	в наши	1	2
168	что при	1	2
169	и это	2	2
170	и которая	1	2
171	никак не	2	2
172	ясно что	1	2
173	еще не	1	2
174	условия в	1	2
175	и здесь	1	2
176	настоящее время	1	2
177	а также	4	2
178	может не	1	2
179	связь между	1	2
180	вслед за	3	2
181	в современной	1	2
182	но как	1	2
183	представить себе	1	2
184	иначе как	1	2
185	мы возьмем	1	2
186	только на	1	2
187	в каком	1	2
188	и тех	1	2
189	а с	1	2
190	прежде всего	3	2
191	с которым	1	2
192	все основные	1	2
193	в данном	1	2
194	что это	1	2
195	эта проблема	1	2
196	в начале	2	2
197	числе и	1	2
198	но для	1	2
199	рассматривать как	1	2
200	том виде	1	2
201	в настоящее	1	2
202	с двух	1	2
203	а в	4	2
204	видим в	1	2
205	это в	1	2
206	который не	1	2
207	том числе	2	2
208	они не	1	2
209	равным образом	1	1
210	например в	2	1
211	в сфере	2	1
212	и есть	2	1
213	на две	1	1
214	целому ряду	1	1
215	из всех	1	1
216	же исторический	1	1
217	в последние	2	1
218	мы не	3	1
219	которую мы	2	1
220	вопрос о	1	1
221	развитие в	1	1
222	говорить о	2	1
223	оно есть	1	1
224	сходства между	1	1
225	которое в	2	1
226	ответа на	1	1
227	во всех	2	1
228	глаза на	1	1
229	в противоречии	1	1
230	не все	1	1
231	если в	2	1
232	и я	1	1
233	тем больше	1	1
234	что именно	1	1
235	в процесс	1	1
236	кто не	1	1
237	а никак	1	1
238	ничего более	1	1
239	применительно к	1	1
240	из авторов	1	1
241	чуть ли	1	1
242	только один	1	1
243	но на	1	1
244	взятые в	1	1
245	по-видимому не	2	1
246	связанные с	1	1
247	в статье	2	1
248	при виде	1	1
249	образом на	2	1
250	ни были	1	1
251	и по	1	1
252	прежде чем	1	1
253	заключает в	2	1
254	получил у	1	1
255	тем в	1	1
256	главным образом	2	1
257	на этой	1	1
258	и целиком	1	1
259	истолковать этот	1	1
260	на свои	1	1
261	для них	2	1
262	всегда существует	1	1
263	ведет к	1	1
264	глазах не	1	1
265	и действенного	1	1
266	не столько	2	1
267	большей степени	4	1
268	не как	1	1
269	в которых	5	1
270	знаем что	1	1
271	бы мы	1	1
272	в основном	1	1
273	к своеобразным	1	1
274	исключительно на	1	1
275	и наоборот	1	1
276	по себе	4	1
277	этом не	1	1
278	что есть	1	1
279	наших глазах	1	1
280	с которой	1	1
281	есть прежде	1	1
282	в то	7	1
283	и притом	1	1
284	с и	1	1
285	тому на	1	1
286	и всегда	1	1
287	казалось бы	1	1
288	этих двух	1	1
289	в русском	2	1
290	как она	1	1
291	наша задача	1	1
292	чем оно	1	1
293	в момент	1	1
294	и именно	1	1
295	относиться к	1	1
296	и другим	1	1
297	никакого сомнения	1	1
298	происходит и	1	1
299	еще более	2	1
300	что составляет	1	1
301	дело касается	1	1
302	совершенно ясно	1	1
303	только то	1	1
304	в себя	1	1
305	осознать и	1	1
306	было в	2	1
307	себе зерно	1	1
308	для этого	1	1
309	находится в	1	1
310	и вся	1	1
311	она находится	1	1
312	могут дать	1	1
313	с того	1	1
314	в различных	1	1
315	вопросу о	1	1
316	выступает как	1	1
317	которая и	1	1
318	также в	1	1
319	в преодолении	1	1
320	с ними	3	1
321	должен быть	1	1
322	и такое	1	1
323	одних и	2	1
324	и ее	1	1
325	вопрос об	1	1
326	история и	1	1
327	оказывается в	1	1
328	положение что	1	1
329	и наше	1	1
330	мы знаем	1	1
331	одно из	1	1
332	не будут	1	1
333	эта вторая	1	1
334	давно уже	1	1
335	должны в	1	1
336	само по	1	1
337	как раз	2	1
338	каждого слова	1	1
339	в других	1	1
340	представляют собой	1	1
341	своем значении	2	1
342	из двух	1	1
343	всецело к	1	1
344	связаны с	1	1
345	не исключает	1	1
346	что не	1	1
347	в живом	1	1
348	к более	1	1
349	черты в	1	1
350	ни на	1	1
351	и потому	4	1
352	что явление	1	1
353	что проблема	1	1
354	всей полноте	1	1
355	думается что	1	1
356	два основных	1	1
357	в тот	2	1
358	многих других	1	1
359	распадается на	1	1
360	когда сами	1	1
361	для тех	2	1
362	на пути	4	1
363	что из	2	1
364	все это	2	1
365	есть знак	1	1
366	тем и	1	1
367	о котором	1	1
368	и слова	1	1
369	хотя и	3	1
370	тем более	2	1
371	и слабость	1	1
372	противоречии с	1	1
373	же в	4	1
374	отношении к	5	1
375	нет ничего	1	1
376	отношением к	1	1
377	одновременно и	1	1
378	мысли но	1	1
379	к действию	1	1
380	ли они	1	1
