N	2gram	Tiupa_Lite_1	Narrotol
228	как замечает	1	2
229	в этих	1	2
230	в войне	1	2
231	рассказа о	1	2
232	в отличие	5	2
233	сих пор	1	2
234	войне и	2	2
235	двумя или	1	2
236	того кто	1	2
237	от сознания	2	2
238	она не	1	2
239	в детстве	1	2
240	не имеет	1	2
241	дело в	3	2
242	и сама	1	2
243	дело не	2	2
244	не могло	2	2
245	казалось бы	5	2
246	по терминологии	2	2
247	и мире	1	2
248	и является	2	2
249	связи с	6	2
250	к жизни	1	2
251	ли не	3	2
252	как мы	1	2
253	с ее	1	2
254	свою очередь	1	2
255	другой стороны	1	2
256	по сути	1	2
257	черный монах	1	2
258	классического реализма	2	2
259	в произведении	1	2
260	в пределах	3	2
261	друг для	2	2
262	что может	1	2
263	в кино	1	2
264	имеем дело	1	2
265	никак не	1	2
266	до сих	1	2
267	с другой	3	2
268	другого сознания	4	2
269	и только	2	2
270	не сводится	3	2
271	же в	5	2
272	чем он	1	2
273	он уже	1	2
274	всяком случае	2	2
275	который в	1	2
276	для друга	2	2
277	себя в	6	2
278	только на	2	2
279	до конца	1	2
280	в равной	2	2
281	первобытного человека	1	2
282	xix столетия	3	2
283	в конце	4	2
284	не о	1	2
285	друг друга	4	2
286	человеческого присутствия	1	2
287	мы можем	1	2
288	в особенности	1	2
289	нами не	1	2
290	и даже	3	2
291	в области	3	2
292	было и	1	2
293	что не	2	2
294	героя и	1	2
295	впоследствии в	1	2
296	а на	1	2
297	только от	1	2
298	если не	1	2
299	вместе с	1	2
300	установкой на	1	2
301	в художественных	1	2
302	да и	3	2
303	в первой	1	2
304	текста как	2	2
305	мыслится как	3	2
306	о его	1	2
307	в связи	4	2
308	и от	1	2
309	не подлежит	1	2
310	в году	13	2
311	которая в	2	2
312	тот кто	1	2
313	но зато	1	2
314	хотя бы	2	2
315	только что	1	2
316	равной степени	1	2
317	жизни в	1	2
318	в романе	1	2
319	между ними	1	2
320	сказать что	1	2
321	в свою	1	2
322	все что	1	2
323	во всяком	3	2
324	в роли	1	2
325	человеческой речи	1	1
326	как все	2	1
327	если б	1	1
328	говоря о	1	1
329	одним из	5	1
330	же как	1	1
331	чтобы не	2	1
332	в следующем	1	1
333	не остается	2	1
334	в концовке	1	1
335	от текста	2	1
336	на самом	1	1
337	только потому	1	1
338	е годы	2	1
339	диалога глухих	1	1
340	и есть	3	1
341	свидетельствует об	1	1
342	и поэтически	1	1
343	сам автор	1	1
344	разделяется на	1	1
345	развития при	1	1
346	например в	3	1
347	самоопределение человека	1	1
348	неклассической художественности	8	1
349	жизни по	1	1
350	героя оказывается	1	1
351	повестях белкина	2	1
352	место лишь	1	1
353	с текстом	1	1
354	для осмысления	1	1
355	оставляя за	1	1
356	говоря и	1	1
357	этом не	1	1
358	то и	2	1
359	жизненной позиции	1	1
360	третьего лица	1	1
361	из того	2	1
362	но даже	1	1
363	всю ночь	1	1
364	из которых	1	1
365	жизни это	1	1
366	жизни столь	1	1
367	он был	1	1
368	жизненная установка	1	1
369	хх веке	5	1
370	быть в	1	1
371	бы то	1	1
372	в различных	1	1
373	анну сергеевну	1	1
374	сознания а	2	1
375	тем как	1	1
376	могло быть	2	1
377	а только	2	1
378	тех же	3	1
379	его сознания	2	1
380	ответ на	1	1
381	отношение к	1	1
382	тут же	1	1
383	и я	6	1
384	его на	1	1
385	о жизни	1	1
386	в некую	1	1
387	исторической жизни	1	1
388	еще и	3	1
389	целый ряд	1	1
390	от ее	1	1
391	в действительности	1	1
392	следующим образом	2	1
393	эстетический субъект	3	1
394	в противоположность	1	1
395	говорит а	1	1
396	за собой	1	1
397	со своей	1	1
398	еще на	1	1
399	в которой	1	1
400	как некий	2	1
401	в учебниках	1	1
402	состоит как	1	1
403	повествование в	1	1
404	бы не	3	1
405	во многих	2	1
406	будет сказано	1	1
407	на территории	1	1
408	к своей	2	1
409	приводит к	3	1
410	что к	1	1
411	что даже	1	1
412	как он	2	1
413	другому сознанию	1	1
414	зрелого чеховского	1	1
415	задний план	1	1
416	сидя в	1	1
417	в лирике	3	1
418	тоже по-своему	1	1
419	оно в	1	1
420	как с	1	1
421	не как	4	1
422	однако он	1	1
423	в силу	4	1
424	уже говорилось	1	1
425	евгения онегина	2	1
426	очевидным что	1	1
427	какой бы	1	1
428	в творческом	1	1
429	целом как	1	1
430	и по	1	1
431	это свобода	1	1
432	так например	1	1
433	на адресата	1	1
434	таким образом	3	1
435	но все	1	1
436	значительной степени	1	1
437	этом последнем	1	1
438	в одну	1	1
439	то ни	1	1
440	во внешнем	1	1
441	значение в	1	1
442	формальной школы	1	1
443	той же	3	1
444	это весьма	1	1
445	ментальных оснований	1	1
446	его в	3	1
447	поскольку его	1	1
448	первой главе	1	1
449	сознания к	2	1
450	феномена как	1	1
451	и служат	1	1
452	в итоге	1	1
453	произведение как	1	1
454	в повестях	3	1
455	далеко не	3	1
456	на основании	1	1
457	в ее	1	1
458	с тем	1	1
459	и само	2	1
460	основывается на	1	1
461	ведет к	4	1
462	история гурова	1	1
463	автора и	1	1
464	в один	1	1
465	и читатель	1	1
466	дома с	1	1
467	во время	1	1
468	на какой	1	1
469	в чеховских	1	1
470	поистине не	1	1
471	этой связи	1	1
472	казалось что	1	1
473	в котором	1	1
474	с точки	2	1
475	в их	3	1
476	в которых	1	1
477	в очерке	1	1
478	в авторском	2	1
479	что я	2	1
480	это интерсубъективная	1	1
481	чтобы тотчас	1	1
482	мир и	2	1
483	тексте не	1	1
484	по крайней	1	1
485	на языке	1	1
486	ни было	1	1
487	для нее	2	1
488	бы но	1	1
489	даже в	2	1
490	раз и	2	1
491	остается прежним	1	1
492	как будет	1	1
493	на три	1	1
494	на рубеже	3	1
495	так как	1	1
496	его личности	1	1
497	человеческого я	3	1
498	коммуникативное событие	4	1
499	перед смертью	1	1
500	освободиться от	2	1
501	текста и	1	1
502	сознания однако	1	1
503	не говоря	2	1
504	своего героя	2	1
505	как следует	1	1
506	текста но	1	1
507	коммуникативного события	7	1
508	из их	1	1
509	это еще	1	1
510	и уже	1	1
511	ментальные перемены	1	1
512	бы между	1	1
513	не слышат	1	1
514	к подлинному	1	1
515	для всех	1	1
516	жизни не	2	1
517	упоминаемого в	1	1
518	сколь и	1	1
519	по своей	3	1
520	предлагаемой вниманию	1	1
521	с читателем	2	1
522	и жестами	1	1
523	ироническую дистанцию	1	1
524	так называемый	2	1
525	вниманию читателя	1	1
526	только с	1	1
527	с другом	1	1
528	субъект а	1	1
529	в момент	1	1
530	фразе текста	1	1
531	мы узнаем	1	1
532	могут быть	2	1
533	этой причине	2	1
534	однако для	1	1
535	отличается от	1	1
536	не любил	2	1
537	узнаем о	1	1
538	творчестве чехова	1	1
539	объект и	2	1
540	рецептивного сознания	1	1
541	как уточняет	1	1
542	на несостоявшееся	1	1
543	должен быть	2	1
544	не достаточно	1	1
545	в ситуации	1	1
546	по определению	1	1
547	в виду	3	1
548	более глубокий	1	1
549	для читателя	2	1
550	литературного письма	2	1
551	реальной действительности	1	1
552	решения проблемы	1	1
553	и адресату	1	1
554	только то	2	1
555	различие между	2	1
556	и сам	6	1
557	литературная классика	1	1
558	по этой	2	1
559	в другом	2	1
560	по аналогии	3	1
561	из двух	1	1
562	читателя это	1	1
563	на нее	1	1
564	каждого из	1	1
565	мог бы	1	1
566	с собой	4	1
567	во второй	1	1
568	и мыслится	1	1
569	не исчерпывается	1	1
570	с этого	1	1
571	последующее развитие	1	1
572	финале рассказа	1	1
573	произведения как	1	1
574	и здесь	1	1
575	сути своей	1	1
576	разумеется в	1	1
577	голоса в	1	1
578	все та	2	1
579	для нас	1	1
580	самому себе	1	1
581	в значительной	1	1
582	подлежит сомнению	1	1
583	под именем	1	1
584	художественности однако	1	1
585	не умеет	1	1
586	во всех	1	1
587	русской литературе	5	1
588	теперь уже	1	1
589	а потому	2	1
590	нуждается в	3	1
591	на одном	1	1
592	что и	1	1
593	крайней мере	1	1
594	к истине	1	1
595	вслед за	1	1
596	в художественной	1	1
597	не тот	2	1
598	чеховского рассказа	1	1
599	и мы	1	1
600	в жизнь	1	1
601	не несет	1	1
602	предстает не	1	1
603	с той	1	1
604	в формах	4	1
605	оно и	1	1
606	тот же	1	1
607	одной из	1	1
608	одного сознания	1	1
609	перемещается в	1	1
610	бытия в	1	1
611	смерти как	1	1
612	впрочем и	1	1
613	между этими	1	1
614	бы ни	1	1
615	их не	2	1
616	рассказа оказывается	1	1
617	для героини	1	1
618	с одной	2	1
619	со всеми	1	1
620	на предмет	1	1
621	к одному	1	1
622	того же	2	1
623	же усиливает	1	1
624	от повествователя	1	1
625	и у	1	1
626	уже в	5	1
627	героя с	2	1
628	первого лица	1	1
629	языка как	1	1
630	свидетельствует о	1	1
631	современного ребенка	1	1
632	от других	1	1
633	у них	1	1
634	но впоследствии	1	1
635	в душе	3	1
636	конечном счете	4	1
637	обнаруживаются в	2	1
638	впрочем как	1	1
639	собственного текста	1	1
640	их как	1	1
641	этом в	3	1
642	нас будут	1	1
643	а то	1	1
644	представить себе	1	1
645	культурный феномен	1	1
646	не затрагивает	1	1
647	произведения и	1	1
648	не случайно	2	1
649	с легкой	2	1
650	человек как	1	1
651	тем что	2	1
652	не просто	1	1
653	на том	2	1
654	указание на	1	1
655	никого не	1	1
656	в исторической	1	1
657	в.т и	1	1
658	трактовать как	1	1
659	не поддается	1	1
660	в обращении	1	1
661	и ему	1	1
662	очевидным образом	1	1
663	особенность художественной	1	1
664	для этого	4	1
665	на чем	1	1
666	наконец в	1	1
667	а с	1	1
668	комплекса мотивов	1	1
669	восприниматься как	2	1
670	нового времени	2	1
671	что для	2	1
672	в хх	6	1
673	по тем	1	1
674	одной стороны	2	1
675	стремится к	1	1
676	не на	2	1
677	классика xix	1	1
678	одну из	2	1
679	ср у	1	1
680	понятие о	1	1
681	в рецептивном	1	1
682	из многочисленных	1	1
683	произведение в	2	1
684	художественного целого	2	1
685	проникновения в	1	1
686	в творчестве	1	1
687	необходимо было	1	1
688	о себе	4	1
689	многих его	1	1
690	из мира	1	1
691	что легко	1	1
692	субъекта и	3	1
693	в рамках	6	1
694	этим сознанием	1	1
695	в историю	1	1
696	дома в	1	1
697	конечном итоге	1	1
698	бытия однако	1	1
699	в ответ	1	1
700	легкой руки	2	1
701	внешний облик	1	1
702	воспринимающем сознании	1	1
703	не можем	1	1
704	ней не	1	1
705	по бахтину	1	1
706	событие духовного	1	1
707	входит как	1	1
708	художественное произведение	2	1
709	как один	1	1
710	при условии	1	1
711	текст и	1	1
712	в культуре	3	1
713	его становления	1	1
714	пока еще	1	1
715	искусства это	2	1
716	сам же	1	1
717	одного и	1	1
718	лев толстой	2	1
719	его собственными	1	1
720	не имея	1	1
721	при таком	1	1
722	смысловую глубину	1	1
723	искусство слова	1	1
724	сознания и	1	1
725	смерти он	1	1
726	собственно говоря	1	1
727	тем более	2	1
728	у которого	1	1
729	все они	2	1
730	сознания так	1	1
731	позиции субъекта	1	1
732	субъект эстетический	1	1
733	отношении к	1	1
734	на роль	2	1
735	от первого	1	1
736	есть от	1	1
737	не знает	1	1
738	была бы	1	1
739	впервые в	1	1
740	совершенно не	1	1
741	перечисленные моменты	1	1
742	в ударном	1	1
743	собой лишь	1	1
744	к этой	1	1
745	друга как	1	1
746	конца не	1	1
747	в искусстве	2	1
748	по поводу	2	1
749	глубоких и	1	1
750	к этому	1	1
751	русской литературы	2	1
752	к поиску	1	1
753	это время	1	1
754	том числе	1	1
755	они не	1	1
756	событий в	1	1
757	которая не	2	1
