N	2gram	Bakhtin_Fr_7	OGranits
316	говорить не	1	1
317	не нашел	1	1
318	последнем счете	1	1
319	и здесь	4	1
320	его в	3	1
321	как к	1	1
322	его себе	1	1
323	от одного	1	1
324	и иных	1	1
325	к которому	1	1
326	такого понимания	1	1
327	в античной	1	1
328	ведь в	1	1
329	мира это	1	1
330	еще одно	1	1
331	и находит	1	1
332	обратиться к	1	1
333	для них	1	1
334	образом мы	1	1
335	нужно сказать	2	1
336	не было	3	1
337	а на	2	1
338	далеко не	2	1
339	у других	1	1
340	и самый	1	1
341	самое слово	1	1
342	которой он	2	1
343	переходим к	2	1
344	он и	1	1
345	же точно	1	1
346	все время	2	1
347	для человека	1	1
348	должно быть	4	1
349	менее всего	1	1
350	такой же	3	1
351	автора и	1	1
352	разных местах	1	1
353	момента в	1	1
354	и некоторых	1	1
355	или менее	2	1
356	движение в	8	1
357	связь с	1	1
358	себе в	1	1
359	которую мы	1	1
360	и особенно	1	1
361	нигде и	1	1
362	как все	1	1
363	но там	1	1
364	в такой	1	1
365	как это	1	1
366	возможности в	1	1
367	которого является	1	1
368	и назначение	1	1
369	языке но	1	1
370	представление о	1	1
371	в которых	2	1
372	мысли и	1	1
373	в столь	1	1
374	он говорит	1	1
375	это произведение	1	1
376	здесь он	1	1
377	к этому	5	1
378	человеческого тела	7	1
379	такого рода	1	1
380	где она	2	1
381	и вот	2	1
382	и там	1	1
383	времени не	1	1
384	формы все	1	1
385	в эпоху	7	1
386	речи в	1	1
387	их в	2	1
388	своего времени	2	1
389	и наоборот	1	1
390	в человеческом	3	1
391	где нет	1	1
392	в последнем	1	1
393	т.е на	1	1
394	указанных нами	1	1
395	лишен всякого	1	1
396	в контексте	1	1
397	существует только	1	1
398	является для	1	1
399	до конца	2	1
400	но это	3	1
401	в начале	1	1
402	обратимся к	1	1
403	в то	10	1
404	как о	3	1
405	мысли в	1	1
406	в достаточной	1	1
407	например у	2	1
408	одна из	4	1
409	близкий к	1	1
410	пространство и	1	1
411	к новым	1	1
412	определяет выбор	1	1
413	форме в	1	1
414	весь этот	2	1
415	не знаем	2	1
416	в изобразительных	1	1
417	оценка как	1	1
418	в разных	2	1
419	и становится	1	1
420	никакого отношения	1	1
421	или в	2	1
422	на одном	5	1
423	найти в	1	1
424	этой системы	2	1
425	того как	5	1
426	но движение	1	1
427	же время	9	1
428	лишь как	1	1
429	или как	1	1
430	в основе	1	1
431	находит свое	2	1
432	тем более	1	1
433	от него	1	1
434	за исключением	1	1
435	это слово	1	1
436	потому что	5	1
437	в новых	2	1
438	связи с	1	1
439	в современных	1	1
440	его явления	1	1
441	себе на	1	1
442	в системе	1	1
443	этом отношении	2	1
444	об этом	1	1
445	и несколько	1	1
446	не знает	3	1
447	сказать что	1	1
448	предположение о	1	1
449	среди них	1	1
450	все то	3	1
451	мы здесь	2	1
452	метафоры и	1	1
453	во все	2	1
454	с вещами	1	1
455	тело которое	1	1
456	с его	2	1
457	же самое	1	1
458	всего в	5	1
459	вместе с	5	1
460	например в	3	1
461	они не	1	1
