N	2gram	Tiupa_Hudo_2	StatiiOP
116	что ему	1	3
117	одной из	3	3
118	не могло	1	3
119	никогда не	5	3
120	на себя	3	3
121	тем что	6	3
122	у меня	1	3
123	оно не	2	3
124	с самого	1	3
125	на нее	1	3
126	и здесь	1	3
127	как у	2	3
128	должно было	1	3
129	наконец в	1	3
130	но это	1	3
131	так что	1	3
132	с нею	3	3
133	ни одного	2	3
134	т п	2	3
135	что на	3	3
136	и даже	1	3
137	смотрел на	1	3
138	еще и	2	3
139	а с	3	3
140	до конца	1	3
141	так же	3	3
142	другой стороны	1	3
143	не является	2	3
144	давно уже	2	3
145	отношении к	1	3
146	также и	1	2
147	думал о	2	2
148	такое же	1	2
149	то же	6	2
150	действующего лица	1	2
151	это время	1	2
152	бы то	1	2
153	с его	5	2
154	за него	2	2
155	и который	1	2
156	присутствует в	1	2
157	тогда как	7	2
158	нет и	1	2
159	что они	4	2
160	там где	1	2
161	в одной	1	2
162	все эти	1	2
163	в этой	5	2
164	в себе	9	2
165	как он	3	2
166	при этом	11	2
167	если бы	6	2
168	тем не	4	2
169	и более	1	2
170	значительной степени	1	2
171	том же	1	2
172	то ни	1	2
173	а затем	1	2
174	тем в	1	2
175	его в	2	2
176	это было	2	2
177	которая была	2	2
178	в это	3	2
179	о которых	2	2
180	как и	11	2
181	несмотря на	3	2
182	в москве	1	2
183	в один	1	2
184	с точки	2	2
185	что я	2	2
186	от его	1	2
187	что было	3	2
188	была не	1	2
189	не могли	1	2
190	даже в	1	2
191	что с	1	2
192	в то	6	2
193	дело не	2	2
194	только не	2	2
195	и всегда	1	2
196	и теперь	1	2
197	не может	4	2
198	не по	2	2
199	в области	1	2
200	образом не	1	2
201	в духе	2	2
202	на это	1	2
203	и это	3	2
204	из москвы	1	2
205	в ее	18	2
206	в классической	1	2
207	и сам	5	2
208	особенно в	1	2
209	еще в	1	2
210	он был	1	2
211	а также	2	2
212	никак не	1	2
213	в значительной	1	2
214	что и	4	2
215	у всех	3	2
216	судить по	1	2
217	как например	1	2
218	и дело	1	2
219	только в	4	2
220	раз в	3	2
221	ни с	2	2
222	в конце	1	2
223	так как	1	2
224	на меня	1	2
225	может быть	8	2
226	в них	3	2
227	со стороны	3	2
228	о своей	1	2
229	ему не	1	2
230	воспоминания о	1	2
231	говорит о	4	2
232	только по	1	2
233	характеров и	1	2
234	эти слова	1	2
235	и потому	1	2
236	как это	7	2
237	в данном	2	2
238	что за	1	2
239	такого рода	1	2
240	из этой	1	2
241	по существу	1	2
242	это были	1	2
243	только о	1	2
244	с этой	1	2
245	это был	2	2
246	трагедии это	1	2
247	говорят не	1	2
248	во время	1	2
249	сказать что	2	2
250	совершенно не	1	2
251	и другие	5	2
252	а между	4	1
253	и то	2	1
254	союз а	1	1
255	это и	1	1
256	в первом	2	1
257	за все	1	1
258	характерное для	1	1
259	отношения между	1	1
260	по преимуществу	3	1
261	высшей степени	1	1
262	века в	1	1
263	которыми он	1	1
264	той же	2	1
265	бы уже	1	1
266	на материале	1	1
267	мы не	1	1
268	точкой зрения	2	1
269	он думал	2	1
270	является внешним	1	1
271	ответить на	1	1
272	иметь никакого	1	1
273	в сущности	1	1
274	говорить о	2	1
275	на свою	1	1
276	этого термина	1	1
277	не совсем	1	1
278	так а	1	1
279	одного слова	2	1
280	после выхода	1	1
281	в каждой	1	1
282	произведения именно	1	1
283	еще не	3	1
284	на них	1	1
285	он сам	2	1
286	со словами	1	1
287	узнав о	1	1
288	на другой	2	1
289	драматический характер	1	1
290	о смерти	3	1
291	но как	1	1
292	в сторону	1	1
293	перед глазами	3	1
294	ответ на	2	1
295	по отношению	7	1
296	отношение к	2	1
297	себе и	1	1
298	произведение не	1	1
299	не просто	1	1
300	это почти	1	1
301	в поисках	1	1
302	чем же	1	1
303	более чем	2	1
304	независимо от	1	1
305	противоречие в	1	1
306	сюжетного построения	2	1
307	расхождение между	1	1
308	в творчестве	1	1
309	когда он	1	1
310	сказал бы	1	1
311	нового и	1	1
312	это просто	1	1
313	о самом	1	1
314	за собой	1	1
315	характер как	1	1
316	для которого	1	1
317	к другому	1	1
318	мне не	1	1
319	так или	1	1
320	представляет собой	1	1
321	в ответ	3	1
322	не оставляет	1	1
323	из этих	2	1
324	и тот	1	1
325	разговор о	2	1
326	того именно	1	1
327	не превращает	1	1
328	о ее	2	1
329	точно такое	1	1
330	в ряду	2	1
331	что она	7	1
332	не следует	1	1
333	только себя	1	1
334	но именно	2	1
335	от которого	2	1
336	еще раньше	1	1
337	которой на	1	1
338	именно то	1	1
339	и еще	1	1
340	глухим к	1	1
341	зачем я	2	1
342	в принципе	2	1
343	них нет	1	1
344	не как	2	1
345	ими в	1	1
346	свое время	1	1
347	на этом	2	1
348	тут не	1	1
349	интонаций в	1	1
350	он просто	1	1
351	а когда	1	1
352	и характер	1	1
353	те же	2	1
354	а по	2	1
355	зрения на	2	1
356	читать и	1	1
357	заключается в	1	1
358	не умеет	1	1
359	с другими	3	1
360	роль в	2	1
361	что один	1	1
362	и тем	1	1
363	почти единственным	1	1
364	и рядом	1	1
365	любви в	1	1
366	а за	2	1
367	и уже	4	1
368	на своего	1	1
369	для чего	1	1
370	и такая	1	1
371	с такой	2	1
372	этого произведения	3	1
373	еще раз	1	1
374	во второй	2	1
375	от своего	2	1
376	дважды упоминается	1	1
377	в город	1	1
378	то для	1	1
379	приложении к	1	1
380	место в	2	1
381	говорил о	1	1
382	в прозе	1	1
383	в условиях	1	1
384	и неспособность	1	1
385	нельзя было	2	1
386	который всегда	1	1
387	как видим	2	1
388	освободиться от	1	1
389	нас к	1	1
390	счел нужным	1	1
391	весь в	1	1
392	эта картина	1	1
393	она не	5	1
394	виду что	1	1
395	мысли в	1	1
396	который был	2	1
397	одна из	2	1
398	на него	3	1
399	было не	1	1
400	в основе	2	1
401	что ей	2	1
402	о них	3	1
403	можно судить	1	1
404	чем не	1	1
405	для всего	1	1
406	однако если	1	1
407	же время	4	1
408	этих двух	1	1
409	и лишь	1	1
410	к концу	1	1
411	к ней	2	1
412	как она	1	1
413	прежде чем	2	1
414	для осуществления	1	1
415	по первому	1	1
416	как будто	4	1
417	ни о	3	1
418	по нашему	1	1
419	в момент	1	1
420	в городе	4	1
421	он и	1	1
422	подробности не	1	1
423	похож на	1	1
424	отличается от	1	1
425	и внешнюю	2	1
426	все не	1	1
427	всего что	1	1
428	в поле	1	1
429	то картина	1	1
430	остановиться на	1	1
431	они и	2	1
432	будто и	1	1
433	и формальных	1	1
434	размышлениями о	1	1
435	все лица	1	1
436	как мы	2	1
437	что все	3	1
438	здесь не	2	1
439	не могу	3	1
440	данном случае	2	1
441	лица не	1	1
442	были бы	1	1
443	характер и	2	1
444	эпизода в	1	1
445	мысль о	2	1
446	то время	1	1
447	в пределах	1	1
448	на том	1	1
449	с собой	2	1
450	можно было	3	1
451	не с	2	1
452	с самим	2	1
453	каждого из	1	1
454	найти в	1	1
455	а там	1	1
456	и всякого	1	1
457	еще так	1	1
458	простой народ	1	1
459	образом в	1	1
460	именно потому	1	1
461	не самим	1	1
462	столь же	3	1
463	и ему	3	1
464	настоящее время	1	1
465	этом произведении	1	1
466	его тело	1	1
467	с того	2	1
468	можно сказать	6	1
469	не хотелось	2	1
470	на всех	1	1
471	или иначе	1	1
472	в приложении	1	1
473	во втором	2	1
474	эти два	1	1
475	нуждается в	2	1
476	борьбе с	1	1
477	это нужно	1	1
478	чем и	1	1
479	все время	3	1
480	и об	2	1
481	говорит в	2	1
482	не зная	2	1
483	казалось что	7	1
484	находится у	1	1
485	не случайно	10	1
486	один из	2	1
487	обычно у	1	1
488	в двух	2	1
489	из толпы	1	1
490	согласиться с	1	1
491	с ними	3	1
492	всю свою	1	1
493	сколь бы	1	1
494	отцу и	1	1
495	будто бы	3	1
496	ср в	1	1
497	с какой-то	1	1
498	вполне самостоятельную	1	1
499	согласно которой	1	1
500	в самое	1	1
501	он уже	2	1
502	который в	2	1
503	по мнению	1	1
504	к числу	2	1
505	которых в	1	1
506	это же	1	1
507	том чтобы	1	1
508	не будет	2	1
509	с какой	2	1
510	уже в	1	1
511	только на	5	1
512	больше не	1	1
513	со временем	1	1
514	спит в	1	1
515	где бы	1	1
516	одно из	5	1
517	себе в	2	1
518	ведь это	1	1
519	могло бы	1	1
520	точка зрения	1	1
521	себя до	1	1
522	объяснения в	1	1
523	не для	1	1
524	у нее	10	1
525	а в	6	1
526	среди которых	1	1
527	не о	1	1
528	может служить	1	1
529	у него	5	1
530	принципиально не	1	1
531	начале xix	1	1
532	сюжетное движение	1	1
533	в каждом	1	1
534	а на	1	1
535	за пределы	1	1
536	что человек	1	1
537	догадаться что	1	1
538	к которому	1	1
539	уходит в	1	1
540	бы эти	1	1
541	себя и	2	1
542	жизни то	2	1
543	церкви и	1	1
544	то и	4	1
545	и стал	1	1
546	на которых	1	1
547	с которым	1	1
548	очень велика	1	1
549	жизнь в	2	1
550	его характер	1	1
551	некоторые места	1	1
552	почти ничего	1	1
553	в последней	2	1
554	ни на	1	1
555	по своим	1	1
556	у себя	1	1
557	в главном	1	1
558	которую принято	1	1
559	что же	2	1
560	остроты и	1	1
561	да и	5	1
562	бы его	1	1
563	я с	2	1
564	человек с	1	1
565	жизни в	7	1
566	на свете	1	1
567	выйти за	1	1
568	и такие	1	1
569	xix в	1	1
570	в контексте	2	1
571	этом случае	1	1
572	порой даже	1	1
573	в ранг	1	1
574	известном смысле	1	1
575	по дороге	1	1
576	как нам	1	1
577	характера в	1	1
578	внимания на	1	1
579	своего друга	1	1
580	этом и	3	1
581	вокруг него	1	1
582	но для	1	1
583	за его	1	1
584	и для	2	1
585	которых он	1	1
586	ли в	3	1
587	отношении между	1	1
588	не существует	1	1
589	и от	2	1
590	котором он	1	1
591	место для	1	1
592	или в	3	1
593	и среди	1	1
594	ранее не	1	1
595	в настоящее	1	1
596	поэтому она	2	1
597	бы даже	1	1
598	то не	1	1
599	иначе в	1	1
600	для нас	3	1
601	и все	7	1
602	бы он	1	1
603	бы в	1	1
604	у которого	2	1
605	случае и	1	1
606	я должен	1	1
607	все они	3	1
608	же в	1	1
609	между ними	2	1
610	и внутренне	2	1
611	в точности	1	1
612	едва ли	3	1
613	я это	2	1
614	отношению к	7	1
615	из этого	1	1
616	героя в	1	1
617	не сказал	1	1
618	в голову	2	1
619	жизни и	6	1
620	к этой	1	1
621	а я	1	1
622	о себе	3	1
623	в своих	1	1
624	нет что	1	1
625	в лесу	1	1
626	каждое слово	1	1
627	который не	1	1
628	можно назвать	1	1
629	в таком	1	1
630	точно так	1	1
631	все что	3	1
632	том числе	1	1
633	гораздо более	2	1
634	которая не	1	1
635	смысле что	1	1
