N	2gram	Potebnia_M_1	VelikijI
194	зависимости от	1	1
195	человеческого в	2	1
196	в их	2	1
197	и на	1	1
198	после того	1	1
199	людей как	1	1
200	бы то	2	1
201	природы и	1	1
202	все в	2	1
203	что оно	2	1
204	к нему	1	1
205	ее к	1	1
206	но как	3	1
207	от них	1	1
208	божественного происхождения	1	1
209	если в	1	1
210	свободы с	1	1
211	с которыми	1	1
212	истина не	1	1
213	а потому	10	1
214	тогда как	2	1
215	что человек	5	1
216	себе и	1	1
217	бы в	4	1
218	крайней мере	2	1
219	в утверждении	2	1
220	что бы	2	1
221	во что	1	1
222	сложное и	1	1
223	словах и	1	1
224	человечества не	1	1
225	существует как	1	1
226	его на	2	1
227	как в	10	1
228	в своем	3	1
229	все же	6	1
230	его свободы	1	1
231	но с	2	1
232	д и	1	1
233	могли бы	2	1
234	нужна для	1	1
235	природе в	1	1
236	мы видим	4	1
237	с ними	1	1
238	людям что	1	1
239	мы увидим	3	1
240	и хотя	1	1
241	в разные	2	1
242	в самом	3	1
243	в которой	2	1
244	что это	3	1
245	бы ни	4	1
246	в целом	2	1
247	их не	1	1
248	сущности и	1	1
249	законам природы	1	1
250	тоже не	1	1
251	в этой	3	1
252	в известном	1	1
253	им в	1	1
254	человеке и	1	1
255	человеческую личность	1	1
256	уже в	1	1
257	то и	7	1
258	в виде	1	1
259	и если	2	1
260	по законам	2	1
261	по словам	1	1
262	и стало	1	1
263	слова не	2	1
264	каким образом	3	1
265	призыва к	1	1
266	или даже	3	1
267	чего бы	2	1
268	говорит что	1	1
269	перестает быть	1	1
270	одно целое	1	1
271	существ и	1	1
272	человеческого духа	6	1
273	не сумеет	1	1
274	жил и	1	1
275	его если	1	1
276	и должна	1	1
277	вовсе не	5	1
278	не для	1	1
279	существует и	1	1
280	от людей	1	1
281	нашего времени	1	1
282	человека когда	1	1
283	природы человека	1	1
284	но что	1	1
285	бытия и	3	1
286	у него	1	1
287	свобода есть	1	1
288	и частей	1	1
289	и по	6	1
290	и человеческого	2	1
291	на этом	1	1
292	переход к	1	1
293	и вместе	2	1
294	ее на	1	1
295	наука не	1	1
296	на нее	1	1
297	для того	3	1
298	то ни	3	1
299	в состоянии	3	1
300	ничего выше	1	1
301	не были	2	1
302	и с	3	1
303	а его	3	1
304	с другой	7	1
305	которого не	1	1
306	есть не	2	1
307	в глазах	3	1
308	еще и	1	1
309	весь мир	1	1
310	что бог	1	1
311	и тем	3	1
312	души и	5	1
313	были в	1	1
314	и опять	1	1
315	ничем не	1	1
316	их было	1	1
317	человеческой жизни	1	1
318	не всегда	1	1
319	и уже	1	1
320	слова для	4	1
321	между собою	6	1
322	человека не	2	1
323	жизни но	1	1
324	их на	1	1
325	в одно	2	1
326	стороны в	1	1
327	где есть	1	1
328	что свобода	2	1
329	таким же	2	1
330	вместе с	8	1
331	так же	5	1
332	ко всем	2	1
333	то есть	42	1
334	в лице	1	1
335	мы в	2	1
336	их к	2	1
337	в человеке	10	1
338	над ним	1	1
339	у нас	2	1
340	в которых	1	1
341	он говорит	1	1
342	для всякого	2	1
343	этих словах	1	1
344	с такой	1	1
345	ведет к	1	1
346	времени с	1	1
347	в одном	8	1
348	не понимает	1	1
349	в мир	1	1
350	по крайней	2	1
351	ведет не	1	1
352	есть еще	1	1
353	это значит	1	1
354	к высшему	1	1
355	жизни человечества	2	1
356	этот мир	1	1
357	этого слова	1	1
358	с этой	2	1
359	видеть во	1	1
360	нет никакого	1	1
361	любви и	1	1
362	какие бы	1	1
363	и нет	1	1
364	как можно	1	1
365	ни для	1	1
366	ничего кроме	1	1
367	к ним	2	1
368	и другое	3	1
369	управляющих ими	1	1
370	не по	4	1
371	смысле и	1	1
372	не существует	2	1
373	нам и	2	1
374	и от	3	1
375	первые слова	1	1
376	нам могут	1	1
377	и всегда	2	1
378	ничего не	1	1
379	в разных	2	1
380	того как	6	1
381	и божественного	3	1
382	может быть	27	1
383	природы в	2	1
384	как она	3	1
385	во всем	4	1
386	будто бы	1	1
387	духа а	1	1
388	будет еще	1	1
389	это слово	1	1
390	на него	3	1
391	в сознании	3	1
392	есть продукт	1	1
393	уже и	1	1
394	к ее	1	1
395	связь с	2	1
396	что на	6	1
397	и высшее	2	1
398	человека что	1	1
399	другой стороны	5	1
400	крепко и	1	1
401	него то	1	1
402	идея в	1	1
403	но все	2	1
404	к этому	1	1
405	дух в	1	1
406	от слова	1	1
407	его с	2	1
408	себя только	2	1
409	и другие	1	1
410	в своих	4	1
411	есть свобода	2	1
412	законы по	1	1
413	слова с	1	1
414	в противоположность	1	1
415	природу человека	1	1
416	отказаться от	1	1
417	себя и	1	1
418	она не	3	1
419	они не	1	1
