N	2gram	Bakhtin_Pr_3	VrazhdaK
258	в развитии	3	1
259	которую он	1	1
260	в этих	5	1
261	и их	2	1
262	можно найти	1	1
263	всяком случае	1	1
264	человеком и	1	1
265	представление о	1	1
266	далее в	1	1
267	своего рода	3	1
268	не писал	1	1
269	полно и	1	1
270	сюжетная ситуация	1	1
271	но достоевский	1	1
272	не будем	3	1
273	тем не	2	1
274	по крайней	1	1
275	через два	3	1
276	времени а	1	1
277	далее я	1	1
278	вплоть до	4	1
279	но они	4	1
280	тем самым	1	1
281	человека но	1	1
282	человечества и	1	1
283	знаком и	1	1
284	правда в	2	1
285	в процессе	1	1
286	близок к	2	1
287	в могиле	2	1
288	через него	1	1
289	автора к	1	1
290	ничего не	6	1
291	того как	1	1
292	мыслей и	1	1
293	по своей	9	1
294	которой обычно	1	1
295	потому что	5	1
296	сервантеса достоевский	1	1
297	этом отношении	1	1
298	ли это	1	1
299	полемизирует с	1	1
300	легенда о	1	1
301	в духе	8	1
302	органическое единство	1	1
303	конечно гораздо	2	1
304	могут быть	4	1
305	во все	5	1
306	этого и	1	1
307	за что	1	1
308	гоголя и	1	1
309	уже на	2	1
310	творчества достоевского	10	1
311	с ее	1	1
312	и образ	1	1
313	но при	1	1
314	в ее	3	1
315	думаю не	1	1
316	но мы	1	1
317	человека он	1	1
318	так и	6	1
319	живет в	2	1
320	достоевский нашел	2	1
321	достоевский при	1	1
322	именно этот	1	1
323	вошел в	1	1
324	но у	1	1
325	жизнь и	1	1
326	и вообще	3	1
327	во всяком	1	1
328	это влияние	2	1
329	его жизни	1	1
330	до сих	5	1
331	с ненавистью	1	1
332	затем в	1	1
333	это была	2	1
334	вопросу о	1	1
335	во всех	12	1
336	и большой	1	1
337	преступлении и	2	1
338	особенно резко	1	1
339	от них	1	1
340	продолжала развиваться	1	1
341	я думаю	1	1
342	во всей	4	1
343	в форме	6	1
344	крайней мере	1	1
345	все в	1	1
346	романа в	1	1
347	не вступали	1	1
348	в свете	1	1
349	и самые	1	1
350	в литературе	5	1
351	нас интересует	4	1
352	этом смысле	1	1
353	один из	6	1
354	но с	1	1
355	действие в	2	1
356	в предисловии	1	1
357	проникнуть в	1	1
358	во всем	2	1
359	в литературу	4	1
360	в качестве	1	1
361	записках из	1	1
362	о великом	1	1
363	в душе	1	1
364	сходятся в	1	1
365	достоевский так	1	1
366	что для	1	1
367	говорит о	2	1
368	с различными	2	1
369	в известной	2	1
370	мы находим	2	1
371	для правильного	2	1
372	литературу в	1	1
373	друг друга	1	1
374	каждый из	1	1
375	и никогда	1	1
376	не просто	1	1
377	творчеству достоевского	2	1
378	там за	1	1
379	и записки	1	1
380	в особенности	2	1
381	связан с	1	1
382	и из	3	1
383	с другой	2	1
384	именно в	2	1
385	все равно	4	1
386	характерно для	1	1
387	души и	1	1
388	достоевский находил	3	1
389	прежде всего	15	1
390	выше и	2	1
391	в соответствии	2	1
392	в стиле	1	1
393	достоевский очень	4	1
394	de la	1	1
395	и самый	5	1
396	в рассказе	2	1
397	так это	1	1
398	некоторых его	1	1
399	не об	1	1
400	себя на	1	1
401	с помощью	1	1
402	нет ничего	2	1
403	человека к	3	1
404	или по	3	1
405	этому образу	1	1
406	из которых	1	1
407	этого типа	1	1
408	и довольно	1	1
409	работу о	1	1
410	хотя он	1	1
411	с очень	1	1
412	еще раз	5	1
413	в гостинице	1	1
414	в условиях	4	1
415	сих пор	5	1
416	под влиянием	1	1
417	мире а	1	1
418	к вопросу	1	1
419	я очень	1	1
420	более того	6	1
421	которых он	1	1
422	и от	3	1
423	но на	1	1
424	котором он	1	1
425	людьми и	1	1
426	человек и	2	1
427	хотя и	4	1
428	и перед	1	1
429	ее и	1	1
430	еще более	5	1
431	конце концов	1	1
432	для достоевского	3	1
433	чувствовал себя	1	1
434	в обоих	1	1
435	но вот	1	1
436	широко известен	1	1
437	и начинается	1	1
438	метода достоевского	1	1
439	а о	1	1
440	быть и	2	1
441	другой стороны	1	1
442	свободой и	1	1
443	больших и	2	1
444	его произведений	3	1
445	только о	1	1
446	героя в	1	1
447	жизни и	9	1
448	к этой	1	1
449	и наказании	2	1
450	во сне	5	1
451	как на	1	1
452	в таком	2	1
453	они не	3	1
454	он часто	1	1
