N	2gram	Tiupa_Narr_1	Narrotol
436	нас в	1	2
437	художественных текстах	2	2
438	когда преосвященный	2	2
439	же очевидным	1	2
440	напомнить что	1	2
441	в форме	5	2
442	свидетеля и	1	2
443	и только	2	2
444	трех докторов	2	2
445	не сводится	2	2
446	событие самого	1	2
447	купца еракина	2	2
448	же в	4	2
449	умирающего человека	1	2
450	робко вошла	1	2
451	известном смысле	2	2
452	события от	1	2
453	чем он	1	2
454	идет по	2	2
455	с появлением	1	2
456	с ними	1	2
457	дело с	2	2
458	рассказывания в	2	2
459	он уже	2	2
460	актуального членения	6	2
461	бахтин может	1	2
462	который в	2	2
463	себя в	5	2
464	и внутреннего	1	2
465	приезд матери	3	2
466	эпизодов в	2	2
467	эпизод создается	1	2
468	в равной	1	2
469	двойной структуре	1	2
470	его и	1	2
471	тематическим нарастанием	1	2
472	шестые эпизоды	2	2
473	жизненный опыт	1	2
474	сами по	2	2
475	в конце	1	2
476	полю быстро	2	2
477	не о	3	2
478	мы можем	1	2
479	каждый из	2	2
480	при отсутствии	1	2
481	за человек	1	2
482	глава первая	1	2
483	третьем эпизоде	2	2
484	нарратора в	1	2
485	в особенности	4	2
486	события однако	1	2
487	нами не	2	2
488	речь центрального	2	2
489	и даже	3	2
490	в области	2	2
491	о своей	2	2
492	в результате	2	2
493	как у	1	2
494	на ее	1	2
495	первого цикла	2	2
496	после смерти	2	2
497	наррации это	1	2
498	было и	1	2
499	что не	4	2
500	героя и	4	2
501	а на	1	2
502	зависит от	2	2
503	человеческой жизни	1	2
504	детали как	1	2
505	порой в	1	2
506	что мы	2	2
507	оснований для	1	2
508	новейшего времени	1	2
509	если не	4	2
510	главного персонажа	2	2
511	происходящего в	2	2
512	позволяет нам	1	2
513	протяжении этого	2	2
514	к его	1	2
515	системы эпизодов	1	2
516	в присутствии	3	2
517	и столь	1	2
518	по своему	1	2
519	в художественных	1	2
520	событийного статуса	3	2
521	весело постукивая	2	2
522	да и	4	2
523	ударили к	2	2
524	текста как	2	2
525	мыслится как	1	2
526	х гг	1	2
527	быть и	1	2
528	человека который	1	2
529	о его	1	2
530	к двум	1	2
531	о событии	1	2
532	в связи	2	2
533	и от	1	2
534	она может	2	2
535	не подлежит	1	2
536	событийность излагаемых	2	2
537	в году	1	2
538	которая в	2	2
539	в маркированном	1	2
540	но зато	1	2
541	сливаются в	1	2
542	хотя бы	4	2
543	прошлого и	2	2
544	простого обыкновенного	1	2
545	к ее	1	2
546	равной степени	1	2
547	жизни в	3	2
548	новое состояние	1	2
549	персонажа и	2	2
550	между ними	2	2
551	сказать что	4	2
552	в свою	3	2
553	потенциального адресата	1	2
554	в архиерее	3	2
555	единого художественного	1	2
556	который свободен	1	2
557	и будущего	1	2
558	в таком	2	2
559	в роли	2	2
560	круг начальные	1	1
561	введение новой	1	1
562	постель к	1	1
563	доложил келейник	1	1
564	выходит новое	1	1
565	моментами обратной	1	1
566	искала предлога	1	1
567	из непрерывной	1	1
568	по обыкновению	1	1
569	в двуголосой	1	1
570	эффект уподобления	1	1
571	неба которое	1	1
572	жизни литературного	1	1
573	через месяц	1	1
574	такого переосмысления	1	1
575	терминологии женетта	1	1
576	из церкви	1	1
577	он стоит	1	1
578	из-за гребенки	1	1
579	птица это	1	1
580	души целый	1	1
581	одним из	2	1
582	для образования	1	1
583	весьма изощренную	1	1
584	уподобления чуду	1	1
585	мотив влекущего	1	1
586	же как	3	1
587	его матери	1	1
588	пониманием происходящего	1	1
589	видением героя	1	1
590	прямыми их	1	1
591	в конфигурации	1	1
592	его признаков	1	1
593	поразительны мотивные	1	1
594	страдающего тела	1	1
595	писал ю.м	1	1
596	вдруг за	3	1
597	в следующем	1	1
598	случае купец	1	1
599	три слова	1	1
600	неприятно волновало	1	1
601	жил в	1	1
602	вкрапления отнюдь	1	1
603	сам по	1	1
604	двенадцать евангелий	1	1
605	миром прослеженный	1	1
606	его своею	1	1
607	явлением нового	1	1
608	не воскрес	1	1
609	подлинное имя	1	1
610	возник непредвзято	1	1
611	эпизоды знаменательно	1	1
612	на самом	1	1
613	значении этого	3	1
614	давящих героя	1	1
615	в лунном	1	1
616	только потому	1	1
617	немногочисленных случаях	1	1
618	образуемых изложением	1	1
619	это и	3	1
620	говорилось выше	1	1
621	он почувствовал	1	1
622	которых весело	1	1
623	опираясь на	1	1
624	свечным салом	1	1
625	перекличек в	1	1
626	эту хвалу	1	1
627	купец еракин	1	1
628	оказываются в	1	1
629	в самостоятельный	1	1
630	без артикулированных	1	1
631	белая зубчатая	1	1
632	героя образует	1	1
633	он жизнь	1	1
634	и есть	1	1
635	без точки	1	1
636	ему что	1	1
637	качестве чуда	1	1
638	собственным голосом	1	1
639	эпизод образован	1	1
640	в нарративном	2	1
641	к нарративному	1	1
642	уже умер	1	1
643	за все	1	1
644	характерное для	1	1
645	этот краткий	1	1
646	частности обращает	1	1
647	никаких формальных	1	1
648	и возвращениями	1	1
649	структуре конфигурирующей	1	1
650	преосвященный открыл	1	1
651	семантическая опустошенность	1	1
652	входит ангелоподобной	1	1
653	эпизоде последней	1	1
654	и до	2	1
655	помощи зеркала	1	1
656	и поэтически	1	1
657	переломами настроения	1	1
658	различные и	1	1
659	третьем от	1	1
660	рождения иисуса	1	1
661	отделена от	1	1
662	архиерей не	1	1
663	за границей	4	1
664	что видит	1	1
665	процессов состояний	1	1
666	данной истории	1	1
667	сыночком своего	1	1
668	фразу где	1	1
669	стена и	1	1
670	связана мотивом	1	1
671	зеркальный эффект	1	1
672	по его	1	1
673	не раскаяние	1	1
674	из персонажей	1	1
675	соответствовало бы	1	1
676	опознается его	1	1
677	вставал с	1	1
678	мы уже	1	1
679	доставляет герою	1	1
680	в гостиной	1	1
681	и противоположно	1	1
682	например в	2	1
683	родился монахом	2	1
684	о предпасхальных	1	1
685	и непонятно	1	1
686	ветхости петра	1	1
687	полном его	1	1
688	на выгоне	2	1
689	тому мелкому	1	1
690	зеленоватой бородой	1	1
691	противоположно ему	1	1
692	значении придаваемом	1	1
693	конце предыдущего	1	1
694	рядоположными фактами	1	1
695	пасха через	1	1
696	но мотивировка	1	1
697	новой фигуры	1	1
698	персонажной фигуре	1	1
699	вообще чувствовала	1	1
700	от первой	1	1
701	такой конфигурации	1	1
702	христианской культуры	1	1
703	последнем мы	1	1
704	принадлежащей детству	1	1
705	героя отчасти	1	1
706	мир не	1	1
707	в первый	1	1
708	двоится читатель	1	1
709	говоря и	1	1
710	видит со	1	1
711	комнате катю	1	1
712	внутренне отрешенный	1	1
713	фразами как	1	1
714	организации текста	2	1
715	настроения аналогичного	1	1
716	службе шестые	1	1
717	звучать и	1	1
718	отмеченный перерывом	1	1
719	впервые дано	1	1
720	матери сообщают	1	1
721	верят его	1	1
722	предстает только	1	1
723	этом не	1	1
724	пасхальному преображению	1	1
725	ни единого	1	1
726	завершенная и	1	1
727	реального действия	1	1
728	о болезни	1	1
729	он как	1	1
730	референтное содержание	3	1
731	падает дело	1	1
732	литературного героя	1	1
733	днях жизни	1	1
734	бог знает	2	1
735	бы двумя	1	1
736	границам и	1	1
737	двенадцать первая	1	1
738	то и	1	1
739	кантовской философией	1	1
740	спальню вошел	1	1
741	на хорах	1	1
742	над зеленоватой	1	1
743	длинной седой	1	1
744	такого ухода	1	1
745	смысла тех	1	1
746	палочкой словно	1	1
747	начальных связана	1	1
748	двадцать четыре	1	1
749	он вспомнил	1	1
750	что иное	2	1
751	события так	1	1
752	разрушают повествовательного	1	1
753	мыслями в	1	1
754	жизненной позиции	4	1
755	время пребывания	1	1
756	лишенными какой	1	1
757	сестер если	1	1
758	согласно классификации	1	1
759	отрезку времени	1	1
760	от церкви	1	1
761	состояние не	1	1
762	резкими переломами	1	1
763	построена таким	1	1
764	в некотором	1	1
765	мы и	1	1
766	делятся на	1	1
767	всю ночь	1	1
768	причину их	1	1
769	поклонению волхвов	1	1
770	самого иисуса	1	1
771	противостояние тому	1	1
772	около сорока	1	1
773	из которых	4	1
774	а теперь	1	1
775	с умиранием	1	1
776	имеется ряд	1	1
777	нарративного ряда	1	1
778	выделяемых эпизодов	1	1
779	боль в	1	1
780	нарратор занимает	1	1
781	сисоя не	1	1
782	последней в	1	1
783	младенческому способу	1	1
784	моментом всеобщего	1	1
785	ног на	1	1
786	ряда соответствует	1	1
787	уединение предающегося	1	1
788	о роли	1	1
789	символическую значимость	1	1
790	апостольское число	1	1
791	в пятнадцатом	1	1
792	в монастырь	1	1
793	принцип системы	1	1
794	раньше тоже	1	1
795	петра его	1	1
796	там чего	1	1
797	переносов во	1	1
798	собой неоднократно	1	1
799	пребывания в	1	1
800	он существует	1	1
801	персонажа находится	1	1
802	даже чудотворное	1	1
803	после восьми	1	1
804	приезде своей	1	1
805	думая о	1	1
806	фразе эпизода	1	1
807	отсутствует тем	1	1
808	тех немногочисленных	1	1
809	горькую иронию	1	1
810	пели про	1	1
811	идет быстро	1	1
812	нуждалась в	1	1
813	в старо-петровском	1	1
814	и сами	1	1
815	опять становясь	1	1
816	подвергается глоссализационному	1	1
817	наконец пара	1	1
818	светом панкратиевский	1	1
819	жизненная установка	1	1
820	не событийна	2	1
821	мигая глядела	1	1
822	качестве одного	1	1
823	реверсивного преображения	1	1
824	герою еще	1	1
825	этот текст	1	1
826	от предыдущих	1	1
827	хх веке	1	1
828	иное как	2	1
829	мотивные переклички	1	1
830	несколько повседневных	1	1
831	в онемевших	1	1
832	нему в	1	1
833	не представляется	1	1
834	протяжении последних	1	1
835	в грехах	1	1
836	деревьями уходит	1	1
837	образцы несобственно-прямой	1	1
838	повествователя о	1	1
839	чудотворной иконой	1	1
840	бы то	3	1
841	в различных	1	1
842	ногах и	1	1
843	настроения шестые	1	1
844	события при	2	1
845	чуждого миру	1	1
846	обыкновенный человек	1	1
847	просто несобственно-прямая	1	1
848	архиереем перемещается	1	1
849	своей последовательности	1	1
850	без обращения	1	1
851	роли преосвященного	1	1
852	не отличается	2	1
853	тут ваше	1	1
854	событийности без	1	1
855	поэтики к	1	1
856	сверхсобытия телесной	1	1
857	бы она	1	1
858	отмеченном к	1	1
859	без которого	1	1
860	цепь необратимых	1	1
861	жизни персонажа	1	1
862	увидеть своего	1	1
863	и главное	1	1
864	архиерей уносился	1	1
865	умирающий герой	1	1
866	его собственным	1	1
867	бы отдал	4	1
868	из дольней	1	1
869	что ослабел	1	1
870	раскаяние в	1	1
871	события как	2	1
872	двуголосой форме	1	1
873	воскресение столь	1	1
874	это бывает	1	1
875	третья епархиальный	1	1
876	понятие точки	1	1
877	могло быть	1	1
878	разумеется усиливает	1	1
879	гостиной голоса	1	1
880	жизнь он	1	1
881	он слушая	2	1
882	и три	1	1
883	перспективу события	1	1
884	видит в	1	1
885	смог бы	1	1
886	доносятся из	1	1
887	мы будем	1	1
888	неотделимость события	1	1
889	после его	1	1
890	интермедийном эпизоде	1	1
891	последней главы	1	1
892	некоего созерцающего	1	1
893	не то	2	1
894	в спальню	1	1
895	бы жизненной	1	1
896	не входит	1	1
897	верстах от	1	1
898	перед глазами	1	1
899	его мысленного	1	1
900	свою жизнь	1	1
901	увиденный матерью	1	1
902	не все	5	1
903	сисой всю	1	1
904	с отцом	1	1
905	дамы после	1	1
906	то увидел	1	1
907	а он	1	1
908	неловкость поведения	1	1
909	ответ на	1	1
910	воскресении простого	1	1
911	дискурсивные практики	1	1
912	человеческих отношений	1	1
913	вновь как	1	1
914	времени существенную	1	1
915	христа в	1	1
916	помимо отмеченных	1	1
917	от бодрого	1	1
918	отношение к	2	1
919	и символическую	1	1
920	дядю преосвященного	1	1
921	с тринадцатым	1	1
922	рифмы обнаруживаемые	1	1
923	двадцати эпизодов	1	1
924	перекликающихся эпизодов	1	1
925	втором всем	1	1
926	событие рассказывания	1	1
927	центрального героя	1	1
928	приходы сисоя	1	1
929	четвертом эпизоде	1	1
930	вечно живого	1	1
931	эпизод был	1	1
932	называя вновь	1	1
933	эпизоде в	1	1
934	до которого	2	1
935	эпизоде герою	1	1
936	кати именно	1	1
937	в этикетных	1	1
938	юродивый но	1	1
939	что освобождает	1	1
940	нему входит	1	1
941	события данным	1	1
942	не таким	1	1
943	миру детства	1	1
944	сочетание старческого	1	1
945	не мигая	1	1
946	литературной наррации	1	1
947	парах эпизодов	1	1
948	салом своего	1	1
949	сисоя столь	1	1
950	установка человека	1	1
951	чертог украшенный	1	1
952	освобождается умирающий	1	1
953	устранения из	1	1
954	петр неочевидный	1	1
955	или особенно	1	1
956	относительно евангельского	1	1
957	келейник когда	1	1
958	как слушатели-читатели	1	1
959	но мать	1	1
960	для кого-то	2	1
961	первыми вторыми	1	1
962	мать уже	1	1
963	что именно	2	1
964	о.м фрейденберг	3	1
965	похоже было	1	1
966	повествовательного переноса	1	1
967	случаен художественно	1	1
968	человеческого бытия	1	1
969	этих сегментов	1	1
970	и связывания	1	1
971	нарратологических исследований	1	1
972	жизни деревьями	1	1
973	заключительный абзац	1	1
974	передача речей	1	1
975	сисоем после	1	1
976	что когда-то	1	1
977	локализация повествуемого	1	1
978	вспомним что	1	1
979	о жизни	1	1
980	евангелий наконец	1	1
981	главу нумерологические	1	1
982	церкви вокруг	1	1
983	пятые эпизоды	1	1
984	как оказывается	1	1
985	мотивов в	1	1
986	фигуру носительницы	1	1
987	зарисовки взглядом	1	1
988	обращения к	1	1
989	уходит бог	1	1
990	перемещение персонажа	2	1
991	вспомнил что	1	1
992	рода но	2	1
993	удается хотя	1	1
994	в полном	2	1
995	посланник иного	1	1
996	существенный сдвиг	1	1
997	архиерея к	1	1
998	их совпадениями	1	1
999	такое слово	1	1
1000	глубокая обратная	1	1
1001	когда он	3	1
1002	к эквивалентности	1	1
1003	отграниченная система	1	1
1004	ряда мотивов	1	1
1005	и наконец	1	1
1006	детство и	1	1
1007	бодрого здорового	1	1
1008	сисой эпизод	1	1
1009	отчасти мотивировано	1	1
1010	делится строго	1	1
1011	неестественной маловероятной	1	1
1012	евангелия оба	1	1
1013	более глубоким	1	1
1014	а.п чехова	1	1
1015	рыжие волосы	1	1
1016	а непосредственно	1	1
1017	настаивает на	1	1
1018	и к	1	1
1019	последующих абзацем	1	1
1020	приехав домой	1	1
1021	аналогичного настроению	1	1
1022	оказывается с	1	1
1023	момент преображения	1	1
1024	пережил их	1	1
1025	молчали задумавшись	1	1
1026	своего дядю	1	1
1027	глазами белая	1	1
1028	выделенный в	1	1
1029	в действительности	1	1
1030	согласия героя	1	1
1031	эпизод отмеченный	1	1
1032	героя продолжает	1	1
1033	после обедни	1	1
1034	в противоположность	2	1
1035	тематического нарастания	1	1
1036	сам без	1	1
1037	стен вдруг	1	1
1038	лет а	1	1
1039	это то	1	1
1040	больного церковной	1	1
1041	господнем парадоксальное	1	1
1042	реплика согласия	1	1
1043	и многообразно	1	1
1044	за собой	4	1
1045	карета с	1	1
1046	рациональной намеренности	1	1
1047	обнаружить не	1	1
1048	возвращения в	1	1
1049	на событие	1	1
1050	из выделяемых	1	1
1051	старо-петровского монастыря	1	1
1052	безотносительными рядоположными	1	1
1053	шире и	1	1
1054	знаменательно что	1	1
1055	была мать	1	1
1056	времени организован	1	1
1057	прошлое в	1	1
1058	он оделся	1	1
1059	герою сообщают	1	1
1060	речей персонажа	1	1
1061	и придает	1	1
1062	уксусом еще	1	1
1063	детскому младенческому	1	1
1064	обретает символическую	1	1
1065	концептуален эпизоды	1	1
1066	из жизни	1	1
1067	участвуем как	1	1
1068	каяться архиерей	1	1
1069	двумя безотносительными	1	1
1070	что это	3	1
1071	ни один	1	1
1072	огни потускнели	1	1
1073	это за	1	1
1074	не понимает	1	1
1075	частности такой	1	1
1076	эпизода отрезку	1	1
1077	добрые дядечка	1	1
1078	на отрезки	1	1
1079	формой человеческого	1	1
1080	пришла старуха	1	1
1081	суть возвращения	1	1
1082	уехала то	1	1
1083	совершенно чуждо	1	1
1084	появления купца	1	1
1085	смеховая реакция	1	1
1086	сам ребенком	1	1
1087	эпизоде увидеть	1	1
1088	повествование в	1	1
1089	бы не	2	1
1090	сравним три	1	1
1091	когда прочли	1	1
1092	тексте эпизода	1	1
1093	преосвященного как	1	1
1094	деталь как	1	1
1095	все тому	1	1
1096	событийность и	1	1
1097	увидеть внешний	1	1
1098	за освобождение	1	1
1099	внимание такая	1	1
1100	будучи сам	1	1
1101	волосы в	1	1
1102	этом что	1	1
1103	будет сказано	1	1
1104	дополнительного персонажа	1	1
1105	открывает причину	1	1
1106	построения со	1	1
1107	такие добрые	1	1
1108	был назначен	1	1
1109	рубежом восьми	1	1
1110	тоже не	1	1
1111	братьев и	1	1
1112	ни одна	1	1
1113	столь чуждого	1	1
1114	двенадцать явственно	1	1
1115	поднимались из-за	1	1
1116	он думает	1	1
1117	лишний раз	1	1
1118	приводит к	2	1
1119	о матери	3	1
1120	церкви с	1	1
1121	речи но	1	1
1122	нового персонажа	1	1
1123	эпизодов напоминающая	1	1
1124	мире милое	1	1
1125	поехал в	1	1
1126	него приезжала	1	1
1127	бы желая	1	1
1128	и тот	2	1
1129	рассказа реверсивная	1	1
1130	особое место	1	1
1131	постели в	1	1
1132	разные времена	1	1
1133	проснувшимися к	1	1
1134	забыт и	1	1
1135	мира но	1	1
1136	дифференцированном и	1	1
1137	чуду нежданного	1	1
1138	два фрагмента	1	1
1139	телесной смерти	1	1
1140	гипотетической авторской	1	1
1141	вставать и	1	1
1142	низких потолков	3	1
1143	оценивающий ситуацию	1	1
1144	глазами окружающих	1	1
1145	от позиции	1	1
1146	но на	1	1
1147	всей его	2	1
1148	без вас	1	1
1149	будучи непосредственной	1	1
1150	фигурой покашливающего	1	1
1151	человек не	1	1
1152	собирающиеся на	1	1
1153	другому сознанию	1	1
1154	параллельных эпизодов	1	1
1155	дословная передача	1	1
1156	слышит чувствует	1	1
1157	омовение ног	2	1
1158	событии которое	1	1
1159	того кого	1	1
1160	например как	2	1
1161	весело светилось	1	1
1162	социально-ролевое имя	1	1
1163	петра когда	1	1
1164	зародившееся в	1	1
1165	своего материнского	1	1
1166	осколка анализируемого	1	1
1167	то ударили	1	1
1168	прошел через	1	1
1169	готовом стабильно	1	1
1170	как единого	1	1
1171	параллели между	1	1
1172	воспоминаний героя	2	1
1173	эпизодов занимает	1	1
1174	что возраст	1	1
1175	общая неловкость	1	1
1176	нагорели все	1	1
1177	присоединением к	1	1
1178	одному из	1	1
1179	ребенку не	1	1
1180	тональности повествующего	1	1
1181	ниже здесь	1	1
