N	2gram	Losev_Dial_1	DiskursI
272	его на	1	1
273	с их	1	1
274	этот аспект	1	1
275	просто как	2	1
276	это тоже	1	1
277	в меру	1	1
278	тем же	1	1
279	если будут	1	1
280	и реального	1	1
281	следующим образом	1	1
282	есть его	1	1
283	однако даже	1	1
284	из мифа	3	1
285	в которой	1	1
286	бы и	2	1
287	что это	11	1
288	образом и	2	1
289	не был	2	1
290	из этих	2	1
291	учение о	11	1
292	по преимуществу	1	1
293	мифа и	2	1
294	но его	1	1
295	говорит не	1	1
296	на то	5	1
297	быть только	1	1
298	что она	7	1
299	быть еще	1	1
300	он не	3	1
301	с ней	2	1
302	всех этих	3	1
303	в первую	2	1
304	в понимании	1	1
305	к одному	1	1
306	не к	1	1
307	содержит в	3	1
308	на земле	2	1
309	чем она	1	1
310	что ни	3	1
311	одному и	1	1
312	или иных	1	1
313	одно и	4	1
314	и заключается	1	1
315	но все	3	1
316	мы его	1	1
317	которые существенно	1	1
318	не будет	1	1
319	где нет	1	1
320	и может	2	1
321	есть все	1	1
322	в мире	2	1
323	для своей	1	1
324	с целью	1	1
325	при помощи	1	1
326	и других	1	1
327	первую очередь	1	1
328	с другими	2	1
329	от одного	1	1
330	наконец для	1	1
331	на почве	1	1
332	то все	1	1
333	этом смысле	3	1
334	обе стороны	3	1
335	не соответствует	1	1
336	в новое	1	1
337	в жизни	1	1
338	для них	1	1
339	о которых	2	1
340	нет как	1	1
341	с этой	2	1
342	со своими	1	1
343	не заметить	1	1
344	оно имеет	1	1
345	мы не	1	1
346	потому и	1	1
347	как таковой	4	1
348	более глубоком	1	1
349	только тем	1	1
350	в этих	5	1
351	как такое	1	1
352	и при	2	1
353	что такое	10	1
354	фигура не	1	1
355	нами два	1	1
356	а как	1	1
357	не становится	1	1
358	с точки	12	1
359	как произведение	1	1
360	не индивидуален	1	1
361	вплоть до	3	1
362	процесса и	1	1
363	мир и	1	1
364	что особенно	1	1
365	не рассматривается	1	1
366	которые в	1	1
367	для которых	1	1
368	его к	1	1
369	тем не	1	1
370	и эти	1	1
371	и более	4	1
372	не могли	1	1
373	не должна	2	1
374	мере и	1	1
375	образ не	2	1
376	это также	1	1
377	и вся	1	1
378	раз и	2	1
379	и тому	1	1
380	если и	2	1
381	чистом виде	1	1
382	стоит в	1	1
383	о теории	1	1
384	тем самым	1	1
385	до известной	1	1
386	как можно	2	1
387	даже не	3	1
388	виду что	1	1
389	самого начала	1	1
390	то чего	1	1
391	не имеет	15	1
392	дело в	1	1
393	и притом	4	1
394	и научный	1	1
395	субъектов и	1	1
396	можно указать	2	1
397	мы все	1	1
398	о них	1	1
399	но только	3	1
400	все наши	1	1
401	но исключительно	1	1
402	этих двух	1	1
403	и приводит	1	1
404	действительно в	1	1
405	его смысл	1	1
406	и является	2	1
407	во всем	2	1
408	о чем-то	3	1
409	здесь же	1	1
410	как будто	1	1
411	этом отношении	2	1
412	она отличается	1	1
413	формы для	1	1
414	в каком	8	1
415	и оно	1	1
416	ни о	5	1
417	не могут	1	1
418	встречается в	1	1
419	и должно	1	1
420	когда мы	1	1
421	об одном	2	1
422	уже было	1	1
423	в определенную	1	1
424	всего в	1	1
425	того о	1	1
426	его с	3	1
427	но также	1	1
428	объекта и	2	1
429	если же	1	1
430	но сама	1	1
431	же сам	1	1
432	и это	2	1
433	ни даже	1	1
434	своего развития	1	1
435	значения и	1	1
436	но по	1	1
437	чем не	1	1
438	на нем	2	1
439	здесь не	1	1
440	и от	2	1
441	мысль о	1	1
442	только то	4	1
443	с самого	1	1
444	и сам	1	1
445	котором нет	1	1
446	здесь как	1	1
447	мог бы	2	1
448	основана на	1	1
449	если бы	12	1
450	действия не	1	1
451	полной мере	1	1
452	быть в	2	1
453	то они	1	1
454	при котором	1	1
455	есть само	1	1
456	этого сказать	1	1
457	на что	2	1
458	понятие и	1	1
459	должно было	1	1
460	к нему	8	1
461	определение и	1	1
462	том или	2	1
463	а потому	1	1
464	не метафизична	1	1
465	с реальной	1	1
466	вслед за	2	1
467	и мы	5	1
468	что здесь	2	1
469	он видел	1	1
470	от прочих	1	1
471	речь о	1	1
472	с ними	2	1
473	известного рода	1	1
474	и весьма	1	1
475	могу не	1	1
476	или же	1	1
477	к мифу	3	1
478	имеет своим	1	1
479	со всеми	1	1
480	чаще всего	2	1
481	суть не	1	1
482	я в	2	1
483	вопроса о	1	1
484	только на	3	1
485	ту самую	1	1
486	то и	2	1
487	в виде	2	1
488	показать на	1	1
489	если в	3	1
490	но от	1	1
491	но для	1	1
492	он имеет	1	1
493	и их	2	1
494	всяком случае	2	1
495	в конце	4	1
496	не о	4	1
497	мы можем	4	1
498	как раз	4	1
499	или ином	1	1
500	своем значении	1	1
501	быть названа	1	1
502	представление о	1	1
503	на примере	1	1
504	с другим	1	1
505	до сих	2	1
506	может ли	1	1
507	что человек	2	1
508	и чем	1	1
509	сюда же	1	1
510	а именно	1	1
511	в каких	1	1
512	с той	2	1
513	было бы	12	1
514	еще и	3	1
515	нового времени	1	1
516	говорит о	5	1
517	связано с	1	1
518	лица по	1	1
519	от этого	3	1
520	которое как	2	1
521	мы сами	2	1
522	стремится к	2	1
523	ничем не	3	1
524	которое по	1	1
525	при более	1	1
526	от мира	1	1
527	несмотря на	10	1
528	в связи	1	1
529	вместе с	1	1
530	как это	4	1
531	мифа в	1	1
532	наряду с	1	1
533	этого далеко	1	1
534	в той	1	1
535	что всякое	1	1
536	сказка но	1	1
537	когда она	1	1
538	да и	6	1
539	она вся	1	1
540	кто из	1	1
541	в современной	2	1
542	к чему	1	1
543	в чистом	1	1
544	схемы и	1	1
545	только о	1	1
546	быть и	4	1
547	сих пор	2	1
548	природу и	1	1
549	не об	1	1
550	в чем	6	1
551	о мире	1	1
552	без которой	1	1
553	тех или	3	1
554	это уже	1	1
555	и часто	1	1
556	указать на	1	1
557	в правильности	1	1
558	при таком	1	1
559	не существует	7	1
560	я всегда	2	1
561	в результате	1	1
562	вопрос о	2	1
563	другое дело	1	1
564	это как	1	1
565	развития и	1	1
566	у них	3	1
567	или нет	3	1
568	от того	1	1
569	тем более	2	1
570	мы должны	5	1
571	но это	8	1
572	она же	1	1
573	исключительно в	1	1
574	или не	5	1
575	в мифе	12	1
576	отношении к	3	1
577	не знает	2	1
578	как нечто	1	1
579	о такой	1	1
580	и также	1	1
581	в отдельности	2	1
582	субъекта или	1	1
583	суть именно	1	1
584	будучи в	1	1
585	и состоит	2	1
586	в голову	1	1
587	также не	1	1
588	и другие	1	1
589	который не	1	1
590	здесь ни	1	1
591	в таком	1	1
