N	2gram	Tiupa_Narr_1	Problemy
555	то в	6	1
556	была и	2	1
557	он уже	2	1
558	еще раньше	1	1
559	иной степени	1	1
560	в уста	1	1
561	место из	1	1
562	принципа не	1	1
563	с которыми	1	1
564	в качестве	21	1
565	типов но	1	1
566	человека с	1	1
567	с нею	1	1
568	иной форме	1	1
569	предполагает наличие	1	1
570	или даже	2	1
571	глава первая	1	1
572	на своего	1	1
573	ни с	1	1
574	мир в	1	1
575	как справедливо	2	1
576	сами по	2	1
577	при всей	4	1
578	не о	3	1
579	не случайно	2	1
580	подлинная жизнь	1	1
581	но уже	1	1
582	и сама	1	1
583	во всей	2	1
584	как будто	3	1
585	и делает	1	1
586	или ином	2	1
587	для передачи	1	1
588	и строго	1	1
589	лишь для	1	1
590	не было	2	1
591	что могло	1	1
592	из двух	3	1
593	одной стороны	7	1
594	и т.п	8	1
595	он живет	1	1
596	хоть и	1	1
597	или иначе	3	1
598	не обязательно	3	1
599	и тех	1	1
600	а именно	3	1
601	к которому	2	1
602	чем он	1	1
603	его голос	1	1
604	один и	1	1
605	но о	3	1
606	говорит о	2	1
607	равной степени	1	1
608	действующими лицами	1	1
609	от этого	1	1
610	ей не	2	1
611	однако и	1	1
612	его как	2	1
613	как ни	2	1
614	все время	1	1
615	одну из	2	1
616	с рассказом	2	1
617	не то	2	1
618	совершенно очевидно	2	1
619	рамках этого	1	1
620	в связи	2	1
621	слова от	1	1
622	и потому	2	1
623	как это	6	1
624	в присутствии	3	1
625	сообщение о	1	1
626	о возможности	1	1
627	из которых	4	1
628	над ним	1	1
629	к своему	1	1
630	ли его	1	1
631	между голосами	1	1
632	из уст	1	1
633	того не	1	1
634	в мир	1	1
635	в это	1	1
636	на другое	1	1
637	в различные	1	1
638	они лишь	1	1
639	отсутствует но	1	1
640	в любом	2	1
641	является для	1	1
642	человека который	1	1
643	о его	1	1
644	в начале	1	1
645	в самую	2	1
646	силу и	1	1
647	при всем	2	1
648	сюжетом но	1	1
649	высказывания а	1	1
650	в следующей	1	1
651	известной степени	1	1
652	которых он	1	1
653	и от	1	1
654	место для	1	1
655	тем более	2	1
656	о котором	1	1
657	в двух	2	1
658	в другое	1	1
659	совершенно иной	2	1
660	обращается к	1	1
661	это может	1	1
662	в третьем	3	1
663	же в	4	1
664	есть уже	1	1
665	обстоит дело	1	1
666	в равной	1	1
667	что слова	1	1
668	по поводу	1	1
669	все еще	1	1
670	две стороны	1	1
671	отношением к	1	1
672	своего предмета	1	1
673	жизни а	2	1
674	в характере	1	1
675	слово там	1	1
676	единство высказывания	1	1
677	можно назвать	1	1
678	жизни и	3	1
679	а может	1	1
680	изображаемого мира	1	1
681	на ту	1	1
682	этой точки	2	1
683	прямой речи	2	1
684	том числе	6	1
685	они не	2	1
